District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
MADURAI,TAMIL NADU,2024,300902,253642,246020,267301,11868902,5225,31945.75,15.82,39595.56,272.1,325.81,246020.0,233032.0,54358.0,212401.0,62081.0,346816.0,5.586507949292054,0.436458148,69.1377182006836,21034.1631,138572152,0.023,0.007,1191451.0,3392.55
MAHABUBNAGAR,TELANGANA,2014,1029013,413080,299368,527101,11650631,16581,11646.33,352.59,18420.65,111.17,166.29,299368.0,306083.0,116808.0,367994.0,500408.0,1037052.0,2.072412911064572,0.26441989,413.9241129557292,10623.74411,57301592,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2015,1056846,425300,333218,588134,17684781,50388,20945.11,1256.79,25951.5,126.74,147.93,333218.0,336355.0,130569.0,408108.0,488404.0,638255.0,1.3068177164806185,0.307213333,619.1891276041666,10504.28447,52915366,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2016,316166,137829,119541,202112,5548141,10280,7080.7,466.16,10453.71,137.68,190.26,119541.0,118855.0,37001.0,147776.0,181906.0,281965.0,1.5500588215891724,0.290891909,678.2495524088541,9628.661583,41117843,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2017,269034,134523,102341,166797,4428641,8056,6038.28,570.34,13175.53,140.83,230.6,102341.0,98992.0,28279.0,125328.0,225167.0,385887.0,1.713781326748591,0.27991444,622.5916748046875,11852.55343,60491472,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2018,276639,113222,96456,152499,4154104,9734,6210.69,196.36,14405.03,154.73,260.24,96456.0,92896.0,26548.0,113464.0,71868.0,116525.0,1.6213752991595702,0.370507905,665.9186604817709,19746.58843,67947490,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2019,293870,108463,105208,156669,3862774,8504,6318.25,216.66,9193.59,165.36,196.44,105208.0,92452.0,26511.0,114068.0,89792.0,252058.0,2.807132038488952,0.392554281,525.0968424479166,24663.89883,84144179,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2020,148631,92642,79056,123155,4228000,11177,7959.6,46.18,14832.19,187.81,284.12,79056.0,71118.0,20713.0,81400.0,176686.0,450428.0,2.5493134713559646,0.383604974,455.281005859375,17274.75369,67832270,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2021,152239,70381,70603,105418,3731979,10609,6698.52,19.9,13331.87,189.34,315.61,70603.0,63235.0,16719.0,70700.0,141836.0,446311.0,3.1466693928198763,0.410548728,710.559814453125,9207.048729,46592689,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2022,136781,78245,65799,95602,3168266,1190,5524.02,402.48,9199.55,179.85,214.33,65799.0,59203.0,15066.0,65018.0,183653.003,612955.008,3.337571387275383,0.391094896,686.7355143229166,12573.76065,99782616,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2023,139217,69941,64810,92199,3513200,4559,6409.17,171.73,12273.54,190.63,254.09,64810.0,57794.0,14528.0,62825.0,183653.003,612955.008,3.337571387275383,0.471322664,800.8671875,12889.61809,59507248,0.108,0.041,3445336.0,18156.02
MAHABUBNAGAR,TELANGANA,2024,135296,70172,65605,92381,3268875,2157,6744.09,288.43,11776.33,210.33,265.43,65605.0,58587.0,14452.0,63559.0,183653.003,612955.008,3.337571387275383,0.54065297,767.1930338541666,35394.51529,126547086,0.108,0.041,3445336.0,18156.02
MAHARAJGANJ,UTTAR PRADESH,2014,283161,120024,107141,133066,3373279,2816,4312.74,440.5,6923.6,154.8,216.29,107141.0,39949.0,38431.0,93959.0,182157.0,1359154.0,7.461442601711711,0.149907782,374.9671223958333,7267.269262,1710186,,,,
MAHARAJGANJ,UTTAR PRADESH,2015,303845,158659,140936,181449,4412668,4559,4755.41,858.99,7645.66,160.89,193.1,140936.0,60353.0,51029.0,129004.0,185247.0,1332861.0,7.19504769308005,0.176760429,370.9429931640625,4872.837886,1687408,,,,
MAHARAJGANJ,UTTAR PRADESH,2016,295983,152967,136093,178134,4147442,627,6442.09,2288.62,11326.61,173.8,216.15,136093.0,66129.0,47848.0,129129.0,183732.0,1543764.0,8.402259813206191,0.140527416,325.6693522135417,9746.725183,2534434,,,,
MAHARAJGANJ,UTTAR PRADESH,2017,295925,152527,133781,173666,4746581,778,7551.8,702.27,12634.48,174.96,249.29,133781.0,66673.0,47513.0,124946.0,184462.0,1575803.0,8.542697140874543,0.13522347,225.2571818033854,11539.86574,2591710,,,,
MAHARAJGANJ,UTTAR PRADESH,2018,316274,156880,139049,177134,5623095,947,9467.29,711.65,16800.19,175.0,260.06,139049.0,70270.0,45513.0,130756.0,182677.0,1915171.0,10.483919705272148,0.181412665,311.68556722005206,6211.017219,1836151,,,,
MAHARAJGANJ,UTTAR PRADESH,2019,356062,165070,148483,188330,6767178,3567,12194.95,416.02,15956.45,181.7,215.88,148483.0,75454.0,46410.0,140993.0,181945.0,1687440.0,9.274451070378412,0.214543188,351.6636962890625,12190.56755,3694657,,,,
MAHARAJGANJ,UTTAR PRADESH,2020,387589,274626,233588,296003,10054786,17661,20944.1,122.29,35072.64,200.98,286.94,233588.0,118651.0,62995.0,231418.0,180756.0,1095524.0,6.0607891300980326,0.22262176,416.092041015625,10446.01915,3740434,,,,
MAHARAJGANJ,UTTAR PRADESH,2021,397240,182325,158604,195050,6821550,15387,13482.49,245.48,16766.3,203.95,193.59,158604.0,83235.0,42610.0,151445.0,195488.0,1423346.0,7.280989114421345,0.24567984,370.631591796875,14334.17702,4569235,,,,
MAHARAJGANJ,UTTAR PRADESH,2022,357152,180989,167120,206164,7744145,14872,16261.42,388.67,27918.96,212.93,284.29,167120.0,94448.0,45948.0,159071.0,182886.0,1537527.0,8.407024047767461,0.259054,428.6461588541667,13860.84268,4349531,,,,
MAHARAJGANJ,UTTAR PRADESH,2023,329300,175165,167518,205965,8113176,11047,18279.89,227.89,30372.34,229.59,300.82,167518.0,100252.0,45828.0,159011.0,182886.0,1537527.0,8.407024047767461,0.237781692,323.9066975911458,16909.70138,4969514,,,,
MAHARAJGANJ,UTTAR PRADESH,2024,353069,174693,166993,200744,8316191,13797,19518.76,324.86,29299.12,236.74,382.69,166993.0,101621.0,44695.0,155033.0,182886.0,1537527.0,8.407024047767461,0.293745219,394.6930338541667,17664.08516,5576365,,,,
MAHENDRAGARH,HARYANA,2014,46874,14559,12080,13837,246446,70,530.9,153.12,1045.1,236.0,325.43,12080.0,4753.0,1915.0,11922.0,7100.0,22100.0,3.112676056338028,0.371975966,630.4803466796875,15900.72361,14819430,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2015,36701,5969,4438,5690,134355,98,214.17,45.84,573.66,251.0,330.03,4438.0,2393.0,1487.0,4203.0,17000.0,35000.0,2.0588235294117645,0.377620747,376.7044677734375,17404.0785,16383203,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2016,43100,11565,9339,11709,271807,54,641.0,114.18,1028.1,258.98,336.68,9339.0,4638.0,2961.0,8748.0,14600.0,50300.0,3.4452054794520546,0.363856021,461.1271057128906,18792.81111,15196633,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2017,45014,10373,8560,11133,323020,74,0.0,54.76,178.91,276.99,307.9,8560.0,4489.0,2739.0,8394.0,25920.0,78120.0,3.013888888888889,0.354357847,686.8533935546875,20883.36299,15533878,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2018,46890,9367,7657,9787,364277,155,0.0,4.15,731.18,281.0,345.19,7657.0,3823.0,1796.0,7991.0,32405.0,101205.0,3.123129146736615,0.422259763,397.6614379882813,35931.73665,24977938,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2019,48166,7792,6395,8086,313936,158,878.99,52.66,1665.26,284.0,369.2,6395.0,3336.0,1451.0,6635.0,23400.0,74600.0,3.1880341880341883,0.544562913,599.5736083984375,42952.37658,29284543,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2020,54513,14713,12345,16099,400688,345,1231.83,15.98,1935.28,309.0,403.75,12345.0,6818.0,4307.0,11792.0,18400.0,38.32,0.0020826086956521,0.470486286,904.5633544921876,20147.91964,17123325,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2021,56917,9865,7914,10305,275848,362,858.74,5.12,1623.27,315.0,419.52,7914.0,4962.0,3056.0,7249.0,17022.0,35338.0,2.07601926918106,0.47272704,818.8833618164062,22952.29854,17576340,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2022,58490,5063,3841,4956,109385,43,343.68,8.53,764.29,328.22,450.66,3841.0,2411.0,1449.0,3507.0,17170.0,53070.0,3.090856144437973,0.470212994,890.5427856445312,20812.43163,16393837,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2023,64650,11697,9479,12250,255996,31,758.27,15.37,1046.49,329.63,392.85,9479.0,5962.0,3865.0,8385.0,17170.0,53070.0,3.090856144437973,0.383360053,455.3602294921875,3999.650344,3177771,0.024,0.02,789233.0,1866.02
MAHENDRAGARH,HARYANA,2024,65975,8063,6889,8602,212038,16,733.13,85.85,1271.17,346.51,462.81,6889.0,4298.0,2522.0,6080.0,17170.0,53070.0,3.090856144437973,0.544737726,658.1944580078125,13813.14421,11112843,0.024,0.02,789233.0,1866.02
MAHESANA,GUJARAT,2014,56902,16580,14798,22035,518775,617,807.25,4.54,1230.72,163.49,240.87,14798.0,7678.0,2303.0,19731.0,65721.0,242281.0,3.686508117648849,0.355743225,226.6470703125,10239.74815,64605594,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2015,58963,11407,10537,16103,463203,350,776.05,33.17,1069.98,174.03,199.14,10537.0,6071.0,2236.0,13845.0,50400.0,168724.0,3.3476984126984126,0.359168323,221.4887451171875,9353.067116,59855955,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2016,66425,23006,18243,28699,725994,270,1268.7,29.74,3160.69,184.32,390.41,18243.0,10895.0,2826.0,25815.0,37621.0,150625.0,4.003747906754207,0.33853684,300.7962158203125,11505.25296,79843692,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2017,71494,20166,18604,26166,992790,769,1826.09,64.13,2294.79,185.32,216.15,18604.0,9198.0,2470.0,23682.0,49852.0,201496.0,4.041883976570649,0.299705035,325.3957763671875,11337.94171,83792720,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2018,77136,17155,14761,18992,706525,964,1236.75,11.24,2070.5,182.51,238.78,14761.0,6391.0,1655.0,17329.0,37849.0,152510.0,4.029432745911385,0.344980939,296.7199951171875,16286.1722,100923351,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2019,82545,15331,14093,18887,720352,534,1369.2,52.18,2118.93,191.55,251.57,14093.0,6786.0,1274.0,17609.0,42426.0,130959.0,3.086762834111158,0.409743078,517.647802734375,15145.75797,88817562,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2020,98579,16011,14724,19969,746629,150,1567.33,12.62,2186.35,210.21,271.78,14724.0,7190.0,1661.0,18285.0,41368.0,149964.0,3.625120866370141,0.358353008,478.1736328125,11292.56388,49859351,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2021,98540,22068,20154,26913,1037698,496,2238.92,2.25,2667.87,221.0,254.45,20154.0,10215.0,2254.0,24618.0,37743.0,13767.21,0.364761942611875,0.349179407,479.2140625,16007.50674,85019508,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2022,92155,17776,16006,21442,767700,423,1741.36,46.13,4119.35,227.59,342.76,16006.0,8233.0,1930.0,19490.0,43750.0,169166.0,3.8666514285714286,0.342231229,360.1182373046875,19826.76911,126804272,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2023,93025,17120,16352,21487,827148,270,1994.68,7.42,3214.71,241.52,327.53,16352.0,8215.0,1808.0,19626.0,43750.0,169166.0,3.8666514285714286,0.362052437,338.2107421875,10866.88167,41142702,0.046,0.04,1520734.0,4212.67
MAHESANA,GUJARAT,2024,116122,16592,15512,19736,768841,220,2076.38,3.22,3160.88,270.24,383.7,15512.0,7256.0,1331.0,18375.0,43750.0,169166.0,3.8666514285714286,0.378694985,506.552734375,16149.79028,73022683,0.046,0.04,1520734.0,4212.67
MAINPURI,UTTAR PRADESH,2014,192912,40566,34146,39750,1005614,422,1197.96,327.68,2303.95,155.92,227.64,34146.0,8643.0,13411.0,26293.0,74211.0,205937.0,2.7750198757596585,0.246654925,518.57138671875,11063.47644,18913737,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2015,195813,62543,52805,64091,1552749,1019,1585.53,341.46,2434.7,160.99,182.42,52805.0,15856.0,20759.0,43257.0,73978.0,209379.0,2.830287382735408,0.265400914,728.03349609375,9766.485188,19454042,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2016,144037,58553,49504,61555,1585372,260,2558.87,885.3,3973.75,173.99,196.39,49504.0,16337.0,19787.0,41703.0,63912.0,183216.0,2.8666917010889974,0.272930194,859.896875,9837.83805,19868878,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2017,152144,55431,47552,58507,1743713,357,2954.38,175.17,4058.77,174.99,222.86,47552.0,17037.0,19842.0,38609.0,63260.0,212226.0,3.354821372115081,0.311662193,813.181787109375,13897.75966,22625583,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2018,158346,56795,49016,60149,2038467,651,3449.57,70.27,4797.46,174.99,226.65,49016.0,17986.0,19045.0,41032.0,65857.0,236705.0,3.594226885524697,0.302789546,718.8876953125,17410.63619,21236543,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2019,167126,61254,53146,63406,2438619,1088,4373.99,117.48,5219.0,181.98,202.94,53146.0,17601.0,19628.0,43699.0,64600.0,201459.0,3.118560371517028,0.319561838,1111.576953125,17877.24731,23407010,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2020,203122,108376,95550,111549,4550243,9838,8915.46,60.41,12985.08,200.05,265.58,95550.0,27017.0,34245.0,77087.0,62921.0,182205.0,2.8957740658921507,0.330103391,1372.012890625,14176.02642,21198244,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2021,225303,98897,84798,98216,3806642,7258,7601.28,170.95,9953.4,203.06,239.1,84798.0,25420.0,28481.0,69546.0,63376.0,169403.0,2.672983463771774,0.370196661,1217.2490234375,16278.32777,18605888,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2022,193157,86803,77102,91347,3632416,6461,7528.96,104.41,15095.83,212.52,339.34,77102.0,31771.0,25230.0,65934.0,74634.0,186895.0,2.504153602915561,0.363355475,1119.1705078125,10979.34118,16012892,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2023,183121,120396,93283,110008,4776496,5160,10743.17,183.47,13799.94,227.65,277.06,93283.0,37414.0,29307.0,80508.0,74634.0,186895.0,2.504153602915561,0.376036909,1073.35810546875,18894.87057,29905226,0.139,0.077,1580087.0,2670.98
MAINPURI,UTTAR PRADESH,2024,197074,97601,89880,104264,5618240,15842,13054.62,129.73,17828.29,235.15,299.53,89880.0,36213.0,27244.0,76817.0,74634.0,186895.0,2.504153602915561,0.431872858,1008.52412109375,21297.57356,43993172,0.139,0.077,1580087.0,2670.98
MALAPPURAM,KERALA,2014,273046,119937,104265,112018,4422211,11952,7616.22,3729.35,12375.76,214.28,235.01,104265.0,92965.0,29936.0,80773.0,8402.0,22279.0,2.6516305641513926,0.316472735,1550.4818359375,13825.32214,54400371,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2015,294569,122360,108611,120720,5098223,16011,7740.27,1842.51,10088.46,231.74,241.54,108611.0,96769.0,30908.0,88293.0,8687.46,23649.0,2.722199584228301,0.368834272,1596.4869140625,13289.17789,47547930,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2016,291748,103090,91758,101715,3989641,6716,9469.76,4081.91,15789.78,243.11,290.55,91758.0,84295.0,28787.0,71144.0,7140.0,17211.0,2.410504201680672,0.353695248,1028.8021484375,11863.17645,49308011,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2017,304121,90233,77221,85138,3549024,7979,9091.02,228.85,11727.33,261.15,309.86,77221.0,70735.0,25097.0,58553.0,7790.0,23571.0,3.0258023106546856,0.360213071,1575.19521484375,14909.0562,57936888,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2018,318479,102316,88682,100139,5200073,26033,14142.19,176.55,17068.31,274.32,304.08,88682.0,80567.0,26708.0,71092.0,8205.810000000001,26994.29,3.2896557439180283,0.391881362,1300.6408203125,18248.46265,59738710,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2019,331500,102390,87144,96520,4892960,20721,13416.33,125.62,17195.75,274.74,316.52,87144.0,78116.0,25160.0,68500.0,8803.12,28545.45,3.242651469024618,0.395211239,1567.848046875,18024.80613,61304125,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2020,358920,111293,95372,106373,5698129,31876,16709.46,27.44,22943.12,294.99,349.61,95372.0,84991.0,30866.0,72525.0,9379.12,30505.11,3.252449057054393,0.330970711,1104.19970703125,9092.119992,32012303,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2021,391590,106536,97076,108865,5677932,30280,16508.42,98.99,22423.81,295.12,319.32,97076.0,85088.0,32454.0,72848.0,9813.45,31354.9,3.195094487667436,0.33079261,955.79091796875,15236.07528,54042145,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2022,401907,98000,93293,105316,5701406,33697,17570.16,248.34,25169.2,310.92,373.49,93293.0,82125.0,33492.0,68163.0,9595.85,33660.08,3.50777471511122,0.348735506,998.7001953125,12240.71184,49941169,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2023,404950,92031,88992,103072,5908080,35942,19486.59,156.48,25704.29,332.79,397.72,88992.0,80148.0,31764.0,67580.0,9595.85,33660.08,3.50777471511122,0.377330494,984.8826171875,13079.78766,54265368,0.004,0.003,2295709.0,2654.41
MALAPPURAM,KERALA,2024,404454,87373,84775,97597,5539347,33856,18934.95,175.13,25996.2,345.59,440.42,84775.0,75429.0,27397.0,66528.0,9595.85,33660.08,3.50777471511122,0.418758983,770.041357421875,15467.63744,37247578,0.004,0.003,2295709.0,2654.41
MALDAH,WEST BENGAL,2014,677720,176841,154564,196591,3987574,2482,3358.96,3977.01,10761.91,159.59,242.92,154564.0,66103.0,54261.0,124852.0,206189.0,915776.0,4.441439650029827,0.149953556,0.0,8201.727996,3955597,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2015,719118,242912,226974,304732,9135275,8623,5373.23,3000.46,12464.64,169.3,189.0,226974.0,126548.0,82779.0,196958.0,209351.0,919257.0,4.390984518822456,0.16639181,0.0,6751.662255,3317183,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2016,752920,289160,261732,350617,10293760,6077,11450.7,9515.88,27242.44,169.76,212.91,261732.0,144411.0,89642.0,233205.0,200006.0,942492.0,4.712318630441087,0.168789246,0.0,8954.450073,3864082,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2017,644968,286568,246829,348201,14199694,23434,22132.37,5238.14,37763.88,160.72,213.13,246829.0,154987.0,88559.0,230677.0,216959.0,910761.0,4.197848441410589,0.134956521,0.0,7876.726022,4760244,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2018,694488,179115,150234,250048,11814264,41509,17280.97,70.8,24443.23,151.54,211.03,150234.0,116617.0,64381.0,165349.0,207850.0,898646.0,4.323531392831368,0.109045406,0.0,9394.133782,6886967,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2019,789097,346207,314139,433159,16520443,13782,28700.16,425.88,52073.09,183.74,222.39,314139.0,231273.0,94092.0,306486.0,207683.0,887573.0,4.2736911543072855,0.11865437,0.0,9100.668565,7949051,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2020,901801,473489,434994,590078,22943402,18802,43752.17,1491.25,67570.07,195.29,240.94,434994.0,310707.0,117420.0,430953.0,213029.0,859145.0,4.032995507653888,0.127687121,0.0,5684.21604,4456112,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2021,964443,419627,371301,491258,16432442,8954,32787.86,925.96,65136.67,203.45,365.93,371301.0,253018.0,85357.0,376825.0,216651.0,901187.0,4.159625388297307,0.128377731,0.0,4040.750418,2792466,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2022,731198,98471,74043,84831,2079233,24,4216.97,573.67,5614.34,209.79,659.31,74043.0,51845.0,8479.0,73700.0,197431.0,869091.0,4.401998672954095,0.151177478,0.0,8095.915472,6510518,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2023,722612,588,236,236,3760,0,7.76,0.06,718.09,216.13,28411.19,236.0,169.0,6.0,225.0,197431.0,869091.0,4.401998672954095,0.144014562,0.0,15011.70594,13404071,0.158,0.067,3447185.0,3646.91
MALDAH,WEST BENGAL,2024,722772,0,0,0,0,0,0.0,0.0,733.8,0.0,0.0,0.0,0.0,0.0,0.0,197431.0,869091.0,4.401998672954095,0.149694286,0.0,18699.12332,17648078,0.158,0.067,3447185.0,3646.91
