District,Year,Annual_Rainfall_mm
ADILABAD,2014,622.5579993206521
AGARMALWA,2014,636.93505859375
AGRA,2014,717.7482096354166
AHMADABAD,2014,642.07353515625
AHMADNAGAR,2014,646.4919140625
AIZAWL,2014,0.0
AJMER,2014,508.6381022135417
AKOLA,2014,1031.269287109375
ALAPPUZHA,2014,81.45173645019531
ALIGARH,2014,777.37177734375
ALIPURDUAR,2014,0.0
ALIRAJPUR,2014,820.6228637695312
ALLAHABAD,2014,1481.218017578125
ALMORA,2014,542.2204996744791
ALWAR,2014,719.802001953125
AMBALA,2014,529.492431640625
AMBEDKARNAGAR,2014,1444.557861328125
AMETHI,2014,1574.089111328125
AMRAVATI,2014,978.4215303308824
AMRELI,2014,405.61576704545456
AMRITSAR,2014,3110.6671875
AMROHA,2014,680.594140625
ANAND,2014,822.8186848958334
ANANTAPUR,2014,995.5648148148148
ANANTNAG,2014,0.0
ANJAW,2014,0.0
ANUGUL,2014,1143.038671875
ANUPPUR,2014,1297.9458821614585
ARARIA,2014,0.0
ARAVALLI,2014,854.3873697916666
ARIYALUR,2014,71.42549133300781
ARWAL,2014,1373.5758056640625
ASHOKNAGAR,2014,802.2660435267857
AURAIYA,2014,784.2828369140625
AURANGABAD,2014,1053.840762867647
AZAMGARH,2014,1370.8452845982142
BADGAM,2014,0.0
BAGALKOT,2014,357.0094401041667
BAGESHWAR,2014,552.8483479817709
BAGHPAT,2014,727.6815795898438
BAHRAICH,2014,790.28271484375
BAKSA,2014,0.0
BALAGHAT,2014,1056.6577845982142
BALANGIR,2014,808.9096137152778
BALESHWAR,2014,1041.044782366071
BALLIA,2014,1673.301025390625
BALOD,2014,921.5636393229166
BALODABAZAR,2014,1397.91943359375
BALRAMPUR,2014,1426.059291294643
BANASKANTHA,2014,105.31327056884766
BANDA,2014,1318.511962890625
BANDIPORE,2014,0.0
BANGALORE,2014,1083.62890625
BANGALORERURAL,2014,931.4994303385416
BANKA,2014,328.8028564453125
BANKURA,2014,1597.0258246527778
BANSWARA,2014,564.1958414713541
BARABANKI,2014,1336.2967936197915
BARAMULLA,2014,0.0
BARAN,2014,644.8454367897727
BARDDHAMAN,2014,501.3323364257813
BAREILLY,2014,791.448583984375
BARGARH,2014,865.08056640625
BARMER,2014,0.0
BARNALA,2014,1210.605712890625
BARPETA,2014,0.0
BARWANI,2014,701.768408203125
BASTAR,2014,709.6605224609375
BASTI,2014,1546.151123046875
BATHINDA,2014,1943.6227213541667
BAUDA,2014,788.1318359375
BEGUSARAI,2014,0.0
BELGAUM,2014,404.9690755208333
BELLARY,2014,380.268798828125
BEMETARA,2014,1304.49609375
BETUL,2014,1082.375732421875
BHADRAK,2014,1008.4696044921876
BHAGALPUR,2014,0.0
BHANDARA,2014,803.431689453125
BHARATPUR,2014,713.3067801339286
BHARUCH,2014,789.4063720703125
BHAVNAGAR,2014,520.4323459201389
BHILWARA,2014,533.447265625
BHIND,2014,632.9472249348959
BHIWANI,2014,672.3487025669643
BHOJPUR,2014,1396.8056640625
BHOPAL,2014,808.9650065104166
BID,2014,756.0003255208334
BIDAR,2014,586.2496512276786
BIJAPUR,2014,402.0239762931034
BIJNOR,2014,595.4251534598214
BIKANER,2014,1193.630037006579
BILASPUR,2014,1389.197482638889
BIRBHUM,2014,0.0
BISHNUPUR,2014,
BOKARO,2014,1614.1305338541667
BONGAIGAON,2014,0.0
BOTAD,2014,636.796875
BUDAUN,2014,587.5103236607143
BULANDSHAHR,2014,786.4325358072916
BULDANA,2014,995.7611979166668
BUNDI,2014,507.0770263671875
BURHANPUR,2014,752.04150390625
BUXAR,2014,1730.9654947916667
CACHAR,2014,0.0
CHAMBA,2014,1016.359375
CHAMOLI,2014,667.6547037760416
CHAMPAWAT,2014,687.3346557617188
CHAMPHAI,2014,0.0
CHAMRAJNAGAR,2014,1099.626708984375
CHANDAULI,2014,1635.4755859375
CHANDEL,2014,0.0
CHANDIGARH,2014,
CHANDRAPUR,2014,728.7338579963235
CHANGLANG,2014,0.0
CHATRA,2014,1448.3755859375
CHENNAI,2014,
CHHATARPUR,2014,1010.1277669270834
CHHINDWARA,2014,983.9905790441176
CHHOTAUDAIPUR,2014,748.585693359375
CHIKBALLAPURA,2014,949.2893415178572
CHIKMAGALUR,2014,571.9673897879464
CHIRANG,2014,0.0
CHITRADURGA,2014,726.8828125
CHITRAKOOT,2014,1464.6116943359375
CHITTAURGARH,2014,514.9734375
CHITTOOR,2014,829.2066761363636
CHURACHANDPUR,2014,0.0
CHURU,2014,1045.8362379807693
COIMBATORE,2014,177.95667724609376
CUDDALORE,2014,231.64892578125
CUTTACK,2014,1188.834228515625
DADRAANDNAGARHAVELI,2014,488.6666564941406
DAHOD,2014,863.729736328125
DAKSHINDINAJPUR,2014,0.0
DAKSHINAKANNADA,2014,768.3837076822916
DAMAN,2014,868.8275146484375
DAMOH,2014,906.3365589488636
DANTEWADA,2014,541.6004638671875
DARBHANGA,2014,0.0
DARJILING,2014,0.0
DARRANG,2014,0.0
DATIA,2014,896.796875
DAUSA,2014,785.426220703125
DAVANAGERE,2014,419.408935546875
DEBAGARH,2014,1070.8870849609375
DEHRADUN,2014,427.22060546875
DEOGHAR,2014,1774.9449869791667
DEORIA,2014,1129.70166015625
DEVBHUMIDWARKA,2014,268.0346272786458
DEWAS,2014,1170.704318576389
DHALAI,2014,0.0
DHAMTARI,2014,1079.1590169270833
DHANBAD,2014,1575.7237955729167
DHAR,2014,789.3201349431819
DHARMAPURI,2014,585.18994140625
DHARWAD,2014,256.66946847098217
DHAULPUR,2014,607.08466796875
DHEMAJI,2014,0.0
DHENKANAL,2014,1326.1568080357142
DHUBRI,2014,0.0
DHULE,2014,655.8625081380209
DIBANGVALLEY,2014,0.0
DIBRUGARH,2014,0.0
DIMAHASAO,2014,0.0
DIMAPUR,2014,
DINDIGUL,2014,36.754432678222656
DINDORI,2014,1194.038302951389
DIU,2014,
DODA,2014,3033.1832682291665
DUMKA,2014,343.31865234375
DUNGARPUR,2014,676.446533203125
DURG,2014,967.7847493489584
EASTGAROHILLS,2014,0.0
EASTGODAVARI,2014,906.053515625
EASTKAMENG,2014,0.0
EASTKHASIHILLS,2014,0.0
EASTNIMAR,2014,763.5338245738636
EASTSIANG,2014,0.0
EASTSIKKIM,2014,0.0
ERNAKULAM,2014,91.04899088541669
ERODE,2014,543.025439453125
ETAH,2014,801.1585693359375
ETAWAH,2014,561.3253987630209
FAIZABAD,2014,1685.9860026041667
FARIDABAD,2014,762.4879760742188
FARIDKOT,2014,4415.86767578125
FARRUKHABAD,2014,603.3693237304688
FATEHABAD,2014,908.7413330078124
FATEHGARHSAHIB,2014,1080.9012451171875
FATEHPUR,2014,1237.6739908854167
FAZILKA,2014,780.739306640625
FIROZABAD,2014,585.7304280598959
FIROZPUR,2014,3318.048046875
GADAG,2014,211.94429524739584
GAJAPATI,2014,679.356689453125
GANDERBAL,2014,
GANDHINAGAR,2014,660.0174967447916
GANGANAGAR,2014,1188.9445929276317
GANJAM,2014,821.044921875
GARHCHIROLI,2014,669.8833550347222
GARHWA,2014,1562.302734375
GARHWAL,2014,483.6847873263889
GARIABAND,2014,935.2546997070312
GAUTAMBUDDHANAGAR,2014,758.845458984375
GAYA,2014,1505.31474609375
GHAZIABAD,2014,670.265869140625
GHAZIPUR,2014,1608.63486328125
GIRSOMNATH,2014,256.7394205729167
GIRIDIH,2014,1624.6821986607142
GOALPARA,2014,0.0
GODDA,2014,0.0
GOLAGHAT,2014,0.0
GOMATI,2014,0.0
GONDA,2014,1144.760546875
GONDIYA,2014,896.9504045758929
GOPALGANJ,2014,0.0
GORAKHPUR,2014,1164.6153564453125
GULBARGA,2014,453.8642202524039
GUMLA,2014,1371.23828125
GUNA,2014,732.0652669270834
GUNTUR,2014,699.6169084821429
GURDASPUR,2014,3903.44970703125
GURGAON,2014,729.1985473632812
GWALIOR,2014,705.1307779947916
HAILAKANDI,2014,0.0
HAMIRPUR,2014,1029.5677490234375
HANUMANGARH,2014,2062.578125
HAORA,2014,1244.61474609375
HAPUR,2014,684.204833984375
HARDA,2014,845.95595703125
HARDOI,2014,727.9783935546875
HARDWAR,2014,563.8306477864584
HASSAN,2014,1199.3751953125
HATHRAS,2014,743.9850260416666
HAVERI,2014,296.84307861328125
HAZARIBAGH,2014,1487.5662434895833
HINGOLI,2014,994.5496826171876
HISAR,2014,738.5260416666666
HOSHANGABAD,2014,1088.503662109375
HOSHIARPUR,2014,1609.4244791666667
HUGLI,2014,1535.240234375
HYDERABAD,2014,
IDUKKI,2014,46.02960205078125
IMPHALEAST,2014,
IMPHALWEST,2014,0.0
INDORE,2014,839.2640625
JABALPUR,2014,1041.76328125
JAGATSINGHAPUR,2014,1068.8748779296875
JAINTIAHILLS,2014,0.0
JAIPUR,2014,594.8347311580883
JAISALMER,2014,0.0
JAJAPUR,2014,1161.7298177083333
JALANDHAR,2014,2031.616796875
JALAUN,2014,798.9319893973214
JALGAON,2014,722.6481662326389
JALNA,2014,830.6123046875
JALOR,2014,464.4369140625
JALPAIGURI,2014,0.0
JAMMU,2014,0.0
JAMNAGAR,2014,499.76128472222223
JAMTARA,2014,1070.5811360677085
JAMUI,2014,1229.371875
JANJGIR-CHAMPA,2014,1278.249720982143
JASHPUR,2014,1269.3603515625
JAUNPUR,2014,1861.9384765625
JEHANABAD,2014,1424.54443359375
JHABUA,2014,662.14521484375
JHAJJAR,2014,620.1481323242188
JHALAWAR,2014,795.8272569444445
JHANSI,2014,938.9171549479166
JHARSUGUDA,2014,1084.9606119791667
JHUNJHUNUN,2014,676.5768432617188
JIND,2014,812.62255859375
JODHPUR,2014,1161.239501953125
JORHAT,2014,0.0
JUNAGADH,2014,277.2868923611111
KABEERDHAM,2014,1192.9458705357142
KACHCHH,2014,443.6466864224138
KAIMUR,2014,1366.9935546875
KAITHAL,2014,871.92431640625
KALAHANDI,2014,730.5455433238636
KAMRUP,2014,0.0
KAMRUPMETROPOLITAN,2014,0.0
KANCHEEPURAM,2014,0.0
KANDHAMAL,2014,693.3895596590909
KANGRA,2014,1153.7803819444443
KANNAUJ,2014,733.8780924479166
KANNIYAKUMARI,2014,0.0
KANNUR,2014,1581.256103515625
KANPURDEHAT,2014,839.3435546875
KANPURNAGAR,2014,1067.1216634114585
KAPURTHALA,2014,3019.26904296875
KARAIKAL,2014,
KARAULI,2014,637.982177734375
KARBIANGLONG,2014,0.0
KARGIL,2014,1809.765285326087
KARIMGANJ,2014,0.0
KARIMNAGAR,2014,444.46217447916666
KARNAL,2014,656.503662109375
KARUR,2014,30.837603251139324
KASARAGOD,2014,1105.27978515625
KASGANJ,2014,584.4888916015625
KATHUA,2014,3513.03173828125
KATIHAR,2014,0.0
KATNI,2014,1144.9672309027778
KAUSHAMBI,2014,1338.9581705729167
KENDRAPARA,2014,1123.0775146484375
KENDUJHAR,2014,993.480291193182
KHAGARIA,2014,0.0
KHAMMAM,2014,713.7774325284091
KHEDA,2014,732.455810546875
KHORDHA,2014,961.3067220052084
KHOWAI,2014,0.0
KHUNTI,2014,1477.631103515625
KINNAUR,2014,568.6132269965278
KIPHIRE,2014,0.0
KISHANGANJ,2014,0.0
KISHTWAR,2014,2406.2867542613635
KOCHBIHAR,2014,0.0
KODAGU,2014,1009.5384765625
KODARMA,2014,1803.1241455078125
KOHIMA,2014,0.0
KOKRAJHAR,2014,0.0
KOLAR,2014,728.792333984375
KOLASIB,2014,0.0
KOLHAPUR,2014,323.35899939903845
KOLKATA,2014,1417.112548828125
KOLLAM,2014,94.81531524658205
KONDAGAON,2014,803.11083984375
KOPPAL,2014,269.5611572265625
KORAPUT,2014,615.1051025390625
KORBA,2014,1235.3271484375
KORIYA,2014,1347.575954861111
KOTA,2014,669.9603097098214
KOTTAYAM,2014,46.87786865234375
KOZHIKODE,2014,1565.2737630208333
KRISHNA,2014,915.8986002604166
KRISHNAGIRI,2014,903.78076171875
KULGAM,2014,0.0
KULLU,2014,858.2106119791666
KUPWARA,2014,0.0
KURNOOL,2014,710.840183423913
KURUKSHETRA,2014,537.0587768554688
KURUNGKUMEY,2014,0.0
KUSHINAGAR,2014,200.023876953125
LAHUL&SPITI,2014,727.6113746279761
LAKHIMPUR,2014,0.0
LAKHIMPURKHERI,2014,761.7815290178571
LAKHISARAI,2014,0.0
LAKSHADWEEP,2014,
LALITPUR,2014,836.630615234375
LATEHAR,2014,1444.3966064453125
LATUR,2014,626.09951171875
LAWANGTLAI,2014,2126.356689453125
LEH(LADAKH),2014,1003.8318256578948
LOHARDAGA,2014,1416.3478190104167
LOHIT,2014,0.0
LONGDING,2014,0.0
LONGLENG,2014,
LOWERDIBANGVALLEY,2014,0.0
LOWERSUBANSIRI,2014,0.0
LUCKNOW,2014,1094.2840169270833
LUDHIANA,2014,958.94453125
LUNGLEI,2014,535.425048828125
MADHEPURA,2014,0.0
MADHUBANI,2014,0.0
MADURAI,2014,40.88410568237305
MAHARAJGANJ,2014,374.9671223958333
MAHASAMUND,2014,1081.197963169643
MAHBUBNAGAR,2014,413.9241129557292
MAHE,2014,1564.98583984375
MAHENDRAGARH,2014,630.4803466796875
MAHESANA,2014,226.6470703125
MAHISAGAR,2014,894.58642578125
MAHOBA,2014,1160.33544921875
MAINPURI,2014,518.57138671875
MALAPPURAM,2014,1550.4818359375
MALDAH,2014,0.0
MALKANGIRI,2014,662.8592529296875
MAMIT,2014,0.0
MANDI,2014,823.7236328125
MANDLA,2014,1208.2345703125
MANDSAUR,2014,760.7174944196429
MANDYA,2014,1536.216796875
MANSA,2014,997.985595703125
MATHURA,2014,874.98349609375
MAU,2014,1496.2822265625
MAYURBHANJ,2014,1124.8314732142858
MEDAK,2014,418.0840219350961
MEERUT,2014,665.928955078125
MEWAT,2014,667.5867309570312
MIRZAPUR,2014,1551.668212890625
MOGA,2014,2199.0712890625
MOKOKCHUNG,2014,0.0
MON,2014,0.0
MORADABAD,2014,560.89892578125
MORBI,2014,543.5323893229166
MORENA,2014,611.2639973958334
MORIGAON,2014,0.0
MUKTSAR,2014,4592.60546875
MUMBAICITY,2014,
MUMBAISUBURBAN,2014,415.8840026855469
MUNGELI,2014,1405.4890950520833
MUNGER,2014,0.0
MURSHIDABAD,2014,0.0
MUZAFFARNAGAR,2014,619.5490315755209
MUZAFFARPUR,2014,0.0
MYSORE,2014,1099.0655517578125
NABARANGAPUR,2014,731.320458984375
NADIA,2014,274.300830078125
NAGAON,2014,0.0
NAGAPPATTINAM,2014,0.0
NAGAUR,2014,1290.276484375
NAGPUR,2014,902.0487583705356
NAINITAL,2014,502.01468331473217
NALANDA,2014,724.808349609375
NALBARI,2014,0.0
NALGONDA,2014,369.820158305921
NAMAKKAL,2014,30.8675048828125
NAMSAI,2014,0.0
NANDED,2014,654.7261868990385
NANDURBAR,2014,727.7604709201389
NARAYANPUR,2014,727.3203125
NARMADA,2014,714.8214721679688
NARSIMHAPUR,2014,993.2853190104166
NASHIK,2014,737.5505756578947
NAVSARI,2014,736.1217041015625
NAWADA,2014,1413.388671875
NAYAGARH,2014,1114.24169921875
NEEMUCH,2014,609.9632161458334
NELLORE,2014,1302.0450246710527
NICOBARISLANDS,2014,0.0
NIZAMABAD,2014,635.6043146306819
NORTH24PARGANAS,2014,1412.563232421875
NORTHGAROHILLS,2014,0.0
NORTHGOA,2014,273.3323669433594
NORTHSIKKIM,2014,0.0
NORTHTRIPURA,2014,0.0
NORTHANDMIDDLEANDAMAN,2014,0.0
NUAPADA,2014,811.064697265625
OSMANABAD,2014,663.1332563920455
PAKUR,2014,0.0
PALAKKAD,2014,813.5416666666666
PALAMU,2014,1624.72392578125
PALGHAR,2014,435.5681849888393
PALI,2014,2150.7609375
PALWAL,2014,685.9790649414062
PANCHMAHALS,2014,953.9617919921876
PANCHKULA,2014,672.28173828125
PANIPAT,2014,623.6946411132812
PANNA,2014,1265.6134314903843
PAPUMPARE,2014,0.0
PARBHANI,2014,833.2939453125
PASHCHIMCHAMPARAN,2014,0.0
PASHCHIMMEDINIPUR,2014,1273.9614955357142
PASHCHIMISINGHBHUM,2014,1368.5025390625
PATAN,2014,394.6036512586805
PATHANAMTHITTA,2014,56.6471435546875
PATHANKOT,2014,3639.1572265625
PATIALA,2014,824.2918701171875
PATNA,2014,662.6356201171875
PERAMBALUR,2014,66.09949493408203
PEREN,2014,0.0
PHEK,2014,0.0
PILIBHIT,2014,621.0999145507812
PITHORAGARH,2014,294.50186434659093
POONCH,2014,0.0
PORBANDAR,2014,311.9381103515625
PRAKASAM,2014,1111.550555889423
PRATAPGARH,2014,987.912286931818
PUDUCHERRY,2014,
PUDUKKOTTAI,2014,32.987091064453125
PULWAMA,2014,0.0
PUNE,2014,505.9060546875
PURBACHAMPARAN,2014,0.0
PURBAMEDINIPUR,2014,1235.75458984375
PURBISINGHBHUM,2014,1429.413671875
PURI,2014,1047.50244140625
PURNIA,2014,0.0
PURULIYA,2014,1772.6063368055557
RAEBARELI,2014,1271.0693359375
RAICHUR,2014,327.308056640625
RAIGARH,2014,764.939697265625
RAIPUR,2014,1090.804443359375
RAISEN,2014,935.15283203125
RAJGARH,2014,713.955859375
RAJKOT,2014,455.976806640625
RAJNANDGAON,2014,961.0904134114584
RAJOURI,2014,0.0
RAJSAMAND,2014,1675.904296875
RAMANAGARA,2014,1146.9849609375
RAMANATHAPURAM,2014,45.32115478515625
RAMBAN,2014,0.0
RAMGARH,2014,1274.8238525390625
RAMPUR,2014,588.5460815429688
RANCHI,2014,1495.6461588541667
RANGAREDDY,2014,409.0104573567708
RATLAM,2014,824.1688639322916
RATNAGIRI,2014,299.0265299479167
RAYAGADA,2014,683.97255859375
REASI,2014,0.0
REWA,2014,1299.83115234375
REWARI,2014,683.146240234375
RIBHOI,2014,0.0
ROHTAK,2014,659.6224975585938
ROHTAS,2014,1406.6800130208333
RUDRAPRAYAG,2014,274.1656494140625
RUPNAGAR,2014,855.7994384765625
SABARKANTHA,2014,1127.6279296875
SAGAR,2014,843.3206881009615
SAHARANPUR,2014,468.280908203125
SAHARSA,2014,0.0
SAHIBGANJ,2014,0.0
SAHIBZADAAJITSINGHNAGAR,2014,681.490966796875
SAIHA,2014,2115.263020833333
SALEM,2014,271.50746372767856
SAMASTIPUR,2014,0.0
SAMBA,2014,3288.0458984375
SAMBALPUR,2014,1146.7583984375
SAMBHAL,2014,685.6856282552084
SANGLI,2014,464.3143310546875
SANGRUR,2014,932.5319213867188
SANTKABIRNAGAR,2014,1354.5614013671875
SANTRAVIDASNAGAR,2014,1735.329833984375
SARAIKELA-KHARSAWAN,2014,1543.9527994791667
SARAN,2014,402.6623128255208
SATARA,2014,430.9885602678572
SATNA,2014,1438.7607421875
SAWAIMADHOPUR,2014,577.1669573102679
SEHORE,2014,1096.1596137152778
SENAPATI,2014,0.0
SEONI,2014,949.572265625
SERCHHIP,2014,0.0
SHAHDOL,2014,1319.7085404829545
SHAHIDBHAGATSINGHNAGAR,2014,952.2003173828124
SHAHJAHANPUR,2014,610.7803548177084
SHAJAPUR,2014,1017.71611328125
SHAMLI,2014,539.6406860351562
SHEIKHPURA,2014,839.5327758789062
SHEOHAR,2014,0.0
SHEOPUR,2014,503.35234375
SHIMLA,2014,481.3803405761719
SHIMOGA,2014,397.5198863636364
SHIVPURI,2014,680.5884114583333
SHRAVASTI,2014,654.8658447265625
SHUPIYAN,2014,0.0
SIDDHARTHNAGAR,2014,927.4506022135416
SIDHI,2014,1145.7138671875
SIKAR,2014,630.0145733173077
SIMDEGA,2014,1268.37705078125
SINDHUDURG,2014,225.193798828125
SINGRAULI,2014,1521.8270399305557
SIPAHIJALA,2014,0.0
SIRMAUR,2014,453.2020670572917
SIROHI,2014,1469.94921875
SIRSA,2014,1724.9252232142858
SITAMARHI,2014,0.0
SITAPUR,2014,936.8917236328124
SIVAGANGA,2014,39.79937744140625
SIVASAGAR,2014,0.0
SIWAN,2014,971.733154296875
SOLAN,2014,678.0542805989584
SOLAPUR,2014,535.8580729166666
SONBHADRA,2014,1466.078369140625
SONIPAT,2014,789.890185546875
SONITPUR,2014,0.0
SOUTH24PARGANAS,2014,1318.5115559895833
SOUTHANDAMAN,2014,0.0
SOUTHGAROHILLS,2014,0.0
SOUTHGOA,2014,355.1687825520833
SOUTHSIKKIM,2014,0.0
SOUTHTRIPURA,2014,0.0
SOUTHWESTGAROHILLS,2014,0.0
SOUTHWESTKHASIHILLS,2014,0.0
SRIKAKULAM,2014,727.1043836805555
SRINAGAR,2014,0.0
SUBARNAPUR,2014,798.77099609375
SUKMA,2014,676.0178493923611
SULTANPUR,2014,1855.98046875
SUNDARGARH,2014,1135.1349158653843
SUPAUL,2014,0.0
SURAJPUR,2014,1567.0672743055557
SURAT,2014,889.2647879464286
SURENDRANAGAR,2014,502.84290364583336
SURGUJA,2014,1360.244873046875
TAMENGLONG,2014,0.0
TAPI,2014,849.36513671875
TARNTARAN,2014,4704.0869140625
TAWANG,2014,0.0
TEHRIGARHWAL,2014,404.1387416294643
THANE,2014,539.6345703125
THANJAVUR,2014,73.6810302734375
THEDANGS,2014,618.9705810546875
THENILGIRIS,2014,1359.4600830078125
THENI,2014,45.43037414550781
THIRUVALLUR,2014,0.0
THIRUVANANTHAPURAM,2014,76.45385233561198
THIRUVARUR,2014,89.91267700195313
THOOTHUKKUDI,2014,13.646050589425224
THOUBAL,2014,0.0
THRISSUR,2014,1024.2987060546875
TIKAMGARH,2014,934.88916015625
TINSUKIA,2014,0.0
TIRAP,2014,0.0
TIRUCHIRAPPALLI,2014,30.772293090820312
TIRUNELVELI,2014,12.24806022644043
TIRUPPUR,2014,51.41236368815104
TIRUVANNAMALAI,2014,416.6565551757813
TONK,2014,534.0925071022727
TUENSANG,2014,0.0
TUMKUR,2014,1263.2005859375
UDAIPUR,2014,1202.0365953947369
UDALGURI,2014,0.0
UDHAMSINGHNAGAR,2014,578.2615966796875
UDHAMPUR,2014,2756.489013671875
UDUPI,2014,427.1575520833333
UJJAIN,2014,849.0366753472222
UKHRUL,2014,0.0
UMARIA,2014,1095.2101236979167
UNA,2014,905.6478881835938
UNNAO,2014,1070.941650390625
UNOKOTI,2014,0.0
UPPERSIANG,2014,0.0
UPPERSUBANSIRI,2014,0.0
UTTARBASTARKANKER,2014,848.4769176136364
UTTARDINAJPUR,2014,0.0
UTTARAKANNADA,2014,338.60298978365387
UTTARKASHI,2014,436.40673828125
VADODARA,2014,958.4313354492188
VAISHALI,2014,0.0
VALSAD,2014,741.255859375
VARANASI,2014,1619.77978515625
VELLORE,2014,335.5418701171875
VIDISHA,2014,867.0081676136364
VILUPPURAM,2014,443.63212890625
VIRUDUNAGAR,2014,46.44351196289063
VISAKHAPATNAM,2014,798.7133091517857
VIZIANAGARAM,2014,818.9474826388889
WARANGAL,2014,382.94618055555554
WARDHA,2014,953.0731026785714
WASHIM,2014,923.2160993303572
WAYANAD,2014,1463.58544921875
WEST,2014,726.6092529296875
WESTGAROHILLS,2014,0.0
WESTGODAVARI,2014,1132.7943892045455
WESTKAMENG,2014,0.0
WESTKHASIHILLS,2014,0.0
WESTNIMAR,2014,731.8653157552084
WESTSIANG,2014,0.0
WESTSIKKIM,2014,0.0
WESTTRIPURA,2014,0.0
WOKHA,2014,0.0
Y.S.R.,2014,1211.62880859375
YADGIR,2014,314.1173502604167
YAMUNANAGAR,2014,424.5163269042969
YANAM,2014,
YAVATMAL,2014,827.2846936677631
ZUNHEBOTO,2014,0.0
ADILABAD,2015,588.6115828804348
AGARMALWA,2015,617.3555908203125
AGRA,2015,683.7993977864584
AHMADABAD,2015,435.512890625
AHMADNAGAR,2015,539.99875
AIZAWL,2015,0.0
AJMER,2015,429.4143880208333
AKOLA,2015,1400.798583984375
ALAPPUZHA,2015,56.10000228881836
ALIGARH,2015,620.869677734375
ALIPURDUAR,2015,0.0
ALIRAJPUR,2015,797.6588745117188
ALLAHABAD,2015,1319.765380859375
ALMORA,2015,908.11474609375
ALWAR,2015,456.1523844401042
AMBALA,2015,659.8128662109375
AMBEDKARNAGAR,2015,1422.1806640625
AMETHI,2015,1846.4576416015625
AMRAVATI,2015,1115.4138327205883
AMRELI,2015,593.2667347301136
AMRITSAR,2015,2750.2333984375
AMROHA,2015,1029.398046875
ANAND,2015,432.9783528645833
ANANTAPUR,2015,1064.988425925926
ANANTNAG,2015,0.0
ANJAW,2015,0.0
ANUGUL,2015,990.703515625
ANUPPUR,2015,991.4679361979166
ARARIA,2015,0.0
ARAVALLI,2015,827.7542317708334
ARIYALUR,2015,114.45455932617188
ARWAL,2015,1206.7403564453125
ASHOKNAGAR,2015,882.8212890625
AURAIYA,2015,1002.245361328125
AURANGABAD,2015,875.2844669117648
AZAMGARH,2015,1175.950055803571
BADGAM,2015,0.0
BAGALKOT,2015,399.2618543836805
BAGESHWAR,2015,1175.556640625
BAGHPAT,2015,419.863525390625
BAHRAICH,2015,948.58203125
BAKSA,2015,0.0
BALAGHAT,2015,1115.599958147321
BALANGIR,2015,712.666015625
BALESHWAR,2015,1164.056501116071
BALLIA,2015,970.6483764648438
BALOD,2015,947.32568359375
BALODABAZAR,2015,795.6834716796875
BALRAMPUR,2015,1116.266880580357
BANASKANTHA,2015,79.15730285644531
BANDA,2015,1255.30712890625
BANDIPORE,2015,0.0
BANGALORE,2015,1232.43310546875
BANGALORERURAL,2015,1071.2049153645833
BANKA,2015,253.9107421875
BANKURA,2015,1179.029296875
BANSWARA,2015,657.7028401692709
BARABANKI,2015,1533.8155924479167
BARAMULLA,2015,0.0
BARAN,2015,641.9118430397727
BARDDHAMAN,2015,424.22760009765625
BAREILLY,2015,621.32841796875
BARGARH,2015,874.718359375
BARMER,2015,0.0
BARNALA,2015,656.035888671875
BARPETA,2015,0.0
BARWANI,2015,1165.5580078125
BASTAR,2015,582.2447509765625
BASTI,2015,1240.08154296875
BATHINDA,2015,1220.5791829427085
BAUDA,2015,1047.0692545572915
BEGUSARAI,2015,0.0
BELGAUM,2015,443.6609700520833
BELLARY,2015,510.0594482421875
BEMETARA,2015,951.4874267578124
BETUL,2015,1231.67041015625
BHADRAK,2015,1024.5675048828125
BHAGALPUR,2015,0.0
BHANDARA,2015,810.287353515625
BHARATPUR,2015,759.9046456473214
BHARUCH,2015,577.5813598632812
BHAVNAGAR,2015,497.61024305555554
BHILWARA,2015,509.2592447916667
BHIND,2015,770.8624674479166
BHIWANI,2015,522.8554338727679
BHOJPUR,2015,998.4366455078124
BHOPAL,2015,1062.7369791666667
BID,2015,663.6876302083333
BIDAR,2015,545.374755859375
BIJAPUR,2015,372.3240167025862
BIJNOR,2015,782.3886021205357
BIKANER,2015,913.6519325657896
BILASPUR,2015,1067.4286024305557
BIRBHUM,2015,0.0
BISHNUPUR,2015,
BOKARO,2015,1289.2159830729167
BONGAIGAON,2015,0.0
BOTAD,2015,371.0239562988281
BUDAUN,2015,700.5299944196429
BULANDSHAHR,2015,510.7191162109375
BULDANA,2015,1214.568359375
BUNDI,2015,441.2122497558594
BURHANPUR,2015,1546.9947509765625
BUXAR,2015,1250.0880533854167
CACHAR,2015,0.0
CHAMBA,2015,993.6748934659092
CHAMOLI,2015,1749.4807942708333
CHAMPAWAT,2015,572.6258544921875
CHAMPHAI,2015,0.0
CHAMRAJNAGAR,2015,1242.0712890625
CHANDAULI,2015,1113.6686197916667
CHANDEL,2015,0.0
CHANDIGARH,2015,
CHANDRAPUR,2015,754.0215418198529
CHANGLANG,2015,0.0
CHATRA,2015,1118.3693359375
CHENNAI,2015,
CHHATARPUR,2015,1196.9869791666667
CHHINDWARA,2015,1220.2319623161766
CHHOTAUDAIPUR,2015,607.102197265625
CHIKBALLAPURA,2015,1040.370814732143
CHIKMAGALUR,2015,683.9474051339286
CHIRANG,2015,0.0
CHITRADURGA,2015,925.119873046875
