District,Year,Total Income
MAINPURI,2023,18894.87057
MAINPURI,2024,21297.57356
MAINPURI,2025,36208.39041
MALAPPURAM,2014,13825.32214
MALAPPURAM,2015,13289.17789
MALAPPURAM,2016,11863.17645
MALAPPURAM,2017,14909.0562
MALAPPURAM,2018,18248.46265
MALAPPURAM,2019,18024.80613
MALAPPURAM,2020,9092.119992
MALAPPURAM,2021,15236.07528
MALAPPURAM,2022,12240.71184
MALAPPURAM,2023,13079.78766
MALAPPURAM,2024,15467.63744
MALAPPURAM,2025,15335.61563
MALDAH,2014,8201.727996
MALDAH,2015,6751.662255
MALDAH,2016,8954.450073
MALDAH,2017,7876.726022
MALDAH,2018,9394.133782
MALDAH,2019,9100.668565
MALDAH,2020,5684.21604
MALDAH,2021,4040.750418
MALDAH,2022,8095.915472
MALDAH,2023,15011.70594
MALDAH,2024,18699.12332
MALDAH,2025,14550.11755
MANDI,2014,11581.58634
MANDI,2015,14439.92687
MANDI,2016,14821.01431
MANDI,2017,20329.08071
MANDI,2018,43731.82667
MANDI,2019,34416.94981
MANDI,2020,20466.56768
MANDI,2021,17267.97139
MANDI,2022,13875.66821
MANDI,2023,14265.92736
MANDI,2024,9716.277784
MANDI,2025,3751.288408
MANDLA,2014,5762.363846
MANDLA,2015,6602.59767
MANDLA,2016,6841.706058
MANDLA,2017,3833.336224
MANDLA,2018,4970.247099
MANDLA,2019,9722.774461
MANDLA,2020,4730.306761
MANDLA,2021,6540.04429
MANDLA,2022,10342.00356
MANDLA,2023,6895.661927
MANDLA,2024,9781.949583
MANDLA,2025,4491.648942
MANDSAUR,2014,8935.171836
MANDSAUR,2015,11622.53358
MANDSAUR,2016,12846.82666
MANDSAUR,2017,6647.883104
MANDSAUR,2018,15022.77252
MANDSAUR,2019,13012.38666
MANDSAUR,2020,14881.80525
MANDSAUR,2021,12985.41835
MANDSAUR,2022,11220.48264
MANDSAUR,2023,3760.607009
MANDSAUR,2024,-99.0
MANDSAUR,2025,-99.0
MANDYA,2014,17921.76017
MANDYA,2015,10394.43795
MANDYA,2016,8285.887596
MANDYA,2017,3717.597272
MANDYA,2018,6437.763732
MANDYA,2019,13444.5857
MANDYA,2020,8821.083104
MANDYA,2021,6518.981069
MANDYA,2022,13142.87689
MANDYA,2023,11914.74416
MANDYA,2024,5303.260013
MANDYA,2025,8286.770119
MANSA,2017,44285.19269
MANSA,2018,38789.24342
MANSA,2019,32344.08476
MANSA,2020,18103.76526
MANSA,2021,15543.89005
MANSA,2022,23665.31823
MANSA,2023,22361.39575
MANSA,2024,13261.77688
MANSA,2025,24585.0004
MATHURA,2014,16656.42611
MATHURA,2015,12917.70502
MATHURA,2016,12695.30093
MATHURA,2017,16410.85229
MATHURA,2018,19151.68315
MATHURA,2019,22258.20415
MATHURA,2020,14008.22027
MATHURA,2021,16357.79662
MATHURA,2022,15165.05677
MATHURA,2023,21604.18068
MATHURA,2024,27584.09045
MATHURA,2025,38951.74277
MAU,2014,13845.11415
MAU,2015,10198.66915
MAU,2016,9024.675679
MAU,2017,12069.54635
MAU,2018,16128.90983
MAU,2019,14600.34557
MAU,2020,13512.21972
MAU,2021,14593.7569
MAU,2022,9153.367289
MAU,2023,9779.103207
MAU,2024,15094.81502
MAU,2025,25168.148
MAYURBHANJ,2014,4293.231937
MAYURBHANJ,2015,4906.198973
MAYURBHANJ,2016,5547.946346
MAYURBHANJ,2017,4644.749177
MAYURBHANJ,2018,7945.391748
MAYURBHANJ,2019,8351.504862
MAYURBHANJ,2020,2813.547764
MAYURBHANJ,2021,2800.285085
MAYURBHANJ,2022,5927.405005
MAYURBHANJ,2023,6200.927685
MAYURBHANJ,2024,10509.81533
MAYURBHANJ,2025,11389.71352
MEDAK,2014,12408.89204
MEDAK,2015,15050.57898
MEDAK,2016,8888.529921
MEDAK,2017,8162.362243
MEDAK,2018,23656.81998
MEDAK,2019,24359.67141
MEDAK,2020,11839.9638
MEDAK,2021,13563.48317
MEDAK,2022,9314.649241
MEDAK,2023,30239.60492
MEDAK,2024,51055.40304
MEDAK,2025,57656.07516
MEERUT,2014,18128.66465
MEERUT,2015,16877.30927
MEERUT,2016,16506.32285
MEERUT,2017,19645.14834
MEERUT,2018,19658.6427
MEERUT,2019,21787.14737
MEERUT,2020,17689.93416
MEERUT,2021,20892.79206
MEERUT,2022,20552.21294
MEERUT,2023,16292.28487
MEERUT,2024,25347.52315
MEERUT,2025,44609.56646
MEWAT,2014,14856.91709
MEWAT,2015,14657.26088
MEWAT,2016,17976.79793
MEWAT,2017,21041.01602
MEWAT,2018,34351.89671
MEWAT,2019,31244.87013
MEWAT,2020,13381.37092
MEWAT,2021,21032.05013
MEWAT,2022,15065.22877
MEWAT,2023,4702.717285
MEWAT,2024,8464.139491
MEWAT,2025,5698.922827
MIRZAPUR,2014,12805.79928
MIRZAPUR,2015,8471.507606
MIRZAPUR,2016,7846.619341
MIRZAPUR,2017,10125.038
MIRZAPUR,2018,15100.89878
MIRZAPUR,2019,11207.87077
MIRZAPUR,2020,12825.29606
MIRZAPUR,2021,11715.69067
MIRZAPUR,2022,7325.937881
MIRZAPUR,2023,6346.289001
MIRZAPUR,2024,6867.507847
MIRZAPUR,2025,19622.36561
MOGA,2014,15849.05778
MOGA,2015,14941.99791
MOGA,2016,14238.28252
MOGA,2017,19588.92688
MOGA,2018,27089.72935
MOGA,2019,23706.59972
MOGA,2020,14351.42261
MOGA,2021,18565.14147
MOGA,2022,27167.83875
MOGA,2023,25521.57669
MOGA,2024,33269.55831
MOGA,2025,38499.29549
MORADABAD,2014,13108.12951
MORADABAD,2015,9877.911697
MORADABAD,2016,8203.978421
MORADABAD,2017,14966.83564
MORADABAD,2018,19286.59945
MORADABAD,2019,18747.52959
MORADABAD,2020,13724.12758
MORADABAD,2021,13255.83639
MORADABAD,2022,14548.01148
MORADABAD,2023,19979.96249
MORADABAD,2024,31081.43109
MORADABAD,2025,36287.57013
MORENA,2014,11930.65679
MORENA,2015,12655.37424
MORENA,2016,12763.07077
MORENA,2017,14549.05109
MORENA,2018,16141.57165
MORENA,2019,19592.02051
MORENA,2020,14292.33387
MORENA,2021,18582.94472
MORENA,2022,22606.25293
MORENA,2023,14831.30417
MORENA,2024,19221.66107
MORENA,2025,26269.54778
MORIGAON,2014,7008.333523
MORIGAON,2015,9181.636534
MORIGAON,2016,7464.642609
MORIGAON,2017,7727.67429
MORIGAON,2018,10324.2105
MORIGAON,2019,14476.14767
MORIGAON,2020,13544.46056
MORIGAON,2021,14779.08397
MORIGAON,2022,12216.46412
MORIGAON,2023,6179.326614
MORIGAON,2024,18871.6174
MORIGAON,2025,17450.50408
MUKTSAR,2017,43440.85687
MUKTSAR,2018,34231.03589
MUKTSAR,2019,23274.03459
MUKTSAR,2020,12164.77019
MUKTSAR,2021,13838.88501
MUKTSAR,2022,28039.17931
MUKTSAR,2023,30684.97093
MUKTSAR,2024,36859.95311
MUKTSAR,2025,55962.57896
MUMBAI,2014,20447.22394
MUMBAI,2015,20524.16666
MUMBAI,2016,22614.62771
MUMBAI,2017,32995.9636
MUMBAI,2018,37067.32633
MUMBAI,2019,31772.03709
MUMBAI,2020,15201.21106
MUMBAI,2021,26431.15165
MUMBAI,2022,20178.96158
MUMBAI,2023,15752.08393
MUMBAI,2024,57190.40475
MUMBAI,2025,72547.36474
MUMBAI SUBURBAN,2014,24457.40268
MUMBAI SUBURBAN,2015,22415.43969
MUMBAI SUBURBAN,2016,24844.43402
MUMBAI SUBURBAN,2017,40298.72388
MUMBAI SUBURBAN,2018,43182.88223
MUMBAI SUBURBAN,2019,33403.69144
MUMBAI SUBURBAN,2020,17247.87148
MUMBAI SUBURBAN,2021,24660.89929
MUMBAI SUBURBAN,2022,13340.51428
MUMBAI SUBURBAN,2023,13385.25698
MUMBAI SUBURBAN,2024,48706.11719
MUMBAI SUBURBAN,2025,56943.90552
MURSHIDABAD,2014,7633.802293
MURSHIDABAD,2015,8028.10731
MURSHIDABAD,2016,8002.202978
MURSHIDABAD,2017,7301.924757
MURSHIDABAD,2018,9082.112277
MURSHIDABAD,2019,9914.229498
MURSHIDABAD,2020,2533.071352
MURSHIDABAD,2021,3194.801968
MURSHIDABAD,2022,8007.398932
MURSHIDABAD,2023,9864.694759
MURSHIDABAD,2024,17886.97349
MURSHIDABAD,2025,19298.69034
MUZAFFARNAGAR,2014,11300.48271
MUZAFFARNAGAR,2015,12695.98144
MUZAFFARNAGAR,2016,9589.158449
MUZAFFARNAGAR,2017,13645.24345
MUZAFFARNAGAR,2018,10013.23958
MUZAFFARNAGAR,2019,10661.07239
MUZAFFARNAGAR,2020,10668.24774
MUZAFFARNAGAR,2021,13986.4103
MUZAFFARNAGAR,2022,11116.61113
MUZAFFARNAGAR,2023,11966.78737
MUZAFFARNAGAR,2024,10872.19902
MUZAFFARNAGAR,2025,12639.14658
MUZAFFARPUR,2014,8334.258422
MUZAFFARPUR,2015,8253.484375
MUZAFFARPUR,2016,9715.932536
MUZAFFARPUR,2017,10914.75119
MUZAFFARPUR,2018,9663.921618
MUZAFFARPUR,2019,12271.30481
MUZAFFARPUR,2020,9643.738998
MUZAFFARPUR,2021,9421.355218
MUZAFFARPUR,2022,11776.07392
MUZAFFARPUR,2023,7934.657468
MUZAFFARPUR,2024,11782.58818
MUZAFFARPUR,2025,15717.07259
MYSORE,2014,14803.63704
MYSORE,2015,9511.935987
MYSORE,2016,8431.431712
MYSORE,2017,9007.482823
MYSORE,2018,11578.20228
MYSORE,2019,12798.21056
MYSORE,2020,10303.84861
MYSORE,2021,18747.64715
MYSORE,2022,15817.97961
MYSORE,2023,21266.98071
MYSORE,2024,14412.58053
MYSORE,2025,6739.033599
NADIA,2014,5239.440168
NADIA,2015,5810.599195
NADIA,2016,8166.393899
NADIA,2017,8888.855677
NADIA,2018,10524.45153
NADIA,2019,8960.015348
NADIA,2020,616.9046481
NADIA,2021,1459.226105
NADIA,2022,4665.057913
NADIA,2023,5464.463498
NADIA,2024,13638.40344
NADIA,2025,14586.68063
NAGAON,2014,7054.274217
NAGAON,2015,7225.716341
NAGAON,2016,6950.425367
NAGAON,2017,6716.738995
NAGAON,2018,8546.070931
NAGAON,2019,12570.85269
NAGAON,2020,11815.96087
NAGAON,2021,12901.18193
NAGAON,2022,7501.867679
NAGAON,2023,4590.373187
NAGAON,2024,15990.8963
NAGAON,2025,20937.07613
NAGAPATTINAM,2014,6473.515994
NAGAPATTINAM,2015,7199.417885
NAGAPATTINAM,2016,9728.181448
NAGAPATTINAM,2017,16288.20843
NAGAPATTINAM,2018,14425.35289
NAGAPATTINAM,2019,10563.48284
NAGAPATTINAM,2020,7292.420806
NAGAPATTINAM,2021,16836.58668
NAGAPATTINAM,2022,9429.434509
NAGAPATTINAM,2023,17706.09333
NAGAPATTINAM,2024,20128.1077
NAGAPATTINAM,2025,16610.19036
NAGAUR,2014,11421.45887
NAGAUR,2015,9391.948796
NAGAUR,2016,7622.758384
NAGAUR,2017,10191.61369
NAGAUR,2018,12783.94116
NAGAUR,2019,18635.46883
NAGAUR,2020,14469.23549
NAGAUR,2021,16827.22511
NAGAUR,2022,13877.71112
NAGAUR,2023,889.5668675
NAGAUR,2024,5419.877599
NAGAUR,2025,486.5744145
NAGPUR,2014,20243.85185
NAGPUR,2015,18948.16162
NAGPUR,2016,20456.51735
NAGPUR,2017,25633.67825
NAGPUR,2018,19372.73066
NAGPUR,2019,22046.52095
NAGPUR,2020,13547.80015
NAGPUR,2021,20555.59439
NAGPUR,2022,21286.50757
NAGPUR,2023,20561.88966
NAGPUR,2024,24401.79324
NAGPUR,2025,29574.80914
NAINITAL,2014,14220.97231
NAINITAL,2015,14408.2633
NAINITAL,2016,15750.96441
NAINITAL,2017,20101.50683
NAINITAL,2018,25548.29133
NAINITAL,2019,24416.08394
NAINITAL,2020,16779.87398
NAINITAL,2021,29247.36579
NAINITAL,2022,18484.74591
NAINITAL,2023,26016.70418
NAINITAL,2024,26766.98052
NAINITAL,2025,34780.23289
NALANDA,2014,7602.536648
NALANDA,2015,8045.654936
NALANDA,2016,9484.614859
NALANDA,2017,10976.23317
NALANDA,2018,13316.92802
NALANDA,2019,10411.46965
NALANDA,2020,7654.549696
NALANDA,2021,10380.13539
NALANDA,2022,8008.002183
NALANDA,2023,5075.496994
NALANDA,2024,6060.9983
NALANDA,2025,14444.14735
NALGONDA,2014,11131.18949
NALGONDA,2015,10289.23336
NALGONDA,2016,8790.392137
NALGONDA,2017,13195.49359
NALGONDA,2018,14805.39498
NALGONDA,2019,17825.62566
NALGONDA,2020,14755.82253
NALGONDA,2021,10480.44237
NALGONDA,2022,10366.23947
NALGONDA,2023,24127.57735
NALGONDA,2024,28074.02405
NALGONDA,2025,21805.94497
NANDED,2014,16590.70489
NANDED,2015,14006.46678
NANDED,2016,13860.42253
NANDED,2017,13652.69839
NANDED,2018,16005.17631
NANDED,2019,17495.95653
NANDED,2020,14516.96265
NANDED,2021,19291.04691
NANDED,2022,25773.62625
NANDED,2023,23396.81734
NANDED,2024,29758.91836
NANDED,2025,27231.84218
NARAYANPUR,2023,-99.0
NARAYANPUR,2024,872.0292354
NARAYANPUR,2025,-99.0
NARMADA,2017,4312.51143
NARMADA,2018,16414.92509
NARMADA,2019,14557.22225
NARMADA,2020,4266.180793
NARMADA,2021,14911.67761
NARMADA,2022,14456.72522
NARMADA,2023,8655.247343
NARMADA,2024,10405.03644
NARMADA,2025,10652.89566
NARSIMHAPUR,2014,11736.3847
NARSIMHAPUR,2015,13011.63268
NARSIMHAPUR,2016,11453.55033
NARSIMHAPUR,2017,12362.07369
NARSIMHAPUR,2018,10290.69913
NARSIMHAPUR,2019,12072.87621
NARSIMHAPUR,2020,14059.28119
NARSIMHAPUR,2021,11701.60356
NARSIMHAPUR,2022,13967.74831
NARSIMHAPUR,2023,15817.42701
NARSIMHAPUR,2024,11694.8935
NARSIMHAPUR,2025,4831.454776
NASHIK,2014,11542.57141
NASHIK,2015,13239.92763
NASHIK,2016,15294.41189
NASHIK,2017,15395.15103
NASHIK,2018,13286.10814
NASHIK,2019,14749.07766
NASHIK,2020,11696.11112
NASHIK,2021,19226.19587
NASHIK,2022,22796.51484
NASHIK,2023,24604.01204
NASHIK,2024,23967.40261
NASHIK,2025,17701.9159
NAVSARI,2014,9277.496936
NAVSARI,2015,9229.741645
NAVSARI,2016,9721.116506
NAVSARI,2017,9501.756723
NAVSARI,2018,12137.16145
NAVSARI,2019,14118.29423
NAVSARI,2020,9525.982199
NAVSARI,2021,14255.60955
NAVSARI,2022,14877.44818
NAVSARI,2023,4679.09147
NAVSARI,2024,11592.02232
NAVSARI,2025,10895.47934
NAWADA,2014,6308.944959
NAWADA,2015,7676.717185
NAWADA,2016,8001.540623
NAWADA,2017,10789.64638
NAWADA,2018,11135.07598
NAWADA,2019,8977.291411
NAWADA,2020,4344.542925
NAWADA,2021,8637.972003
NAWADA,2022,6380.779199
NAWADA,2023,1747.552382
NAWADA,2024,10107.2009
NAWADA,2025,11943.64343
NAYAGARH,2014,5046.716322
NAYAGARH,2015,5206.278365
NAYAGARH,2016,5943.32232
NAYAGARH,2017,6782.820674
NAYAGARH,2018,9136.268585
NAYAGARH,2019,9180.898651
NAYAGARH,2020,1693.33821
NAYAGARH,2021,5198.141613
NAYAGARH,2022,7731.466228
NAYAGARH,2023,10295.3883
NAYAGARH,2024,12219.6018
NAYAGARH,2025,10187.14505
NEEMUCH,2014,9255.383898
NEEMUCH,2015,13942.75632
NEEMUCH,2016,11857.7859
NEEMUCH,2017,15350.93518
NEEMUCH,2018,19722.71663
NEEMUCH,2019,18950.80946
NEEMUCH,2020,14937.04332
NEEMUCH,2021,19009.48276
NEEMUCH,2022,13730.98794
NEEMUCH,2023,7887.781126
NEEMUCH,2024,13630.7071
NEEMUCH,2025,10615.32096
NIZAMABAD,2014,6497.994772
NIZAMABAD,2015,8757.206956
NIZAMABAD,2016,10074.76311
NIZAMABAD,2017,10288.52411
NIZAMABAD,2018,13542.87543
NIZAMABAD,2019,17175.54668
NIZAMABAD,2020,484.526883
NIZAMABAD,2021,-99.0
NIZAMABAD,2022,10186.34557
NIZAMABAD,2023,22336.36653
NIZAMABAD,2024,34129.06194
NIZAMABAD,2025,28612.12323
NORTH,2014,24279.91986
NORTH,2015,17425.19154
NORTH,2016,29099.70141
NORTH,2017,28820.37588
NORTH,2018,44548.45151
NORTH,2019,38764.90429
NORTH,2020,19244.80682
NORTH,2021,28834.04625
NORTH,2022,41266.20297
NORTH,2023,37673.53919
NORTH,2024,71511.02137
NORTH,2025,114462.3494
NORTH - NORTH WEST - WEST,2014,20036.19202
NORTH - NORTH WEST - WEST,2015,19009.68409
NORTH - NORTH WEST - WEST,2016,27486.03155
NORTH - NORTH WEST - WEST,2017,36356.91877
NORTH - NORTH WEST - WEST,2018,62532.17801
NORTH - NORTH WEST - WEST,2019,56765.21203
NORTH - NORTH WEST - WEST,2020,27673.94655
NORTH - NORTH WEST - WEST,2021,33767.505
NORTH - NORTH WEST - WEST,2022,44895.24854
NORTH - NORTH WEST - WEST,2023,44350.18348
NORTH - NORTH WEST - WEST,2024,51950.99647
NORTH - NORTH WEST - WEST,2025,62527.35667
NORTH 24 PARGANAS,2014,10653.8623
NORTH 24 PARGANAS,2015,10523.18983
NORTH 24 PARGANAS,2016,10629.21916
NORTH 24 PARGANAS,2017,11221.7764
NORTH 24 PARGANAS,2018,17329.91078
NORTH 24 PARGANAS,2019,17059.23947
NORTH 24 PARGANAS,2020,6838.636131
NORTH 24 PARGANAS,2021,8200.45009
NORTH 24 PARGANAS,2022,10447.536
NORTH 24 PARGANAS,2023,8195.024842
NORTH 24 PARGANAS,2024,13645.13161
NORTH 24 PARGANAS,2025,22790.5003
NORTH BASTAR (KANKER),2023,-99.0
NORTH BASTAR (KANKER),2024,1741.16233
NORTH BASTAR (KANKER),2025,-99.0
NORTH EAST - EAST,2014,25246.64159
NORTH EAST - EAST,2015,22428.39741
NORTH EAST - EAST,2016,23655.02392
NORTH EAST - EAST,2017,30881.00931
NORTH EAST - EAST,2018,45266.86229
NORTH EAST - EAST,2019,51132.32237
NORTH EAST - EAST,2020,28469.4491
NORTH EAST - EAST,2021,31427.24438
NORTH EAST - EAST,2022,41819.45027
NORTH EAST - EAST,2023,35273.46994
NORTH EAST - EAST,2024,51007.36776
NORTH EAST - EAST,2025,65979.97299
NORTH GOA,2014,27034.14494
NORTH GOA,2015,29470.74009
NORTH GOA,2016,32495.62766
NORTH GOA,2017,32655.95275
NORTH GOA,2018,30318.86299
NORTH GOA,2019,23261.17872
NORTH GOA,2020,10585.60053
NORTH GOA,2021,9504.317053
NORTH GOA,2022,13992.3909
NORTH GOA,2023,9422.792968
NORTH GOA,2024,15672.00254
NORTH GOA,2025,10403.83105
NORTH TRIPURA,2017,10400.2796
NORTH TRIPURA,2018,15974.69323
NORTH TRIPURA,2019,16860.21769
NORTH TRIPURA,2020,12562.47757
NORTH TRIPURA,2021,15680.15702
NORTH TRIPURA,2022,13634.15877
NORTH TRIPURA,2023,5765.022229
NORTH TRIPURA,2024,12862.36295
NORTH TRIPURA,2025,16250.73859
NORTH WEST,2014,14284.16192
NORTH WEST,2015,14378.88431
NORTH WEST,2016,25473.6859
NORTH WEST,2017,33782.09735
NORTH WEST,2018,41831.34959
NORTH WEST,2019,39894.96722
NORTH WEST,2020,24408.99744
NORTH WEST,2021,28237.09664
NORTH WEST,2022,33864.52791
NORTH WEST,2023,26512.78734
NORTH WEST,2024,37459.9778
NORTH WEST,2025,57426.28339
OSMANABAD,2014,8899.076121
OSMANABAD,2015,12548.88819
OSMANABAD,2016,9507.596735
OSMANABAD,2017,10194.18495
OSMANABAD,2018,9802.03335
OSMANABAD,2019,7946.041832
OSMANABAD,2020,2438.157524
OSMANABAD,2021,1388.593799
OSMANABAD,2022,4935.782152
OSMANABAD,2023,5873.006066
OSMANABAD,2024,6392.550148
OSMANABAD,2025,5310.497059
PAKUR,2014,5016.088286
PAKUR,2015,3752.288462
PAKUR,2023,-99.0
PAKUR,2024,466.4695474
PAKUR,2025,388.9556173
PALAKKAD,2014,8549.691557
PALAKKAD,2015,11699.76642
PALAKKAD,2016,10628.84843
PALAKKAD,2017,13315.68652
PALAKKAD,2018,18041.30021
PALAKKAD,2019,21535.66879
PALAKKAD,2020,13969.95604
PALAKKAD,2021,13639.20137
PALAKKAD,2022,18989.32741
PALAKKAD,2023,24497.63538
PALAKKAD,2024,29385.17269
PALAKKAD,2025,27155.78018
PALAMU,2014,10488.44698
PALAMU,2015,6297.22396
PALAMU,2016,6072.704111
PALAMU,2017,6733.586224
PALAMU,2018,9141.518821
PALAMU,2019,12388.67145
PALAMU,2020,8109.140577
PALAMU,2021,9959.449226
PALAMU,2022,10004.25784
PALAMU,2023,1789.442132
PALAMU,2024,8507.87967
PALAMU,2025,2070.357342
PALI,2014,9133.493656
PALI,2015,9308.18803
PALI,2016,8357.965187
PALI,2017,7400.65565
PALI,2018,19266.12934
PALI,2019,26281.11409
PALI,2020,14472.74454
PALI,2021,16678.43592
PALI,2022,16413.04458
PALI,2023,7325.492581
PALI,2024,22023.71341
PALI,2025,17331.66008
PALWAL,2014,14886.10611
PALWAL,2015,12590.55907
PALWAL,2016,14773.71823
PALWAL,2017,18836.09548
PALWAL,2018,27312.47938
PALWAL,2019,27150.11466
PALWAL,2020,11215.42628
PALWAL,2021,4473.475532
PALWAL,2022,9611.186614
PALWAL,2023,2374.275662
PALWAL,2024,4486.704335
PALWAL,2025,4473.761662
PANCH MAHALS,2017,3135.988848
PANCH MAHALS,2018,11284.75105
PANCH MAHALS,2019,12030.00587
PANCH MAHALS,2020,13373.35971
PANCH MAHALS,2021,13716.73109
PANCH MAHALS,2022,18334.24573
PANCH MAHALS,2023,6996.29145
PANCH MAHALS,2024,13157.37566
PANCH MAHALS,2025,8986.057548
PANCHKULA,2014,23242.13375
PANCHKULA,2015,21853.82104
PANCHKULA,2016,20740.37715
PANCHKULA,2017,27772.03442
PANCHKULA,2018,38253.44948
PANCHKULA,2019,39017.90505
PANCHKULA,2020,34056.17479
PANCHKULA,2021,39238.39754
PANCHKULA,2022,36290.32126
PANCHKULA,2023,32621.13683
PANCHKULA,2024,42946.90131
PANCHKULA,2025,47232.39207
PANIPAT,2014,17138.13483
PANIPAT,2015,14795.55596
PANIPAT,2016,15350.1603
PANIPAT,2017,18078.19215
PANIPAT,2018,23809.69895
PANIPAT,2019,28047.20532
PANIPAT,2020,9464.501028
PANIPAT,2021,11924.17613
PANIPAT,2022,14220.66988
PANIPAT,2023,3488.268271
PANIPAT,2024,22516.53854
PANIPAT,2025,37037.37622
PANNA,2017,419.775063
PANNA,2018,10804.8241
PANNA,2019,15354.48323
PANNA,2020,7542.447741
PANNA,2021,17009.68748
PANNA,2022,17812.36336
PANNA,2023,6635.861004
PANNA,2024,10639.27499
PANNA,2025,14401.09168
PARBHANI,2014,12972.82861
PARBHANI,2015,14617.39264
PARBHANI,2016,14528.05995
PARBHANI,2017,14814.27965
PARBHANI,2018,17164.76801
PARBHANI,2019,20127.48759
PARBHANI,2020,15822.80738
PARBHANI,2021,21919.16218
PARBHANI,2022,24494.19085
PARBHANI,2023,32960.73182
PARBHANI,2024,36278.48297
PARBHANI,2025,34416.36049
PASCHIM MEDINIPUR,2014,9895.762726
PASCHIM MEDINIPUR,2015,10836.2515
PASCHIM MEDINIPUR,2016,9527.940804
PASCHIM MEDINIPUR,2017,7947.833169
PASCHIM MEDINIPUR,2018,7577.504066
PASCHIM MEDINIPUR,2019,8607.935524
PASCHIM MEDINIPUR,2020,3463.787053
PASCHIM MEDINIPUR,2021,7363.500512
PASCHIM MEDINIPUR,2022,9091.347866
PASCHIM MEDINIPUR,2023,2629.375812
PASCHIM MEDINIPUR,2024,2581.019575
PASCHIM MEDINIPUR,2025,9405.854489
PASHCHIM CHAMPARAN,2014,7505.430442
PASHCHIM CHAMPARAN,2015,7477.434085
PASHCHIM CHAMPARAN,2016,7885.333552
PASHCHIM CHAMPARAN,2017,12835.67458
PASHCHIM CHAMPARAN,2018,12468.60076
PASHCHIM CHAMPARAN,2019,10233.08219
PASHCHIM CHAMPARAN,2020,6125.406519
PASHCHIM CHAMPARAN,2021,4841.286519
PASHCHIM CHAMPARAN,2022,5029.040004
PASHCHIM CHAMPARAN,2023,3465.871075
PASHCHIM CHAMPARAN,2024,6916.849123
PASHCHIM CHAMPARAN,2025,11308.982
PASHCHIMI SINGHBHUM,2023,11717.85572
PASHCHIMI SINGHBHUM,2024,11001.20256
PASHCHIMI SINGHBHUM,2025,3563.949182
PATAN,2014,5505.431087
PATAN,2015,10486.18604
PATAN,2016,10273.17594
PATAN,2017,8028.441497
PATAN,2018,9305.103067
PATAN,2019,9100.240036
PATAN,2020,8057.011835
PATAN,2021,9319.158587
PATAN,2022,15894.34882
PATAN,2023,2734.775335
PATAN,2024,10138.98211
PATAN,2025,6380.840557
PATHANAMTHITTA,2014,10271.66004
PATHANAMTHITTA,2015,13143.94809
PATHANAMTHITTA,2016,12010.62179
PATHANAMTHITTA,2017,13913.06465
PATHANAMTHITTA,2018,15534.92999
PATHANAMTHITTA,2019,18372.58276
PATHANAMTHITTA,2020,8826.516728
PATHANAMTHITTA,2021,13512.05672
PATHANAMTHITTA,2022,17402.75549
PATHANAMTHITTA,2023,20157.49328
PATHANAMTHITTA,2024,23024.67765
PATHANAMTHITTA,2025,26124.91624
PATIALA,2014,22776.57637
PATIALA,2015,22457.69912
PATIALA,2016,23951.25684
PATIALA,2017,33914.39721
PATIALA,2018,40671.34393
PATIALA,2019,42564.11445
PATIALA,2020,30221.77508
PATIALA,2021,32292.50094
PATIALA,2022,32018.74591
PATIALA,2023,14399.37545
PATIALA,2024,22527.24131
PATIALA,2025,22546.8578
PATNA,2014,12391.339
PATNA,2015,12046.54387
PATNA,2016,11962.81276
PATNA,2017,11787.87374
PATNA,2018,14257.11017
PATNA,2019,14482.35099
PATNA,2020,10625.43816
PATNA,2021,11490.53771
PATNA,2022,14385.12747
PATNA,2023,9836.425456
PATNA,2024,12119.21594
PATNA,2025,14915.0295
PAURI GARHWAL,2014,9662.690541
PAURI GARHWAL,2015,11434.6004
PAURI GARHWAL,2016,11350.83785
PAURI GARHWAL,2017,16203.03363
PAURI GARHWAL,2018,18719.40832
PAURI GARHWAL,2019,16095.26997
PAURI GARHWAL,2020,3120.499955
PAURI GARHWAL,2021,10644.84028
PAURI GARHWAL,2022,4233.647539
PAURI GARHWAL,2023,10642.93056
PAURI GARHWAL,2024,13999.65622
PAURI GARHWAL,2025,22076.68332
PERAMBALUR,2017,12644.97393
PERAMBALUR,2018,12350.99055
PERAMBALUR,2019,12832.58254
PERAMBALUR,2020,7502.450166
PERAMBALUR,2021,14996.65694
PERAMBALUR,2022,-99.0
PERAMBALUR,2023,-99.0
PERAMBALUR,2024,8169.40925
PERAMBALUR,2025,-99.0
PILIBHIT,2014,10376.91696
PILIBHIT,2015,9147.332762
PILIBHIT,2016,5100.668629
PILIBHIT,2017,7146.609134
PILIBHIT,2018,9487.061185
PILIBHIT,2019,6868.847024
PILIBHIT,2020,7882.365423
PILIBHIT,2021,9537.017352
PILIBHIT,2022,10415.4855
PILIBHIT,2023,8997.544575
PILIBHIT,2024,8620.25818
PILIBHIT,2025,14554.05642
PORBANDAR,2017,5974.547016
PORBANDAR,2018,14589.40222
PORBANDAR,2019,20619.34984
PORBANDAR,2020,6294.777734
PORBANDAR,2021,6644.29256
PORBANDAR,2022,9819.442669
PORBANDAR,2023,-99.0
PORBANDAR,2024,-99.0
PORBANDAR,2025,-99.0
PRAKASAM,2014,8882.227292
PRAKASAM,2015,9292.223594
PRAKASAM,2016,11254.59485
PRAKASAM,2017,12058.0451
