District,Year,ADJ_TOT_EXP
CHAMARAJANAGAR,2016,921226
CHAMARAJANAGAR,2017,2209275
CHAMARAJANAGAR,2018,5039673
CHAMARAJANAGAR,2019,5945023
CHAMARAJANAGAR,2020,3344285
CHAMARAJANAGAR,2021,6847530
CHAMARAJANAGAR,2022,3728848
CHAMARAJANAGAR,2023,4480099
CHAMARAJANAGAR,2024,4681646
CHAMARAJANAGAR,2025,-19008
CHAMOLI,2017,4489531
CHAMOLI,2018,10593049
CHAMOLI,2019,11542733
CHAMOLI,2020,3501262
CHAMOLI,2021,5688932
CHAMOLI,2022,1192614
CHAMOLI,2023,3218098
CHAMOLI,2024,-76032
CHAMOLI,2025,-25344
CHANDIGARH,2014,59493320
CHANDIGARH,2015,65117063
CHANDIGARH,2016,57641039
CHANDIGARH,2017,77272143
CHANDIGARH,2018,130169385
CHANDIGARH,2019,123047342
CHANDIGARH,2020,87512896
CHANDIGARH,2021,130982540
CHANDIGARH,2022,154803446
CHANDIGARH,2023,108161444
CHANDIGARH,2024,149899418
CHANDIGARH,2025,71237973
CHANDRAPUR,2014,63684085
CHANDRAPUR,2015,59702837
CHANDRAPUR,2016,80500393
CHANDRAPUR,2017,94110236
CHANDRAPUR,2018,74958123
CHANDRAPUR,2019,65390556
CHANDRAPUR,2020,39886423
CHANDRAPUR,2021,51669903
CHANDRAPUR,2022,70527053
CHANDRAPUR,2023,107455591
CHANDRAPUR,2024,120601972
CHANDRAPUR,2025,46491903
CHATRA,2014,9937864
CHATRA,2015,17334588
CHATRA,2016,15622714
CHATRA,2017,16770563
CHATRA,2018,17788953
CHATRA,2019,17450278
CHATRA,2020,6987373
CHATRA,2021,8133982
CHATRA,2022,5170876
CHATRA,2023,3188369
CHATRA,2024,13707864
CHATRA,2025,2818795
CHENNAI,2014,96407618
CHENNAI,2015,102986108
CHENNAI,2016,92826271
CHENNAI,2017,67719564
CHENNAI,2018,107924660
CHENNAI,2019,125057977
CHENNAI,2020,55743012
CHENNAI,2021,72282160
CHENNAI,2022,87676988
CHENNAI,2023,46631359
CHENNAI,2024,85887862
CHENNAI,2025,36572973
CHHATARPUR,2017,620448
CHHATARPUR,2018,5272113
CHHATARPUR,2019,5733522
CHHATARPUR,2020,5279220
CHHATARPUR,2021,8188431
CHHATARPUR,2022,10844825
CHHATARPUR,2023,2863533
CHHATARPUR,2024,8437117
CHHATARPUR,2025,3619433
CHHINDWARA,2014,28829630
CHHINDWARA,2015,36042393
CHHINDWARA,2016,37420374
CHHINDWARA,2017,31114793
CHHINDWARA,2018,38301351
CHHINDWARA,2019,47367785
CHHINDWARA,2020,40353267
CHHINDWARA,2021,42909673
CHHINDWARA,2022,50520817
CHHINDWARA,2023,52383898
CHHINDWARA,2024,54240487
CHHINDWARA,2025,10922807
CHIKKABALLAPURA,2014,65400780
CHIKKABALLAPURA,2015,74049886
CHIKKABALLAPURA,2016,72259036
CHIKKABALLAPURA,2017,81434212
CHIKKABALLAPURA,2018,58482281
CHIKKABALLAPURA,2019,46206209
CHIKKABALLAPURA,2020,15217855
CHIKKABALLAPURA,2021,36256481
CHIKKABALLAPURA,2022,86234013
CHIKKABALLAPURA,2023,49004333
CHIKKABALLAPURA,2024,44613172
CHIKKABALLAPURA,2025,25607673
CHIKMAGALUR,2014,5913124
CHIKMAGALUR,2015,2586174
CHIKMAGALUR,2016,3195497
CHIKMAGALUR,2017,7664520
CHIKMAGALUR,2018,7989414
CHIKMAGALUR,2019,7243219
CHIKMAGALUR,2020,3195865
CHIKMAGALUR,2021,3863312
CHIKMAGALUR,2022,7031797
CHIKMAGALUR,2023,8535471
CHIKMAGALUR,2024,3342325
CHIKMAGALUR,2025,-24948
CHIRANG,2014,1378515
CHIRANG,2015,939209
CHIRANG,2016,1586766
CHIRANG,2017,2127655
CHIRANG,2018,1996705
CHIRANG,2019,1477230
CHIRANG,2020,1069646
CHIRANG,2021,878249
CHIRANG,2022,1118750
CHIRANG,2023,-19008
CHIRANG,2024,263822
CHIRANG,2025,-6336
CHITRADURGA,2014,2266133
CHITRADURGA,2015,4799908
CHITRADURGA,2016,5593263
CHITRADURGA,2017,6907722
CHITRADURGA,2018,8793160
CHITRADURGA,2019,7788228
CHITRADURGA,2020,3059747
CHITRADURGA,2021,4359366
CHITRADURGA,2022,6687910
CHITRADURGA,2023,3412237
CHITRADURGA,2024,3308649
CHITRADURGA,2025,-31680
CHITRAKOOT,2014,29614935
CHITRAKOOT,2015,39814305
CHITRAKOOT,2016,37718869
CHITRAKOOT,2017,36504944
CHITRAKOOT,2018,48445324
CHITRAKOOT,2019,59477220
CHITRAKOOT,2020,41014283
CHITRAKOOT,2021,47816183
CHITRAKOOT,2022,48409303
CHITRAKOOT,2023,41218750
CHITRAKOOT,2024,33095336
CHITRAKOOT,2025,13322170
CHITTAURGARH,2014,30294612
CHITTAURGARH,2015,31174186
CHITTAURGARH,2016,32231599
CHITTAURGARH,2017,38355612
CHITTAURGARH,2018,89933530
CHITTAURGARH,2019,81436285
CHITTAURGARH,2020,64808870
CHITTAURGARH,2021,74358843
CHITTAURGARH,2022,90882364
CHITTAURGARH,2023,78408161
CHITTAURGARH,2024,60298706
CHITTAURGARH,2025,26241426
CHITTOOR,2014,15137072
CHITTOOR,2015,16847694
CHITTOOR,2016,17065776
CHITTOOR,2017,23101203
CHITTOOR,2018,25173479
CHITTOOR,2019,29121097
CHITTOOR,2020,5922315
CHITTOOR,2021,16583674
CHITTOOR,2022,34517814
CHITTOOR,2023,80366889
CHITTOOR,2024,74139343
CHITTOOR,2025,25540424
CHURU,2017,1567974
CHURU,2018,6105058
CHURU,2019,7675605
CHURU,2020,6669390
CHURU,2021,5284732
CHURU,2022,3459752
CHURU,2023,6037951
CHURU,2024,6269141
CHURU,2025,-18513
COIMBATORE,2014,44070460
COIMBATORE,2015,37817624
COIMBATORE,2016,44361470
COIMBATORE,2017,46481596
COIMBATORE,2018,74972996
COIMBATORE,2019,70263393
COIMBATORE,2020,8366497
COIMBATORE,2021,43950409
COIMBATORE,2022,55581835
COIMBATORE,2023,35157891
COIMBATORE,2024,99277306
COIMBATORE,2025,36307626
CUDDALORE,2014,51156371
CUDDALORE,2015,57195311
CUDDALORE,2016,78469844
CUDDALORE,2017,69457422
CUDDALORE,2018,69625726
CUDDALORE,2019,90723355
CUDDALORE,2020,61645679
CUDDALORE,2021,68788486
CUDDALORE,2022,59386249
CUDDALORE,2023,70238146
CUDDALORE,2024,88133253
CUDDALORE,2025,18908683
CUTTACK,2014,37740248
CUTTACK,2015,43249034
CUTTACK,2016,43880711
CUTTACK,2017,35150667
CUTTACK,2018,55191038
CUTTACK,2019,62862589
CUTTACK,2020,17297893
CUTTACK,2021,22776472
CUTTACK,2022,51898282
CUTTACK,2023,64107589
CUTTACK,2024,70972698
CUTTACK,2025,26979094
DAKSHIN DINAJPUR,2014,797620
DAKSHIN DINAJPUR,2015,911922
DAKSHIN DINAJPUR,2016,1137015
DAKSHIN DINAJPUR,2017,1054570
DAKSHIN DINAJPUR,2018,1353507
DAKSHIN DINAJPUR,2019,1617807
DAKSHIN DINAJPUR,2020,918766
DAKSHIN DINAJPUR,2021,1074613
DAKSHIN DINAJPUR,2022,-19008
DAKSHIN DINAJPUR,2023,2292201
DAKSHIN DINAJPUR,2024,2716366
DAKSHIN DINAJPUR,2025,989147
DAKSHINA KANNADA,2014,48374676
DAKSHINA KANNADA,2015,45076313
DAKSHINA KANNADA,2016,59104776
DAKSHINA KANNADA,2017,78266621
DAKSHINA KANNADA,2018,84926852
DAKSHINA KANNADA,2019,89206843
DAKSHINA KANNADA,2020,26132124
DAKSHINA KANNADA,2021,62994838
DAKSHINA KANNADA,2022,97785412
DAKSHINA KANNADA,2023,107738097
DAKSHINA KANNADA,2024,41765465
DAKSHINA KANNADA,2025,23436116
DAMOH,2014,3208372
DAMOH,2015,3281202
DAMOH,2016,4474443
DAMOH,2017,3052767
DAMOH,2018,6588563
DAMOH,2019,9457916
DAMOH,2020,7191913
DAMOH,2021,11419522
DAMOH,2022,12628652
DAMOH,2023,12037217
DAMOH,2024,10633953
DAMOH,2025,3801580
DANTEWADA,2023,187343
DANTEWADA,2024,-76032
DANTEWADA,2025,1327408
DARBHANGA,2014,60202337
DARBHANGA,2015,45572106
DARBHANGA,2016,45965617
DARBHANGA,2017,45473758
DARBHANGA,2018,54813504
DARBHANGA,2019,54681027
DARBHANGA,2020,44945623
DARBHANGA,2021,47189252
DARBHANGA,2022,48550495
DARBHANGA,2023,27874039
DARBHANGA,2024,19837624
DARBHANGA,2025,13398072
DARJILING,2017,2232825
DARJILING,2018,3383118
DARJILING,2019,6000062
DARJILING,2020,3542578
DARJILING,2021,5167025
DARJILING,2022,6750837
DARJILING,2023,6937855
DARJILING,2024,3794101
DARJILING,2025,2078564
DATIA,2014,1945391
DATIA,2015,567690
DAUSA,2014,39733007
DAUSA,2015,30844234
DAUSA,2016,36805846
DAUSA,2017,41947206
DAUSA,2018,59606326
DAUSA,2019,51855425
DAUSA,2020,41158944
DAUSA,2021,46547732
DAUSA,2022,50824821
DAUSA,2023,66490534
DAUSA,2024,47679210
DAUSA,2025,15147197
DAVANAGERE,2014,3416430
DAVANAGERE,2015,2518471
DAVANAGERE,2016,2271310
DAVANAGERE,2017,1943569
DAVANAGERE,2018,2540889
DAVANAGERE,2019,2198961
DAVANAGERE,2020,194705
DAVANAGERE,2021,3739962
DAVANAGERE,2022,1948597
DAVANAGERE,2023,3078999
DAVANAGERE,2024,155517
DAVANAGERE,2025,-19008
DEBAGARH,2017,-15840
DEBAGARH,2018,1471074
DEBAGARH,2019,3225339
DEBAGARH,2020,1417956
DEBAGARH,2021,2420324
DEBAGARH,2022,1021283
DEBAGARH,2023,4277978
DEBAGARH,2024,4512235
DEBAGARH,2025,-12672
DEHRADUN,2014,54073130
DEHRADUN,2015,64981527
DEHRADUN,2016,52952706
DEHRADUN,2017,54604381
DEHRADUN,2018,69951319
DEHRADUN,2019,82698033
DEHRADUN,2020,55067917
DEHRADUN,2021,92326306
DEHRADUN,2022,86483699
DEHRADUN,2023,61498361
DEHRADUN,2024,100610817
DEHRADUN,2025,47232394
DEOGARH,2014,19854390
DEOGARH,2015,24022915
DEOGARH,2016,30582992
DEOGARH,2017,47750399
DEOGARH,2018,70982449
DEOGARH,2019,69196091
DEOGARH,2020,39071665
DEOGARH,2021,44926762
DEOGARH,2022,84870659
DEOGARH,2023,47429944
DEOGARH,2024,49541984
DEOGARH,2025,32285996
DEORIA,2014,14862624
DEORIA,2015,14423645
DEORIA,2016,17847308
DEORIA,2017,18306090
DEORIA,2018,20471353
DEORIA,2019,18533766
DEORIA,2020,11401287
DEORIA,2021,45165681
DEORIA,2022,45681034
DEORIA,2023,60121265
DEORIA,2024,63503472
DEORIA,2025,33753994
DEWAS,2014,38780730
DEWAS,2015,41952621
DEWAS,2016,38756333
DEWAS,2017,38137938
DEWAS,2018,42886237
DEWAS,2019,49075088
DEWAS,2020,30131183
DEWAS,2021,37308201
DEWAS,2022,48374420
DEWAS,2023,38693476
DEWAS,2024,67495181
DEWAS,2025,14661840
DHALAI,2017,2095656
DHALAI,2018,15770149
DHALAI,2019,14523322
DHALAI,2020,8465218
DHALAI,2021,9009876
DHALAI,2022,8700627
DHALAI,2023,6100083
DHALAI,2024,5964313
DHALAI,2025,2447747
DHAMTARI,2014,90519997
DHAMTARI,2015,80293091
DHAMTARI,2016,84890263
DHAMTARI,2017,92024682
DHAMTARI,2018,115296173
DHAMTARI,2019,106918387
DHAMTARI,2020,66249248
DHAMTARI,2021,102943111
DHAMTARI,2022,125243360
DHAMTARI,2023,121062019
DHAMTARI,2024,105142838
DHAMTARI,2025,41158020
DHANBAD,2014,28180269
DHANBAD,2015,30624594
DHANBAD,2016,42019452
DHANBAD,2017,72377223
DHANBAD,2018,100251378
DHANBAD,2019,90938804
DHANBAD,2020,78215370
DHANBAD,2021,88167626
DHANBAD,2022,104921470
DHANBAD,2023,74822507
DHANBAD,2024,41766902
DHANBAD,2025,7545041
DHAR,2014,6492877
DHAR,2015,3520997
DHAR,2016,3959106
DHAR,2017,4256019
DHAR,2018,6360483
DHAR,2019,8648012
DHAR,2020,7880377
DHAR,2021,7761150
DHAR,2022,7832175
DHAR,2023,5168089
DHAR,2024,576023
DHAR,2025,641021
DHARMAPURI,2014,9582966
DHARMAPURI,2015,10403382
DHARMAPURI,2016,13009613
DHARMAPURI,2017,15497505
DHARMAPURI,2018,17585155
DHARMAPURI,2019,15232053
DHARMAPURI,2020,6289279
DHARMAPURI,2021,11144513
DHARMAPURI,2022,12760023
DHARMAPURI,2023,11855498
DHARMAPURI,2024,26571679
DHARMAPURI,2025,14405335
DHARWAD,2014,42777735
DHARWAD,2015,35590633
DHARWAD,2016,40170788
DHARWAD,2017,46832107
DHARWAD,2018,48488744
DHARWAD,2019,49456280
DHARWAD,2020,31480581
DHARWAD,2021,46963732
DHARWAD,2022,48184297
DHARWAD,2023,86234562
DHARWAD,2024,65735429
DHARWAD,2025,21553194
DHAULPUR,2017,1654420
DHAULPUR,2018,3269034
DHAULPUR,2019,2192262
DHAULPUR,2020,75262
DHAULPUR,2021,76310
DHAULPUR,2022,564275
DHAULPUR,2023,2368356
DHAULPUR,2024,6806669
DHAULPUR,2025,1289517
DHENKANAL,2017,2620355
DHENKANAL,2018,7643609
DHENKANAL,2019,8647386
DHENKANAL,2020,3402213
DHENKANAL,2021,6128034
DHENKANAL,2022,9334621
DHENKANAL,2023,5654510
DHENKANAL,2024,11451297
DHENKANAL,2025,3929461
DHUBRI,2017,607545
DHUBRI,2018,6799546
DHUBRI,2019,4407766
DHUBRI,2020,647327
DHUBRI,2021,345613
DHUBRI,2022,1801604
DHUBRI,2023,861882
DHUBRI,2024,837509
DHUBRI,2025,1360389
DHULE,2014,9320350
DHULE,2015,8436543
DHULE,2016,12183981
DHULE,2017,18286067
DHULE,2018,17665196
DHULE,2019,25521576
DHULE,2020,7570113
DHULE,2021,16921914
DHULE,2022,6972416
DHULE,2023,10575144
DHULE,2024,26478227
DHULE,2025,7685287
DIBRUGARH,2014,3672926
DIBRUGARH,2015,4430264
DIBRUGARH,2016,4596880
DIBRUGARH,2017,4468503
DIBRUGARH,2018,5047362
DIBRUGARH,2019,5170416
DIBRUGARH,2020,2827558
DIBRUGARH,2021,2096328
DIBRUGARH,2022,1901035
DIBRUGARH,2023,583379
DIBRUGARH,2024,1347292
DIBRUGARH,2025,-19008
DINDIGUL,2014,30616422
DINDIGUL,2015,28283987
DINDIGUL,2016,49315313
DINDIGUL,2017,72496447
DINDIGUL,2018,56604660
DINDIGUL,2019,37058837
DINDIGUL,2020,32585096
DINDIGUL,2021,31044504
DINDIGUL,2022,31151390
DINDIGUL,2023,39246087
DINDIGUL,2024,79691729
DINDIGUL,2025,32954064
DOHAD,2017,3144379
DOHAD,2018,7531004
DOHAD,2019,7083596
DOHAD,2020,6773977
DOHAD,2021,4407455
DOHAD,2022,12076136
DOHAD,2023,-76032
DOHAD,2024,3880816
DOHAD,2025,-25344
DUMKA,2014,30598684
DUMKA,2015,28296519
DUMKA,2016,30560753
DUMKA,2017,33378747
DUMKA,2018,35800277
DUMKA,2019,47726124
DUMKA,2020,37717687
DUMKA,2021,43408589
DUMKA,2022,44459586
DUMKA,2023,26755629
DUMKA,2024,41645047
DUMKA,2025,13818870
DUNGARPUR,2014,1367384
DUNGARPUR,2015,861812
DUNGARPUR,2016,1219600
DUNGARPUR,2017,434784
DUNGARPUR,2018,140873
DUNGARPUR,2019,1737678
DUNGARPUR,2020,2601030
DUNGARPUR,2021,893390
DUNGARPUR,2022,3104079
DUNGARPUR,2023,-38016
DUNGARPUR,2024,-35046
DUNGARPUR,2025,397161
DURG,2014,83289964
DURG,2015,60871251
DURG,2016,82322532
DURG,2017,88007398
DURG,2018,106107101
DURG,2019,96619306
DURG,2020,57043988
DURG,2021,95706789
DURG,2022,112089160
DURG,2023,109193390
DURG,2024,113159896
DURG,2025,45713930
EAST GODAVARI,2014,69012305
EAST GODAVARI,2015,59002993
EAST GODAVARI,2016,69351858
EAST GODAVARI,2017,80897219
EAST GODAVARI,2018,113591006
EAST GODAVARI,2019,92412928
EAST GODAVARI,2020,71246855
EAST GODAVARI,2021,110870267
EAST GODAVARI,2022,127961172
EAST GODAVARI,2023,195594735
EAST GODAVARI,2024,202937758
EAST GODAVARI,2025,74491986
EAST KHASI HILLS,2017,18707721
EAST KHASI HILLS,2018,127323916
EAST KHASI HILLS,2019,184390005
EAST KHASI HILLS,2020,97371707
EAST KHASI HILLS,2021,113744444
EAST KHASI HILLS,2022,153236800
EAST KHASI HILLS,2023,186726602
EAST KHASI HILLS,2024,195710278
EAST KHASI HILLS,2025,57315670
EAST NIMAR (KHANDWA),2014,3024616
EAST NIMAR (KHANDWA),2015,3911737
EAST NIMAR (KHANDWA),2016,3830572
EAST NIMAR (KHANDWA),2017,4190183
EAST NIMAR (KHANDWA),2018,4079796
EAST NIMAR (KHANDWA),2019,5966323
EAST NIMAR (KHANDWA),2020,5302274
EAST NIMAR (KHANDWA),2021,6316210
EAST NIMAR (KHANDWA),2022,6759971
EAST NIMAR (KHANDWA),2023,5604623
EAST NIMAR (KHANDWA),2024,7373722
EAST NIMAR (KHANDWA),2025,1554840
EAST SIKKIM,2018,29593210
EAST SIKKIM,2019,50694093
EAST SIKKIM,2020,31819316
EAST SIKKIM,2021,17778910
EAST SIKKIM,2022,51718108
EAST SIKKIM,2023,98086560
EAST SIKKIM,2024,108056597
EAST SIKKIM,2025,43709808
ERNAKULAM,2014,100636951
ERNAKULAM,2015,113712378
ERNAKULAM,2016,113940721
ERNAKULAM,2017,114431507
ERNAKULAM,2018,118656819
ERNAKULAM,2019,116671483
ERNAKULAM,2020,91006452
ERNAKULAM,2021,75932033
ERNAKULAM,2022,123304151
ERNAKULAM,2023,147568522
ERNAKULAM,2024,112560539
ERNAKULAM,2025,44202301
ERODE,2014,35049211
ERODE,2015,28698223
ERODE,2016,31155408
ERODE,2017,38785269
ERODE,2018,47077498
ERODE,2019,42635220
ERODE,2020,12154252
ERODE,2021,31629870
ERODE,2022,45044660
ERODE,2023,39625673
ERODE,2024,61168746
ERODE,2025,19970807
ETAH,2014,50117649
ETAH,2015,50866370
ETAH,2016,45634599
ETAH,2017,42653390
ETAH,2018,40765633
ETAH,2019,43095748
ETAH,2020,27372793
ETAH,2021,30874533
ETAH,2022,34753008
ETAH,2023,51612341
ETAH,2024,40230085
ETAH,2025,16284077
ETAWAH,2014,49974989
ETAWAH,2015,57593135
ETAWAH,2016,47087507
ETAWAH,2017,55033079
ETAWAH,2018,56488711
ETAWAH,2019,66439610
ETAWAH,2020,49022845
ETAWAH,2021,54630637
ETAWAH,2022,59762203
ETAWAH,2023,53141159
ETAWAH,2024,73898880
ETAWAH,2025,26737083
FAIZABAD,2014,41167892
FAIZABAD,2015,37635340
FAIZABAD,2016,36228417
FAIZABAD,2017,36296796
FAIZABAD,2018,50839040
FAIZABAD,2019,50822573
FAIZABAD,2020,39988326
FAIZABAD,2021,36259566
FAIZABAD,2022,31951831
FAIZABAD,2023,44787608
FAIZABAD,2024,51136292
FAIZABAD,2025,21084785
FARIDABAD,2014,84424838
FARIDABAD,2015,82378088
FARIDABAD,2016,82140932
FARIDABAD,2017,99556651
FARIDABAD,2018,130183110
FARIDABAD,2019,140580803
FARIDABAD,2020,98488534
FARIDABAD,2021,93489265
FARIDABAD,2022,133539614
FARIDABAD,2023,103276191
FARIDABAD,2024,163624518
FARIDABAD,2025,62836363
FARIDKOT,2017,3654412
FARIDKOT,2018,8833395
FARIDKOT,2019,7658497
FARIDKOT,2020,3138509
FARIDKOT,2021,5571646
FARIDKOT,2022,3134434
FARIDKOT,2023,6290861
FARIDKOT,2024,8249262
FARIDKOT,2025,4054483
FARRUKHABAD,2014,42808812
FARRUKHABAD,2015,41135737
FARRUKHABAD,2016,32937206
FARRUKHABAD,2017,33683073
FARRUKHABAD,2018,35943737
FARRUKHABAD,2019,34887477
FARRUKHABAD,2020,26322741
FARRUKHABAD,2021,29287496
FARRUKHABAD,2022,38888125
FARRUKHABAD,2023,54985375
FARRUKHABAD,2024,68939220
FARRUKHABAD,2025,28517961
FATEHABAD,2014,38875156
FATEHABAD,2015,45423317
FATEHABAD,2016,52722862
FATEHABAD,2017,55729697
FATEHABAD,2018,56696806
FATEHABAD,2019,61134722
FATEHABAD,2020,43197320
FATEHABAD,2021,51285864
FATEHABAD,2022,72696748
FATEHABAD,2023,63929023
FATEHABAD,2024,35330123
FATEHABAD,2025,13805459
FATEHGARH SAHIB,2017,7648595
FATEHGARH SAHIB,2018,17904126
FATEHGARH SAHIB,2019,16198932
FATEHGARH SAHIB,2020,15834948
FATEHGARH SAHIB,2021,22271068
FATEHGARH SAHIB,2022,19445467
FATEHGARH SAHIB,2023,8265256
FATEHGARH SAHIB,2024,13539403
FATEHGARH SAHIB,2025,4684811
FATEHPUR,2014,35265512
FATEHPUR,2015,40506424
FATEHPUR,2016,44092242
FATEHPUR,2017,35951721
FATEHPUR,2018,39087616
FATEHPUR,2019,60363044
FATEHPUR,2020,43827595
FATEHPUR,2021,48162178
FATEHPUR,2022,61349284
FATEHPUR,2023,67457320
FATEHPUR,2024,74555863
FATEHPUR,2025,40371409
FIROZABAD,2014,10112737
FIROZABAD,2015,11118745
FIROZABAD,2016,12173696
FIROZABAD,2017,13542952
FIROZABAD,2018,13069389
FIROZABAD,2019,14679300
FIROZABAD,2020,13267266
FIROZABAD,2021,10739710
FIROZABAD,2022,8840748
FIROZABAD,2023,15542194
FIROZABAD,2024,17170819
FIROZABAD,2025,6511195
FIROZPUR,2014,67658601
FIROZPUR,2015,72017381
FIROZPUR,2016,66819342
FIROZPUR,2017,81357945
FIROZPUR,2018,122456487
FIROZPUR,2019,109698537
FIROZPUR,2020,72345362
FIROZPUR,2021,48665331
FIROZPUR,2022,86054400
FIROZPUR,2023,85820421
FIROZPUR,2024,148271727
FIROZPUR,2025,53218546
GADAG,2014,17921858
GADAG,2015,20068504
GADAG,2016,26320670
GADAG,2017,32154230
GADAG,2018,41999973
GADAG,2019,48008838
GADAG,2020,28866886
GADAG,2021,35594322
GADAG,2022,48541267
GADAG,2023,68462600
GADAG,2024,54986734
GADAG,2025,24707209
GAJAPATI,2017,1915137
GAJAPATI,2018,6354830
GAJAPATI,2019,10635576
GAJAPATI,2020,5743567
GAJAPATI,2021,7188133
GAJAPATI,2022,11326498
GAJAPATI,2023,15426404
GAJAPATI,2024,14059916
GAJAPATI,2025,1430490
GANDERBAL,2014,18721391
GANDERBAL,2015,20000849
GANDERBAL,2016,16996963
GANDERBAL,2017,21289683
GANDERBAL,2018,23634292
GANDERBAL,2019,12180670
GANDERBAL,2020,6172544
GANDERBAL,2021,13323169
GANDERBAL,2022,28081849
GANDERBAL,2023,29805301
GANDERBAL,2024,29284808
GANDERBAL,2025,9885787
GANDHINAGAR,2014,44313946
GANDHINAGAR,2015,47162355
GANDHINAGAR,2016,43071632
GANDHINAGAR,2017,46201050
GANDHINAGAR,2018,53472802
GANDHINAGAR,2019,45106919
GANDHINAGAR,2020,34978362
GANDHINAGAR,2021,56840550
GANDHINAGAR,2022,41315013
GANDHINAGAR,2023,36697659
GANDHINAGAR,2024,32533012
GANDHINAGAR,2025,13918011
GANGANAGAR,2014,52776118
GANGANAGAR,2015,60927410
GANGANAGAR,2016,67890107
GANGANAGAR,2017,97587887
GANGANAGAR,2018,118751628
GANGANAGAR,2019,123967851
GANGANAGAR,2020,64500123
GANGANAGAR,2021,81728161
GANGANAGAR,2022,83324398
GANGANAGAR,2023,104397407
GANGANAGAR,2024,61446678
GANGANAGAR,2025,13079697
GANJAM,2014,15489235
GANJAM,2015,23066594
GANJAM,2016,24334340
GANJAM,2017,31415235
GANJAM,2018,63543756
GANJAM,2019,71501678
GANJAM,2020,21807870
GANJAM,2021,28570400
GANJAM,2022,61763298
GANJAM,2023,96853751
GANJAM,2024,69669301
GANJAM,2025,10416978
GARHWA,2014,1137384
GARHWA,2017,691796
GARHWA,2018,3263982
GARHWA,2019,4882542
GARHWA,2020,2906021
GARHWA,2021,5743318
GARHWA,2022,4669785
GARHWA,2023,643393
GARHWA,2024,5138553
GARHWA,2025,-31680
GAUTAM BUDDHA NAGAR,2014,68910220
GAUTAM BUDDHA NAGAR,2015,76641202
GAUTAM BUDDHA NAGAR,2016,75269037
GAUTAM BUDDHA NAGAR,2017,117274814
GAUTAM BUDDHA NAGAR,2018,150697849
GAUTAM BUDDHA NAGAR,2019,152760748
GAUTAM BUDDHA NAGAR,2020,87583090
GAUTAM BUDDHA NAGAR,2021,121634971
GAUTAM BUDDHA NAGAR,2022,128672905
GAUTAM BUDDHA NAGAR,2023,58398233
GAUTAM BUDDHA NAGAR,2024,73761221
GAUTAM BUDDHA NAGAR,2025,52307016
GAYA,2014,57680920
GAYA,2015,52253205
GAYA,2016,49528025
GAYA,2017,42271200
GAYA,2018,51040244
GAYA,2019,62073787
GAYA,2020,50534154
GAYA,2021,58128394
GAYA,2022,69539611
GAYA,2023,52399065
GAYA,2024,60004039
GAYA,2025,18449038
GHAZIABAD,2014,156317897
GHAZIABAD,2015,161620073
GHAZIABAD,2016,145788952
GHAZIABAD,2017,172940479
GHAZIABAD,2018,201860475
GHAZIABAD,2019,221391972
GHAZIABAD,2020,150146120
GHAZIABAD,2021,169909370
GHAZIABAD,2022,164201217
GHAZIABAD,2023,152471973
GHAZIABAD,2024,188392736
GHAZIABAD,2025,95287938
GHAZIPUR,2014,45845920
GHAZIPUR,2015,52001549
GHAZIPUR,2016,50161500
GHAZIPUR,2017,50556975
GHAZIPUR,2018,64281433
GHAZIPUR,2019,56865388
GHAZIPUR,2020,44189494
GHAZIPUR,2021,69933605
GHAZIPUR,2022,66677245
GHAZIPUR,2023,65530554
GHAZIPUR,2024,51043167
GHAZIPUR,2025,24012846
GIRIDIH,2014,16241246
GIRIDIH,2015,15571621
GIRIDIH,2016,17218865
GIRIDIH,2017,25100344
GIRIDIH,2018,27661761
GIRIDIH,2019,28827695
GIRIDIH,2020,17371818
GIRIDIH,2021,9099290
GIRIDIH,2022,9551275
GIRIDIH,2023,4320439
GIRIDIH,2024,9296276
GIRIDIH,2025,-44352
GOALPARA,2014,1882428
GOALPARA,2015,1633832
GOALPARA,2016,2994512
GOALPARA,2017,3076554
GOALPARA,2018,3844698
GOALPARA,2019,2430647
GOALPARA,2020,752977
GOALPARA,2021,111398
GOALPARA,2022,1144622
GOALPARA,2023,-113454
GOALPARA,2024,-110484
GOALPARA,2025,-36828
GODDA,2014,-2970
GODDA,2017,4377292
GODDA,2018,4720142
GODDA,2019,1801673
GODDA,2020,2467425
GODDA,2021,783449
GODDA,2022,961728
GODDA,2023,163213
GODDA,2024,-57024
GODDA,2025,-4752
GOLAGHAT,2017,723932
GOLAGHAT,2018,2624157
GOLAGHAT,2019,3084506
GOLAGHAT,2020,2254812
GOLAGHAT,2021,3399358
GOLAGHAT,2022,3784080
GOLAGHAT,2023,1039446
GOLAGHAT,2024,2691158
GOLAGHAT,2025,666592
GONDA,2014,20355399
GONDA,2015,22594070
GONDA,2016,23740589
GONDA,2017,26974101
GONDA,2018,21089626
GONDA,2019,22590713
GONDA,2020,21952516
GONDA,2021,32922086
GONDA,2022,34350187
GONDA,2023,38278095
GONDA,2024,44529446
GONDA,2025,16684494
GONDIYA,2014,53817281
GONDIYA,2015,44632859
GONDIYA,2016,66652154
GONDIYA,2017,82709646
GONDIYA,2018,65517664
GONDIYA,2019,57971317
GONDIYA,2020,42376854
GONDIYA,2021,56698042
GONDIYA,2022,62476959
GONDIYA,2023,74254495
GONDIYA,2024,66379452
GONDIYA,2025,29606217
