District,Year,ADJ_TOT_EXP
GOPALGANJ,2014,37976347
GOPALGANJ,2015,32298169
GOPALGANJ,2016,42308329
GOPALGANJ,2017,42328911
GOPALGANJ,2018,47901827
GOPALGANJ,2019,46985463
GOPALGANJ,2020,34792162
GOPALGANJ,2021,41543245
GOPALGANJ,2022,46548250
GOPALGANJ,2023,18200640
GOPALGANJ,2024,30462373
GOPALGANJ,2025,4948901
GORAKHPUR,2014,58120434
GORAKHPUR,2015,47296324
GORAKHPUR,2016,47480970
GORAKHPUR,2017,39716870
GORAKHPUR,2018,52096067
GORAKHPUR,2019,51959354
GORAKHPUR,2020,32667378
GORAKHPUR,2021,48563985
GORAKHPUR,2022,55120475
GORAKHPUR,2023,49352531
GORAKHPUR,2024,61019922
GORAKHPUR,2025,29178110
GULBARGA,2014,29168952
GULBARGA,2015,24794279
GULBARGA,2016,45993070
GULBARGA,2017,28721351
GULBARGA,2018,37058069
GULBARGA,2019,39571900
GULBARGA,2020,22685410
GULBARGA,2021,21728790
GULBARGA,2022,49530855
GULBARGA,2023,67008651
GULBARGA,2024,56956271
GULBARGA,2025,28347116
GUMLA,2014,4339244
GUMLA,2015,4469499
GUMLA,2016,3922542
GUMLA,2017,2359581
GUMLA,2018,4123208
GUMLA,2019,3700680
GUMLA,2020,82023
GUMLA,2021,2465381
GUMLA,2022,3205163
GUMLA,2023,1211448
GUMLA,2024,6823965
GUMLA,2025,-40392
GUNA,2014,1339967
GUNA,2015,250698
GUNA,2017,1827375
GUNA,2018,8522691
GUNA,2019,8730198
GUNA,2020,5052410
GUNA,2021,8266692
GUNA,2022,9687381
GUNA,2023,9287899
GUNA,2024,7064054
GUNA,2025,901589
GUNTUR,2014,32498236
GUNTUR,2015,34878511
GUNTUR,2016,41389833
GUNTUR,2017,42675999
GUNTUR,2018,63448390
GUNTUR,2019,45688885
GUNTUR,2020,43163020
GUNTUR,2021,69820757
GUNTUR,2022,69473729
GUNTUR,2023,75785549
GUNTUR,2024,116147219
GUNTUR,2025,48777419
GURDASPUR,2014,56737533
GURDASPUR,2015,49501019
GURDASPUR,2016,59770466
GURDASPUR,2017,71322829
GURDASPUR,2018,92382168
GURDASPUR,2019,84457830
GURDASPUR,2020,55021799
GURDASPUR,2021,52345497
GURDASPUR,2022,56246042
GURDASPUR,2023,35153880
GURDASPUR,2024,37462874
GURDASPUR,2025,9408969
GURGAON,2014,51365764
GURGAON,2015,55377092
GURGAON,2016,58806211
GURGAON,2017,81026179
GURGAON,2018,113983130
GURGAON,2019,125580578
GURGAON,2020,78445401
GURGAON,2021,73117713
GURGAON,2022,107580912
GURGAON,2023,60657482
GURGAON,2024,144392254
GURGAON,2025,60162952
GWALIOR,2014,28710507
GWALIOR,2015,38434696
GWALIOR,2016,27624319
GWALIOR,2017,19160345
GWALIOR,2018,26154273
GWALIOR,2019,42754865
GWALIOR,2020,36561454
GWALIOR,2021,58066794
GWALIOR,2022,64571843
GWALIOR,2023,71665845
GWALIOR,2024,80887762
GWALIOR,2025,31142006
HAILAKANDI,2014,846402
HAILAKANDI,2015,1004839
HAILAKANDI,2016,1444173
HAILAKANDI,2017,1380756
HAILAKANDI,2018,1382936
HAILAKANDI,2019,546318
HAILAKANDI,2020,-19008
HAILAKANDI,2021,-19008
HAILAKANDI,2022,259804
HAILAKANDI,2023,495814
HAILAKANDI,2024,1636622
HAILAKANDI,2025,514958
HAMIRPUR,2014,9814096
HAMIRPUR,2015,13130074
HAMIRPUR,2016,14975263
HAMIRPUR,2017,15280421
HAMIRPUR,2018,13664116
HAMIRPUR,2019,14591388
HAMIRPUR,2020,6735003
HAMIRPUR,2021,10048543
HAMIRPUR,2022,9654618
HAMIRPUR,2023,10660918
HAMIRPUR,2024,20255529
HAMIRPUR,2025,6429171
HANUMANGARH,2014,3530479
HANUMANGARH,2015,3387839
HANUMANGARH,2016,3760078
HANUMANGARH,2017,1305137
HANUMANGARH,2018,6689837
HANUMANGARH,2019,3454993
HANUMANGARH,2020,2668257
HANUMANGARH,2021,1121089
HANUMANGARH,2022,1437562
HANUMANGARH,2023,664712
HANUMANGARH,2024,1521048
HANUMANGARH,2025,14007
HAORA,2014,129265548
HAORA,2015,150670722
HAORA,2016,145839770
HAORA,2017,186017408
HAORA,2018,237447455
HAORA,2019,214735493
HAORA,2020,63884065
HAORA,2021,134305405
HAORA,2022,205127958
HAORA,2023,84391489
HAORA,2024,120120524
HAORA,2025,84862596
HARDA,2014,30087002
HARDA,2015,35397940
HARDA,2016,33138649
HARDA,2017,37986256
HARDA,2018,43174360
HARDA,2019,56305524
HARDA,2020,47974092
HARDA,2021,59492812
HARDA,2022,59045353
HARDA,2023,32346783
HARDA,2024,67449596
HARDA,2025,6632752
HARDOI,2014,3970296
HARDOI,2015,4918617
HARDOI,2016,3956819
HARDOI,2017,4328072
HARDOI,2018,5031333
HARDOI,2019,5369155
HARDOI,2020,4955079
HARDOI,2021,3925748
HARDOI,2022,3991628
HARDOI,2023,5154039
HARDOI,2024,6677663
HARDOI,2025,3485121
HARDWAR,2014,98250522
HARDWAR,2015,113676724
HARDWAR,2016,108815900
HARDWAR,2017,125801245
HARDWAR,2018,188063219
HARDWAR,2019,202447851
HARDWAR,2020,172778130
HARDWAR,2021,249327835
HARDWAR,2022,198677135
HARDWAR,2023,180621441
HARDWAR,2024,206305313
HARDWAR,2025,79635506
HASSAN,2014,52081656
HASSAN,2015,39689247
HASSAN,2016,46090160
HASSAN,2017,57857031
HASSAN,2018,53132996
HASSAN,2019,68684082
HASSAN,2020,45157271
HASSAN,2021,39962923
HASSAN,2022,71954844
HASSAN,2023,81765953
HASSAN,2024,28448046
HASSAN,2025,1017367
HATHRAS,2014,3844297
HATHRAS,2015,4986854
HATHRAS,2016,5542656
HATHRAS,2017,5879971
HATHRAS,2018,5596048
HATHRAS,2019,6481366
HATHRAS,2020,5084057
HATHRAS,2021,3848589
HATHRAS,2022,4794246
HATHRAS,2023,7579602
HATHRAS,2024,7146891
HATHRAS,2025,2631592
HAVERI,2017,2436111
HAVERI,2018,12720075
HAVERI,2019,13611864
HAVERI,2020,9651358
HAVERI,2021,16908142
HAVERI,2022,10931779
HAVERI,2023,20049764
HAVERI,2024,17474847
HAVERI,2025,5759011
HAZARIBAGH,2014,28518013
HAZARIBAGH,2015,23344990
HAZARIBAGH,2016,23243228
HAZARIBAGH,2017,34612621
HAZARIBAGH,2018,38720603
HAZARIBAGH,2019,40272416
HAZARIBAGH,2020,29776130
HAZARIBAGH,2021,49421543
HAZARIBAGH,2022,56257152
HAZARIBAGH,2023,41637273
HAZARIBAGH,2024,48499503
HAZARIBAGH,2025,9492560
HINGOLI,2016,4848799
HINGOLI,2017,12091802
HINGOLI,2018,9765006
HINGOLI,2019,12270173
HINGOLI,2020,6634134
HINGOLI,2021,9905423
HINGOLI,2022,11210273
HINGOLI,2023,13309290
HINGOLI,2024,17652817
HINGOLI,2025,8807074
HISAR,2014,31787481
HISAR,2015,53633675
HISAR,2016,76311471
HISAR,2017,75898541
HISAR,2018,82404382
HISAR,2019,95545782
HISAR,2020,58146710
HISAR,2021,92771976
HISAR,2022,117311415
HISAR,2023,119586850
HISAR,2024,163207048
HISAR,2025,63569503
HOSHANGABAD,2014,4227653
HOSHANGABAD,2015,5162467
HOSHANGABAD,2016,6306670
HOSHANGABAD,2017,5849133
HOSHANGABAD,2018,8900795
HOSHANGABAD,2019,9067573
HOSHANGABAD,2020,7329576
HOSHANGABAD,2021,7805862
HOSHANGABAD,2022,7080314
HOSHANGABAD,2023,4508610
HOSHANGABAD,2024,6230447
HOSHANGABAD,2025,648499
HOSHIARPUR,2014,38418691
HOSHIARPUR,2015,44175676
HOSHIARPUR,2016,36143532
HOSHIARPUR,2017,51476971
HOSHIARPUR,2018,68512779
HOSHIARPUR,2019,68726974
HOSHIARPUR,2020,62722092
HOSHIARPUR,2021,61764347
HOSHIARPUR,2022,72335539
HOSHIARPUR,2023,30637605
HOSHIARPUR,2024,78797059
HOSHIARPUR,2025,29132936
HUGLI,2014,29419485
HUGLI,2015,30991207
HUGLI,2016,33250852
HUGLI,2017,35042377
HUGLI,2018,50831787
HUGLI,2019,57591995
HUGLI,2020,10567256
HUGLI,2021,36273310
HUGLI,2022,56485635
HUGLI,2023,25960311
HUGLI,2024,14994650
HUGLI,2025,8364392
HYDERABAD,2014,65529963
HYDERABAD,2015,61864517
HYDERABAD,2016,73920636
HYDERABAD,2017,80011589
HYDERABAD,2018,98172674
HYDERABAD,2019,112045345
HYDERABAD,2020,63749646
HYDERABAD,2021,111432886
HYDERABAD,2022,151398071
HYDERABAD,2023,233933851
HYDERABAD,2024,295540885
HYDERABAD,2025,133843666
IDUKKI,2014,12013680
IDUKKI,2015,10593405
IDUKKI,2016,8839720
IDUKKI,2017,8049746
IDUKKI,2018,10817167
IDUKKI,2019,5735092
IDUKKI,2020,1977689
IDUKKI,2021,2493516
IDUKKI,2022,4999037
IDUKKI,2023,6850548
IDUKKI,2024,1604562
IDUKKI,2025,373949
INDORE,2014,53125884
INDORE,2015,44775648
INDORE,2016,34219006
INDORE,2017,35830329
INDORE,2018,58077481
INDORE,2019,60574185
INDORE,2020,55784396
INDORE,2021,61513859
INDORE,2022,53836984
INDORE,2023,57314325
INDORE,2024,77674502
INDORE,2025,27511434
JABALPUR,2014,41473661
JABALPUR,2015,49663004
JABALPUR,2016,48700934
JABALPUR,2017,33520172
JABALPUR,2018,36366003
JABALPUR,2019,42795244
JABALPUR,2020,34321075
JABALPUR,2021,43834278
JABALPUR,2022,45648062
JABALPUR,2023,54930098
JABALPUR,2024,52289765
JABALPUR,2025,29103981
JAGATSINGHAPUR,2014,19411192
JAGATSINGHAPUR,2015,23995352
JAGATSINGHAPUR,2016,24061582
JAGATSINGHAPUR,2017,25633895
JAGATSINGHAPUR,2018,45945099
JAGATSINGHAPUR,2019,51676733
JAGATSINGHAPUR,2020,23067816
JAGATSINGHAPUR,2021,35680073
JAGATSINGHAPUR,2022,42647829
JAGATSINGHAPUR,2023,56681830
JAGATSINGHAPUR,2024,27058022
JAGATSINGHAPUR,2025,9476997
JAINTIA HILLS,2017,748868
JAINTIA HILLS,2018,4588015
JAINTIA HILLS,2019,7666616
JAINTIA HILLS,2020,4323503
JAINTIA HILLS,2021,5180307
JAINTIA HILLS,2022,7611242
JAINTIA HILLS,2023,8237738
JAINTIA HILLS,2024,8869543
JAINTIA HILLS,2025,2474337
JAIPUR,2014,113358963
JAIPUR,2015,89331559
JAIPUR,2016,79095822
JAIPUR,2017,92399473
JAIPUR,2018,150668705
JAIPUR,2019,156302906
JAIPUR,2020,124640907
JAIPUR,2021,123239585
JAIPUR,2022,150295031
JAIPUR,2023,169655706
JAIPUR,2024,181430524
JAIPUR,2025,75850527
JAISALMER,2014,12321818
JAISALMER,2015,12835834
JAISALMER,2016,27519245
JAISALMER,2017,30388738
JAISALMER,2018,61958029
JAISALMER,2019,68575309
JAISALMER,2020,70527845
JAISALMER,2021,69676925
JAISALMER,2022,77967089
JAISALMER,2023,85484428
JAISALMER,2024,44615231
JAISALMER,2025,12031678
JAJAPUR,2017,6821468
JAJAPUR,2018,14203172
JAJAPUR,2019,15931006
JAJAPUR,2020,5718237
JAJAPUR,2021,4478934
JAJAPUR,2022,13648781
JAJAPUR,2023,12428248
JAJAPUR,2024,14890197
JAJAPUR,2025,6596712
JALANDHAR,2014,62441796
JALANDHAR,2015,68781105
JALANDHAR,2016,69897055
JALANDHAR,2017,83754368
JALANDHAR,2018,119904673
JALANDHAR,2019,113443664
JALANDHAR,2020,53353623
JALANDHAR,2021,113280415
JALANDHAR,2022,131752700
JALANDHAR,2023,76447428
JALANDHAR,2024,125471971
JALANDHAR,2025,41610178
JALAUN,2014,42357241
JALAUN,2015,42122292
JALAUN,2016,36302499
JALAUN,2017,40209965
JALAUN,2018,32986409
JALAUN,2019,39548454
JALAUN,2020,27525193
JALAUN,2021,29109705
JALAUN,2022,37554590
JALAUN,2023,33345314
JALAUN,2024,47095334
JALAUN,2025,18777177
JALGAON,2014,91109811
JALGAON,2015,90510146
JALGAON,2016,105723023
JALGAON,2017,115074718
JALGAON,2018,155365313
JALGAON,2019,152889858
JALGAON,2020,76476966
JALGAON,2021,159043649
JALGAON,2022,115357542
JALGAON,2023,76824867
JALGAON,2024,145038764
JALGAON,2025,52049232
JALNA,2014,696532
JALNA,2015,-4752
JALNA,2016,9447734
JALNA,2017,9279259
JALNA,2018,12460968
JALNA,2019,13942053
JALNA,2020,7352253
JALNA,2021,9319573
JALNA,2022,14705473
JALNA,2023,17210955
JALNA,2024,16619710
JALNA,2025,6600617
JALOR,2014,1745733
JALOR,2015,238837
JALOR,2017,946971
JALOR,2018,9597664
JALOR,2019,7042336
JALOR,2020,4913649
JALOR,2021,5355246
JALOR,2022,397271
JALOR,2023,-3311
JALOR,2024,8911821
JALOR,2025,-44352
JALPAIGURI,2014,70478962
JALPAIGURI,2015,81047020
JALPAIGURI,2016,76085155
JALPAIGURI,2017,63013425
JALPAIGURI,2018,67810095
JALPAIGURI,2019,74792777
JALPAIGURI,2020,31151216
JALPAIGURI,2021,59673865
JALPAIGURI,2022,87109562
JALPAIGURI,2023,98086314
JALPAIGURI,2024,73174107
JALPAIGURI,2025,42330806
JAMMU,2014,107043724
JAMMU,2015,120511617
JAMMU,2016,111078142
JAMMU,2017,113267718
JAMMU,2018,166817830
JAMMU,2019,108266360
JAMMU,2020,21305103
JAMMU,2021,97902123
JAMMU,2022,57004725
JAMMU,2023,102325940
JAMMU,2024,109798112
JAMMU,2025,29449612
JAMNAGAR,2014,62433848
JAMNAGAR,2015,56997756
JAMNAGAR,2016,58027435
JAMNAGAR,2017,57515748
JAMNAGAR,2018,77641863
JAMNAGAR,2019,95213934
JAMNAGAR,2020,43499219
JAMNAGAR,2021,52393710
JAMNAGAR,2022,89117317
JAMNAGAR,2023,24815628
JAMNAGAR,2024,1777458
JAMNAGAR,2025,9982785
JAMTARA,2014,899406
JAMTARA,2015,1153704
JAMTARA,2016,1115187
JAMTARA,2017,6046136
JAMTARA,2018,12067954
JAMTARA,2019,12420391
JAMTARA,2020,4197876
JAMTARA,2021,8321180
JAMTARA,2022,14160221
JAMTARA,2023,5654467
JAMTARA,2024,-57024
JAMUI,2014,712445
JAMUI,2015,197457
JANJGIR-CHAMPA,2014,32897173
JANJGIR-CHAMPA,2015,41013929
JANJGIR-CHAMPA,2016,33537403
JANJGIR-CHAMPA,2017,36938554
JANJGIR-CHAMPA,2018,60062237
JANJGIR-CHAMPA,2019,69494993
JANJGIR-CHAMPA,2020,45334443
JANJGIR-CHAMPA,2021,73869803
JANJGIR-CHAMPA,2022,86561628
JANJGIR-CHAMPA,2023,91693520
JANJGIR-CHAMPA,2024,62503990
JANJGIR-CHAMPA,2025,22272636
JASHPUR,2017,1391303
JASHPUR,2018,10213360
JASHPUR,2019,9633031
JASHPUR,2020,1189120
JASHPUR,2021,892083
JASHPUR,2022,2464036
JASHPUR,2023,7304921
JASHPUR,2024,12810048
JASHPUR,2025,4553769
JAUNPUR,2014,70102626
JAUNPUR,2015,56176362
JAUNPUR,2016,63705824
JAUNPUR,2017,62277037
JAUNPUR,2018,63694721
JAUNPUR,2019,67118254
JAUNPUR,2020,53318878
JAUNPUR,2021,65303707
JAUNPUR,2022,65938857
JAUNPUR,2023,64787489
JAUNPUR,2024,62347919
JAUNPUR,2025,31421338
JEHANABAD,2017,3925814
JEHANABAD,2018,9966443
JEHANABAD,2019,12239456
JEHANABAD,2020,10019233
JEHANABAD,2021,15650590
JEHANABAD,2022,16713101
JEHANABAD,2023,15464911
JEHANABAD,2024,11382036
JEHANABAD,2025,5248001
JHABUA,2014,40475184
JHABUA,2015,51892730
JHABUA,2016,42132545
JHABUA,2017,43100961
JHABUA,2018,50700565
JHABUA,2019,48064488
JHABUA,2020,46410710
JHABUA,2021,53705410
JHABUA,2022,62272718
JHABUA,2023,58450203
JHABUA,2024,68268897
JHABUA,2025,8615568
JHAJJAR,2017,3084683
JHAJJAR,2018,6001733
JHAJJAR,2019,8566634
JHAJJAR,2020,5139335
JHAJJAR,2021,27352705
JHAJJAR,2022,56591652
JHAJJAR,2023,51863087
JHAJJAR,2024,47352704
JHAJJAR,2025,27885441
JHALAWAR,2014,33478792
JHALAWAR,2015,28210105
JHALAWAR,2016,30136334
JHALAWAR,2017,45286991
JHALAWAR,2018,75103034
JHALAWAR,2019,72357495
JHALAWAR,2020,60097607
JHALAWAR,2021,68592985
JHALAWAR,2022,69462715
JHALAWAR,2023,67243863
JHALAWAR,2024,43774523
JHALAWAR,2025,8535622
JHANSI,2014,72678858
JHANSI,2015,94263445
JHANSI,2016,93801522
JHANSI,2017,90687527
JHANSI,2018,92972017
JHANSI,2019,124469236
JHANSI,2020,66250923
JHANSI,2021,78724732
JHANSI,2022,93714990
JHANSI,2023,94903444
JHANSI,2024,121278504
JHANSI,2025,40488029
JHARSUGUDA,2014,487430
JHARSUGUDA,2015,963027
JHARSUGUDA,2016,853912
JHARSUGUDA,2017,736877
JHARSUGUDA,2018,1936567
JHARSUGUDA,2019,2067713
JHARSUGUDA,2020,-38016
JHARSUGUDA,2021,-38016
JHARSUGUDA,2022,-38016
JHARSUGUDA,2023,-38016
JHARSUGUDA,2024,-38016
JHARSUGUDA,2025,-12672
JHUNJHUNUN,2014,48621206
JHUNJHUNUN,2015,52370255
JHUNJHUNUN,2016,54559359
JHUNJHUNUN,2017,81182652
JHUNJHUNUN,2018,111635155
JHUNJHUNUN,2019,102022171
JHUNJHUNUN,2020,78611314
JHUNJHUNUN,2021,76060279
JHUNJHUNUN,2022,83459307
JHUNJHUNUN,2023,99111353
JHUNJHUNUN,2024,67623578
JHUNJHUNUN,2025,21083121
JIND,2014,45963811
JIND,2015,49396232
JIND,2016,58158197
JIND,2017,65160693
JIND,2018,67796176
JIND,2019,77440669
JIND,2020,58220501
JIND,2021,77672787
JIND,2022,93276315
JIND,2023,99175255
JIND,2024,77221346
JIND,2025,33111710
JODHPUR,2014,53304927
JODHPUR,2015,39606383
JODHPUR,2016,34493668
JODHPUR,2017,43716847
JODHPUR,2018,72423272
JODHPUR,2019,79163719
JODHPUR,2020,77621786
JODHPUR,2021,77378011
JODHPUR,2022,82664496
JODHPUR,2023,98140759
JODHPUR,2024,96951349
JODHPUR,2025,35379871
JORHAT,2014,30593923
JORHAT,2015,31507298
JORHAT,2016,39339079
JORHAT,2017,45904112
JORHAT,2018,50120287
JORHAT,2019,35247797
JORHAT,2020,28081106
JORHAT,2021,40642613
JORHAT,2022,48093861
JORHAT,2023,12381473
JORHAT,2024,24836403
JORHAT,2025,11863834
JUNAGADH,2014,8025905
JUNAGADH,2015,6680972
JUNAGADH,2016,8563383
JUNAGADH,2017,10535799
JUNAGADH,2018,16097246
JUNAGADH,2019,19720811
JUNAGADH,2020,2982764
JUNAGADH,2021,9966710
JUNAGADH,2022,7556625
JUNAGADH,2023,408298
JUNAGADH,2024,-102294
JUNAGADH,2025,-47916
JYOTIBA PHULE NAGAR,2017,1436243
JYOTIBA PHULE NAGAR,2018,2698697
JYOTIBA PHULE NAGAR,2019,2135219
JYOTIBA PHULE NAGAR,2020,876629
JYOTIBA PHULE NAGAR,2021,17350995
JYOTIBA PHULE NAGAR,2022,34880134
JYOTIBA PHULE NAGAR,2023,50393944
JYOTIBA PHULE NAGAR,2024,50247416
JYOTIBA PHULE NAGAR,2025,24491502
KABIRDHAM,2017,1441840
KABIRDHAM,2018,4968657
KABIRDHAM,2019,4124003
KABIRDHAM,2020,3649540
KABIRDHAM,2021,3266930
KABIRDHAM,2022,5996488
KABIRDHAM,2023,5876385
KABIRDHAM,2024,6102790
KABIRDHAM,2025,3486785
KACHCHH,2014,72234228
KACHCHH,2015,81361269
KACHCHH,2016,95202075
KACHCHH,2017,95167569
KACHCHH,2018,116268690
KACHCHH,2019,110924157
KACHCHH,2020,56957449
KACHCHH,2021,104165689
KACHCHH,2022,140839011
KACHCHH,2023,14258020
KACHCHH,2024,22452760
KACHCHH,2025,3847620
KAIMUR (BHABUA),2014,4714474
KAIMUR (BHABUA),2015,4454399
KAIMUR (BHABUA),2016,3438596
KAIMUR (BHABUA),2017,4454571
KAIMUR (BHABUA),2018,3665897
KAIMUR (BHABUA),2019,2909434
KAIMUR (BHABUA),2020,2629706
KAIMUR (BHABUA),2021,5179310
KAIMUR (BHABUA),2022,3337513
KAIMUR (BHABUA),2023,1093905
KAIMUR (BHABUA),2024,-57024
KAIMUR (BHABUA),2025,-19008
KAITHAL,2017,2178517
KAITHAL,2018,5009310
KAITHAL,2019,4366519
KAITHAL,2020,3245744
KAITHAL,2021,2731159
KAITHAL,2022,5381106
KAITHAL,2023,6372993
KAITHAL,2024,10693231
KAITHAL,2025,3197204
KALAHANDI,2017,3502448
KALAHANDI,2018,10240230
KALAHANDI,2019,10767714
KALAHANDI,2020,901018
KALAHANDI,2021,2905769
KALAHANDI,2022,2603114
KALAHANDI,2023,4733497
KALAHANDI,2024,14524405
KALAHANDI,2025,1271987
KAMRUP METROPOLITAN,2014,40485357
KAMRUP METROPOLITAN,2015,31782704
KAMRUP METROPOLITAN,2016,37690622
KAMRUP METROPOLITAN,2017,43165264
KAMRUP METROPOLITAN,2018,46684915
KAMRUP METROPOLITAN,2019,41995694
KAMRUP METROPOLITAN,2020,36271753
KAMRUP METROPOLITAN,2021,41324453
KAMRUP METROPOLITAN,2022,41598574
KAMRUP METROPOLITAN,2023,18064334
KAMRUP METROPOLITAN,2024,23500632
KAMRUP METROPOLITAN,2025,14083206
KANCHEEPURAM,2014,21881173
KANCHEEPURAM,2015,27735211
KANCHEEPURAM,2016,24799818
KANCHEEPURAM,2017,19157415
KANCHEEPURAM,2018,25108572
KANCHEEPURAM,2019,23021865
KANCHEEPURAM,2020,5584568
KANCHEEPURAM,2021,7371341
KANCHEEPURAM,2022,12937964
KANCHEEPURAM,2023,7769217
KANCHEEPURAM,2024,11822166
KANCHEEPURAM,2025,1929802
KANDHAMAL,2017,2011552
KANDHAMAL,2018,12234275
KANDHAMAL,2019,13539446
KANDHAMAL,2020,2003112
KANDHAMAL,2021,8334687
KANDHAMAL,2022,6190045
KANDHAMAL,2023,20367521
KANDHAMAL,2024,19874961
KANDHAMAL,2025,3214267
KANGRA,2014,6237658
KANGRA,2015,10189455
KANGRA,2016,12732289
KANGRA,2017,15145126
KANGRA,2018,17397990
KANGRA,2019,15615718
KANGRA,2020,8236689
KANGRA,2021,8087870
KANGRA,2022,7874378
KANGRA,2023,7164878
KANGRA,2024,2613219
KANGRA,2025,-31680
KANNAUJ,2014,3159304
KANNAUJ,2015,4011820
KANNAUJ,2016,1840138
KANNAUJ,2017,3511386
KANNAUJ,2018,3694340
KANNAUJ,2019,4901464
KANNAUJ,2020,2851876
KANNAUJ,2021,3337975
KANNAUJ,2022,3008692
KANNAUJ,2023,3362458
KANNAUJ,2024,5213759
KANNAUJ,2025,523841
KANNIYAKUMARI,2017,1266422
KANNIYAKUMARI,2018,3258989
KANNIYAKUMARI,2019,3392759
KANNIYAKUMARI,2020,674513
KANNIYAKUMARI,2021,2828833
KANNIYAKUMARI,2022,2569819
KANNIYAKUMARI,2023,1705416
KANNIYAKUMARI,2024,6567162
KANNIYAKUMARI,2025,1860647
KANNUR,2014,8323475
KANNUR,2015,12687284
KANNUR,2016,10318708
KANNUR,2017,6777389
KANNUR,2018,7012989
KANNUR,2019,12425971
KANNUR,2020,6796428
KANNUR,2021,10936231
KANNUR,2022,15550613
KANNUR,2023,15540777
KANNUR,2024,15269936
KANNUR,2025,5824013
KANPUR DEHAT,2014,2704973
KANPUR DEHAT,2015,2348341
KANPUR DEHAT,2016,2548818
KANPUR DEHAT,2017,3882764
KANPUR DEHAT,2018,4510131
KANPUR DEHAT,2019,4133450
KANPUR DEHAT,2020,4167513
KANPUR DEHAT,2021,5847100
KANPUR DEHAT,2022,6722062
KANPUR DEHAT,2023,5478172
KANPUR DEHAT,2024,7280023
KANPUR DEHAT,2025,981090
KANPUR NAGAR,2014,110294451
KANPUR NAGAR,2015,114672550
KANPUR NAGAR,2016,88511992
KANPUR NAGAR,2017,105577696
KANPUR NAGAR,2018,136499453
KANPUR NAGAR,2019,167043473
KANPUR NAGAR,2020,115120372
KANPUR NAGAR,2021,143681532
KANPUR NAGAR,2022,163748667
KANPUR NAGAR,2023,131436289
KANPUR NAGAR,2024,160143800
KANPUR NAGAR,2025,69092897
KANSHIRAM NAGAR,2014,9096952
KANSHIRAM NAGAR,2015,9952220
KANSHIRAM NAGAR,2016,10438106
KANSHIRAM NAGAR,2017,11494315
KANSHIRAM NAGAR,2018,13540173
KANSHIRAM NAGAR,2019,13993924
KANSHIRAM NAGAR,2020,9257371
KANSHIRAM NAGAR,2021,10684970
KANSHIRAM NAGAR,2022,9071690
KANSHIRAM NAGAR,2023,15695528
KANSHIRAM NAGAR,2024,24169174
KANSHIRAM NAGAR,2025,8835433
KAPURTHALA,2014,63795242
KAPURTHALA,2015,60120865
KAPURTHALA,2016,44806320
KAPURTHALA,2017,61122371
KAPURTHALA,2018,83621692
KAPURTHALA,2019,75708134
KAPURTHALA,2020,44491245
KAPURTHALA,2021,68542106
KAPURTHALA,2022,69186304
KAPURTHALA,2023,44822130
KAPURTHALA,2024,71370475
KAPURTHALA,2025,34976376
KARAIKAL,2021,31825242
KARAIKAL,2022,49010162
KARAIKAL,2023,24731879
KARAIKAL,2024,34822022
KARAIKAL,2025,3212754
KARAULI,2017,6799564
KARAULI,2018,10964861
KARAULI,2019,9122857
KARAULI,2020,4467968
KARAULI,2021,5869790
KARAULI,2022,6846532
KARAULI,2023,14177147
KARAULI,2024,12836917
KARAULI,2025,3115899
KARGIL,2024,23460192
KARGIL,2025,20086127
KARIMGANJ,2014,2154423
KARIMGANJ,2015,655869
KARIMGANJ,2016,1116057
KARIMGANJ,2017,1537406
KARIMGANJ,2018,2126415
KARIMGANJ,2019,1504674
KARIMGANJ,2020,104536
KARIMGANJ,2021,-19008
KARIMGANJ,2022,408600
KARIMGANJ,2023,616894
KARIMGANJ,2024,870974
KARIMGANJ,2025,548492
KARIMNAGAR,2014,76091125
KARIMNAGAR,2015,64942758
KARIMNAGAR,2016,67278779
KARIMNAGAR,2017,69712471
KARIMNAGAR,2018,91786221
KARIMNAGAR,2019,92419788
KARIMNAGAR,2020,58171091
KARIMNAGAR,2021,89407558
KARIMNAGAR,2022,136026213
KARIMNAGAR,2023,165123376
KARIMNAGAR,2024,177530674
KARIMNAGAR,2025,64592019
KARNAL,2014,51844021
KARNAL,2015,62300298
KARNAL,2016,59216126
KARNAL,2017,60149978
KARNAL,2018,88414776
KARNAL,2019,79998816
KARNAL,2020,53677092
KARNAL,2021,81642563
KARNAL,2022,84583291
KARNAL,2023,86669992
KARNAL,2024,111752981
KARNAL,2025,41740579
KASARAGOD,2014,45653027
KASARAGOD,2015,55937282
KASARAGOD,2016,57113827
KASARAGOD,2017,46745964
KASARAGOD,2018,39645592
KASARAGOD,2019,62902022
KASARAGOD,2020,26215233
KASARAGOD,2021,54214672
KASARAGOD,2022,67751818
KASARAGOD,2023,85584953
KASARAGOD,2024,73157881
KASARAGOD,2025,27796295
KATHUA,2017,6663049
KATHUA,2018,10229441
KATHUA,2019,4744181
KATHUA,2020,-76032
KATHUA,2021,-76032
KATHUA,2022,1269102
KATHUA,2023,1577274
KATHUA,2024,-76032
KATHUA,2025,-19008
KATIHAR,2014,10236070
KATIHAR,2015,11203873
KATIHAR,2016,10767183
KATIHAR,2017,12086999
KATIHAR,2018,11805736
KATIHAR,2019,12305160
KATIHAR,2020,5261255
KATIHAR,2021,13947927
KATIHAR,2022,8797552
KATIHAR,2023,14367156
KATIHAR,2024,7023229
KATIHAR,2025,93091
