District,State,Year,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total
ARVALLI,GUJARAT,2015,23615.0,19174.0,2729.0,26167.0
ARVALLI,GUJARAT,2016,27693.0,21569.0,3005.0,29231.0
ARVALLI,GUJARAT,2017,34985.0,23967.0,2918.0,31616.0
ARVALLI,GUJARAT,2018,44072.0,32832.0,3356.0,45741.0
ARVALLI,GUJARAT,2019,36517.0,26403.0,2435.0,40238.0
ARVALLI,GUJARAT,2020,45784.0,33426.0,3906.0,51282.0
ARVALLI,GUJARAT,2021,53545.0,41275.0,4056.0,59675.0
ARVALLI,GUJARAT,2022,47077.0,37324.0,3021.0,54152.0
ARVALLI,GUJARAT,2023,50887.0,38809.0,3514.0,53712.0
ARVALLI,GUJARAT,2024,53914.0,39005.0,3455.0,56569.0
ARVALLI,GUJARAT,2025,48375.0,36257.0,2614.0,51618.0
ARWAL,BIHAR,2014,5857.0,2922.0,2521.0,5481.0
ARWAL,BIHAR,2015,14574.0,10179.0,6951.0,17938.0
ARWAL,BIHAR,2016,29822.0,17493.0,10615.0,31549.0
ARWAL,BIHAR,2017,37107.0,20134.0,10002.0,36344.0
ARWAL,BIHAR,2018,44393.0,23818.0,8908.0,43318.0
ARWAL,BIHAR,2019,43154.0,22856.0,7568.0,41561.0
ARWAL,BIHAR,2020,66792.0,34308.0,9114.0,65004.0
ARWAL,BIHAR,2021,64009.0,32629.0,7876.0,61900.0
ARWAL,BIHAR,2022,68230.0,37243.0,10829.0,64530.0
ARWAL,BIHAR,2023,48883.0,25882.0,7215.0,45489.0
ARWAL,BIHAR,2024,48528.0,26268.0,6895.0,45155.0
ARWAL,BIHAR,2025,52282.0,29431.0,7704.0,48815.0
ASHOK NAGAR,MADHYA PRADESH,2014,27713.0,29848.0,13574.0,49147.0
ASHOK NAGAR,MADHYA PRADESH,2015,17908.0,19127.0,8672.0,32000.0
ASHOK NAGAR,MADHYA PRADESH,2016,24860.0,20481.0,10281.0,36154.0
ASHOK NAGAR,MADHYA PRADESH,2017,31529.0,22489.0,13304.0,40668.0
ASHOK NAGAR,MADHYA PRADESH,2018,43307.0,28467.0,17127.0,53016.0
ASHOK NAGAR,MADHYA PRADESH,2019,36856.0,23285.0,13827.0,46458.0
ASHOK NAGAR,MADHYA PRADESH,2020,83591.0,74158.0,29776.0,145795.0
ASHOK NAGAR,MADHYA PRADESH,2021,73071.0,66836.0,36432.0,115764.0
ASHOK NAGAR,MADHYA PRADESH,2022,51419.0,35873.0,21316.0,61722.0
ASHOK NAGAR,MADHYA PRADESH,2023,52202.0,26879.0,13829.0,55229.0
ASHOK NAGAR,MADHYA PRADESH,2024,57782.0,26232.0,14139.0,52542.0
ASHOK NAGAR,MADHYA PRADESH,2025,64790.0,31498.0,16652.0,59520.0
AURAIYA,UTTAR PRADESH,2014,34797.0,7354.0,20219.0,18485.0
AURAIYA,UTTAR PRADESH,2015,47231.0,13422.0,27660.0,26871.0
AURAIYA,UTTAR PRADESH,2016,36975.0,11957.0,20758.0,21610.0
AURAIYA,UTTAR PRADESH,2017,36411.0,12891.0,20673.0,20913.0
AURAIYA,UTTAR PRADESH,2018,35687.0,12867.0,18486.0,21840.0
AURAIYA,UTTAR PRADESH,2019,35051.0,11215.0,17716.0,21848.0
AURAIYA,UTTAR PRADESH,2020,72262.0,20369.0,37644.0,44951.0
AURAIYA,UTTAR PRADESH,2021,54523.0,16312.0,29137.0,33621.0
AURAIYA,UTTAR PRADESH,2022,45610.0,13726.0,23535.0,27837.0
AURAIYA,UTTAR PRADESH,2023,51333.0,16562.0,24987.0,33028.0
AURAIYA,UTTAR PRADESH,2024,68219.0,24529.0,30355.0,45224.0
AURAIYA,UTTAR PRADESH,2025,63186.0,23246.0,26825.0,42597.0
AURANAGABAD,BIHAR,2014,35573.0,14022.0,20994.0,24087.0
AURANAGABAD,BIHAR,2015,44555.0,17673.0,23956.0,28305.0
AURANAGABAD,BIHAR,2016,69915.0,30267.0,36027.0,47131.0
AURANAGABAD,BIHAR,2017,72530.0,33534.0,36048.0,49537.0
AURANAGABAD,BIHAR,2018,99444.0,49461.0,45867.0,68684.0
AURANAGABAD,BIHAR,2019,104937.0,54842.0,40425.0,77505.0
AURANAGABAD,BIHAR,2020,128282.0,62694.0,45852.0,100709.0
AURANAGABAD,BIHAR,2021,132632.0,65514.0,49332.0,102711.0
AURANAGABAD,BIHAR,2022,173196.0,108990.0,77423.0,140415.0
AURANAGABAD,BIHAR,2023,141804.0,76173.0,48117.0,109290.0
AURANAGABAD,BIHAR,2024,138560.0,74899.0,44482.0,107012.0
AURANAGABAD,BIHAR,2025,131482.0,74011.0,38061.0,106387.0
AURANGABAD,MAHARASHTRA,2014,23261.0,17887.0,2108.0,40560.0
AURANGABAD,MAHARASHTRA,2015,21788.0,14747.0,1614.0,35110.0
AYODHYA,UTTAR PRADESH,2014,57778.0,18550.0,27933.0,36667.0
AYODHYA,UTTAR PRADESH,2015,88335.0,37045.0,45236.0,59913.0
AYODHYA,UTTAR PRADESH,2016,73713.0,32990.0,37461.0,49336.0
AYODHYA,UTTAR PRADESH,2017,76301.0,37278.0,40127.0,52679.0
AYODHYA,UTTAR PRADESH,2018,78765.0,38638.0,36644.0,56139.0
AYODHYA,UTTAR PRADESH,2019,76182.0,36773.0,34400.0,53881.0
AYODHYA,UTTAR PRADESH,2020,143625.0,70831.0,67535.0,105701.0
AYODHYA,UTTAR PRADESH,2021,108285.0,53856.0,50061.0,77086.0
AYODHYA,UTTAR PRADESH,2022,98191.0,53028.0,45113.0,68518.0
AYODHYA,UTTAR PRADESH,2023,86392.0,47181.0,37766.0,60329.0
AYODHYA,UTTAR PRADESH,2024,84557.0,46629.0,37866.0,56902.0
AYODHYA,UTTAR PRADESH,2025,72098.0,40359.0,32359.0,47461.0
AZAMGARH,UTTAR PRADESH,2014,106113.0,29673.0,45468.0,68100.0
AZAMGARH,UTTAR PRADESH,2015,119556.0,38661.0,52647.0,77569.0
AZAMGARH,UTTAR PRADESH,2016,142878.0,55961.0,61810.0,93500.0
AZAMGARH,UTTAR PRADESH,2017,151504.0,64367.0,66465.0,100102.0
AZAMGARH,UTTAR PRADESH,2018,160886.0,69844.0,65856.0,107498.0
AZAMGARH,UTTAR PRADESH,2019,159371.0,68433.0,65163.0,103751.0
AZAMGARH,UTTAR PRADESH,2020,274262.0,120312.0,119459.0,180403.0
AZAMGARH,UTTAR PRADESH,2021,210679.0,96877.0,83787.0,145325.0
AZAMGARH,UTTAR PRADESH,2022,171901.0,84345.0,70525.0,113876.0
AZAMGARH,UTTAR PRADESH,2023,183014.0,96114.0,72268.0,124656.0
AZAMGARH,UTTAR PRADESH,2024,199582.0,105445.0,79044.0,136118.0
AZAMGARH,UTTAR PRADESH,2025,151687.0,80447.0,62962.0,103502.0
BADGAM,JAMMU AND KASHMIR,2014,14876.0,1090.0,8.0,16578.0
BADGAM,JAMMU AND KASHMIR,2015,26780.0,2041.0,25.0,31271.0
BADGAM,JAMMU AND KASHMIR,2016,22748.0,1887.0,9.0,26780.0
BADGAM,JAMMU AND KASHMIR,2017,35814.0,4025.0,45.0,42899.0
BADGAM,JAMMU AND KASHMIR,2018,29812.0,3671.0,39.0,35213.0
BADGAM,JAMMU AND KASHMIR,2019,24698.0,3028.0,32.0,28988.0
BADGAM,JAMMU AND KASHMIR,2020,31294.0,4727.0,28.0,37849.0
BADGAM,JAMMU AND KASHMIR,2021,33240.0,5898.0,30.0,40450.0
BADGAM,JAMMU AND KASHMIR,2022,38050.0,6681.0,39.0,44864.0
BADGAM,JAMMU AND KASHMIR,2023,39386.0,7395.0,49.0,46312.0
BADGAM,JAMMU AND KASHMIR,2024,39217.0,7432.0,48.0,45582.0
BADGAM,JAMMU AND KASHMIR,2025,41483.0,7817.0,59.0,47862.0
BAGESHWAR,UTTARAKHAND,2014,15064.0,7893.0,4883.0,12604.0
BAGESHWAR,UTTARAKHAND,2015,23559.0,14508.0,8014.0,21290.0
BAGESHWAR,UTTARAKHAND,2016,24451.0,16624.0,9152.0,23291.0
BAGESHWAR,UTTARAKHAND,2017,20579.0,14446.0,7714.0,19695.0
BAGESHWAR,UTTARAKHAND,2018,18457.0,13339.0,6302.0,18377.0
BAGESHWAR,UTTARAKHAND,2019,18489.0,13452.0,6425.0,18349.0
BAGESHWAR,UTTARAKHAND,2020,26294.0,19416.0,9582.0,28826.0
BAGESHWAR,UTTARAKHAND,2021,21784.0,16392.0,7892.0,23253.0
BAGESHWAR,UTTARAKHAND,2022,17205.0,12911.0,6145.0,17969.0
BAGESHWAR,UTTARAKHAND,2023,15187.0,11400.0,5805.0,15538.0
BAGESHWAR,UTTARAKHAND,2024,15208.0,11177.0,4579.0,16248.0
BAGESHWAR,UTTARAKHAND,2025,13370.0,10043.0,3938.0,13998.0
BAGHPAT,UTTAR PRADESH,2014,9505.0,4336.0,2217.0,10404.0
BAGHPAT,UTTAR PRADESH,2015,5594.0,1996.0,2105.0,4990.0
BAGHPAT,UTTAR PRADESH,2016,4272.0,1629.0,1780.0,3463.0
BAGHPAT,UTTAR PRADESH,2017,2979.0,976.0,1267.0,2255.0
BAGHPAT,UTTAR PRADESH,2018,2425.0,831.0,1055.0,1831.0
BAGHPAT,UTTAR PRADESH,2019,2122.0,802.0,829.0,1636.0
BAGHPAT,UTTAR PRADESH,2020,3874.0,1244.0,1350.0,3186.0
BAGHPAT,UTTAR PRADESH,2021,2771.0,836.0,951.0,2195.0
BAGHPAT,UTTAR PRADESH,2022,2127.0,648.0,780.0,1583.0
BAGHPAT,UTTAR PRADESH,2023,1991.0,710.0,720.0,1519.0
BAGHPAT,UTTAR PRADESH,2024,1546.0,625.0,514.0,1191.0
BAGHPAT,UTTAR PRADESH,2025,868.0,357.0,315.0,621.0
BAHRAICH,UTTAR PRADESH,2014,88883.0,27128.0,30351.0,76296.0
BAHRAICH,UTTAR PRADESH,2015,134444.0,49618.0,41999.0,122756.0
BAHRAICH,UTTAR PRADESH,2016,111574.0,46824.0,31370.0,105384.0
BAHRAICH,UTTAR PRADESH,2017,120553.0,58077.0,32294.0,119864.0
BAHRAICH,UTTAR PRADESH,2018,135878.0,62374.0,30437.0,137427.0
BAHRAICH,UTTAR PRADESH,2019,132373.0,58836.0,26818.0,137798.0
BAHRAICH,UTTAR PRADESH,2020,211101.0,95219.0,46749.0,210927.0
BAHRAICH,UTTAR PRADESH,2021,204243.0,98503.0,42783.0,206613.0
BAHRAICH,UTTAR PRADESH,2022,173038.0,86016.0,46234.0,158388.0
BAHRAICH,UTTAR PRADESH,2023,197829.0,105926.0,46231.0,183481.0
BAHRAICH,UTTAR PRADESH,2024,197249.0,105910.0,42626.0,179543.0
BAHRAICH,UTTAR PRADESH,2025,153191.0,80120.0,34804.0,136664.0
BAJALI,ASSAM,2022,20263.0,17500.0,1147.0,34669.0
BAJALI,ASSAM,2023,20372.0,17596.0,1415.0,33687.0
BAJALI,ASSAM,2024,11231.0,8492.0,571.0,15381.0
BAJALI,ASSAM,2025,9575.0,7584.0,285.0,13069.0
BAKSA,ASSAM,2014,45130.0,19207.0,4771.0,24590.0
BAKSA,ASSAM,2015,95363.0,48749.0,8784.0,56515.0
BAKSA,ASSAM,2016,100180.0,54868.0,9067.0,61568.0
BAKSA,ASSAM,2017,68823.0,37348.0,5649.0,37923.0
BAKSA,ASSAM,2018,95036.0,55933.0,9567.0,56739.0
BAKSA,ASSAM,2019,91868.0,55492.0,8503.0,58812.0
BAKSA,ASSAM,2020,76608.0,48582.0,7778.0,47401.0
BAKSA,ASSAM,2021,96068.0,64628.0,8099.0,54474.0
BAKSA,ASSAM,2022,57595.0,39148.0,2606.0,37748.0
BAKSA,ASSAM,2023,62573.0,47902.0,3787.0,45879.0
BAKSA,ASSAM,2024,59181.0,45755.0,3092.0,35906.0
BAKSA,ASSAM,2025,54966.0,44162.0,2861.0,35236.0
BALAGHAT,MADHYA PRADESH,2014,169553.0,147520.0,14564.0,225528.0
BALAGHAT,MADHYA PRADESH,2015,162060.0,134477.0,12296.0,187183.0
BALAGHAT,MADHYA PRADESH,2016,180043.0,156273.0,14966.0,218977.0
BALAGHAT,MADHYA PRADESH,2017,191104.0,164410.0,17233.0,238766.0
BALAGHAT,MADHYA PRADESH,2018,201252.0,176692.0,17882.0,248847.0
BALAGHAT,MADHYA PRADESH,2019,189542.0,169342.0,16744.0,224641.0
BALAGHAT,MADHYA PRADESH,2020,251895.0,240636.0,23710.0,337759.0
BALAGHAT,MADHYA PRADESH,2021,255973.0,246442.0,21939.0,352901.0
BALAGHAT,MADHYA PRADESH,2022,239459.0,228718.0,19427.0,324560.0
BALAGHAT,MADHYA PRADESH,2023,210842.0,190141.0,15610.0,233683.0
BALAGHAT,MADHYA PRADESH,2024,196042.0,174598.0,13926.0,205236.0
BALAGHAT,MADHYA PRADESH,2025,177845.0,156808.0,11771.0,184388.0
BALESHWAR,ODISHA,2014,37508.0,13384.0,8452.0,33967.0
BALESHWAR,ODISHA,2015,55422.0,29467.0,15089.0,57769.0
BALESHWAR,ODISHA,2016,55066.0,31382.0,15405.0,60381.0
BALESHWAR,ODISHA,2017,77365.0,47608.0,21039.0,85713.0
BALESHWAR,ODISHA,2018,67924.0,41334.0,18084.0,74009.0
BALESHWAR,ODISHA,2019,84368.0,57075.0,26432.0,90817.0
BALESHWAR,ODISHA,2020,114537.0,74616.0,25175.0,141541.0
BALESHWAR,ODISHA,2021,102559.0,68628.0,21155.0,124509.0
BALESHWAR,ODISHA,2022,94515.0,62084.0,20775.0,105915.0
BALESHWAR,ODISHA,2023,96601.0,66955.0,22217.0,107090.0
BALESHWAR,ODISHA,2024,66464.0,45187.0,13082.0,72987.0
BALESHWAR,ODISHA,2025,66164.0,44985.0,11683.0,70143.0
BALLIA,UTTAR PRADESH,2014,65580.0,19397.0,11069.0,60217.0
BALLIA,UTTAR PRADESH,2015,79130.0,27765.0,14862.0,72808.0
BALLIA,UTTAR PRADESH,2016,86686.0,34937.0,15317.0,80087.0
BALLIA,UTTAR PRADESH,2017,85198.0,36848.0,16478.0,77487.0
BALLIA,UTTAR PRADESH,2018,92425.0,40247.0,16536.0,84751.0
BALLIA,UTTAR PRADESH,2019,83307.0,35670.0,13414.0,78035.0
BALLIA,UTTAR PRADESH,2020,144036.0,62297.0,27893.0,135088.0
BALLIA,UTTAR PRADESH,2021,103214.0,48701.0,19958.0,95329.0
BALLIA,UTTAR PRADESH,2022,121608.0,61171.0,30098.0,101942.0
BALLIA,UTTAR PRADESH,2023,98588.0,53089.0,22440.0,83515.0
BALLIA,UTTAR PRADESH,2024,85490.0,43920.0,20858.0,70591.0
BALLIA,UTTAR PRADESH,2025,79791.0,41045.0,20719.0,65985.0
BALOD,CHHATTISGARH,2014,93323.0,82796.0,9026.0,82116.0
BALOD,CHHATTISGARH,2015,106857.0,96217.0,10106.0,92606.0
BALOD,CHHATTISGARH,2016,108542.0,100035.0,11116.0,101844.0
BALOD,CHHATTISGARH,2017,113291.0,106419.0,12140.0,105213.0
BALOD,CHHATTISGARH,2018,121423.0,115403.0,12647.0,114170.0
BALOD,CHHATTISGARH,2019,120868.0,115343.0,12506.0,114983.0
BALOD,CHHATTISGARH,2020,136201.0,133489.0,15003.0,139484.0
BALOD,CHHATTISGARH,2021,129863.0,127864.0,13178.0,125167.0
BALOD,CHHATTISGARH,2022,123371.0,118512.0,11056.0,108813.0
BALOD,CHHATTISGARH,2023,122850.0,119015.0,11214.0,107459.0
BALOD,CHHATTISGARH,2024,120426.0,115748.0,11182.0,103860.0
BALOD,CHHATTISGARH,2025,109999.0,103986.0,9580.0,90176.0
BALODA BAZAR,CHHATTISGARH,2014,115271.0,126947.0,54907.0,160957.0
BALODA BAZAR,CHHATTISGARH,2015,111083.0,118247.0,50054.0,148722.0
BALODA BAZAR,CHHATTISGARH,2016,104022.0,114234.0,47832.0,144961.0
BALODA BAZAR,CHHATTISGARH,2017,115664.0,126393.0,52442.0,161882.0
BALODA BAZAR,CHHATTISGARH,2018,124912.0,137009.0,57848.0,174910.0
BALODA BAZAR,CHHATTISGARH,2019,120090.0,130014.0,53998.0,166409.0
BALODA BAZAR,CHHATTISGARH,2020,153399.0,177127.0,70402.0,235719.0
BALODA BAZAR,CHHATTISGARH,2021,146252.0,168785.0,63781.0,221332.0
BALODA BAZAR,CHHATTISGARH,2022,125140.0,140114.0,50362.0,180439.0
BALODA BAZAR,CHHATTISGARH,2023,129922.0,146437.0,51230.0,187507.0
BALODA BAZAR,CHHATTISGARH,2024,127242.0,140755.0,46004.0,180485.0
BALODA BAZAR,CHHATTISGARH,2025,96691.0,99240.0,35947.0,125307.0
BALRAMPUR,CHHATTISGARH,2014,44459.0,30048.0,3290.0,20194.0
BALRAMPUR,CHHATTISGARH,2015,97937.0,84069.0,7991.0,59877.0
BALRAMPUR,CHHATTISGARH,2016,78927.0,61954.0,5552.0,47570.0
BALRAMPUR,CHHATTISGARH,2017,84683.0,66068.0,5898.0,60253.0
BALRAMPUR,CHHATTISGARH,2018,65229.0,49661.0,4243.0,44343.0
BALRAMPUR,CHHATTISGARH,2019,82354.0,66428.0,5534.0,59205.0
BALRAMPUR,CHHATTISGARH,2020,94828.0,79514.0,5598.0,74097.0
BALRAMPUR,CHHATTISGARH,2021,90464.0,75243.0,5111.0,66974.0
BALRAMPUR,CHHATTISGARH,2022,80281.0,64611.0,4327.0,56463.0
BALRAMPUR,CHHATTISGARH,2023,72875.0,56232.0,3687.0,48188.0
BALRAMPUR,CHHATTISGARH,2024,75260.0,55879.0,3653.0,51838.0
BALRAMPUR,CHHATTISGARH,2025,82596.0,60863.0,4351.0,60140.0
BALRAMPUR,UTTAR PRADESH,2014,56158.0,12624.0,11540.0,50597.0
BALRAMPUR,UTTAR PRADESH,2015,92986.0,29445.0,19585.0,88520.0
BALRAMPUR,UTTAR PRADESH,2016,63333.0,22636.0,13114.0,59478.0
BALRAMPUR,UTTAR PRADESH,2017,61231.0,22240.0,12416.0,58799.0
BALRAMPUR,UTTAR PRADESH,2018,66056.0,23737.0,13212.0,61722.0
BALRAMPUR,UTTAR PRADESH,2019,73155.0,26861.0,15330.0,65859.0
BALRAMPUR,UTTAR PRADESH,2020,122985.0,47946.0,24862.0,112647.0
BALRAMPUR,UTTAR PRADESH,2021,98390.0,39563.0,20107.0,88741.0
BALRAMPUR,UTTAR PRADESH,2022,92270.0,40381.0,25898.0,75444.0
BALRAMPUR,UTTAR PRADESH,2023,112192.0,50828.0,31326.0,91401.0
BALRAMPUR,UTTAR PRADESH,2024,90588.0,42521.0,24953.0,72560.0
BALRAMPUR,UTTAR PRADESH,2025,66842.0,30977.0,19289.0,52803.0
BANAS KANTHA,GUJARAT,2014,18737.0,11854.0,4675.0,18323.0
BANAS KANTHA,GUJARAT,2015,36336.0,24650.0,8389.0,38276.0
BANAS KANTHA,GUJARAT,2016,27861.0,18594.0,7325.0,29091.0
BANAS KANTHA,GUJARAT,2017,50549.0,34186.0,13219.0,53672.0
BANAS KANTHA,GUJARAT,2018,47576.0,31383.0,11932.0,52929.0
BANAS KANTHA,GUJARAT,2019,36199.0,23871.0,9737.0,39267.0
BANAS KANTHA,GUJARAT,2020,49522.0,36297.0,19027.0,52952.0
BANAS KANTHA,GUJARAT,2021,48922.0,35429.0,19761.0,47287.0
BANAS KANTHA,GUJARAT,2022,40412.0,30696.0,15831.0,39144.0
BANAS KANTHA,GUJARAT,2023,46636.0,35153.0,17995.0,42989.0
BANAS KANTHA,GUJARAT,2024,46252.0,34517.0,16344.0,40349.0
BANAS KANTHA,GUJARAT,2025,43361.0,31926.0,14085.0,36725.0
BANDA,UTTAR PRADESH,2014,58048.0,36981.0,31697.0,58142.0
BANDA,UTTAR PRADESH,2015,80995.0,55817.0,43059.0,89191.0
BANDA,UTTAR PRADESH,2016,67932.0,47137.0,33849.0,74236.0
BANDA,UTTAR PRADESH,2017,60329.0,39164.0,28912.0,60743.0
BANDA,UTTAR PRADESH,2018,59485.0,38653.0,24877.0,61490.0
BANDA,UTTAR PRADESH,2019,71885.0,46684.0,27393.0,79316.0
BANDA,UTTAR PRADESH,2020,122029.0,80621.0,48393.0,135041.0
BANDA,UTTAR PRADESH,2021,94791.0,64476.0,40022.0,98415.0
BANDA,UTTAR PRADESH,2022,71880.0,47366.0,26973.0,71197.0
BANDA,UTTAR PRADESH,2023,81134.0,54904.0,21390.0,87181.0
BANDA,UTTAR PRADESH,2024,67363.0,42867.0,17478.0,67212.0
BANDA,UTTAR PRADESH,2025,41575.0,25395.0,13930.0,41324.0
BANDIPORA,JAMMU AND KASHMIR,2014,8539.0,2113.0,21.0,9435.0
BANDIPORA,JAMMU AND KASHMIR,2015,13992.0,4148.0,41.0,17823.0
BANDIPORA,JAMMU AND KASHMIR,2016,12436.0,3962.0,44.0,15469.0
BANDIPORA,JAMMU AND KASHMIR,2017,13478.0,4742.0,26.0,17174.0
BANDIPORA,JAMMU AND KASHMIR,2018,14589.0,5868.0,27.0,19211.0
BANDIPORA,JAMMU AND KASHMIR,2019,10799.0,3848.0,5.0,12821.0
BANDIPORA,JAMMU AND KASHMIR,2020,15577.0,6736.0,3.0,21012.0
BANDIPORA,JAMMU AND KASHMIR,2021,15436.0,7023.0,5.0,20555.0
BANDIPORA,JAMMU AND KASHMIR,2022,15879.0,6049.0,12.0,19046.0
BANDIPORA,JAMMU AND KASHMIR,2023,15702.0,7381.0,11.0,20206.0
BANDIPORA,JAMMU AND KASHMIR,2024,19079.0,8572.0,10.0,24822.0
BANDIPORA,JAMMU AND KASHMIR,2025,13851.0,5491.0,8.0,17216.0
BANKA,BIHAR,2014,20803.0,8784.0,4701.0,19065.0
BANKA,BIHAR,2015,41762.0,22604.0,8852.0,39935.0
BANKA,BIHAR,2016,58559.0,35026.0,11052.0,57335.0
BANKA,BIHAR,2017,56921.0,34565.0,9592.0,56198.0
BANKA,BIHAR,2018,64607.0,39716.0,10493.0,62133.0
BANKA,BIHAR,2019,110932.0,71967.0,15654.0,105867.0
BANKA,BIHAR,2020,161529.0,102349.0,19257.0,157398.0
BANKA,BIHAR,2021,121714.0,76406.0,13776.0,117627.0
BANKA,BIHAR,2022,89400.0,55386.0,11966.0,85654.0
BANKA,BIHAR,2023,90696.0,57262.0,20321.0,78629.0
BANKA,BIHAR,2024,97824.0,61829.0,20649.0,84629.0
BANKA,BIHAR,2025,94567.0,60977.0,16916.0,84805.0
BANSWARA,RAJASTHAN,2014,253294.0,257286.0,18928.0,52794.0
BANSWARA,RAJASTHAN,2015,267299.0,273596.0,19428.0,58240.0
BANSWARA,RAJASTHAN,2016,262704.0,259548.0,17994.0,58079.0
BANSWARA,RAJASTHAN,2017,259999.0,252053.0,17896.0,61080.0
BANSWARA,RAJASTHAN,2018,287819.0,276005.0,19159.0,63178.0
BANSWARA,RAJASTHAN,2019,303728.0,286613.0,18997.0,66690.0
BANSWARA,RAJASTHAN,2020,374597.0,352776.0,24527.0,92133.0
BANSWARA,RAJASTHAN,2021,386481.0,359109.0,24082.0,93787.0
BANSWARA,RAJASTHAN,2022,348179.0,320326.0,20371.0,75930.0
BANSWARA,RAJASTHAN,2023,360789.0,326083.0,21465.0,81145.0
BANSWARA,RAJASTHAN,2024,344025.0,297077.0,19290.0,72973.0
BANSWARA,RAJASTHAN,2025,273523.0,225223.0,14140.0,52786.0
BAPATLA,ANDHRA PRADESH,2022,168385.0,155690.0,107334.0,177851.0
BAPATLA,ANDHRA PRADESH,2023,170269.0,156444.0,105913.0,178672.0
BAPATLA,ANDHRA PRADESH,2024,174891.0,158897.0,105277.0,181691.0
BAPATLA,ANDHRA PRADESH,2025,169848.0,154929.0,99361.0,180963.0
BARABANKI,UTTAR PRADESH,2014,83298.0,23769.0,37781.0,58038.0
BARABANKI,UTTAR PRADESH,2015,146446.0,51452.0,74681.0,107128.0
BARABANKI,UTTAR PRADESH,2016,92925.0,35167.0,47752.0,67648.0
BARABANKI,UTTAR PRADESH,2017,103921.0,38966.0,51141.0,78082.0
BARABANKI,UTTAR PRADESH,2018,94630.0,33795.0,46827.0,67740.0
BARABANKI,UTTAR PRADESH,2019,103281.0,37207.0,50009.0,75207.0
BARABANKI,UTTAR PRADESH,2020,166852.0,62174.0,83825.0,121968.0
BARABANKI,UTTAR PRADESH,2021,163655.0,68910.0,80814.0,125221.0
BARABANKI,UTTAR PRADESH,2022,145598.0,61026.0,77018.0,98594.0
BARABANKI,UTTAR PRADESH,2023,149293.0,64222.0,76303.0,102885.0
BARABANKI,UTTAR PRADESH,2024,140060.0,58670.0,70968.0,93718.0
BARABANKI,UTTAR PRADESH,2025,106001.0,42921.0,53495.0,68737.0
BARAMULLA,JAMMU AND KASHMIR,2014,25003.0,5238.0,71.0,32253.0
BARAMULLA,JAMMU AND KASHMIR,2015,44434.0,10694.0,85.0,61552.0
BARAMULLA,JAMMU AND KASHMIR,2016,34865.0,7885.0,69.0,47253.0
BARAMULLA,JAMMU AND KASHMIR,2017,38890.0,9864.0,57.0,54042.0
BARAMULLA,JAMMU AND KASHMIR,2018,36119.0,9490.0,72.0,50238.0
BARAMULLA,JAMMU AND KASHMIR,2019,21256.0,4456.0,10.0,27358.0
BARAMULLA,JAMMU AND KASHMIR,2020,41907.0,11417.0,12.0,57791.0
BARAMULLA,JAMMU AND KASHMIR,2021,37334.0,9852.0,10.0,50245.0
BARAMULLA,JAMMU AND KASHMIR,2022,46534.0,10230.0,14.0,56575.0
BARAMULLA,JAMMU AND KASHMIR,2023,39336.0,11166.0,12.0,52113.0
BARAMULLA,JAMMU AND KASHMIR,2024,45241.0,12173.0,16.0,58403.0
BARAMULLA,JAMMU AND KASHMIR,2025,46171.0,11902.0,14.0,59167.0
BARAN,RAJASTHAN,2014,86631.0,76855.0,29607.0,63025.0
BARAN,RAJASTHAN,2015,94962.0,86635.0,31893.0,70059.0
BARAN,RAJASTHAN,2016,97102.0,88643.0,32941.0,73365.0
BARAN,RAJASTHAN,2017,93380.0,84216.0,32514.0,72669.0
BARAN,RAJASTHAN,2018,120566.0,110836.0,42325.0,97486.0
BARAN,RAJASTHAN,2019,131777.0,120765.0,45644.0,108083.0
BARAN,RAJASTHAN,2020,166075.0,145244.0,54249.0,137493.0
BARAN,RAJASTHAN,2021,135145.0,115195.0,43228.0,101978.0
BARAN,RAJASTHAN,2022,137975.0,119782.0,43404.0,106276.0
BARAN,RAJASTHAN,2023,133678.0,113488.0,40114.0,99567.0
BARAN,RAJASTHAN,2024,135780.0,112760.0,40273.0,97131.0
BARAN,RAJASTHAN,2025,131093.0,108454.0,38166.0,94928.0
BAREILLY,UTTAR PRADESH,2014,62447.0,7248.0,22225.0,46350.0
BAREILLY,UTTAR PRADESH,2015,88307.0,17378.0,29054.0,71466.0
BAREILLY,UTTAR PRADESH,2016,67827.0,11596.0,20612.0,55736.0
BAREILLY,UTTAR PRADESH,2017,64850.0,11893.0,20274.0,54196.0
BAREILLY,UTTAR PRADESH,2018,68508.0,13392.0,20654.0,58921.0
BAREILLY,UTTAR PRADESH,2019,78925.0,17767.0,24552.0,70400.0
BAREILLY,UTTAR PRADESH,2020,171817.0,42880.0,46850.0,167711.0
BAREILLY,UTTAR PRADESH,2021,142333.0,35722.0,37229.0,138793.0
BAREILLY,UTTAR PRADESH,2022,117834.0,32462.0,32101.0,111797.0
BAREILLY,UTTAR PRADESH,2023,107052.0,30682.0,28880.0,102844.0
BAREILLY,UTTAR PRADESH,2024,100631.0,26993.0,26204.0,94671.0
BAREILLY,UTTAR PRADESH,2025,77159.0,17949.0,20047.0,70490.0
BARGARH,ODISHA,2014,29576.0,8386.0,7634.0,19756.0
BARGARH,ODISHA,2015,44029.0,18507.0,12931.0,32138.0
BARGARH,ODISHA,2016,48325.0,23836.0,14477.0,38834.0
