District,Year,asset_index_0_1
KANNIYAKUMARI,2022,0.352438005
KANNIYAKUMARI,2023,0.361513873
KANNIYAKUMARI,2024,0.409432767
KANNIYAKUMARI,2025,0.468954617
KRISHNAGIRI,2017,0.290365743
KRISHNAGIRI,2018,0.342519641
KRISHNAGIRI,2019,0.367783369
KRISHNAGIRI,2020,0.348814113
KRISHNAGIRI,2021,0.332710272
KRISHNAGIRI,2022,0.301218753
KRISHNAGIRI,2023,0.34386847
KRISHNAGIRI,2024,0.379420396
KRISHNAGIRI,2025,0.386716056
MADURAI,2014,0.299518592
MADURAI,2015,0.333817996
MADURAI,2016,0.322076013
MADURAI,2017,0.339656103
MADURAI,2018,0.369647364
MADURAI,2019,0.395998407
MADURAI,2020,0.380244198
MADURAI,2021,0.360683216
MADURAI,2022,0.336153145
MADURAI,2023,0.38472312
MADURAI,2024,0.436458148
MADURAI,2025,0.451368065
NAGAPATTINAM,2014,0.207792831
NAGAPATTINAM,2015,0.232675913
NAGAPATTINAM,2016,0.235597812
NAGAPATTINAM,2017,0.251486318
NAGAPATTINAM,2018,0.296424804
NAGAPATTINAM,2019,0.335119999
NAGAPATTINAM,2020,0.375769608
NAGAPATTINAM,2021,0.351749313
NAGAPATTINAM,2022,0.36255355
NAGAPATTINAM,2023,0.372154757
NAGAPATTINAM,2024,0.424656316
NAGAPATTINAM,2025,0.438275027
PERAMBALUR,2017,0.261963075
PERAMBALUR,2018,0.317886621
PERAMBALUR,2019,0.400033191
PERAMBALUR,2020,0.318187826
PERAMBALUR,2021,0.342107019
PERAMBALUR,2024,0.383758154
PUDUKKOTTAI,2014,0.296756293
PUDUKKOTTAI,2015,0.320954989
PUDUKKOTTAI,2016,0.331357813
PUDUKKOTTAI,2017,0.335020079
PUDUKKOTTAI,2018,0.316817876
PUDUKKOTTAI,2019,0.362095555
PUDUKKOTTAI,2020,0.371799887
PUDUKKOTTAI,2021,0.348927534
PUDUKKOTTAI,2022,0.317784224
PUDUKKOTTAI,2023,0.341701947
PUDUKKOTTAI,2024,0.411113465
PUDUKKOTTAI,2025,0.478470001
RAMANATHAPURAM,2017,0.258484249
RAMANATHAPURAM,2018,0.317774198
RAMANATHAPURAM,2019,0.348730747
RAMANATHAPURAM,2020,0.351902255
RAMANATHAPURAM,2021,0.353293853
RAMANATHAPURAM,2022,0.296297874
RAMANATHAPURAM,2023,0.36184597
