DISTRICT,YEAR,asset_index_0_1
Saharsa,2023,0.23861295452227993
Saharsa,2024,0.1919579799500903
Saharsa,2025,0.22625005627474512
Samastipur,2014,0.1204613264852844
Samastipur,2015,0.1438990256480576
Samastipur,2016,0.15268725961134225
Samastipur,2017,0.1347845223027714
Samastipur,2018,0.15469578419670516
Samastipur,2019,0.2108411025538463
Samastipur,2020,0.14911477608356757
Samastipur,2021,0.2618115239705709
Samastipur,2022,0.20643272700772908
Samastipur,2023,0.22852660860576188
Samastipur,2024,0.238589202941768
Samastipur,2025,0.25142378607339083
Saran,2014,0.09999348944810445
Saran,2015,0.13111731825383977
Saran,2016,0.1408229523793091
Saran,2017,0.18142410364784747
Saran,2018,0.2564190938621846
Saran,2019,0.28289858321324707
Saran,2020,0.2631574751779857
Saran,2021,0.26274904137563254
Saran,2022,0.22428785875401086
Saran,2023,0.250626761476867
Saran,2024,0.2993163765712466
Saran,2025,0.3535735564536847
Sheikhpura,2014,0.11298674896478976
Sheikhpura,2015,0.11587424928600881
Sheikhpura,2016,0.12462551832944602
Sheikhpura,2017,0.15828557345887215
Sheikhpura,2018,0.20438143508006099
Sheikhpura,2019,0.21798232689722186
Sheikhpura,2020,0.2548352563029856
Sheikhpura,2021,0.2610689053777342
Sheikhpura,2022,0.24171605226336168
Sheikhpura,2023,0.2750005821536211
Sheikhpura,2024,0.14121667121624917
Sheikhpura,2025,0.2519073379514035
Sheohar,2014,0.07929935775379714
Sheohar,2015,0.07912880822575186
Sheohar,2016,0.0918346943238644
Sheohar,2017,0.15660759611632774
Sheohar,2018,0.22635379989513646
Sheohar,2019,0.2227643844847923
Sheohar,2020,0.2423721151314467
Sheohar,2021,0.25729318050347255
Sheohar,2022,0.3185991506726045
Sheohar,2023,0.3373987851474948
Sheohar,2024,0.15503236937301615
Sheohar,2025,0.17413180037147913
Sitamarhi,2014,0.06671688467691118
Sitamarhi,2015,0.06363253581206209
Sitamarhi,2017,0.19677962540079386
Sitamarhi,2018,0.2371281059331561
Sitamarhi,2019,0.230121039186861
Sitamarhi,2020,0.21994785842271775
Sitamarhi,2021,0.23575650069879697
Sitamarhi,2022,0.3098864486293368
Sitamarhi,2023,0.3373369930698721
Sitamarhi,2024,0.23158002024639168
Sitamarhi,2025,0.2531702943595424
Siwan,2014,0.12787809704396963
Siwan,2015,0.16817304397827756
Siwan,2016,0.20129075749552702
Siwan,2017,0.18597431715651677
Siwan,2018,0.20490340562655346
Siwan,2019,0.21211941891873107
Siwan,2020,0.2142111611927622
Siwan,2021,0.30290089493716005
Siwan,2022,0.2526807464547666
Siwan,2023,0.2112699828230882
Siwan,2024,0.31184488231288643
Siwan,2025,0.35679958364000164
Supaul,2017,0.13535768284432734
Supaul,2018,0.18092436681275068
