region_id,year,pillar3_income_score
BANKURA_WEST BENGAL,2019.0,0.55
BANKURA_WEST BENGAL,2020.0,0.4
BANKURA_WEST BENGAL,2021.0,0.5
BANKURA_WEST BENGAL,2022.0,0.7
BANKURA_WEST BENGAL,2023.0,0.7
BANKURA_WEST BENGAL,2024.0,0.7
BANSWARA_RAJASTHAN,2015.0,0.3
BANSWARA_RAJASTHAN,2016.0,0.4
BANSWARA_RAJASTHAN,2017.0,0.3
BANSWARA_RAJASTHAN,2018.0,0.4
BANSWARA_RAJASTHAN,2019.0,0.5
BANSWARA_RAJASTHAN,2020.0,0.2
BANSWARA_RAJASTHAN,2021.0,0.1
BANSWARA_RAJASTHAN,2022.0,0.4
BANSWARA_RAJASTHAN,2023.0,0.1
BANSWARA_RAJASTHAN,2024.0,0.5
BAREILLY_UTTAR PRADESH,2015.0,0.65
BAREILLY_UTTAR PRADESH,2016.0,0.6
BAREILLY_UTTAR PRADESH,2017.0,0.65
BAREILLY_UTTAR PRADESH,2018.0,0.5
BAREILLY_UTTAR PRADESH,2019.0,0.6
BAREILLY_UTTAR PRADESH,2020.0,0.6
BAREILLY_UTTAR PRADESH,2021.0,0.6
BAREILLY_UTTAR PRADESH,2022.0,0.6
BAREILLY_UTTAR PRADESH,2023.0,0.55
BAREILLY_UTTAR PRADESH,2024.0,0.6
BARNALA_PUNJAB,2015.0,0.55
BARNALA_PUNJAB,2016.0,0.55
BARNALA_PUNJAB,2017.0,0.45
BARNALA_PUNJAB,2018.0,0.65
BARNALA_PUNJAB,2019.0,0.6
BARNALA_PUNJAB,2020.0,0.6
BARNALA_PUNJAB,2021.0,0.65
BARNALA_PUNJAB,2022.0,0.55
BARNALA_PUNJAB,2023.0,0.4
BARNALA_PUNJAB,2024.0,0.6
BARWANI_MADHYA PRADESH,2015.0,0.55
BARWANI_MADHYA PRADESH,2016.0,0.65
BARWANI_MADHYA PRADESH,2017.0,0.6
BARWANI_MADHYA PRADESH,2018.0,0.4
BARWANI_MADHYA PRADESH,2019.0,0.5
BARWANI_MADHYA PRADESH,2020.0,0.5
BARWANI_MADHYA PRADESH,2021.0,0.4
BARWANI_MADHYA PRADESH,2022.0,0.7
BARWANI_MADHYA PRADESH,2023.0,0.6
BARWANI_MADHYA PRADESH,2024.0,0.6
BASTI_UTTAR PRADESH,2015.0,0.6
