DISTRICT,Year,ADJ_TOT_EXP
Nizamabad,2017,16330178
Nizamabad,2018,18410016
Nizamabad,2019,19733617
Nizamabad,2020,956598
Nizamabad,2021,-190080
Nizamabad,2022,10002463
Nizamabad,2023,26265381
Nizamabad,2024,42817673
Nizamabad,2025,11702065
North,2014,4035748
North,2015,3450539
North,2016,5787510
North,2017,5747830
North,2018,8095756
North,2019,6786972
North,2020,4121029
North,2021,6063974
North,2022,7508240
North,2023,6509790
North,2024,18512455
North,2025,6739503
North - North West - West,2014,39691726
North - North West - West,2015,33667407
North - North West - West,2016,46899833
North - North West - West,2017,55809959
North - North West - West,2018,78844831
North - North West - West,2019,79442014
North - North West - West,2020,53484220
North - North West - West,2021,66715119
North - North West - West,2022,80986134
North - North West - West,2023,69141388
North - North West - West,2024,112181231
North - North West - West,2025,54164970
North 24 Parganas,2014,134422342
North 24 Parganas,2015,142381337
North 24 Parganas,2016,157893674
North 24 Parganas,2017,142310067
North 24 Parganas,2018,202490771
North 24 Parganas,2019,210944821
North 24 Parganas,2020,93617036
North 24 Parganas,2021,96234801
North 24 Parganas,2022,130562152
North 24 Parganas,2023,104678698
North 24 Parganas,2024,147387213
North 24 Parganas,2025,90663353
North Bastar (Kanker),2023,-90288
North Bastar (Kanker),2024,1070073
North Bastar (Kanker),2025,-41184
North East - East,2014,43937245
North East - East,2015,44754233
North East - East,2016,45432767
North East - East,2017,55414328
North East - East,2018,67980698
North East - East,2019,76353240
North East - East,2020,51365897
North East - East,2021,64660790
North East - East,2022,81264023
North East - East,2023,56975376
North East - East,2024,121704382
North East - East,2025,47014580
North Goa,2014,170401368
North Goa,2015,155397142
North Goa,2016,196751497
North Goa,2017,163553835
North Goa,2018,157209585
North Goa,2019,105032207
North Goa,2020,41628722
North Goa,2021,51383398
North Goa,2022,56126315
North Goa,2023,51270237
North Goa,2024,61657342
North Goa,2025,16524842
North Tripura,2017,15964568
North Tripura,2018,86318744
North Tripura,2019,75872473
North Tripura,2020,52039021
North Tripura,2021,72362224
North Tripura,2022,59814755
North Tripura,2023,18334776
North Tripura,2024,35412174
North Tripura,2025,12219672
North West,2014,24923755
North West,2015,18964116
North West,2016,35956542
North West,2017,46675377
North West,2018,51550960
North West,2019,51015352
North West,2020,37022411
North West,2021,41674838
North West,2022,45610817
North West,2023,32912019
North West,2024,49478006
North West,2025,27290000
Osmanabad,2014,3213001
Osmanabad,2015,4201661
Osmanabad,2016,6385831
Osmanabad,2017,10010602
Osmanabad,2018,11327662
Osmanabad,2019,8474420
Osmanabad,2020,1759860
Osmanabad,2021,1107021
Osmanabad,2022,3101096
Osmanabad,2023,4202755
Osmanabad,2024,4782875
Osmanabad,2025,1165825
Pakur,2014,2958133
Pakur,2015,220841
Pakur,2023,-133056
Pakur,2024,525363
Pakur,2025,191772
Palakkad,2014,52872362
Palakkad,2015,59272596
Palakkad,2016,61790010
Palakkad,2017,77763289
Palakkad,2018,75133707
Palakkad,2019,84712673
Palakkad,2020,59620146
Palakkad,2021,50869586
Palakkad,2022,79874503
Palakkad,2023,95970708
Palakkad,2024,87819955
Palakkad,2025,29883902
Palamu,2014,24402259
Palamu,2015,27934364
Palamu,2016,31555942
Palamu,2017,30436722
Palamu,2018,35693459
Palamu,2019,45670500
Palamu,2020,32234379
Palamu,2021,46799183
Palamu,2022,48162918
Palamu,2023,6958970
Palamu,2024,30566858
Palamu,2025,2014516
Pali,2014,35790355
Pali,2015,35357077
Pali,2016,32617709
Pali,2017,40192167
Pali,2018,65974848
Pali,2019,77920318
Pali,2020,48302644
Pali,2021,58009661
Pali,2022,67338831
Pali,2023,59953822
Pali,2024,73420744
Pali,2025,26464434
Palwal,2014,8732602
Palwal,2015,9215234
Palwal,2016,10513943
Palwal,2017,12393785
Palwal,2018,17460940
Palwal,2019,15439011
Palwal,2020,6906150
Palwal,2021,2794425
Palwal,2022,6604490
Palwal,2023,1370097
Palwal,2024,2954613
Palwal,2025,1277456
Panch Mahals,2017,3247741
Panch Mahals,2018,13165911
Panch Mahals,2019,16806642
Panch Mahals,2020,16893055
Panch Mahals,2021,18890291
Panch Mahals,2022,20527037
Panch Mahals,2023,6537768
Panch Mahals,2024,9450926
Panch Mahals,2025,2133077
Panchkula,2014,51517749
Panchkula,2015,60085153
Panchkula,2016,63294694
Panchkula,2017,84095803
Panchkula,2018,115689457
Panchkula,2019,96510097
Panchkula,2020,78506850
Panchkula,2021,110703512
Panchkula,2022,131250037
Panchkula,2023,110248813
Panchkula,2024,145738989
Panchkula,2025,57854410
Panipat,2014,40143421
Panipat,2015,41472851
Panipat,2016,43516309
Panipat,2017,61395777
Panipat,2018,64511034
Panipat,2019,59975269
Panipat,2020,37410378
Panipat,2021,41097976
Panipat,2022,53134205
Panipat,2023,12186780
Panipat,2024,64207309
Panipat,2025,51833190
Panna,2017,87559
Panna,2018,4247227
Panna,2019,7105519
Panna,2020,3362154
Panna,2021,7456286
Panna,2022,9949189
Panna,2023,5418865
Panna,2024,5933848
Panna,2025,1714445
Parbhani,2014,38948266
Parbhani,2015,44167730
Parbhani,2016,51714628
Parbhani,2017,53264458
Parbhani,2018,57510110
Parbhani,2019,68809365
Parbhani,2020,57990218
Parbhani,2021,80778544
Parbhani,2022,74635653
Parbhani,2023,89322971
Parbhani,2024,84081151
Parbhani,2025,25613716
Paschim Medinipur,2014,27481178
Paschim Medinipur,2015,34774711
Paschim Medinipur,2016,32825942
Paschim Medinipur,2017,33968121
Paschim Medinipur,2018,49673989
Paschim Medinipur,2019,42901931
Paschim Medinipur,2020,15300164
Paschim Medinipur,2021,34431340
Paschim Medinipur,2022,43938978
Paschim Medinipur,2023,15801485
Paschim Medinipur,2024,11125110
Paschim Medinipur,2025,24695236
Pashchim Champaran,2014,10338097
Pashchim Champaran,2015,11079042
Pashchim Champaran,2016,11623187
Pashchim Champaran,2017,17571956
Pashchim Champaran,2018,16961394
Pashchim Champaran,2019,15418219
Pashchim Champaran,2020,7875249
Pashchim Champaran,2021,5114763
Pashchim Champaran,2022,6363490
Pashchim Champaran,2023,5123867
Pashchim Champaran,2024,14388937
Pashchim Champaran,2025,6167246
Pashchimi Singhbhum,2023,3024220
Pashchimi Singhbhum,2024,6344855
Pashchimi Singhbhum,2025,616932
Patan,2014,977930
Patan,2015,1618067
Patan,2016,1610347
Patan,2017,3269370
Patan,2018,4850363
Patan,2019,5141412
Patan,2020,2310246
Patan,2021,3658682
Patan,2022,8074739
Patan,2023,1084711
Patan,2024,4207236
Patan,2025,949392
Pathanamthitta,2014,13964889
Pathanamthitta,2015,18017597
Pathanamthitta,2016,17989897
Pathanamthitta,2017,20171881
Pathanamthitta,2018,22036177
Pathanamthitta,2019,26122249
Pathanamthitta,2020,10814457
Pathanamthitta,2021,18113903
Pathanamthitta,2022,23836472
Pathanamthitta,2023,29536798
Pathanamthitta,2024,33483886
Pathanamthitta,2025,28369315
Patiala,2014,33484052
Patiala,2015,43153836
Patiala,2016,48217163
Patiala,2017,78454419
Patiala,2018,121606228
Patiala,2019,132723265
Patiala,2020,86365199
Patiala,2021,140669720
Patiala,2022,154551078
Patiala,2023,71695472
Patiala,2024,100278612
Patiala,2025,18942394
Patna,2014,99153237
Patna,2015,80535384
Patna,2016,91909801
Patna,2017,87231711
Patna,2018,108164150
Patna,2019,102180864
Patna,2020,66240169
Patna,2021,65471349
Patna,2022,90274306
Patna,2023,64247338
Patna,2024,79787301
Patna,2025,31364435
Pauri Garhwal,2014,9278938
Pauri Garhwal,2015,10734279
Pauri Garhwal,2016,9383510
Pauri Garhwal,2017,10555419
Pauri Garhwal,2018,15481009
Pauri Garhwal,2019,15537512
Pauri Garhwal,2020,3260801
Pauri Garhwal,2021,10696002
Pauri Garhwal,2022,3899660
Pauri Garhwal,2023,11150548
Pauri Garhwal,2024,13220187
Pauri Garhwal,2025,5280398
Perambalur,2017,3454441
Perambalur,2018,8182970
Perambalur,2019,8703950
Perambalur,2020,4933912
Perambalur,2021,8948738
Perambalur,2022,-76032
Perambalur,2023,-76032
Perambalur,2024,6100771
Perambalur,2025,-25344
Pilibhit,2014,8027165
Pilibhit,2015,8807944
Pilibhit,2016,8447558
Pilibhit,2017,6613243
Pilibhit,2018,6651533
Pilibhit,2019,5239088
Pilibhit,2020,6268577
Pilibhit,2021,7912943
Pilibhit,2022,17507774
Pilibhit,2023,8308323
Pilibhit,2024,6408585
Pilibhit,2025,2636274
Porbandar,2017,2218545
Porbandar,2018,10208537
Porbandar,2019,13731298
Porbandar,2020,4741015
Porbandar,2021,3913928
Porbandar,2022,6544749
Porbandar,2023,-95040
Porbandar,2024,-95040
Porbandar,2025,-25146
Prakasam,2014,29384827
Prakasam,2015,34593371
Prakasam,2016,47554970
Prakasam,2017,61289408
Prakasam,2018,68958295
Prakasam,2019,45244474
Prakasam,2020,34699467
Prakasam,2021,57316022
Prakasam,2022,59974732
Prakasam,2023,67236728
Prakasam,2024,116066479
Prakasam,2025,41749111
Pratapgarh,2014,18579314
Pratapgarh,2015,20030467
Pratapgarh,2016,18863349
Pratapgarh,2017,15913928
Pratapgarh,2018,21218949
Pratapgarh,2019,20872585
Pratapgarh,2020,20475679
Pratapgarh,2021,29612503
Pratapgarh,2022,26431315
Pratapgarh,2023,18149851
Pratapgarh,2024,35343761
Pratapgarh,2025,38488748
Puducherry,2014,134810346
Puducherry,2015,158090173
Puducherry,2016,210363312
Puducherry,2017,128612297
Puducherry,2018,113340538
Puducherry,2019,179207557
Puducherry,2020,118642990
Puducherry,2021,174797645
Puducherry,2022,165169027
Puducherry,2023,119817741
Puducherry,2024,146506627
Puducherry,2025,33779774
Pudukkottai,2014,22931403
Pudukkottai,2015,27784929
Pudukkottai,2016,41893138
Pudukkottai,2017,30208157
Pudukkottai,2018,8594062
Pudukkottai,2019,9174859
Pudukkottai,2020,3696773
Pudukkottai,2021,5446500
Pudukkottai,2022,2674043
Pudukkottai,2023,4830707
Pudukkottai,2024,6738610
Pudukkottai,2025,442233
Pulwama,2024,-6336
Pulwama,2025,1598589
Pune,2014,184422291
Pune,2015,182316020
Pune,2016,189824354
Pune,2017,194904536
Pune,2018,246546130
Pune,2019,240512909
Pune,2020,107135103
Pune,2021,184624229
Pune,2022,241289718
Pune,2023,263200615
Pune,2024,281200508
Pune,2025,113788482
Purba Champaran,2014,20173775
Purba Champaran,2015,17282175
Purba Champaran,2016,25098135
Purba Champaran,2017,26206697
Purba Champaran,2018,24813207
Purba Champaran,2019,25132773
Purba Champaran,2020,9869132
Purba Champaran,2021,7957087
Purba Champaran,2022,19735521
Purba Champaran,2023,15932034
Purba Champaran,2024,18053337
Purba Champaran,2025,-21817
Purba Medinipur,2014,28428818
Purba Medinipur,2015,34463137
Purba Medinipur,2016,34624639
Purba Medinipur,2017,31566548
Purba Medinipur,2018,37202998
Purba Medinipur,2019,37719234
Purba Medinipur,2020,24071281
Purba Medinipur,2021,21237254
Purba Medinipur,2022,46793623
Purba Medinipur,2023,33617938
Purba Medinipur,2024,14486921
Purba Medinipur,2025,30086269
Purbi Singhbhum,2014,21195271
Purbi Singhbhum,2015,21477825
Purbi Singhbhum,2016,39637509
Purbi Singhbhum,2017,54088137
Purbi Singhbhum,2018,58687929
Purbi Singhbhum,2019,54676376
Purbi Singhbhum,2020,45004344
Purbi Singhbhum,2021,44036688
Purbi Singhbhum,2022,72238546
Purbi Singhbhum,2023,51875059
Purbi Singhbhum,2024,40495237
Purbi Singhbhum,2025,15681314
Puri,2014,26731221
Puri,2015,33162000
Puri,2016,37342611
Puri,2017,32525457
Puri,2018,44567426
Puri,2019,50346940
Puri,2020,31095359
Puri,2021,31243303
Puri,2022,47540147
Puri,2023,64665557
Puri,2024,56610122
Puri,2025,17588133
Purnia,2014,42432070
Purnia,2015,47761706
Purnia,2016,56210726
Purnia,2017,55449733
Purnia,2018,63064999
Purnia,2019,82797152
Purnia,2020,58641738
Purnia,2021,52235795
Purnia,2022,51130773
Purnia,2023,38861086
Purnia,2024,24965161
Purnia,2025,10158101
Puruliya,2014,32992560
Puruliya,2015,36516881
Puruliya,2016,41448848
Puruliya,2017,44482378
Puruliya,2018,52105342
Puruliya,2019,54225958
Puruliya,2020,11673606
Puruliya,2021,41912617
Puruliya,2022,49994161
Puruliya,2023,28577615
Puruliya,2024,27971183
Puruliya,2025,8113440
Rae Bareli,2014,53519453
Rae Bareli,2015,53439762
Rae Bareli,2016,43579098
Rae Bareli,2017,38709575
Rae Bareli,2018,53806593
Rae Bareli,2019,59852025
Rae Bareli,2020,38729421
Rae Bareli,2021,47398504
Rae Bareli,2022,74457732
Rae Bareli,2023,86265020
Rae Bareli,2024,85295819
Rae Bareli,2025,51379142
Raichur,2014,28758428
Raichur,2015,28769414
Raichur,2016,38177889
Raichur,2017,41978561
Raichur,2018,45349562
Raichur,2019,49794711
Raichur,2020,31829467
Raichur,2021,31548623
Raichur,2022,59212297
Raichur,2023,75623919
Raichur,2024,60323754
Raichur,2025,23378900
Raigarh,2014,162749241
Raigarh,2015,116981102
Raigarh,2016,115890823
Raigarh,2017,128522009
Raigarh,2018,167552297
Raigarh,2019,161253763
Raigarh,2020,64764289
Raigarh,2021,92335506
Raigarh,2022,140867301
Raigarh,2023,151948912
Raigarh,2024,190851064
Raigarh,2025,78537579
Raipur,2014,71943542
Raipur,2015,54166109
Raipur,2016,68791377
Raipur,2017,72854305
Raipur,2018,93514472
Raipur,2019,103829827
Raipur,2020,60791948
Raipur,2021,95632592
Raipur,2022,128538721
Raipur,2023,117289882
Raipur,2024,86581283
Raipur,2025,30699643
Raisen,2014,5780079
Raisen,2015,8992408
Raisen,2016,11252144
Raisen,2017,7322844
Raisen,2018,11317360
Raisen,2019,13396647
Raisen,2020,8101031
Raisen,2021,11178851
Raisen,2022,14630956
Raisen,2023,7437770
Raisen,2024,9001615
Raisen,2025,1377433
Rajgarh,2017,5802036
Rajgarh,2018,14106656
Rajgarh,2019,12331621
Rajgarh,2020,12689089
Rajgarh,2021,19233361
Rajgarh,2022,10013480
Rajgarh,2023,854377
Rajgarh,2024,11252205
Rajgarh,2025,1381099
Rajkot,2014,117710390
Rajkot,2015,125875851
Rajkot,2016,138074131
Rajkot,2017,139870656
Rajkot,2018,166769887
Rajkot,2019,204716101
Rajkot,2020,84721443
Rajkot,2021,158999042
Rajkot,2022,178349067
Rajkot,2023,48338116
Rajkot,2024,24196846
Rajkot,2025,504953
Rajnandgaon,2014,1147888
Rajnandgaon,2015,1432716
Rajnandgaon,2016,1405835
Rajnandgaon,2017,5143708
Rajnandgaon,2018,12756317
Rajnandgaon,2019,8066273
Rajnandgaon,2020,4501677
Rajnandgaon,2021,6601040
Rajnandgaon,2022,12017645
Rajnandgaon,2023,12315145
Rajnandgaon,2024,17200430
Rajnandgaon,2025,5640887
Rajsamand,2014,27718532
Rajsamand,2015,29892259
Rajsamand,2016,31669531
Rajsamand,2017,43555689
Rajsamand,2018,57996226
Rajsamand,2019,57461540
Rajsamand,2020,38184248
Rajsamand,2021,37323872
Rajsamand,2022,49444775
Rajsamand,2023,49877283
Rajsamand,2024,54809549
Rajsamand,2025,14765718
Ramanagara,2014,7456964
Ramanagara,2015,3948386
Ramanagara,2016,9546139
Ramanagara,2017,9785822
Ramanagara,2018,8570795
Ramanagara,2019,7143670
Ramanagara,2020,2332960
Ramanagara,2021,7144948
Ramanagara,2022,11045138
Ramanagara,2023,5586074
Ramanagara,2024,307254
Ramanagara,2025,-25344
Ramanathapuram,2017,5535142
Ramanathapuram,2018,10346506
Ramanathapuram,2019,13940744
Ramanathapuram,2020,6157884
Ramanathapuram,2021,7164053
Ramanathapuram,2022,6880075
Ramanathapuram,2023,7548458
Ramanathapuram,2024,19870814
Ramanathapuram,2025,5448628
Ramban,2024,-12672
Ramban,2025,-12672
Ramgarh,2014,24500603
Ramgarh,2015,30001542
Ramgarh,2016,26141270
Ramgarh,2017,27430680
Ramgarh,2018,29367561
Ramgarh,2019,37141674
Ramgarh,2020,29425663
Ramgarh,2021,31071022
Ramgarh,2022,40754611
Ramgarh,2023,23683814
Ramgarh,2024,31131798
Ramgarh,2025,-82368
Rampur,2014,44904204
Rampur,2015,45128173
Rampur,2016,52596036
Rampur,2017,44272234
Rampur,2018,50757010
Rampur,2019,46977107
Rampur,2020,38042727
Rampur,2021,47622492
Rampur,2022,77099936
Rampur,2023,68713526
Rampur,2024,54545126
Rampur,2025,18649160
Ranchi,2014,28265308
Ranchi,2015,20856808
Ranchi,2016,26551505
Ranchi,2017,37991672
Ranchi,2018,73070891
Ranchi,2019,57243560
Ranchi,2020,30632222
Ranchi,2021,68792153
Ranchi,2022,85129467
Ranchi,2023,34752059
Ranchi,2024,34787471
Ranchi,2025,5635856
Rangareddy,2014,85472862
Rangareddy,2015,78179204
Rangareddy,2016,80653653
Rangareddy,2017,57814508
Rangareddy,2018,119254474
Rangareddy,2019,131180720
Rangareddy,2020,84914229
Rangareddy,2021,132786882
Rangareddy,2022,156943851
Rangareddy,2023,237594874
Rangareddy,2024,268443360
Rangareddy,2025,91691689
Ratlam,2014,34072293
Ratlam,2015,36734401
Ratlam,2016,40349705
Ratlam,2017,45458576
Ratlam,2018,59324681
Ratlam,2019,60636374
Ratlam,2020,64186008
Ratlam,2021,68983222
Ratlam,2022,72043793
Ratlam,2023,71234317
Ratlam,2024,56803817
Ratlam,2025,12837981
Ratnagiri,2014,73047423
Ratnagiri,2015,72777224
Ratnagiri,2016,62749700
Ratnagiri,2017,62125663
Ratnagiri,2018,73422995
Ratnagiri,2019,56801053
Ratnagiri,2020,28527233
Ratnagiri,2021,40575053
Ratnagiri,2022,41264475
Ratnagiri,2023,40162379
Ratnagiri,2024,31690138
Ratnagiri,2025,18515216
Rayagada,2014,5014911
Rayagada,2015,5001832
Rayagada,2016,4622257
Rayagada,2017,5021206
Rayagada,2018,6364615
Rayagada,2019,7024130
Rayagada,2020,438062
Rayagada,2021,3599934
Rayagada,2022,3494479
Rayagada,2023,6488078
Rayagada,2024,8675068
Rayagada,2025,745173
Reasi,2017,924944
Reasi,2018,677136
Reasi,2019,677136
Reasi,2020,-38016
Reasi,2021,-38016
Reasi,2022,-38016
Reasi,2023,-38016
Reasi,2024,-38016
Reasi,2025,-6336
Rewa,2014,7387536
Rewa,2015,9122948
Rewa,2016,10150113
Rewa,2017,5078588
Rewa,2018,10666213
Rewa,2019,9297153
Rewa,2020,3420253
Rewa,2021,12354906
Rewa,2022,22266231
Rewa,2023,6691541
Rewa,2024,2284662
Rewa,2025,-46926
Rewari,2014,2271206
Rewari,2015,2404683
Rewari,2016,2324755
Rewari,2017,2878746
Rewari,2018,5009502
Rewari,2019,5691962
Rewari,2020,2588079
Rewari,2021,2657034
Rewari,2022,6183207
Rewari,2023,1595513
Rewari,2024,4697596
Rewari,2025,3447944
Ri Bhoi,2017,2795541
Ri Bhoi,2018,9591980
Ri Bhoi,2019,14868419
Ri Bhoi,2020,5952392
Ri Bhoi,2021,7297418
Ri Bhoi,2022,12173324
Ri Bhoi,2023,16707044
Ri Bhoi,2024,16813548
Ri Bhoi,2025,5227889
Rohtak,2014,53656244
Rohtak,2015,59088337
Rohtak,2016,65480651
Rohtak,2017,77586129
Rohtak,2018,85469855
Rohtak,2019,94192881
Rohtak,2020,42469355
Rohtak,2021,44944787
Rohtak,2022,82265742
Rohtak,2023,115146250
Rohtak,2024,160578175
Rohtak,2025,60165970
Rohtas,2017,4272371
Rohtas,2018,13962330
Rohtas,2019,19037268
Rohtas,2020,9315559
Rohtas,2021,18151061
Rohtas,2022,13076011
Rohtas,2023,10996929
Rohtas,2024,16200201
Rohtas,2025,2631472
Rudraprayag,2017,5507676
Rudraprayag,2018,12694564
Rudraprayag,2019,13923408
Rudraprayag,2020,3954300
Rudraprayag,2021,8329835
Rudraprayag,2022,2192926
Rudraprayag,2023,5463142
Rudraprayag,2024,2575634
Rudraprayag,2025,4332017
Rupnagar,2014,39844462
Rupnagar,2015,47682695
Rupnagar,2016,46241289
Rupnagar,2017,61854888
Rupnagar,2018,87943819
Rupnagar,2019,80348457
Rupnagar,2020,69099009
Rupnagar,2021,99541547
Rupnagar,2022,108502342
Rupnagar,2023,36436481
Rupnagar,2024,47671566
Rupnagar,2025,26830475
Sabar Kantha,2014,22362386
Sabar Kantha,2015,34311214
Sabar Kantha,2016,38474558
Sabar Kantha,2017,34866643
Sabar Kantha,2018,34220117
Sabar Kantha,2019,47987990
Sabar Kantha,2020,27481634
Sabar Kantha,2021,43016508
Sabar Kantha,2022,63006847
Sabar Kantha,2023,25108313
Sabar Kantha,2024,30024773
Sabar Kantha,2025,5281958
Sagar,2014,38223005
Sagar,2015,45243716
Sagar,2016,37935688
Sagar,2017,37287359
Sagar,2018,40313720
Sagar,2019,50283179
Sagar,2020,51228796
Sagar,2021,71207492
Sagar,2022,91932228
Sagar,2023,69726242
Sagar,2024,97067050
Sagar,2025,27556157
Saharanpur,2014,62263802
Saharanpur,2015,67644567
Saharanpur,2016,52869106
Saharanpur,2017,65694474
Saharanpur,2018,64430505
Saharanpur,2019,67398451
Saharanpur,2020,54725193
Saharanpur,2021,61861906
Saharanpur,2022,43569329
Saharanpur,2023,56854543
Saharanpur,2024,81581413
Saharanpur,2025,50589019
Saharsa,2014,30367496
Saharsa,2015,27175006
Saharsa,2016,31913445
Saharsa,2017,31554631
Saharsa,2018,36927159
Saharsa,2019,42488506
Saharsa,2020,32494619
Saharsa,2021,40661377
Saharsa,2022,39978755
Saharsa,2023,20484748
Saharsa,2024,30930148
Saharsa,2025,19514936
Sahibzada Ajit Singh Nagar,2014,68658174
Sahibzada Ajit Singh Nagar,2015,68662502
Sahibzada Ajit Singh Nagar,2016,63865111
Sahibzada Ajit Singh Nagar,2017,77255230
Sahibzada Ajit Singh Nagar,2018,117392714
Sahibzada Ajit Singh Nagar,2019,105123064
Sahibzada Ajit Singh Nagar,2020,88840794
Sahibzada Ajit Singh Nagar,2021,120956987
Sahibzada Ajit Singh Nagar,2022,148633386
Sahibzada Ajit Singh Nagar,2023,81747763
Sahibzada Ajit Singh Nagar,2024,103797203
Sahibzada Ajit Singh Nagar,2025,43926187
Salem,2014,42554538
Salem,2015,40060125
Salem,2016,41793561
Salem,2017,48915124
Salem,2018,71779796
Salem,2019,52583326
Salem,2020,19586307
Salem,2021,48530326
Salem,2022,61767009
Salem,2023,64289544
Salem,2024,106856941
Salem,2025,38302754
Samastipur,2014,10706301
Samastipur,2015,12066543
Samastipur,2016,10255726
Samastipur,2017,11942646
Samastipur,2018,13154582
Samastipur,2019,11903445
Samastipur,2020,3965002
Samastipur,2021,16283817
Samastipur,2022,12662334
Samastipur,2023,15764852
Samastipur,2024,18253574
Samastipur,2025,7826335
Samba,2014,2050720
Samba,2015,2615028
Samba,2016,2328483
Samba,2017,6857303
Samba,2018,13417692
Samba,2019,5733646
Samba,2020,1736809
Samba,2021,1844234
Samba,2022,2111079
Samba,2023,3081474
Samba,2024,2339473
Samba,2025,813235
Sambalpur,2014,3763546
Sambalpur,2015,3297413
Sambalpur,2016,4802782
Sambalpur,2017,5835230
Sambalpur,2018,7938928
Sambalpur,2019,9864226
Sambalpur,2020,1839285
Sambalpur,2021,495021
Sambalpur,2022,2634256
Sambalpur,2023,9363337
Sambalpur,2024,9534758
Sambalpur,2025,542615
Sangli,2014,906735
Sangli,2015,1225327
Sangli,2016,16940200
Sangli,2017,23147619
Sangli,2018,20542609
Sangli,2019,21723527
Sangli,2020,16356723
Sangli,2021,16287207
Sangli,2022,21851099
Sangli,2023,24678075
Sangli,2024,30463967
Sangli,2025,12790976
Sangrur,2014,20129631
Sangrur,2015,15868996
Sangrur,2016,19833911
Sangrur,2017,29003669
Sangrur,2018,38789951
Sangrur,2019,38108146
Sangrur,2020,24667214
Sangrur,2021,42608606
Sangrur,2022,41129376
Sangrur,2023,18766997
Sangrur,2024,23994282
Sangrur,2025,4110963
Sant Kabir Nagar,2014,6913320
Sant Kabir Nagar,2015,7680951
Sant Kabir Nagar,2016,8329290
Sant Kabir Nagar,2017,8621926
Sant Kabir Nagar,2018,9421167
Sant Kabir Nagar,2019,12007060
Sant Kabir Nagar,2020,12996726
Sant Kabir Nagar,2021,16198316
Sant Kabir Nagar,2022,14065746
Sant Kabir Nagar,2023,10960629
Sant Kabir Nagar,2024,13063552
Sant Kabir Nagar,2025,3628005
Saraikela-Kharsawan,2017,6657041
Saraikela-Kharsawan,2018,13540900
Saraikela-Kharsawan,2019,12261691
Saraikela-Kharsawan,2020,1926059
Saraikela-Kharsawan,2021,48689
Saraikela-Kharsawan,2022,1583109
Saraikela-Kharsawan,2023,4252532
Saraikela-Kharsawan,2024,5683931
Saraikela-Kharsawan,2025,461865
Saran,2014,34742272
Saran,2015,31673411
Saran,2016,36287613
Saran,2017,44591908
Saran,2018,48218124
Saran,2019,46862246
Saran,2020,36684400
Saran,2021,45932283
Saran,2022,43511589
Saran,2023,38172921
Saran,2024,38891042
Saran,2025,15203633
Satara,2014,31736701
Satara,2015,43133944
Satara,2016,48229201
Satara,2017,48957486
Satara,2018,58232807
Satara,2019,50907864
Satara,2020,26757806
Satara,2021,49408302
Satara,2022,61478440
Satara,2023,79672375
Satara,2024,81563166
Satara,2025,30393537
Satna,2014,27610491
Satna,2015,36542607
Satna,2016,38725129
Satna,2017,19671278
Satna,2018,34573232
Satna,2019,47945322
Satna,2020,31791411
Satna,2021,54410846
Satna,2022,76929408
Satna,2023,49072540
Satna,2024,61782060
Satna,2025,16423224
Sawai Madhopur,2014,34294913
Sawai Madhopur,2015,34583196
Sawai Madhopur,2016,38233768
Sawai Madhopur,2017,49145714
Sawai Madhopur,2018,70349532
Sawai Madhopur,2019,60191074
Sawai Madhopur,2020,41575493
Sawai Madhopur,2021,57675980
Sawai Madhopur,2022,52840341
Sawai Madhopur,2023,80634545
Sawai Madhopur,2024,80564220
Sawai Madhopur,2025,15377220
Sehore,2014,2950923
Sehore,2015,4037154
Sehore,2016,6261266
Sehore,2017,11508497
Sehore,2018,17873610
Sehore,2019,16411984
Sehore,2020,8817116
Sehore,2021,11541258
Sehore,2022,15968578
Sehore,2023,6632862
Sehore,2024,15621621
Sehore,2025,100227
Seoni,2014,1294092
Seoni,2015,2375112
Seoni,2016,2083704
Seoni,2017,5120223
Seoni,2018,9341581
Seoni,2019,9789760
Seoni,2020,8207331
Seoni,2021,8806862
Seoni,2022,9294583
Seoni,2023,11656562
Seoni,2024,14159215
Seoni,2025,2265456
Shahdol,2014,3478807
Shahdol,2015,4109131
Shahdol,2016,5030025
Shahdol,2017,3036901
Shahid Bhagat Singh Nagar,2017,7405169
Shahid Bhagat Singh Nagar,2018,12791964
Shahid Bhagat Singh Nagar,2019,10688222
Shahid Bhagat Singh Nagar,2020,3533081
Shahid Bhagat Singh Nagar,2021,9890740
Shahid Bhagat Singh Nagar,2022,11476799
Shahid Bhagat Singh Nagar,2023,4509758
Shahid Bhagat Singh Nagar,2024,3794208
Shahid Bhagat Singh Nagar,2025,5630606
Shahjahanpur,2014,55910002
Shahjahanpur,2015,51945699
Shahjahanpur,2016,49965788
Shahjahanpur,2017,44790165
Shahjahanpur,2018,48433370
Shahjahanpur,2019,46848834
Shahjahanpur,2020,35914457
Shahjahanpur,2021,38244485
Shahjahanpur,2022,55256547
Shahjahanpur,2023,53526315
Shahjahanpur,2024,58616098
Shahjahanpur,2025,26928561
Shajapur,2014,7077887
Shajapur,2015,3676000
Shajapur,2016,5435921
Shajapur,2017,4670848
Shajapur,2018,5023014
Shajapur,2019,7786774
Shajapur,2020,7617161
Shajapur,2021,9618500
Shajapur,2022,7863687
Shajapur,2023,7478101
Shajapur,2024,7324424
Shajapur,2025,-25344
Sheikhpura,2014,1458140
Sheikhpura,2015,1705789
Sheikhpura,2016,1266892
Sheikhpura,2017,3187319
