region_id,year,pillar5_structural_persistence_score
BARWANI_MADHYA PRADESH,2022.0,0.38828596685170114
BARWANI_MADHYA PRADESH,2023.0,0.21295784753566777
BARWANI_MADHYA PRADESH,2024.0,0.18830188469867437
BASTI_UTTAR PRADESH,2015.0,0.15391388089924127
BASTI_UTTAR PRADESH,2016.0,0.21154204809187888
BASTI_UTTAR PRADESH,2017.0,0.2559313707298357
BASTI_UTTAR PRADESH,2018.0,0.25136304621025707
BASTI_UTTAR PRADESH,2019.0,0.28680815606749926
BASTI_UTTAR PRADESH,2020.0,0.28321122460301124
BASTI_UTTAR PRADESH,2021.0,0.33535101710469534
BASTI_UTTAR PRADESH,2022.0,0.24121480889757455
BASTI_UTTAR PRADESH,2023.0,0.3243475887072238
BASTI_UTTAR PRADESH,2024.0,0.4581518378068344
BELAGAVI_KARNATAKA,2015.0,0.07204497603355249
BELAGAVI_KARNATAKA,2016.0,0.16230684072440807
BELAGAVI_KARNATAKA,2017.0,0.21908743046361995
BELAGAVI_KARNATAKA,2018.0,0.1976605129479969
BELAGAVI_KARNATAKA,2019.0,0.20359399200485429
BELAGAVI_KARNATAKA,2020.0,0.17561989677165993
BELAGAVI_KARNATAKA,2021.0,0.2479795896805613
BELAGAVI_KARNATAKA,2022.0,0.27683804625282016
BELAGAVI_KARNATAKA,2023.0,0.2138069237853782
BELAGAVI_KARNATAKA,2024.0,0.21326140879654457
BETUL_MADHYA PRADESH,2015.0,0.1472472445397755
BETUL_MADHYA PRADESH,2016.0,0.22316970200225666
BETUL_MADHYA PRADESH,2017.0,0.2555183593088869
BETUL_MADHYA PRADESH,2018.0,0.28767425251253476
BETUL_MADHYA PRADESH,2019.0,0.37388777240115884
BETUL_MADHYA PRADESH,2020.0,0.33039519057716443
BETUL_MADHYA PRADESH,2021.0,0.5359002078552957
BETUL_MADHYA PRADESH,2022.0,0.40956179929199854
BETUL_MADHYA PRADESH,2023.0,0.3214553969741554
BETUL_MADHYA PRADESH,2024.0,0.25633598348769693
BHANDARA_MAHARASHTRA,2015.0,0.35420891654050823
BHANDARA_MAHARASHTRA,2016.0,0.41122649229942226
BHANDARA_MAHARASHTRA,2017.0,0.37401416477492394
BHANDARA_MAHARASHTRA,2018.0,0.3424415543482388
BHANDARA_MAHARASHTRA,2019.0,0.331840372432352
BHANDARA_MAHARASHTRA,2020.0,0.20709900285258273
BHANDARA_MAHARASHTRA,2021.0,0.20204931449471072
BHANDARA_MAHARASHTRA,2022.0,0.1987599485380996
BHANDARA_MAHARASHTRA,2023.0,0.19553414835851865
BHANDARA_MAHARASHTRA,2024.0,0.17967734770985785
BHARATPUR_RAJASTHAN,2015.0,0.08691322523451211
BHARATPUR_RAJASTHAN,2016.0,0.16932525401675158
BHARATPUR_RAJASTHAN,2017.0,0.20632039397151083
BHARATPUR_RAJASTHAN,2018.0,0.1905182531995245
BHARATPUR_RAJASTHAN,2019.0,0.18038376685396995
BHARATPUR_RAJASTHAN,2020.0,0.19859132870681007
BHARATPUR_RAJASTHAN,2021.0,0.21590400242571298
BHARATPUR_RAJASTHAN,2022.0,0.15471844148036398
BHARATPUR_RAJASTHAN,2023.0,0.10838989911398429
BHARATPUR_RAJASTHAN,2024.0,0.0969225197986803
BHARUCH_GUJARAT,2015.0,0.0261887519468911
BHARUCH_GUJARAT,2016.0,0.003661383725107474
BHARUCH_GUJARAT,2017.0,0.014866510568425029
BHARUCH_GUJARAT,2018.0,0.024465215223720416
BHARUCH_GUJARAT,2019.0,0.021912957731070055
BHARUCH_GUJARAT,2020.0,0.019446043134097195
BHARUCH_GUJARAT,2021.0,0.030412768017782664
BHARUCH_GUJARAT,2022.0,0.03462194295061157
BHARUCH_GUJARAT,2023.0,0.023952503956370427
BHARUCH_GUJARAT,2024.0,0.04655674285081329
BHAVNAGAR_GUJARAT,2015.0,0.023131445435781963
BHAVNAGAR_GUJARAT,2016.0,0.06340741598135663
BHAVNAGAR_GUJARAT,2017.0,0.15181708413592326
BHAVNAGAR_GUJARAT,2018.0,0.1383140305286205
