State,District,Year,arhar_area,arhar_production,arhar_yield
Telangana,Suryapet,2022-2023,1422.0,986.0,1.69
Telangana,Vikarabad,2016-2017,61274.0,41482.0,1.36
Telangana,Vikarabad,2017-2018,62217.0,46911.0,1.5
Telangana,Vikarabad,2018-2019,53863.0,32587.0,1.22
Telangana,Vikarabad,2019-2020,51915.0,44900.0,1.86
Telangana,Vikarabad,2020-2021,74170.0,64148.0,1.73
Telangana,Vikarabad,2021-2022,72126.0,56323.0,1.54
Telangana,Vikarabad,2022-2023,62975.0,51400.0,1.84
Telangana,Wanaparthy,2016-2017,14312.0,7815.0,1.1
Telangana,Wanaparthy,2017-2018,14087.0,10762.0,0.76
Telangana,Wanaparthy,2018-2019,13246.0,8305.0,0.63
Telangana,Wanaparthy,2019-2020,12461.0,7606.0,1.22
Telangana,Wanaparthy,2020-2021,13365.0,4722.0,0.7
Telangana,Wanaparthy,2021-2022,5632.0,2660.0,1.21
Telangana,Wanaparthy,2022-2023,2954.0,1866.0,1.88
Telangana,Warangal,2013-2014,8439.0,5477.0,1.3
Telangana,Warangal,2014-2015,7509.0,3814.0,1.02
Telangana,Warangal,2015-2016,7233.0,4701.0,1.3
Telangana,Warangal,2016-2017,1892.0,1052.0,1.11
Telangana,Warangal,2017-2018,713.0,569.0,1.61
Telangana,Warangal,2018-2019,1093.0,707.0,1.28
Telangana,Warangal,2019-2020,1036.0,935.0,1.81
Telangana,Warangal,2020-2021,1596.0,903.0,1.13
Telangana,Warangal,2021-2022,920.0,591.0,1.37
Telangana,Warangal,2022-2023,194.0,217.0,2.37
Telangana,Warangal urban,2016-2017,1434.0,797.0,1.13
Telangana,Warangal urban,2017-2018,677.0,540.0,0.8
Telangana,Warangal urban,2018-2019,300.0,194.0,0.65
Telangana,Warangal urban,2019-2020,689.0,622.0,0.9
Telangana,Warangal urban,2020-2021,2383.0,1849.0,1.57
Telangana,Warangal urban,2021-2022,1069.0,690.0,1.37
Telangana,Warangal urban,2022-2023,283.0,123.0,1.43
Telangana,Yadadri,2016-2017,12789.0,8492.0,0.66
Telangana,Yadadri,2017-2018,7460.0,3663.0,0.49
Telangana,Yadadri,2018-2019,9717.0,3323.0,0.34
Telangana,Yadadri,2019-2020,10608.0,8676.0,0.82
Telangana,Yadadri,2020-2021,18522.0,13913.0,0.75
Telangana,Yadadri,2021-2022,9693.0,7241.0,1.51
Telangana,Yadadri,2022-2023,4150.0,2839.0,1.6800000000000002
Tripura,Dhalai,2013-2014,1095.0,806.0,0.74
Tripura,Dhalai,2014-2015,768.0,566.0,0.74
Tripura,Dhalai,2015-2016,1064.0,760.0,0.71
Tripura,Dhalai,2016-2017,1358.0,959.0,0.71
Tripura,Dhalai,2017-2018,1475.0,1111.0,0.75
Tripura,Dhalai,2018-2019,1499.0,1193.59,0.8
Tripura,Dhalai,2019-2020,1335.0,1132.66,0.85
Tripura,Dhalai,2020-2021,1235.0,1028.0,0.83
Tripura,Dhalai,2021-2022,1859.0,1525.0,0.82
Tripura,Dhalai,2022-2023,1459.0,1221.0,0.84
Tripura,Gomati,2013-2014,142.0,101.0,0.71
Tripura,Gomati,2014-2015,159.0,116.0,0.73
Tripura,Gomati,2015-2016,499.0,348.0,0.7
Tripura,Gomati,2016-2017,794.0,566.0,0.71
Tripura,Gomati,2017-2018,767.0,571.0,0.74
Tripura,Gomati,2018-2019,838.0,670.02,0.8
Tripura,Gomati,2019-2020,796.0,651.17,0.82
Tripura,Gomati,2020-2021,712.0,567.0,0.8
Tripura,Gomati,2021-2022,772.0,620.0,0.8
Tripura,Gomati,2022-2023,628.0,504.0,0.8
Tripura,Khowai,2013-2014,496.0,346.0,0.7
Tripura,Khowai,2014-2015,312.0,214.0,0.69
Tripura,Khowai,2015-2016,480.0,310.0,0.65
Tripura,Khowai,2016-2017,628.0,433.0,0.69
Tripura,Khowai,2017-2018,690.0,500.0,0.72
Tripura,Khowai,2018-2019,540.0,466.9,0.86
Tripura,Khowai,2019-2020,555.0,413.94,0.75
Tripura,Khowai,2020-2021,665.0,485.0,0.73
Tripura,Khowai,2021-2022,560.0,409.0,0.73
Tripura,Khowai,2022-2023,445.0,337.0,0.76
Tripura,North tripura,2013-2014,984.0,708.0,0.72
Tripura,North tripura,2014-2015,570.0,402.0,0.71
Tripura,North tripura,2015-2016,744.0,490.0,0.66
Tripura,North tripura,2016-2017,659.0,466.0,0.71
Tripura,North tripura,2017-2018,812.0,593.0,0.73
Tripura,North tripura,2018-2019,848.0,617.89,0.73
Tripura,North tripura,2019-2020,756.0,559.74,0.74
Tripura,North tripura,2020-2021,630.0,456.0,0.72
Tripura,North tripura,2021-2022,670.0,490.0,0.73
Tripura,North tripura,2022-2023,535.0,392.0,0.73
Tripura,Sepahijala,2013-2014,246.0,203.0,0.83
Tripura,Sepahijala,2014-2015,183.0,144.0,0.79
Tripura,Sepahijala,2015-2016,170.0,126.0,0.74
Tripura,Sepahijala,2016-2017,359.0,268.0,0.75
Tripura,Sepahijala,2017-2018,321.0,241.0,0.75
Tripura,Sepahijala,2018-2019,291.0,219.86,0.76
Tripura,Sepahijala,2019-2020,228.0,174.94,0.77
Tripura,Sepahijala,2020-2021,254.0,192.0,0.76
Tripura,Sepahijala,2021-2022,194.0,146.0,0.75
Tripura,Sepahijala,2022-2023,126.0,98.0,0.78
Tripura,South tripura,2013-2014,597.0,372.0,0.62
Tripura,South tripura,2014-2015,256.0,180.0,0.7
Tripura,South tripura,2015-2016,525.0,363.0,0.69
Tripura,South tripura,2016-2017,614.0,421.0,0.69
Tripura,South tripura,2017-2018,633.0,451.0,0.71
Tripura,South tripura,2018-2019,581.0,422.67,0.73
Tripura,South tripura,2019-2020,503.0,398.26,0.79
Tripura,South tripura,2020-2021,515.0,398.0,0.77
Tripura,South tripura,2021-2022,511.0,391.0,0.77
Tripura,South tripura,2022-2023,462.0,359.0,0.78
Tripura,Unakoti,2013-2014,116.0,93.0,0.8
Tripura,Unakoti,2014-2015,125.0,103.0,0.82
Tripura,Unakoti,2015-2016,291.0,226.0,0.78
Tripura,Unakoti,2016-2017,454.0,332.0,0.73
Tripura,Unakoti,2017-2018,387.0,300.0,0.78
Tripura,Unakoti,2018-2019,446.0,332.11,0.74
Tripura,Unakoti,2019-2020,149.0,112.1,0.75
Tripura,Unakoti,2020-2021,461.0,344.0,0.75
Tripura,Unakoti,2021-2022,295.0,217.0,0.74
Tripura,Unakoti,2022-2023,293.0,228.0,0.78
Tripura,West tripura,2013-2014,178.0,129.0,0.72
Tripura,West tripura,2014-2015,150.0,95.0,0.63
Tripura,West tripura,2015-2016,427.0,262.0,0.61
Tripura,West tripura,2016-2017,484.0,327.0,0.68
Tripura,West tripura,2017-2018,505.0,361.0,0.71
Tripura,West tripura,2018-2019,490.0,354.96,0.72
Tripura,West tripura,2019-2020,510.0,430.22,0.84
Tripura,West tripura,2020-2021,368.0,305.0,0.83
Tripura,West tripura,2021-2022,413.0,331.0,0.8
Tripura,West tripura,2022-2023,344.0,281.0,0.82
Uttar Pradesh,Agra,2013-2014,931.0,1175.0,1.26
Uttar Pradesh,Agra,2014-2015,495.0,544.0,1.1
Uttar Pradesh,Agra,2015-2016,484.0,409.0,0.85
Uttar Pradesh,Agra,2016-2017,1229.0,1106.0,0.9
Uttar Pradesh,Agra,2017-2018,1208.0,1495.0,1.24
Uttar Pradesh,Agra,2018-2019,526.0,588.0,1.12
Uttar Pradesh,Agra,2019-2020,510.0,549.0,1.08
Uttar Pradesh,Agra,2020-2021,885.0,1587.0,1.79
Uttar Pradesh,Agra,2021-2022,1005.0,1671.0,1.66
Uttar Pradesh,Agra,2022-2023,886.0,1330.0,1.5
Uttar Pradesh,Aligarh,2013-2014,7568.0,12222.0,1.61
Uttar Pradesh,Aligarh,2014-2015,6645.0,4718.0,0.71
Uttar Pradesh,Aligarh,2015-2016,6452.0,5084.0,0.79
Uttar Pradesh,Aligarh,2016-2017,16663.0,14608.0,0.88
Uttar Pradesh,Aligarh,2017-2018,7104.0,5345.0,0.75
Uttar Pradesh,Aligarh,2018-2019,6246.0,4521.0,0.72
Uttar Pradesh,Aligarh,2019-2020,8061.0,5014.0,0.62
Uttar Pradesh,Aligarh,2020-2021,8534.0,6052.0,0.71
Uttar Pradesh,Aligarh,2021-2022,11097.0,6802.0,0.61
Uttar Pradesh,Aligarh,2022-2023,9124.0,5703.0,0.63
Uttar Pradesh,Allahabad,2013-2014,15571.0,10937.0,0.7
Uttar Pradesh,Allahabad,2014-2015,15261.0,8508.0,0.56
Uttar Pradesh,Allahabad,2015-2016,14901.0,10782.0,0.72
Uttar Pradesh,Allahabad,2016-2017,14466.0,19866.0,1.37
Uttar Pradesh,Allahabad,2017-2018,14560.0,28470.0,1.96
Uttar Pradesh,Allahabad,2018-2019,13049.0,12016.0,0.92
Uttar Pradesh,Allahabad,2019-2020,14919.0,13438.0,0.9
Uttar Pradesh,Allahabad,2020-2021,14672.0,14204.0,0.97
Uttar Pradesh,Allahabad,2021-2022,18942.0,28261.0,1.49
Uttar Pradesh,Allahabad,2022-2023,17910.0,26722.0,1.49
Uttar Pradesh,Ambedkar nagar,2013-2014,1884.0,1451.0,0.77
Uttar Pradesh,Ambedkar nagar,2014-2015,3080.0,1486.0,0.48
Uttar Pradesh,Ambedkar nagar,2015-2016,2944.0,2495.0,0.85
Uttar Pradesh,Ambedkar nagar,2016-2017,2497.0,2094.0,0.84
Uttar Pradesh,Ambedkar nagar,2017-2018,2534.0,1923.0,0.76
Uttar Pradesh,Ambedkar nagar,2018-2019,2833.0,2582.0,0.91
Uttar Pradesh,Ambedkar nagar,2019-2020,2298.0,3190.0,1.39
Uttar Pradesh,Ambedkar nagar,2020-2021,2218.0,2332.0,1.05
Uttar Pradesh,Ambedkar nagar,2021-2022,2993.0,2149.0,0.72
Uttar Pradesh,Ambedkar nagar,2022-2023,2698.0,2226.0,0.83
Uttar Pradesh,Amethi,2013-2014,3956.0,2299.0,0.58
Uttar Pradesh,Amethi,2014-2015,3234.0,1560.0,0.48
Uttar Pradesh,Amethi,2015-2016,3874.0,3284.0,0.85
Uttar Pradesh,Amethi,2016-2017,3950.0,3312.0,0.84
Uttar Pradesh,Amethi,2017-2018,3982.0,3021.0,0.76
Uttar Pradesh,Amethi,2018-2019,3845.0,3504.0,0.91
Uttar Pradesh,Amethi,2019-2020,4028.0,5591.0,1.39
Uttar Pradesh,Amethi,2020-2021,3968.0,5683.0,1.43
Uttar Pradesh,Amethi,2021-2022,4950.0,5009.0,1.01
Uttar Pradesh,Amethi,2022-2023,3740.0,3086.0,0.83
Uttar Pradesh,Amroha,2013-2014,660.0,595.0,0.9
Uttar Pradesh,Amroha,2014-2015,196.0,128.0,0.65
Uttar Pradesh,Amroha,2015-2016,333.0,219.0,0.66
Uttar Pradesh,Amroha,2016-2017,609.0,658.0,1.08
Uttar Pradesh,Amroha,2017-2018,450.0,333.0,0.74
Uttar Pradesh,Amroha,2018-2019,381.0,585.0,1.54
Uttar Pradesh,Amroha,2019-2020,203.0,150.0,0.74
Uttar Pradesh,Amroha,2020-2021,509.0,426.0,0.84
Uttar Pradesh,Amroha,2021-2022,536.0,474.0,0.88
Uttar Pradesh,Amroha,2022-2023,465.0,582.0,1.25
Uttar Pradesh,Auraiya,2013-2014,2721.0,2786.0,1.02
Uttar Pradesh,Auraiya,2014-2015,2968.0,1469.0,0.49
Uttar Pradesh,Auraiya,2015-2016,1950.0,811.0,0.42
Uttar Pradesh,Auraiya,2016-2017,3395.0,4833.0,1.42
Uttar Pradesh,Auraiya,2017-2018,2934.0,3819.0,1.3
Uttar Pradesh,Auraiya,2018-2019,3277.0,4897.0,1.49
Uttar Pradesh,Auraiya,2019-2020,2486.0,4508.0,1.81
Uttar Pradesh,Auraiya,2020-2021,3058.0,3869.0,1.27
Uttar Pradesh,Auraiya,2021-2022,3914.0,4857.0,1.24
Uttar Pradesh,Auraiya,2022-2023,3196.0,3966.0,1.24
Uttar Pradesh,Azamgarh,2013-2014,8485.0,6241.0,0.74
Uttar Pradesh,Azamgarh,2014-2015,8190.0,10511.0,1.28
Uttar Pradesh,Azamgarh,2015-2016,7618.0,7739.0,1.02
Uttar Pradesh,Azamgarh,2016-2017,8128.0,12760.0,1.57
Uttar Pradesh,Azamgarh,2017-2018,4536.0,3593.0,0.79
Uttar Pradesh,Azamgarh,2018-2019,8064.0,7913.0,0.98
Uttar Pradesh,Azamgarh,2019-2020,7615.0,6961.0,0.91
Uttar Pradesh,Azamgarh,2020-2021,7878.0,10007.0,1.27
Uttar Pradesh,Azamgarh,2021-2022,10279.0,14884.0,1.45
Uttar Pradesh,Azamgarh,2022-2023,10820.0,11772.0,1.09
Uttar Pradesh,Baghpat,2013-2014,639.0,447.0,0.7
Uttar Pradesh,Baghpat,2014-2015,409.0,316.0,0.77
Uttar Pradesh,Baghpat,2015-2016,272.0,197.0,0.72
Uttar Pradesh,Baghpat,2016-2017,941.0,1148.0,1.22
Uttar Pradesh,Baghpat,2017-2018,606.0,1007.0,1.66
Uttar Pradesh,Baghpat,2018-2019,463.0,345.0,0.75
Uttar Pradesh,Baghpat,2019-2020,743.0,668.0,0.9
Uttar Pradesh,Baghpat,2020-2021,464.0,336.0,0.72
Uttar Pradesh,Baghpat,2021-2022,849.0,758.0,0.89
Uttar Pradesh,Baghpat,2022-2023,571.0,714.0,1.25
Uttar Pradesh,Bahraich,2013-2014,3837.0,2092.0,0.55
Uttar Pradesh,Bahraich,2014-2015,4050.0,1887.0,0.47
Uttar Pradesh,Bahraich,2015-2016,2802.0,1996.0,0.71
Uttar Pradesh,Bahraich,2016-2017,3801.0,2402.0,0.63
Uttar Pradesh,Bahraich,2017-2018,3884.0,2485.0,0.64
Uttar Pradesh,Bahraich,2018-2019,4004.0,2967.0,0.74
Uttar Pradesh,Bahraich,2019-2020,3841.0,1391.0,0.36
Uttar Pradesh,Bahraich,2020-2021,3839.0,2436.0,0.63
Uttar Pradesh,Bahraich,2021-2022,4457.0,2951.0,0.66
Uttar Pradesh,Bahraich,2022-2023,3594.0,2584.0,0.72
Uttar Pradesh,Ballia,2013-2014,6371.0,4602.0,0.72
Uttar Pradesh,Ballia,2014-2015,5076.0,5578.0,1.1
Uttar Pradesh,Ballia,2015-2016,4850.0,4302.0,0.89
Uttar Pradesh,Ballia,2016-2017,6372.0,6747.0,1.06
Uttar Pradesh,Ballia,2017-2018,6698.0,7853.0,1.17
Uttar Pradesh,Ballia,2018-2019,5640.0,6222.0,1.1
Uttar Pradesh,Ballia,2019-2020,5640.0,3826.0,0.68
Uttar Pradesh,Ballia,2020-2021,6322.0,5892.0,0.93
Uttar Pradesh,Ballia,2021-2022,7844.0,10848.0,1.38
Uttar Pradesh,Ballia,2022-2023,6478.0,8959.0,1.38
Uttar Pradesh,Balrampur,2013-2014,8111.0,4341.0,0.54
Uttar Pradesh,Balrampur,2014-2015,9377.0,5499.0,0.59
Uttar Pradesh,Balrampur,2015-2016,9052.0,5856.0,0.65
Uttar Pradesh,Balrampur,2016-2017,9004.0,5581.0,0.62
Uttar Pradesh,Balrampur,2017-2018,9024.0,6639.0,0.74
Uttar Pradesh,Balrampur,2018-2019,8393.0,5440.0,0.65
Uttar Pradesh,Balrampur,2019-2020,8017.0,3376.0,0.42
Uttar Pradesh,Balrampur,2020-2021,8615.0,5603.0,0.65
Uttar Pradesh,Balrampur,2021-2022,10245.0,5922.0,0.58
Uttar Pradesh,Balrampur,2022-2023,8341.0,6013.0,0.72
Uttar Pradesh,Banda,2013-2014,17199.0,15978.0,0.93
Uttar Pradesh,Banda,2014-2015,17522.0,3513.0,0.2
Uttar Pradesh,Banda,2015-2016,17930.0,8146.0,0.45
Uttar Pradesh,Banda,2016-2017,17624.0,19907.0,1.13
Uttar Pradesh,Banda,2017-2018,17753.0,26774.0,1.51
Uttar Pradesh,Banda,2018-2019,17067.0,24549.0,1.44
Uttar Pradesh,Banda,2019-2020,16942.0,31086.0,1.83
Uttar Pradesh,Banda,2020-2021,17743.0,36936.0,2.08
Uttar Pradesh,Banda,2021-2022,18608.0,39095.0,2.1
Uttar Pradesh,Banda,2022-2023,24795.0,39449.0,1.59
Uttar Pradesh,Barabanki,2013-2014,1663.0,1281.0,0.77
Uttar Pradesh,Barabanki,2014-2015,1540.0,762.0,0.49
Uttar Pradesh,Barabanki,2015-2016,1042.0,841.0,0.81
Uttar Pradesh,Barabanki,2016-2017,2047.0,1716.0,0.84
Uttar Pradesh,Barabanki,2017-2018,1928.0,1463.0,0.76
Uttar Pradesh,Barabanki,2018-2019,985.0,897.0,0.91
Uttar Pradesh,Barabanki,2019-2020,2028.0,2415.0,1.19
Uttar Pradesh,Barabanki,2020-2021,1709.0,2212.0,1.29
Uttar Pradesh,Barabanki,2021-2022,2601.0,2731.0,1.05
Uttar Pradesh,Barabanki,2022-2023,2081.0,1717.0,0.83
Uttar Pradesh,Bareilly,2013-2014,42.0,37.0,0.88
Uttar Pradesh,Bareilly,2014-2015,21.0,15.0,0.71
Uttar Pradesh,Bareilly,2015-2016,5.0,3.0,0.6
Uttar Pradesh,Bareilly,2016-2017,2660.0,2179.0,0.82
Uttar Pradesh,Bareilly,2017-2018,36.0,33.0,0.92
Uttar Pradesh,Bareilly,2018-2019,23.0,18.0,0.78
Uttar Pradesh,Bareilly,2019-2020,335.0,340.0,1.01
Uttar Pradesh,Bareilly,2020-2021,16.0,20.0,1.25
Uttar Pradesh,Bareilly,2021-2022,71.0,92.0,1.3
Uttar Pradesh,Bareilly,2022-2023,123.0,154.0,1.25
Uttar Pradesh,Basti,2013-2014,3060.0,2670.0,0.87
Uttar Pradesh,Basti,2014-2015,2647.0,1675.0,0.63
Uttar Pradesh,Basti,2015-2016,2564.0,1667.0,0.65
Uttar Pradesh,Basti,2016-2017,3261.0,2436.0,0.75
Uttar Pradesh,Basti,2017-2018,3061.0,2173.0,0.71
Uttar Pradesh,Basti,2018-2019,3248.0,2383.0,0.73
Uttar Pradesh,Basti,2019-2020,3183.0,1887.0,0.59
Uttar Pradesh,Basti,2020-2021,3217.0,1898.0,0.59
Uttar Pradesh,Basti,2021-2022,3900.0,3448.0,0.88
Uttar Pradesh,Basti,2022-2023,3930.0,4916.0,1.25
Uttar Pradesh,Bijnor,2013-2014,6.0,5.0,0.83
Uttar Pradesh,Bijnor,2014-2015,11.0,7.0,0.64
Uttar Pradesh,Bijnor,2015-2016,8.0,5.0,0.63
Uttar Pradesh,Bijnor,2016-2017,25.0,27.0,1.08
Uttar Pradesh,Bijnor,2017-2018,4.0,3.0,0.75
Uttar Pradesh,Bijnor,2018-2019,6.0,9.0,1.5
Uttar Pradesh,Bijnor,2019-2020,8.0,6.0,0.75
Uttar Pradesh,Bijnor,2020-2021,6.0,6.0,1.0
Uttar Pradesh,Bijnor,2022-2023,7.0,9.0,1.29
Uttar Pradesh,Budaun,2013-2014,271.0,237.0,0.87
Uttar Pradesh,Budaun,2014-2015,353.0,254.0,0.72
Uttar Pradesh,Budaun,2015-2016,461.0,302.0,0.66
Uttar Pradesh,Budaun,2016-2017,2865.0,2347.0,0.82
Uttar Pradesh,Budaun,2017-2018,109.0,99.0,0.91
Uttar Pradesh,Budaun,2019-2020,311.0,316.0,1.02
Uttar Pradesh,Budaun,2020-2021,477.0,423.0,0.89
Uttar Pradesh,Budaun,2021-2022,622.0,590.0,0.95
Uttar Pradesh,Budaun,2022-2023,314.0,393.0,1.25
Uttar Pradesh,Bulandshahr,2013-2014,8911.0,6728.0,0.76
Uttar Pradesh,Bulandshahr,2014-2015,6998.0,5662.0,0.81
Uttar Pradesh,Bulandshahr,2015-2016,6882.0,4995.0,0.73
Uttar Pradesh,Bulandshahr,2016-2017,9870.0,4987.0,0.51
Uttar Pradesh,Bulandshahr,2017-2018,5497.0,4013.0,0.73
Uttar Pradesh,Bulandshahr,2018-2019,8072.0,6425.0,0.8
Uttar Pradesh,Bulandshahr,2019-2020,7325.0,6682.0,0.91
Uttar Pradesh,Bulandshahr,2020-2021,8409.0,6098.0,0.73
Uttar Pradesh,Bulandshahr,2021-2022,8979.0,7623.0,0.85
Uttar Pradesh,Bulandshahr,2022-2023,8879.0,11108.0,1.25
Uttar Pradesh,Chandauli,2013-2014,2828.0,2718.0,0.96
Uttar Pradesh,Chandauli,2014-2015,4641.0,5242.0,1.13
Uttar Pradesh,Chandauli,2015-2016,2783.0,2460.0,0.88
Uttar Pradesh,Chandauli,2016-2017,3092.0,2329.0,0.75
Uttar Pradesh,Chandauli,2017-2018,2271.0,2838.0,1.25
Uttar Pradesh,Chandauli,2018-2019,3235.0,3569.0,1.1
Uttar Pradesh,Chandauli,2019-2020,2957.0,2534.0,0.86
Uttar Pradesh,Chandauli,2020-2021,4271.0,4031.0,0.94
Uttar Pradesh,Chandauli,2021-2022,3721.0,3881.0,1.04
Uttar Pradesh,Chandauli,2022-2023,5210.0,5434.0,1.04
Uttar Pradesh,Chitrakoot,2013-2014,12830.0,5828.0,0.45
Uttar Pradesh,Chitrakoot,2014-2015,11800.0,339.0,0.03
Uttar Pradesh,Chitrakoot,2015-2016,10193.0,2447.0,0.24
Uttar Pradesh,Chitrakoot,2016-2017,18531.0,20619.0,1.11
Uttar Pradesh,Chitrakoot,2017-2018,16106.0,22064.0,1.37
Uttar Pradesh,Chitrakoot,2018-2019,14606.0,18569.0,1.27
Uttar Pradesh,Chitrakoot,2019-2020,17404.0,15494.0,0.89
Uttar Pradesh,Chitrakoot,2020-2021,15815.0,25275.0,1.6
Uttar Pradesh,Chitrakoot,2021-2022,19611.0,34496.0,1.76
Uttar Pradesh,Chitrakoot,2022-2023,20132.0,33298.0,1.65
Uttar Pradesh,Deoria,2013-2014,5470.0,5050.0,0.92
Uttar Pradesh,Deoria,2014-2015,5010.0,1815.0,0.36
Uttar Pradesh,Deoria,2015-2016,3423.0,2258.0,0.66
Uttar Pradesh,Deoria,2016-2017,4956.0,4613.0,0.93
Uttar Pradesh,Deoria,2017-2018,4579.0,2475.0,0.54
Uttar Pradesh,Deoria,2018-2019,4678.0,2927.0,0.63
Uttar Pradesh,Deoria,2019-2020,4369.0,962.0,0.22
Uttar Pradesh,Deoria,2020-2021,4318.0,2169.0,0.5
Uttar Pradesh,Deoria,2021-2022,5678.0,2362.0,0.42
Uttar Pradesh,Deoria,2022-2023,5280.0,2967.0,0.56
Uttar Pradesh,Etah,2013-2014,2099.0,2909.0,1.39
Uttar Pradesh,Etah,2014-2015,690.0,799.0,1.16
Uttar Pradesh,Etah,2015-2016,1738.0,1643.0,0.95
Uttar Pradesh,Etah,2016-2017,2451.0,2198.0,0.9
Uttar Pradesh,Etah,2017-2018,2847.0,2162.0,0.76
Uttar Pradesh,Etah,2018-2019,1997.0,1493.0,0.75
Uttar Pradesh,Etah,2019-2020,2330.0,1702.0,0.73
Uttar Pradesh,Etah,2020-2021,2201.0,1576.0,0.72
Uttar Pradesh,Etah,2021-2022,2433.0,1367.0,0.56
Uttar Pradesh,Etah,2022-2023,2376.0,1485.0,0.63
Uttar Pradesh,Etawah,2013-2014,1781.0,1824.0,1.02
Uttar Pradesh,Etawah,2014-2015,1687.0,835.0,0.49
Uttar Pradesh,Etawah,2015-2016,1491.0,620.0,0.42
Uttar Pradesh,Etawah,2016-2017,2524.0,7457.0,2.95
Uttar Pradesh,Etawah,2017-2018,2383.0,5793.0,2.43
Uttar Pradesh,Etawah,2018-2019,1745.0,4421.0,2.53
Uttar Pradesh,Etawah,2019-2020,1690.0,3064.0,1.81
Uttar Pradesh,Etawah,2020-2021,2016.0,2437.0,1.21
Uttar Pradesh,Etawah,2021-2022,2388.0,3752.0,1.57
Uttar Pradesh,Etawah,2022-2023,1931.0,3034.0,1.57
Uttar Pradesh,Faizabad,2013-2014,2027.0,1562.0,0.77
Uttar Pradesh,Faizabad,2014-2015,1593.0,769.0,0.48
Uttar Pradesh,Faizabad,2015-2016,2084.0,1766.0,0.85
Uttar Pradesh,Faizabad,2016-2017,1968.0,1650.0,0.84
Uttar Pradesh,Faizabad,2017-2018,2014.0,1528.0,0.76
Uttar Pradesh,Faizabad,2018-2019,835.0,761.0,0.91
Uttar Pradesh,Faizabad,2019-2020,1847.0,2564.0,1.39
Uttar Pradesh,Faizabad,2020-2021,1792.0,2612.0,1.46
Uttar Pradesh,Faizabad,2021-2022,2504.0,3280.0,1.31
Uttar Pradesh,Faizabad,2022-2023,2180.0,1799.0,0.83
Uttar Pradesh,Farrukhabad,2013-2014,1268.0,1298.0,1.02
Uttar Pradesh,Farrukhabad,2014-2015,1176.0,582.0,0.49
Uttar Pradesh,Farrukhabad,2015-2016,2392.0,995.0,0.42
Uttar Pradesh,Farrukhabad,2016-2017,1503.0,2140.0,1.42
Uttar Pradesh,Farrukhabad,2017-2018,1151.0,1498.0,1.3
Uttar Pradesh,Farrukhabad,2018-2019,411.0,614.0,1.49
Uttar Pradesh,Farrukhabad,2019-2020,640.0,1160.0,1.81
Uttar Pradesh,Farrukhabad,2020-2021,1307.0,1684.0,1.29
Uttar Pradesh,Farrukhabad,2021-2022,1509.0,1743.0,1.16
Uttar Pradesh,Farrukhabad,2022-2023,1249.0,2006.0,1.61
Uttar Pradesh,Fatehpur,2013-2014,16238.0,14554.0,0.9
Uttar Pradesh,Fatehpur,2014-2015,16633.0,3325.0,0.2
Uttar Pradesh,Fatehpur,2015-2016,15024.0,8784.0,0.58
Uttar Pradesh,Fatehpur,2016-2017,20455.0,22146.0,1.08
Uttar Pradesh,Fatehpur,2017-2018,17471.0,20492.0,1.17
Uttar Pradesh,Fatehpur,2018-2019,10357.0,11462.0,1.11
Uttar Pradesh,Fatehpur,2019-2020,18073.0,20142.0,1.11
Uttar Pradesh,Fatehpur,2020-2021,18625.0,25275.0,1.36
Uttar Pradesh,Fatehpur,2021-2022,8991.0,8613.0,0.96
Uttar Pradesh,Fatehpur,2022-2023,22664.0,32863.0,1.45
Uttar Pradesh,Firozabad,2013-2014,1083.0,1366.0,1.26
Uttar Pradesh,Firozabad,2014-2015,1373.0,1489.0,1.08
Uttar Pradesh,Firozabad,2015-2016,979.0,475.0,0.49
Uttar Pradesh,Firozabad,2016-2017,1885.0,1696.0,0.9
Uttar Pradesh,Firozabad,2017-2018,536.0,663.0,1.24
Uttar Pradesh,Firozabad,2018-2019,1212.0,1354.0,1.12
Uttar Pradesh,Firozabad,2019-2020,738.0,794.0,1.08
Uttar Pradesh,Firozabad,2020-2021,1166.0,2196.0,1.88
Uttar Pradesh,Firozabad,2021-2022,1394.0,2225.0,1.6
Uttar Pradesh,Firozabad,2022-2023,1197.0,1797.0,1.5
Uttar Pradesh,Gautam buddha nagar,2013-2014,3745.0,4230.0,1.13
Uttar Pradesh,Gautam buddha nagar,2014-2015,932.0,595.0,0.64
Uttar Pradesh,Gautam buddha nagar,2015-2016,541.0,392.0,0.72
Uttar Pradesh,Gautam buddha nagar,2016-2017,3497.0,4267.0,1.22
Uttar Pradesh,Gautam buddha nagar,2017-2018,3497.0,5809.0,1.66
Uttar Pradesh,Gautam buddha nagar,2018-2019,254.0,189.0,0.74
Uttar Pradesh,Gautam buddha nagar,2019-2020,1209.0,1086.0,0.9
Uttar Pradesh,Gautam buddha nagar,2020-2021,1239.0,898.0,0.72
Uttar Pradesh,Gautam buddha nagar,2021-2022,3497.0,3091.0,0.88
Uttar Pradesh,Gautam buddha nagar,2022-2023,1015.0,1270.0,1.25
Uttar Pradesh,Ghaziabad,2013-2014,726.0,507.0,0.7
Uttar Pradesh,Ghaziabad,2014-2015,479.0,235.0,0.49
Uttar Pradesh,Ghaziabad,2015-2016,268.0,194.0,0.72
Uttar Pradesh,Ghaziabad,2016-2017,1179.0,1439.0,1.22
Uttar Pradesh,Ghaziabad,2017-2018,687.0,1141.0,1.66
