State,District,Year,arhar_area,arhar_production,arhar_yield
Chhattisgarh,Surajpur,2017-2018,3949.0,1930.0,0.49
Chhattisgarh,Surajpur,2018-2019,3830.0,2126.0,0.56
Chhattisgarh,Surajpur,2019-2020,3203.0,2404.0,0.75
Chhattisgarh,Surajpur,2020-2021,2708.0,1746.0,0.64
Chhattisgarh,Surajpur,2021-2022,2997.0,2079.0,0.69
Chhattisgarh,Surajpur,2022-2023,3054.0,2105.0,0.69
Chhattisgarh,Surguja,2013-2014,4233.0,2630.0,0.62
Chhattisgarh,Surguja,2014-2015,4301.0,2972.0,0.69
Chhattisgarh,Surguja,2015-2016,4277.0,2175.0,0.51
Chhattisgarh,Surguja,2016-2017,3948.0,2519.0,0.64
Chhattisgarh,Surguja,2017-2018,3719.0,1502.0,0.4
Chhattisgarh,Surguja,2018-2019,3431.0,1821.0,0.53
Chhattisgarh,Surguja,2019-2020,3425.0,2419.0,0.71
Chhattisgarh,Surguja,2020-2021,3240.0,1964.0,0.61
Chhattisgarh,Surguja,2021-2022,3300.0,1991.0,0.6
Chhattisgarh,Surguja,2022-2023,3218.0,2188.0,0.68
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2015-2016,1518.0,1230.0,1.5699999999999998
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2016-2017,1560.0,4502.0,4.43
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2017-2018,1492.0,1281.0,1.75
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2018-2019,1180.0,1298.0,1.1
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2019-2020,1400.0,1400.0,2.0
Gujarat,Ahmadabad,2013-2014,900.0,770.0,0.86
Gujarat,Ahmadabad,2014-2015,701.0,763.0,1.09
Gujarat,Ahmadabad,2015-2016,1249.0,1535.0,1.23
Gujarat,Ahmadabad,2016-2017,2346.0,2655.0,1.13
Gujarat,Ahmadabad,2017-2018,1823.0,2266.0,1.24
Gujarat,Ahmadabad,2018-2019,1218.0,1472.0,1.21
Gujarat,Ahmadabad,2019-2020,417.0,413.0,0.99
Gujarat,Ahmadabad,2020-2021,6182.0,7331.0,1.19
Gujarat,Ahmadabad,2021-2022,13205.0,22475.0,1.7
Gujarat,Ahmadabad,2022-2023,13603.0,11766.0,0.86
Gujarat,Amreli,2013-2014,1235.0,1057.0,0.86
Gujarat,Amreli,2014-2015,1225.0,1333.0,1.09
Gujarat,Amreli,2015-2016,742.0,912.0,1.23
Gujarat,Amreli,2016-2017,5174.0,5856.0,1.13
Gujarat,Amreli,2017-2018,2126.0,2642.0,1.24
Gujarat,Amreli,2018-2019,2030.0,2454.0,1.21
Gujarat,Amreli,2019-2020,1595.0,3068.0,1.92
Gujarat,Amreli,2020-2021,1949.0,2666.0,1.37
Gujarat,Amreli,2021-2022,3443.0,3407.0,0.99
Gujarat,Amreli,2022-2023,2565.0,2482.0,0.97
Gujarat,Anand,2013-2014,442.0,378.0,0.86
Gujarat,Anand,2014-2015,563.0,612.0,1.09
Gujarat,Anand,2015-2016,380.0,467.0,1.23
Gujarat,Anand,2016-2017,75.0,85.0,1.13
Gujarat,Anand,2017-2018,74.0,92.0,1.24
Gujarat,Anand,2018-2019,63.0,76.0,1.21
Gujarat,Anand,2019-2020,35.0,35.0,1.0
Gujarat,Anand,2020-2021,30.0,36.0,1.2
Gujarat,Anand,2021-2022,40.0,46.0,1.15
Gujarat,Anand,2022-2023,26.0,30.0,1.15
Gujarat,Aravalli,2014-2015,8440.0,5636.0,0.67
Gujarat,Aravalli,2015-2016,6183.0,5037.0,0.81
Gujarat,Aravalli,2016-2017,7866.0,7661.0,0.97
Gujarat,Aravalli,2017-2018,7206.0,4790.0,0.66
Gujarat,Aravalli,2018-2019,5512.0,5584.0,1.01
Gujarat,Aravalli,2019-2020,5303.0,5195.0,0.98
Gujarat,Aravalli,2020-2021,3710.0,4199.0,1.13
Gujarat,Aravalli,2021-2022,3513.0,3910.0,1.11
Gujarat,Aravalli,2022-2023,2965.0,3180.0,1.07
Gujarat,Banas kantha,2013-2014,1335.0,1700.0,1.27
Gujarat,Banas kantha,2014-2015,708.0,951.0,1.34
Gujarat,Banas kantha,2015-2016,792.0,878.0,1.11
Gujarat,Banas kantha,2016-2017,600.0,760.0,1.27
Gujarat,Banas kantha,2017-2018,1065.0,2476.0,2.32
Gujarat,Banas kantha,2018-2019,464.0,609.0,1.31
Gujarat,Banas kantha,2019-2020,296.0,482.0,1.63
Gujarat,Banas kantha,2020-2021,329.0,538.0,1.64
Gujarat,Banas kantha,2021-2022,167.0,194.0,1.16
Gujarat,Banas kantha,2022-2023,137.0,159.0,1.16
Gujarat,Bharuch,2013-2014,64445.0,49236.0,0.76
Gujarat,Bharuch,2014-2015,63965.0,54191.0,0.85
Gujarat,Bharuch,2015-2016,73520.0,84107.0,1.14
Gujarat,Bharuch,2016-2017,105648.0,113743.0,1.08
Gujarat,Bharuch,2017-2018,74325.0,75991.0,1.02
Gujarat,Bharuch,2018-2019,80952.0,88055.0,1.09
Gujarat,Bharuch,2019-2020,68416.0,64183.0,0.94
Gujarat,Bharuch,2020-2021,80372.0,85229.0,1.06
Gujarat,Bharuch,2021-2022,80292.0,87169.0,1.09
Gujarat,Bharuch,2022-2023,77870.0,87895.0,1.13
Gujarat,Bhavnagar,2013-2014,421.0,360.0,0.86
Gujarat,Bhavnagar,2014-2015,704.0,766.0,1.09
Gujarat,Bhavnagar,2015-2016,279.0,343.0,1.23
Gujarat,Bhavnagar,2016-2017,963.0,1090.0,1.13
Gujarat,Bhavnagar,2017-2018,1317.0,1637.0,1.24
Gujarat,Bhavnagar,2018-2019,1289.0,1558.0,1.21
Gujarat,Bhavnagar,2019-2020,822.0,814.0,0.99
Gujarat,Bhavnagar,2020-2021,1042.0,1236.0,1.19
Gujarat,Bhavnagar,2021-2022,937.0,1087.0,1.16
Gujarat,Bhavnagar,2022-2023,1096.0,1275.0,1.16
Gujarat,Botad,2016-2017,25.0,28.0,1.12
Gujarat,Botad,2017-2018,10.0,12.0,1.2
Gujarat,Botad,2018-2019,22.0,27.0,1.23
Gujarat,Botad,2019-2020,4.0,4.0,1.0
Gujarat,Botad,2020-2021,139.0,165.0,1.19
Gujarat,Botad,2021-2022,538.0,624.0,1.16
Gujarat,Botad,2022-2023,512.0,595.0,1.16
Gujarat,Chhotaudepur,2014-2015,22180.0,38458.0,1.73
Gujarat,Chhotaudepur,2015-2016,22400.0,35771.0,1.6
Gujarat,Chhotaudepur,2016-2017,35175.0,41736.0,1.19
Gujarat,Chhotaudepur,2017-2018,25621.0,47427.0,1.85
Gujarat,Chhotaudepur,2018-2019,20515.0,32331.0,1.58
Gujarat,Chhotaudepur,2019-2020,16826.0,12216.0,0.73
Gujarat,Chhotaudepur,2020-2021,12994.0,19256.0,1.48
Gujarat,Chhotaudepur,2021-2022,13368.0,17588.0,1.32
Gujarat,Chhotaudepur,2022-2023,14999.0,16029.0,1.07
Gujarat,Dang,2013-2014,1850.0,1584.0,0.86
Gujarat,Dang,2015-2016,2344.0,2880.0,1.23
Gujarat,Dang,2016-2017,2347.0,2656.0,1.13
Gujarat,Dang,2017-2018,2950.0,3667.0,1.24
Gujarat,Dang,2018-2019,3050.0,3687.0,1.21
Gujarat,Dang,2019-2020,3525.0,1594.0,0.45
Gujarat,Dang,2020-2021,3565.0,3259.0,0.91
Gujarat,Dang,2021-2022,3502.0,1397.0,0.4
Gujarat,Dang,2022-2023,3472.0,1709.0,0.49
Gujarat,Devbhumi dwarka,2016-2017,76.0,86.0,1.13
Gujarat,Devbhumi dwarka,2017-2018,65.0,81.0,1.25
Gujarat,Dohad,2013-2014,12605.0,16088.0,1.28
Gujarat,Dohad,2014-2015,14128.0,12797.0,0.91
Gujarat,Dohad,2015-2016,12404.0,13422.0,1.08
Gujarat,Dohad,2016-2017,12811.0,17020.0,1.33
Gujarat,Dohad,2017-2018,13014.0,15756.0,1.21
Gujarat,Dohad,2018-2019,13621.0,6771.0,0.5
Gujarat,Dohad,2019-2020,10327.0,7205.0,0.7
Gujarat,Dohad,2020-2021,10146.0,8301.0,0.82
Gujarat,Dohad,2021-2022,7969.0,6538.0,0.82
Gujarat,Dohad,2022-2023,7930.0,4293.0,0.54
Gujarat,Gandhinagar,2013-2014,331.0,283.0,0.85
Gujarat,Gandhinagar,2014-2015,290.0,315.0,1.09
Gujarat,Gandhinagar,2015-2016,270.0,332.0,1.23
Gujarat,Gandhinagar,2016-2017,401.0,454.0,1.13
Gujarat,Gandhinagar,2017-2018,216.0,268.0,1.24
Gujarat,Gandhinagar,2018-2019,230.0,278.0,1.21
Gujarat,Gandhinagar,2019-2020,62.0,61.0,0.98
Gujarat,Gandhinagar,2020-2021,18.0,21.0,1.17
Gujarat,Gandhinagar,2021-2022,5.0,6.0,1.2
Gujarat,Gandhinagar,2022-2023,7.0,8.0,1.14
Gujarat,Gir somnath,2014-2015,82.0,89.0,1.09
Gujarat,Gir somnath,2015-2016,90.0,111.0,1.23
Gujarat,Gir somnath,2016-2017,784.0,887.0,1.13
Gujarat,Gir somnath,2017-2018,519.0,645.0,1.24
Gujarat,Gir somnath,2018-2019,361.0,436.0,1.21
Gujarat,Gir somnath,2019-2020,307.0,304.0,0.99
Gujarat,Gir somnath,2020-2021,602.0,714.0,1.19
Gujarat,Gir somnath,2021-2022,2160.0,2505.0,1.16
Gujarat,Gir somnath,2022-2023,1145.0,1332.0,1.16
Gujarat,Jamnagar,2013-2014,575.0,492.0,0.86
Gujarat,Jamnagar,2014-2015,750.0,816.0,1.09
Gujarat,Jamnagar,2015-2016,280.0,344.0,1.23
Gujarat,Jamnagar,2016-2017,2976.0,3368.0,1.13
Gujarat,Jamnagar,2017-2018,3733.0,4640.0,1.24
Gujarat,Jamnagar,2018-2019,955.0,1097.0,1.15
Gujarat,Jamnagar,2019-2020,967.0,1574.0,1.63
Gujarat,Jamnagar,2020-2021,1000.0,2062.0,2.06
Gujarat,Jamnagar,2021-2022,2046.0,2373.0,1.16
Gujarat,Jamnagar,2022-2023,2260.0,2628.0,1.16
Gujarat,Junagadh,2013-2014,50.0,43.0,0.86
Gujarat,Junagadh,2014-2015,260.0,283.0,1.09
Gujarat,Junagadh,2015-2016,730.0,897.0,1.23
Gujarat,Junagadh,2016-2017,2905.0,3288.0,1.13
Gujarat,Junagadh,2017-2018,1026.0,1275.0,1.24
Gujarat,Junagadh,2018-2019,2040.0,2466.0,1.21
Gujarat,Junagadh,2019-2020,834.0,2246.0,2.69
Gujarat,Junagadh,2020-2021,11727.0,31489.0,2.69
Gujarat,Junagadh,2021-2022,9450.0,11425.0,1.21
Gujarat,Junagadh,2022-2023,10855.0,23595.0,2.17
Gujarat,Kachchh,2016-2017,331.0,375.0,1.13
Gujarat,Kachchh,2017-2018,80.0,99.0,1.24
Gujarat,Kachchh,2019-2020,50.0,50.0,1.0
Gujarat,Kachchh,2020-2021,5.0,6.0,1.2
Gujarat,Kachchh,2022-2023,85.0,99.0,1.16
Gujarat,Kheda,2013-2014,1285.0,1449.0,1.13
Gujarat,Kheda,2014-2015,655.0,713.0,1.09
Gujarat,Kheda,2015-2016,585.0,719.0,1.23
Gujarat,Kheda,2016-2017,746.0,844.0,1.13
Gujarat,Kheda,2017-2018,778.0,967.0,1.24
Gujarat,Kheda,2018-2019,587.0,710.0,1.21
Gujarat,Kheda,2019-2020,732.0,725.0,0.99
Gujarat,Kheda,2020-2021,687.0,815.0,1.19
Gujarat,Kheda,2021-2022,540.0,626.0,1.16
Gujarat,Kheda,2022-2023,617.0,718.0,1.16
Gujarat,Mahesana,2013-2014,2.0,2.0,1.0
Gujarat,Mahesana,2014-2015,35.0,38.0,1.09
Gujarat,Mahesana,2015-2016,29.0,36.0,1.24
Gujarat,Mahesana,2016-2017,222.0,251.0,1.13
Gujarat,Mahesana,2017-2018,145.0,180.0,1.24
Gujarat,Mahesana,2018-2019,86.0,104.0,1.21
Gujarat,Mahesana,2019-2020,20.0,20.0,1.0
Gujarat,Mahesana,2020-2021,92.0,109.0,1.18
Gujarat,Mahesana,2021-2022,129.0,150.0,1.16
Gujarat,Mahesana,2022-2023,46.0,53.0,1.15
Gujarat,Mahisagar,2014-2015,6511.0,12571.0,1.93
Gujarat,Mahisagar,2015-2016,4741.0,8548.0,1.8
Gujarat,Mahisagar,2016-2017,6030.0,12970.0,2.15
Gujarat,Mahisagar,2017-2018,4914.0,8124.0,1.65
Gujarat,Mahisagar,2018-2019,4945.0,7156.0,1.45
Gujarat,Mahisagar,2019-2020,2841.0,2251.0,0.79
Gujarat,Mahisagar,2020-2021,3545.0,2527.0,0.71
Gujarat,Mahisagar,2021-2022,3578.0,3144.0,0.88
Gujarat,Mahisagar,2022-2023,3717.0,2707.0,0.73
Gujarat,Morbi,2014-2015,50.0,54.0,1.08
Gujarat,Morbi,2015-2016,458.0,563.0,1.23
Gujarat,Morbi,2016-2017,475.0,538.0,1.13
Gujarat,Morbi,2017-2018,745.0,926.0,1.24
Gujarat,Morbi,2018-2019,1707.0,2064.0,1.21
Gujarat,Morbi,2019-2020,130.0,129.0,0.99
Gujarat,Morbi,2020-2021,109.0,129.0,1.18
Gujarat,Morbi,2021-2022,1490.0,1728.0,1.16
Gujarat,Morbi,2022-2023,1860.0,2163.0,1.16
Gujarat,Narmada,2013-2014,21596.0,15918.0,0.74
Gujarat,Narmada,2014-2015,24823.0,25923.0,1.04
Gujarat,Narmada,2015-2016,20397.0,24658.0,1.21
Gujarat,Narmada,2016-2017,23719.0,19902.0,0.84
Gujarat,Narmada,2017-2018,18568.0,16809.0,0.91
Gujarat,Narmada,2018-2019,20504.0,21611.0,1.05
Gujarat,Narmada,2019-2020,22628.0,23521.0,1.04
Gujarat,Narmada,2020-2021,22970.0,25046.0,1.09
Gujarat,Narmada,2021-2022,18366.0,20373.0,1.11
Gujarat,Narmada,2022-2023,19943.0,22014.0,1.1
Gujarat,Navsari,2013-2014,1599.0,1369.0,0.86
Gujarat,Navsari,2014-2015,1706.0,896.0,0.53
Gujarat,Navsari,2015-2016,1320.0,1622.0,1.23
Gujarat,Navsari,2016-2017,1156.0,660.0,0.57
Gujarat,Navsari,2017-2018,1176.0,1095.0,0.93
Gujarat,Navsari,2018-2019,1098.0,938.0,0.85
Gujarat,Navsari,2019-2020,582.0,525.0,0.9
Gujarat,Navsari,2020-2021,664.0,482.0,0.73
Gujarat,Navsari,2021-2022,474.0,550.0,1.16
Gujarat,Navsari,2022-2023,388.0,451.0,1.16
Gujarat,Panch mahals,2013-2014,19204.0,33659.0,1.75
Gujarat,Panch mahals,2014-2015,16110.0,33412.0,2.07
Gujarat,Panch mahals,2015-2016,15874.0,27467.0,1.73
Gujarat,Panch mahals,2016-2017,15828.0,24837.0,1.57
Gujarat,Panch mahals,2017-2018,17464.0,30704.0,1.76
Gujarat,Panch mahals,2018-2019,18795.0,27731.0,1.48
Gujarat,Panch mahals,2019-2020,15798.0,20483.0,1.3
Gujarat,Panch mahals,2020-2021,15361.0,21026.0,1.37
Gujarat,Panch mahals,2021-2022,16399.0,23120.0,1.41
Gujarat,Panch mahals,2022-2023,15572.0,24364.0,1.56
Gujarat,Patan,2013-2014,5.0,4.0,0.8
Gujarat,Patan,2016-2017,51.0,58.0,1.14
Gujarat,Patan,2017-2018,581.0,722.0,1.24
Gujarat,Patan,2018-2019,175.0,212.0,1.21
Gujarat,Patan,2019-2020,51.0,51.0,1.0
Gujarat,Patan,2020-2021,43.0,51.0,1.19
Gujarat,Patan,2021-2022,421.0,488.0,1.16
Gujarat,Patan,2022-2023,455.0,529.0,1.16
Gujarat,Porbandar,2014-2015,10.0,11.0,1.1
Gujarat,Porbandar,2016-2017,25.0,28.0,1.12
Gujarat,Porbandar,2019-2020,40.0,40.0,1.0
Gujarat,Porbandar,2020-2021,20.0,24.0,1.2
Gujarat,Porbandar,2021-2022,80.0,93.0,1.16
Gujarat,Porbandar,2022-2023,20.0,23.0,1.15
Gujarat,Rajkot,2013-2014,263.0,225.0,0.86
Gujarat,Rajkot,2014-2015,397.0,432.0,1.09
Gujarat,Rajkot,2015-2016,446.0,548.0,1.23
Gujarat,Rajkot,2016-2017,3357.0,3799.0,1.13
Gujarat,Rajkot,2017-2018,3173.0,3944.0,1.24
Gujarat,Rajkot,2018-2019,1734.0,4540.0,2.62
Gujarat,Rajkot,2019-2020,1746.0,3940.0,2.26
Gujarat,Rajkot,2020-2021,3182.0,4515.0,1.42
Gujarat,Rajkot,2021-2022,3680.0,6025.0,1.64
Gujarat,Rajkot,2022-2023,3072.0,6019.0,1.96
Gujarat,Sabar kantha,2013-2014,8115.0,8360.0,1.03
Gujarat,Sabar kantha,2014-2015,5995.0,6253.0,1.04
Gujarat,Sabar kantha,2015-2016,5464.0,5169.0,0.95
Gujarat,Sabar kantha,2016-2017,10707.0,12628.0,1.18
Gujarat,Sabar kantha,2017-2018,8070.0,10288.0,1.27
Gujarat,Sabar kantha,2018-2019,5219.0,5202.0,1.0
Gujarat,Sabar kantha,2019-2020,5073.0,6941.0,1.37
Gujarat,Sabar kantha,2020-2021,5964.0,8368.0,1.4
Gujarat,Sabar kantha,2021-2022,6526.0,8729.0,1.34
Gujarat,Sabar kantha,2022-2023,5023.0,7013.0,1.4
Gujarat,Surat,2013-2014,5650.0,8900.0,1.58
Gujarat,Surat,2014-2015,8324.0,10738.0,1.29
Gujarat,Surat,2015-2016,8762.0,13351.0,1.52
Gujarat,Surat,2016-2017,11693.0,16538.0,1.41
Gujarat,Surat,2017-2018,10176.0,25885.0,2.54
Gujarat,Surat,2018-2019,8876.0,20491.0,2.31
Gujarat,Surat,2019-2020,7868.0,9105.0,1.16
Gujarat,Surat,2020-2021,8286.0,9140.0,1.1
Gujarat,Surat,2021-2022,8360.0,12414.0,1.48
Gujarat,Surat,2022-2023,8852.0,10670.0,1.21
Gujarat,Surendranagar,2013-2014,5.0,4.0,0.8
Gujarat,Surendranagar,2014-2015,15.0,16.0,1.07
Gujarat,Surendranagar,2015-2016,6.0,7.0,1.17
Gujarat,Surendranagar,2016-2017,672.0,761.0,1.13
Gujarat,Surendranagar,2017-2018,249.0,309.0,1.24
Gujarat,Surendranagar,2018-2019,37.0,45.0,1.22
Gujarat,Surendranagar,2019-2020,67.0,66.0,0.99
Gujarat,Surendranagar,2020-2021,724.0,859.0,1.19
Gujarat,Surendranagar,2021-2022,3170.0,3677.0,1.16
Gujarat,Surendranagar,2022-2023,1278.0,1591.0,1.24
Gujarat,Tapi,2013-2014,14938.0,9203.0,0.62
Gujarat,Tapi,2014-2015,14638.0,8874.0,0.61
Gujarat,Tapi,2015-2016,17027.0,9819.0,0.58
Gujarat,Tapi,2016-2017,19651.0,17065.0,0.87
Gujarat,Tapi,2017-2018,19941.0,11550.0,0.58
Gujarat,Tapi,2018-2019,18489.0,24970.0,1.35
Gujarat,Tapi,2019-2020,13272.0,9469.0,0.71
Gujarat,Tapi,2020-2021,11176.0,7615.0,0.68
Gujarat,Tapi,2021-2022,10313.0,7925.0,0.77
Gujarat,Tapi,2022-2023,10193.0,7081.0,0.69
Gujarat,Vadodara,2013-2014,45274.0,53681.0,1.19
Gujarat,Vadodara,2014-2015,19215.0,18712.0,0.97
Gujarat,Vadodara,2015-2016,25205.0,34501.0,1.37
Gujarat,Vadodara,2016-2017,65770.0,75711.0,1.15
Gujarat,Vadodara,2017-2018,41882.0,51656.0,1.23
Gujarat,Vadodara,2018-2019,31321.0,40684.0,1.3
Gujarat,Vadodara,2019-2020,24636.0,29440.0,1.19
Gujarat,Vadodara,2020-2021,27003.0,33576.0,1.24
Gujarat,Vadodara,2021-2022,25747.0,31695.0,1.23
Gujarat,Vadodara,2022-2023,27166.0,36528.0,1.34
Gujarat,Valsad,2013-2014,7745.0,4198.0,0.54
Gujarat,Valsad,2014-2015,7343.0,3649.0,0.5
Gujarat,Valsad,2015-2016,7454.0,7791.0,1.05
Gujarat,Valsad,2016-2017,7640.0,5770.0,0.76
Gujarat,Valsad,2017-2018,8160.0,10142.0,1.24
Gujarat,Valsad,2018-2019,8452.0,4114.0,0.49
Gujarat,Valsad,2019-2020,7428.0,4539.0,0.61
Gujarat,Valsad,2020-2021,7388.0,5018.0,0.68
Gujarat,Valsad,2021-2022,6935.0,4818.0,0.69
Gujarat,Valsad,2022-2023,6042.0,4498.0,0.74
Haryana,Ambala,2018-2019,1.0,1.0,1.0
Haryana,Ambala,2021-2022,1.0,1.0,1.0
Haryana,Bhiwani,2013-2014,800.0,1000.0,1.25
Haryana,Bhiwani,2014-2015,300.0,500.0,1.67
Haryana,Bhiwani,2015-2016,300.0,300.0,1.0
Haryana,Bhiwani,2016-2017,1200.0,200.0,0.17
Haryana,Bhiwani,2017-2018,120.0,140.0,1.17
Haryana,Bhiwani,2018-2019,25.0,31.0,1.24
Haryana,Bhiwani,2019-2020,165.0,205.0,1.24
Haryana,Bhiwani,2020-2021,197.0,244.0,1.24
Haryana,Bhiwani,2021-2022,1.0,1.2,1.2
Haryana,Charki dadri,2014-2015,400.0,400.0,1.0
Haryana,Charki dadri,2017-2018,180.0,220.0,1.22
Haryana,Charki dadri,2018-2019,66.0,80.0,1.21
Haryana,Charki dadri,2019-2020,14.0,17.0,1.21
Haryana,Charki dadri,2020-2021,14.0,17.0,1.21
Haryana,Charki dadri,2021-2022,24.0,29.1,1.21
Haryana,Faridabad,2013-2014,200.0,300.0,1.5
Haryana,Faridabad,2014-2015,100.0,0.0,0.0
Haryana,Faridabad,2015-2016,100.0,100.0,1.0
Haryana,Faridabad,2016-2017,100.0,100.0,1.0
Haryana,Faridabad,2017-2018,100.0,110.0,1.1
Haryana,Faridabad,2018-2019,83.0,100.0,1.2
Haryana,Faridabad,2020-2021,42.0,51.0,1.21
Haryana,Faridabad,2021-2022,37.0,44.6,1.21
Haryana,Fatehabad,2016-2017,100.0,100.0,1.0
Haryana,Fatehabad,2017-2018,50.0,50.0,1.0
Haryana,Fatehabad,2021-2022,2.0,0.0,0.0
Haryana,Gurgaon,2013-2014,500.0,500.0,1.0
Haryana,Gurgaon,2014-2015,400.0,0.0,0.0
Haryana,Gurgaon,2015-2016,400.0,500.0,1.25
Haryana,Gurgaon,2017-2018,500.0,590.0,1.18
Haryana,Gurgaon,2018-2019,290.0,334.0,1.15
Haryana,Gurgaon,2019-2020,136.0,157.0,1.15
Haryana,Gurgaon,2020-2021,136.0,157.0,1.15
Haryana,Hisar,2015-2016,300.0,500.0,1.67
Haryana,Hisar,2016-2017,600.0,600.0,1.0
Haryana,Hisar,2017-2018,390.0,370.0,0.95
Haryana,Hisar,2018-2019,36.0,36.0,1.0
Haryana,Hisar,2019-2020,40.0,40.0,1.0
Haryana,Hisar,2020-2021,20.0,20.0,1.0
Haryana,Hisar,2021-2022,150.0,150.0,1.0
Haryana,Jhajjar,2013-2014,2500.0,2900.0,1.16
Haryana,Jhajjar,2014-2015,2000.0,2100.0,1.05
Haryana,Jhajjar,2015-2016,1300.0,1500.0,1.15
Haryana,Jhajjar,2017-2018,910.0,1070.0,1.18
Haryana,Jhajjar,2018-2019,415.0,658.0,1.59
Haryana,Jhajjar,2019-2020,126.0,200.0,1.59
Haryana,Jhajjar,2020-2021,137.0,217.0,1.58
Haryana,Jhajjar,2021-2022,243.0,385.4,1.59
Haryana,Jind,2016-2017,100.0,100.0,1.0
Haryana,Jind,2017-2018,100.0,110.0,1.1
Haryana,Jind,2018-2019,14.0,14.0,1.0
Haryana,Jind,2021-2022,6.0,6.0,1.0
Haryana,Kaithal,2018-2019,2.0,2.0,1.0
Haryana,Karnal,2013-2014,100.0,100.0,1.0
Haryana,Karnal,2015-2016,100.0,100.0,1.0
Haryana,Karnal,2016-2017,100.0,100.0,1.0
Haryana,Karnal,2017-2018,30.0,30.0,1.0
Haryana,Karnal,2018-2019,27.0,27.0,1.0
Haryana,Karnal,2019-2020,3.0,3.0,1.0
Haryana,Kurukshetra,2020-2021,3.0,3.0,1.0
Haryana,Mahendragarh,2013-2014,100.0,100.0,1.0
Haryana,Mahendragarh,2014-2015,100.0,100.0,1.0
Haryana,Mahendragarh,2016-2017,100.0,100.0,1.0
Haryana,Mahendragarh,2017-2018,20.0,20.0,1.0
Haryana,Mahendragarh,2018-2019,5.0,5.0,1.0
Haryana,Mahendragarh,2021-2022,138.0,138.0,1.0
Haryana,Mewat,2013-2014,400.0,400.0,1.0
Haryana,Mewat,2014-2015,200.0,300.0,1.5
Haryana,Mewat,2015-2016,600.0,600.0,1.0
Haryana,Mewat,2016-2017,900.0,900.0,1.0
Haryana,Mewat,2017-2018,740.0,820.0,1.11
Haryana,Mewat,2018-2019,443.0,443.0,1.0
Haryana,Mewat,2019-2020,400.0,400.0,1.0
Haryana,Mewat,2020-2021,252.0,252.0,1.0
Haryana,Mewat,2021-2022,351.0,351.0,1.0
Haryana,Palwal,2013-2014,700.0,700.0,1.0
Haryana,Palwal,2014-2015,400.0,400.0,1.0
Haryana,Palwal,2015-2016,300.0,300.0,1.0
Haryana,Palwal,2016-2017,300.0,300.0,1.0
Haryana,Palwal,2017-2018,190.0,200.0,1.05
Haryana,Palwal,2018-2019,186.0,172.0,0.92
Haryana,Palwal,2019-2020,186.0,172.0,0.92
Haryana,Palwal,2020-2021,198.0,183.0,0.92
Haryana,Palwal,2021-2022,72.0,66.6,0.93
Haryana,Panchkula,2017-2018,10.0,10.0,1.0
Haryana,Panchkula,2018-2019,21.0,25.0,1.19
Haryana,Panchkula,2019-2020,1.0,1.0,1.0
Haryana,Panchkula,2020-2021,1.0,1.0,1.0
Haryana,Panchkula,2021-2022,3.0,3.5,1.17
Haryana,Panipat,2013-2014,200.0,200.0,1.0
Haryana,Panipat,2015-2016,100.0,100.0,1.0
Haryana,Panipat,2017-2018,40.0,50.0,1.25
Haryana,Panipat,2018-2019,16.0,16.0,1.0
Haryana,Panipat,2019-2020,3.0,3.0,1.0
Haryana,Panipat,2020-2021,9.0,9.0,1.0
Haryana,Panipat,2021-2022,16.0,16.0,1.0
Haryana,Rewari,2013-2014,100.0,100.0,1.0
Haryana,Rewari,2014-2015,100.0,100.0,1.0
Haryana,Rewari,2016-2017,200.0,100.0,0.5
Haryana,Rewari,2017-2018,60.0,70.0,1.17
Haryana,Rewari,2018-2019,29.0,29.0,1.0
Haryana,Rewari,2019-2020,39.0,39.0,1.0
Haryana,Rewari,2020-2021,6.0,6.0,1.0
Haryana,Rewari,2021-2022,7.0,7.0,1.0
Haryana,Rohtak,2013-2014,2600.0,2800.0,1.08
Haryana,Rohtak,2014-2015,1300.0,1300.0,1.0
Haryana,Rohtak,2015-2016,600.0,600.0,1.0
Haryana,Rohtak,2016-2017,800.0,900.0,1.13
Haryana,Rohtak,2017-2018,600.0,770.0,1.28
Haryana,Rohtak,2018-2019,322.0,347.0,1.08
Haryana,Rohtak,2019-2020,112.0,121.0,1.08
Haryana,Rohtak,2020-2021,104.0,112.0,1.08
Haryana,Rohtak,2021-2022,39.0,42.0,1.08
Haryana,Sirsa,2016-2017,600.0,600.0,1.0
Haryana,Sirsa,2017-2018,160.0,160.0,1.0
Haryana,Sirsa,2018-2019,15.0,18.0,1.2
Haryana,Sirsa,2019-2020,3.0,4.0,1.33
Haryana,Sirsa,2021-2022,1.0,1.2,1.2
Haryana,Sonipat,2013-2014,1200.0,1400.0,1.17
Haryana,Sonipat,2014-2015,700.0,900.0,1.29
Haryana,Sonipat,2015-2016,300.0,400.0,1.33
Haryana,Sonipat,2016-2017,500.0,60.0,0.12
Haryana,Sonipat,2017-2018,210.0,250.0,1.19
Haryana,Sonipat,2018-2019,112.0,134.0,1.2
Haryana,Sonipat,2019-2020,35.0,42.0,1.2
Haryana,Sonipat,2020-2021,47.0,56.0,1.19
Haryana,Sonipat,2021-2022,47.0,56.2,1.2
