State,District,Year,sugarcane_area,sugarcane_production,sugarcane_yield
Uttar Pradesh,Chandauli,2017-2018,684.0,44133.0,64.52
Uttar Pradesh,Chandauli,2018-2019,654.0,43153.0,65.98
Uttar Pradesh,Chandauli,2019-2020,705.0,40192.0,57.01
Uttar Pradesh,Chitrakoot,2013-2014,313.0,13981.0,44.67
Uttar Pradesh,Chitrakoot,2014-2015,340.0,13751.0,40.44
Uttar Pradesh,Chitrakoot,2015-2016,144.0,5283.0,36.69
Uttar Pradesh,Chitrakoot,2016-2017,239.0,10266.0,42.95
Uttar Pradesh,Chitrakoot,2017-2018,256.0,9813.0,38.33
Uttar Pradesh,Chitrakoot,2018-2019,202.0,7878.0,39.0
Uttar Pradesh,Chitrakoot,2019-2020,199.0,7914.0,39.77
Uttar Pradesh,Deoria,2013-2014,9768.0,552673.0,56.58
Uttar Pradesh,Deoria,2014-2015,8996.0,567792.0,63.12
Uttar Pradesh,Deoria,2015-2016,7700.0,468961.0,60.9
Uttar Pradesh,Deoria,2016-2017,8801.0,550943.0,62.6
Uttar Pradesh,Deoria,2017-2018,8885.0,574184.0,64.62
Uttar Pradesh,Deoria,2018-2019,8832.0,650636.0,73.67
Uttar Pradesh,Deoria,2019-2020,9768.0,731389.0,74.88
Uttar Pradesh,Deoria,2020-2021,5148.0,335000.0,65.07
Uttar Pradesh,Deoria,2021-2022,4290.0,284000.0,66.2
Uttar Pradesh,Deoria,2022-2023,9831.0,664000.0,67.54
Uttar Pradesh,Etah,2013-2014,212.0,13031.0,61.47
Uttar Pradesh,Etah,2014-2015,353.0,20262.0,57.4
Uttar Pradesh,Etah,2015-2016,218.0,13361.0,61.29
Uttar Pradesh,Etah,2016-2017,240.0,15640.0,65.17
Uttar Pradesh,Etah,2017-2018,251.0,17761.0,70.76
Uttar Pradesh,Etah,2018-2019,193.0,13885.0,71.94
Uttar Pradesh,Etah,2019-2020,295.0,21398.0,72.54
Uttar Pradesh,Etah,2020-2021,8207.0,620000.0,75.55
Uttar Pradesh,Etah,2021-2022,8679.0,689000.0,79.39
Uttar Pradesh,Etawah,2013-2014,348.0,20738.0,59.59
Uttar Pradesh,Etawah,2014-2015,408.0,23506.0,57.61
Uttar Pradesh,Etawah,2015-2016,228.0,13187.0,57.84
Uttar Pradesh,Etawah,2016-2017,429.0,25898.0,60.37
Uttar Pradesh,Etawah,2017-2018,423.0,27367.0,64.7
Uttar Pradesh,Etawah,2018-2019,337.0,22077.0,65.51
Uttar Pradesh,Etawah,2019-2020,499.0,32214.0,64.56
Uttar Pradesh,Faizabad,2013-2014,19239.0,1269312.0,65.98
Uttar Pradesh,Faizabad,2014-2015,20004.0,1328266.0,66.4
Uttar Pradesh,Faizabad,2015-2016,16610.0,1094732.0,65.91
Uttar Pradesh,Faizabad,2016-2017,21721.0,1526204.0,70.26
Uttar Pradesh,Faizabad,2017-2018,19950.0,1535272.0,76.96
Uttar Pradesh,Faizabad,2018-2019,21885.0,1670526.0,76.33
Uttar Pradesh,Faizabad,2019-2020,21844.0,1671765.0,76.53
Uttar Pradesh,Faizabad,2020-2021,64242.0,4974000.0,77.43
Uttar Pradesh,Faizabad,2021-2022,64937.0,5033000.0,77.51
Uttar Pradesh,Faizabad,2022-2023,48695.0,3776000.0,77.54
Uttar Pradesh,Farrukhabad,2013-2014,8172.0,504343.0,61.72
Uttar Pradesh,Farrukhabad,2014-2015,7198.0,436861.0,60.69
Uttar Pradesh,Farrukhabad,2015-2016,7710.0,466517.0,60.51
Uttar Pradesh,Farrukhabad,2016-2017,8086.0,503111.0,62.22
Uttar Pradesh,Farrukhabad,2017-2018,8165.0,533762.0,65.37
Uttar Pradesh,Farrukhabad,2018-2019,8116.0,538837.0,66.39
Uttar Pradesh,Farrukhabad,2019-2020,8613.0,558260.0,64.82
Uttar Pradesh,Farrukhabad,2020-2021,4372.0,287000.0,65.65
Uttar Pradesh,Farrukhabad,2021-2022,5235.0,360000.0,68.77
Uttar Pradesh,Farrukhabad,2022-2023,9553.0,672000.0,70.34
Uttar Pradesh,Fatehpur,2013-2014,7357.0,501961.0,68.23
Uttar Pradesh,Fatehpur,2014-2015,7882.0,518486.0,65.78
Uttar Pradesh,Fatehpur,2015-2016,7255.0,486318.0,67.03
Uttar Pradesh,Fatehpur,2016-2017,6310.0,458529.0,72.67
Uttar Pradesh,Fatehpur,2017-2018,6377.0,234214.0,36.73
Uttar Pradesh,Fatehpur,2018-2019,6447.0,247578.0,38.4
Uttar Pradesh,Fatehpur,2019-2020,6374.0,518289.0,81.31
Uttar Pradesh,Firozabad,2013-2014,154.0,7391.0,47.99
Uttar Pradesh,Firozabad,2014-2015,117.0,4927.0,42.11
Uttar Pradesh,Firozabad,2015-2016,119.0,5558.0,46.71
Uttar Pradesh,Firozabad,2016-2017,46.0,2465.0,53.59
Uttar Pradesh,Firozabad,2017-2018,112.0,6348.0,56.68
Uttar Pradesh,Firozabad,2018-2019,137.0,7516.0,54.86
Uttar Pradesh,Firozabad,2019-2020,322.0,21189.0,65.8
Uttar Pradesh,Gautam buddha nagar,2013-2014,1888.0,133442.0,70.68
Uttar Pradesh,Gautam buddha nagar,2014-2015,1798.0,131612.0,73.2
Uttar Pradesh,Gautam buddha nagar,2015-2016,1007.0,75667.0,75.14
Uttar Pradesh,Gautam buddha nagar,2016-2017,1882.0,150422.0,79.93
Uttar Pradesh,Gautam buddha nagar,2017-2018,1812.0,161446.0,89.1
Uttar Pradesh,Gautam buddha nagar,2018-2019,2050.0,182869.0,89.2
Uttar Pradesh,Gautam buddha nagar,2019-2020,1976.0,174054.0,88.08
Uttar Pradesh,Ghaziabad,2013-2014,21384.0,1478490.0,69.14
Uttar Pradesh,Ghaziabad,2014-2015,11136.0,750076.0,67.36
Uttar Pradesh,Ghaziabad,2015-2016,20412.0,1548863.0,75.88
Uttar Pradesh,Ghaziabad,2016-2017,20204.0,1584963.0,78.45
Uttar Pradesh,Ghaziabad,2017-2018,23499.0,2087087.0,88.82
Uttar Pradesh,Ghaziabad,2018-2019,23136.0,1971372.0,85.21
Uttar Pradesh,Ghaziabad,2019-2020,21832.0,1864977.0,85.42
Uttar Pradesh,Ghaziabad,2020-2021,21940.0,1928000.0,87.88
Uttar Pradesh,Ghaziabad,2021-2022,22461.0,1984000.0,88.33
Uttar Pradesh,Ghaziabad,2022-2023,23708.0,2147000.0,90.56
Uttar Pradesh,Ghazipur,2013-2014,7382.0,358588.0,48.58
Uttar Pradesh,Ghazipur,2014-2015,7239.0,396118.0,54.72
Uttar Pradesh,Ghazipur,2015-2016,5559.0,316441.0,56.92
Uttar Pradesh,Ghazipur,2016-2017,7496.0,427842.0,57.08
Uttar Pradesh,Ghazipur,2017-2018,7309.0,452544.0,61.92
Uttar Pradesh,Ghazipur,2018-2019,7268.0,446488.0,61.43
Uttar Pradesh,Ghazipur,2019-2020,7924.0,425741.0,53.73
Uttar Pradesh,Ghazipur,2020-2021,3904.0,231000.0,59.17
Uttar Pradesh,Ghazipur,2021-2022,3834.0,241000.0,62.86
Uttar Pradesh,Ghazipur,2022-2023,3902.0,246000.0,63.04
Uttar Pradesh,Gonda,2013-2014,81115.0,4680984.0,57.71
Uttar Pradesh,Gonda,2014-2015,79442.0,4088721.0,51.47
Uttar Pradesh,Gonda,2015-2016,72834.0,3968579.0,54.49
Uttar Pradesh,Gonda,2016-2017,77658.0,4693960.0,60.44
Uttar Pradesh,Gonda,2017-2018,79629.0,5576260.0,70.03
Uttar Pradesh,Gonda,2018-2019,79434.0,5946747.0,74.86
Uttar Pradesh,Gonda,2019-2020,78398.0,5990862.0,76.42
Uttar Pradesh,Gonda,2020-2021,78077.0,6005000.0,76.91
Uttar Pradesh,Gonda,2021-2022,73465.0,5687000.0,77.41
Uttar Pradesh,Gonda,2022-2023,95498.0,7518000.0,78.72
Uttar Pradesh,Gorakhpur,2013-2014,2722.0,170277.0,62.56
Uttar Pradesh,Gorakhpur,2014-2015,2948.0,181208.0,61.47
Uttar Pradesh,Gorakhpur,2015-2016,2616.0,138941.0,53.11
Uttar Pradesh,Gorakhpur,2016-2017,2601.0,158994.0,61.13
Uttar Pradesh,Gorakhpur,2017-2018,2340.0,152222.0,65.05
Uttar Pradesh,Gorakhpur,2018-2019,2993.0,215005.0,71.84
Uttar Pradesh,Gorakhpur,2019-2020,2484.0,177765.0,71.56
Uttar Pradesh,Gorakhpur,2020-2021,12023.0,724000.0,60.22
Uttar Pradesh,Gorakhpur,2021-2022,9063.0,547000.0,60.36
Uttar Pradesh,Gorakhpur,2022-2023,2178.0,149000.0,68.41
Uttar Pradesh,Hamirpur,2013-2014,4828.0,215662.0,44.67
Uttar Pradesh,Hamirpur,2014-2015,5381.0,217635.0,40.45
Uttar Pradesh,Hamirpur,2015-2016,5695.0,208921.0,36.68
Uttar Pradesh,Hamirpur,2016-2017,2842.0,122072.0,42.95
Uttar Pradesh,Hamirpur,2017-2018,6308.0,241798.0,38.33
Uttar Pradesh,Hamirpur,2018-2019,4162.0,162322.0,39.0
Uttar Pradesh,Hamirpur,2019-2020,3260.0,129650.0,39.77
Uttar Pradesh,Hapur,2013-2014,38509.0,2510171.0,65.18
Uttar Pradesh,Hapur,2014-2015,35923.0,2526393.0,70.33
Uttar Pradesh,Hapur,2015-2016,35721.0,2416740.0,67.66
Uttar Pradesh,Hapur,2016-2017,36365.0,2856980.0,78.56
Uttar Pradesh,Hapur,2017-2018,39774.0,3313651.0,83.31
Uttar Pradesh,Hapur,2018-2019,37241.0,3114241.0,83.62
Uttar Pradesh,Hapur,2019-2020,38493.0,3249117.0,84.41
Uttar Pradesh,Hapur,2020-2021,49525.0,4194000.0,84.68
Uttar Pradesh,Hapur,2021-2022,53925.0,4478000.0,83.04
Uttar Pradesh,Hapur,2022-2023,41946.0,3570000.0,85.11
Uttar Pradesh,Hardoi,2013-2014,39111.0,2272036.0,58.09
Uttar Pradesh,Hardoi,2014-2015,37032.0,2226216.0,60.12
Uttar Pradesh,Hardoi,2015-2016,36893.0,2304189.0,62.46
Uttar Pradesh,Hardoi,2016-2017,34227.0,2361663.0,69.0
Uttar Pradesh,Hardoi,2017-2018,37344.0,2820667.0,75.53
Uttar Pradesh,Hardoi,2018-2019,44585.0,3491897.0,78.32
Uttar Pradesh,Hardoi,2019-2020,36564.0,2867641.0,78.43
Uttar Pradesh,Hardoi,2020-2021,110295.0,8749000.0,79.32
Uttar Pradesh,Hardoi,2021-2022,120038.0,9600000.0,79.97
Uttar Pradesh,Hardoi,2022-2023,82826.0,6789000.0,81.97
Uttar Pradesh,Hathras,2013-2014,326.0,20039.0,61.47
Uttar Pradesh,Hathras,2014-2015,262.0,15038.0,57.4
Uttar Pradesh,Hathras,2015-2016,220.0,13483.0,61.29
Uttar Pradesh,Hathras,2016-2017,122.0,7950.0,65.16
Uttar Pradesh,Hathras,2017-2018,566.0,42034.0,74.27
Uttar Pradesh,Hathras,2018-2019,861.0,68250.0,79.27
Uttar Pradesh,Hathras,2019-2020,1077.0,86688.0,80.49
Uttar Pradesh,Jalaun,2013-2014,1609.0,64614.0,40.16
Uttar Pradesh,Jalaun,2014-2015,1344.0,54341.0,40.43
Uttar Pradesh,Jalaun,2015-2016,1435.0,49402.0,34.43
Uttar Pradesh,Jalaun,2016-2017,1223.0,46525.0,38.04
Uttar Pradesh,Jalaun,2017-2018,1041.0,41056.0,39.44
Uttar Pradesh,Jalaun,2018-2019,1541.0,57226.0,37.14
Uttar Pradesh,Jalaun,2019-2020,1890.0,69467.0,36.76
Uttar Pradesh,Jaunpur,2013-2014,11306.0,648557.0,57.36
Uttar Pradesh,Jaunpur,2014-2015,9870.0,565156.0,57.26
Uttar Pradesh,Jaunpur,2015-2016,8315.0,476882.0,57.35
Uttar Pradesh,Jaunpur,2016-2017,8734.0,551290.0,63.12
Uttar Pradesh,Jaunpur,2017-2018,9516.0,626838.0,65.87
Uttar Pradesh,Jaunpur,2018-2019,8201.0,569477.0,69.44
Uttar Pradesh,Jaunpur,2019-2020,9680.0,604613.0,62.46
Uttar Pradesh,Jaunpur,2020-2021,2273.0,149000.0,65.55
Uttar Pradesh,Jaunpur,2021-2022,2253.0,138000.0,61.25
Uttar Pradesh,Jaunpur,2022-2023,2189.0,143000.0,65.33
Uttar Pradesh,Jhansi,2013-2014,208.0,8353.0,40.16
Uttar Pradesh,Jhansi,2014-2015,165.0,6671.0,40.43
Uttar Pradesh,Jhansi,2015-2016,153.0,5267.0,34.42
Uttar Pradesh,Jhansi,2016-2017,57.0,2168.0,38.04
Uttar Pradesh,Jhansi,2017-2018,154.0,6074.0,39.44
Uttar Pradesh,Jhansi,2018-2019,138.0,5125.0,37.14
Uttar Pradesh,Jhansi,2019-2020,105.0,3859.0,36.75
Uttar Pradesh,Kannauj,2013-2014,204.0,12157.0,59.59
Uttar Pradesh,Kannauj,2014-2015,130.0,7490.0,57.62
Uttar Pradesh,Kannauj,2015-2016,154.0,8906.0,57.83
Uttar Pradesh,Kannauj,2016-2017,208.0,12557.0,60.37
Uttar Pradesh,Kannauj,2017-2018,194.0,12551.0,64.7
Uttar Pradesh,Kannauj,2018-2019,173.0,11334.0,65.51
Uttar Pradesh,Kannauj,2019-2020,168.0,10845.0,64.55
Uttar Pradesh,Kanpur dehat,2013-2014,2313.0,137838.0,59.59
Uttar Pradesh,Kanpur dehat,2014-2015,2304.0,132740.0,57.61
Uttar Pradesh,Kanpur dehat,2015-2016,2077.0,120127.0,57.84
Uttar Pradesh,Kanpur dehat,2016-2017,2203.0,132990.0,60.37
Uttar Pradesh,Kanpur dehat,2017-2018,2243.0,145115.0,64.7
Uttar Pradesh,Kanpur dehat,2018-2019,2119.0,138820.0,65.51
Uttar Pradesh,Kanpur dehat,2019-2020,2211.0,142735.0,64.56
Uttar Pradesh,Kanpur dehat,2020-2021,3224.0,232000.0,71.96
Uttar Pradesh,Kanpur dehat,2021-2022,3727.0,271000.0,72.71
Uttar Pradesh,Kanpur nagar,2013-2014,3109.0,167911.0,54.01
Uttar Pradesh,Kanpur nagar,2014-2015,2819.0,140262.0,49.76
Uttar Pradesh,Kanpur nagar,2015-2016,2746.0,138201.0,50.33
Uttar Pradesh,Kanpur nagar,2016-2017,3128.0,173842.0,55.58
Uttar Pradesh,Kanpur nagar,2017-2018,1863.0,115007.0,61.73
Uttar Pradesh,Kanpur nagar,2018-2019,3095.0,195604.0,63.2
Uttar Pradesh,Kanpur nagar,2019-2020,3334.0,213003.0,63.89
Uttar Pradesh,Kanpur nagar,2022-2023,4129.0,307000.0,74.35
Uttar Pradesh,Kasganj,2013-2014,7531.0,467012.0,62.01
Uttar Pradesh,Kasganj,2014-2015,7331.0,404876.0,55.23
Uttar Pradesh,Kasganj,2015-2016,6516.0,397554.0,61.01
Uttar Pradesh,Kasganj,2016-2017,7013.0,448916.0,64.01
Uttar Pradesh,Kasganj,2017-2018,6946.0,515840.0,74.26
Uttar Pradesh,Kasganj,2018-2019,7173.0,568588.0,79.27
Uttar Pradesh,Kasganj,2019-2020,7477.0,601823.0,80.49
Uttar Pradesh,Kasganj,2022-2023,5284.0,438000.0,82.89
Uttar Pradesh,Kaushambi,2013-2014,1401.0,95589.0,68.23
Uttar Pradesh,Kaushambi,2014-2015,1439.0,94659.0,65.78
Uttar Pradesh,Kaushambi,2015-2016,663.0,44442.0,67.03
Uttar Pradesh,Kaushambi,2016-2017,1424.0,103478.0,72.67
Uttar Pradesh,Kaushambi,2017-2018,1736.0,63760.0,36.73
Uttar Pradesh,Kaushambi,2018-2019,1526.0,58602.0,38.4
Uttar Pradesh,Kaushambi,2019-2020,1503.0,122213.0,81.31
Uttar Pradesh,Kheri,2013-2014,240036.0,15040656.0,62.66
Uttar Pradesh,Kheri,2014-2015,268653.0,17757963.0,66.1
Uttar Pradesh,Kheri,2015-2016,277299.0,18418200.0,66.42
Uttar Pradesh,Kheri,2016-2017,245844.0,17697818.0,71.99
Uttar Pradesh,Kheri,2017-2018,248135.0,20026480.0,80.71
Uttar Pradesh,Kheri,2018-2019,239675.0,20693540.0,86.34
Uttar Pradesh,Kheri,2019-2020,237847.0,20656536.0,86.85
Uttar Pradesh,Kheri,2020-2021,334732.0,28577000.0,85.37
Uttar Pradesh,Kheri,2021-2022,327500.0,28047000.0,85.64
Uttar Pradesh,Kheri,2022-2023,348677.0,30285000.0,86.86
Uttar Pradesh,Kushi nagar,2013-2014,99104.0,5923248.0,59.77
Uttar Pradesh,Kushi nagar,2014-2015,70102.0,4217897.0,60.17
Uttar Pradesh,Kushi nagar,2015-2016,67839.0,4251063.0,62.66
Uttar Pradesh,Kushi nagar,2016-2017,70100.0,4689970.0,66.9
Uttar Pradesh,Kushi nagar,2017-2018,70227.0,5164494.0,73.54
Uttar Pradesh,Kushi nagar,2018-2019,70215.0,5450088.0,77.62
Uttar Pradesh,Kushi nagar,2019-2020,70015.0,5445767.0,77.78
Uttar Pradesh,Kushi nagar,2020-2021,94185.0,6715000.0,71.3
Uttar Pradesh,Kushi nagar,2021-2022,89700.0,6451000.0,71.92
Uttar Pradesh,Kushi nagar,2022-2023,85537.0,6649000.0,77.73
Uttar Pradesh,Lalitpur,2013-2014,56.0,2249.0,40.16
Uttar Pradesh,Lalitpur,2014-2015,52.0,2102.0,40.42
Uttar Pradesh,Lalitpur,2015-2016,38.0,1308.0,34.42
Uttar Pradesh,Lalitpur,2016-2017,41.0,1560.0,38.05
Uttar Pradesh,Lalitpur,2017-2018,24.0,946.0,39.42
Uttar Pradesh,Lalitpur,2018-2019,87.0,3231.0,37.14
Uttar Pradesh,Lalitpur,2019-2020,39.0,1434.0,36.77
Uttar Pradesh,Lucknow,2013-2014,202.0,12667.0,62.71
Uttar Pradesh,Lucknow,2014-2015,195.0,12853.0,65.91
Uttar Pradesh,Lucknow,2015-2016,203.0,13393.0,65.98
Uttar Pradesh,Lucknow,2016-2017,217.0,15484.0,71.35
Uttar Pradesh,Lucknow,2017-2018,267.0,20849.0,78.09
Uttar Pradesh,Lucknow,2018-2019,193.0,15857.0,82.16
Uttar Pradesh,Lucknow,2019-2020,203.0,16733.0,82.43
Uttar Pradesh,Maharajganj,2013-2014,18510.0,1129480.0,61.02
Uttar Pradesh,Maharajganj,2014-2015,15932.0,952033.0,59.76
Uttar Pradesh,Maharajganj,2015-2016,15205.0,914307.0,60.13
Uttar Pradesh,Maharajganj,2016-2017,17489.0,1122724.0,64.2
Uttar Pradesh,Maharajganj,2017-2018,17644.0,1161540.0,65.83
Uttar Pradesh,Maharajganj,2018-2019,21279.0,1442716.0,67.8
Uttar Pradesh,Maharajganj,2019-2020,18099.0,1227547.0,67.82
Uttar Pradesh,Maharajganj,2020-2021,9631.0,633000.0,65.73
Uttar Pradesh,Maharajganj,2021-2022,13929.0,926000.0,66.48
Uttar Pradesh,Maharajganj,2022-2023,15918.0,1107000.0,69.54
Uttar Pradesh,Mahoba,2013-2014,3617.0,161568.0,44.67
Uttar Pradesh,Mahoba,2014-2015,2545.0,102932.0,40.44
Uttar Pradesh,Mahoba,2015-2016,2998.0,109982.0,36.69
Uttar Pradesh,Mahoba,2016-2017,3297.0,141616.0,42.95
Uttar Pradesh,Mahoba,2017-2018,2424.0,92917.0,38.33
Uttar Pradesh,Mahoba,2018-2019,2240.0,87362.0,39.0
Uttar Pradesh,Mahoba,2019-2020,2523.0,100340.0,39.77
Uttar Pradesh,Mainpuri,2013-2014,547.0,26252.0,47.99
Uttar Pradesh,Mainpuri,2014-2015,338.0,14234.0,42.11
Uttar Pradesh,Mainpuri,2015-2016,355.0,16580.0,46.7
Uttar Pradesh,Mainpuri,2016-2017,463.0,24817.0,53.6
Uttar Pradesh,Mainpuri,2017-2018,441.0,24998.0,56.68
Uttar Pradesh,Mainpuri,2018-2019,452.0,24799.0,54.87
Uttar Pradesh,Mainpuri,2019-2020,477.0,31388.0,65.8
Uttar Pradesh,Mathura,2013-2014,585.0,28075.0,47.99
Uttar Pradesh,Mathura,2014-2015,990.0,41691.0,42.11
Uttar Pradesh,Mathura,2015-2016,742.0,34654.0,46.7
Uttar Pradesh,Mathura,2016-2017,295.0,15812.0,53.6
Uttar Pradesh,Mathura,2017-2018,523.0,29646.0,56.68
Uttar Pradesh,Mathura,2018-2019,183.0,10040.0,54.86
Uttar Pradesh,Mathura,2019-2020,829.0,54552.0,65.8
Uttar Pradesh,Mathura,2020-2021,131.0,8000.0,61.07
Uttar Pradesh,Mathura,2021-2022,136.0,8000.0,58.82
Uttar Pradesh,Mathura,2022-2023,113.0,7000.0,61.95
Uttar Pradesh,Mau,2013-2014,6662.0,341254.0,51.22
Uttar Pradesh,Mau,2014-2015,6411.0,332115.0,51.8
Uttar Pradesh,Mau,2015-2016,6146.0,324558.0,52.81
Uttar Pradesh,Mau,2016-2017,6423.0,373639.0,58.17
Uttar Pradesh,Mau,2017-2018,6532.0,395839.0,60.6
Uttar Pradesh,Mau,2018-2019,6631.0,420405.0,63.4
Uttar Pradesh,Mau,2019-2020,6777.0,434379.0,64.1
Uttar Pradesh,Mau,2020-2021,9097.0,530000.0,58.26
Uttar Pradesh,Mau,2021-2022,6901.0,427000.0,61.88
Uttar Pradesh,Mau,2022-2023,5397.0,342000.0,63.37
Uttar Pradesh,Meerut,2013-2014,135532.0,9643373.0,71.15
Uttar Pradesh,Meerut,2014-2015,121109.0,9506088.0,78.49
Uttar Pradesh,Meerut,2015-2016,118837.0,9443739.0,79.47
Uttar Pradesh,Meerut,2016-2017,131419.0,10937741.0,83.23
Uttar Pradesh,Meerut,2017-2018,131645.0,12556827.0,95.38
Uttar Pradesh,Meerut,2018-2019,131936.0,12232050.0,92.71
Uttar Pradesh,Meerut,2019-2020,138815.0,12632720.0,91.0
Uttar Pradesh,Meerut,2020-2021,148011.0,13495000.0,91.18
Uttar Pradesh,Meerut,2021-2022,152341.0,13935000.0,91.47
Uttar Pradesh,Meerut,2022-2023,155549.0,14232000.0,91.5
Uttar Pradesh,Mirzapur,2013-2014,1718.0,109528.0,63.75
Uttar Pradesh,Mirzapur,2014-2015,1596.0,104987.0,65.78
Uttar Pradesh,Mirzapur,2015-2016,1642.0,110066.0,67.03
Uttar Pradesh,Mirzapur,2016-2017,1842.0,133853.0,72.67
Uttar Pradesh,Mirzapur,2017-2018,1705.0,135112.0,79.24
Uttar Pradesh,Mirzapur,2018-2019,1881.0,151998.0,80.81
Uttar Pradesh,Mirzapur,2019-2020,1394.0,113350.0,81.31
Uttar Pradesh,Moradabad,2013-2014,47214.0,3024340.0,64.06
Uttar Pradesh,Moradabad,2014-2015,44938.0,2900119.0,64.54
Uttar Pradesh,Moradabad,2015-2016,51649.0,3332187.0,64.52
Uttar Pradesh,Moradabad,2016-2017,46820.0,3257174.0,69.57
Uttar Pradesh,Moradabad,2017-2018,43759.0,3416878.0,78.08
Uttar Pradesh,Moradabad,2018-2019,50744.0,3875827.0,76.38
Uttar Pradesh,Moradabad,2019-2020,51262.0,3963168.0,77.31
Uttar Pradesh,Moradabad,2020-2021,79595.0,6171000.0,77.53
Uttar Pradesh,Moradabad,2021-2022,74640.0,5809000.0,77.83
Uttar Pradesh,Moradabad,2022-2023,81517.0,6511000.0,79.87
Uttar Pradesh,Muzaffarnagar,2013-2014,172978.0,12617707.0,72.94
Uttar Pradesh,Muzaffarnagar,2014-2015,164216.0,11803189.0,71.88
Uttar Pradesh,Muzaffarnagar,2015-2016,167212.0,12698079.0,75.94
Uttar Pradesh,Muzaffarnagar,2016-2017,172230.0,14270289.0,82.86
Uttar Pradesh,Muzaffarnagar,2017-2018,173431.0,15028143.0,86.65
Uttar Pradesh,Muzaffarnagar,2018-2019,176683.0,15266825.0,86.41
Uttar Pradesh,Muzaffarnagar,2019-2020,177109.0,16075121.0,90.76
Uttar Pradesh,Muzaffarnagar,2020-2021,186725.0,17239000.0,92.32
Uttar Pradesh,Muzaffarnagar,2021-2022,192292.0,17942000.0,93.31
Uttar Pradesh,Muzaffarnagar,2022-2023,171236.0,16248000.0,94.89
Uttar Pradesh,Pilibhit,2013-2014,74784.0,4430802.0,59.25
Uttar Pradesh,Pilibhit,2014-2015,93620.0,6500973.0,69.44
Uttar Pradesh,Pilibhit,2015-2016,68532.0,4397013.0,64.16
Uttar Pradesh,Pilibhit,2016-2017,67848.0,4757841.0,70.13
Uttar Pradesh,Pilibhit,2017-2018,79277.0,6433804.0,81.16
Uttar Pradesh,Pilibhit,2018-2019,70522.0,5456146.0,77.37
Uttar Pradesh,Pilibhit,2019-2020,73956.0,5743127.0,77.66
Uttar Pradesh,Pilibhit,2020-2021,99738.0,7971000.0,79.92
Uttar Pradesh,Pilibhit,2021-2022,98156.0,7914000.0,80.63
Uttar Pradesh,Pilibhit,2022-2023,109019.0,9049000.0,83.0
Uttar Pradesh,Pratapgarh,2013-2014,1000.0,68229.0,68.23
Uttar Pradesh,Pratapgarh,2014-2015,846.0,55651.0,65.78
Uttar Pradesh,Pratapgarh,2015-2016,844.0,56575.0,67.03
Uttar Pradesh,Pratapgarh,2016-2017,984.0,71504.0,72.67
Uttar Pradesh,Pratapgarh,2017-2018,830.0,30484.0,36.73
Uttar Pradesh,Pratapgarh,2018-2019,961.0,36904.0,38.4
Uttar Pradesh,Pratapgarh,2019-2020,912.0,74158.0,81.31
Uttar Pradesh,Rae bareli,2013-2014,2146.0,114193.0,53.21
Uttar Pradesh,Rae bareli,2014-2015,2306.0,125317.0,54.34
Uttar Pradesh,Rae bareli,2015-2016,1704.0,91518.0,53.71
Uttar Pradesh,Rae bareli,2016-2017,3408.0,191189.0,56.1
Uttar Pradesh,Rae bareli,2017-2018,2417.0,124563.0,51.54
Uttar Pradesh,Rae bareli,2018-2019,2384.0,139168.0,58.38
Uttar Pradesh,Rae bareli,2019-2020,2639.0,157274.0,59.6
Uttar Pradesh,Rae bareli,2020-2021,2528.0,163000.0,64.48
Uttar Pradesh,Rae bareli,2021-2022,2985.0,171000.0,57.29
Uttar Pradesh,Rae bareli,2022-2023,3777.0,235000.0,62.22
Uttar Pradesh,Rampur,2013-2014,22271.0,1389354.0,62.38
Uttar Pradesh,Rampur,2014-2015,28625.0,1784483.0,62.34
Uttar Pradesh,Rampur,2015-2016,25080.0,1584554.0,63.18
Uttar Pradesh,Rampur,2016-2017,20574.0,1432773.0,69.64
Uttar Pradesh,Rampur,2017-2018,21849.0,1639374.0,75.03
Uttar Pradesh,Rampur,2018-2019,27642.0,2186482.0,79.1
Uttar Pradesh,Rampur,2019-2020,19737.0,1585276.0,80.32
Uttar Pradesh,Rampur,2020-2021,44014.0,3536000.0,80.34
Uttar Pradesh,Rampur,2021-2022,46300.0,3741000.0,80.8
Uttar Pradesh,Rampur,2022-2023,34494.0,2775000.0,80.45
Uttar Pradesh,Saharanpur,2013-2014,136450.0,8432610.0,61.8
Uttar Pradesh,Saharanpur,2014-2015,124052.0,8169569.0,65.86
Uttar Pradesh,Saharanpur,2015-2016,110566.0,7380059.0,66.75
Uttar Pradesh,Saharanpur,2016-2017,137258.0,9634414.0,70.19
Uttar Pradesh,Saharanpur,2017-2018,142742.0,10453853.0,73.24
Uttar Pradesh,Saharanpur,2018-2019,137598.0,10659442.0,77.47
Uttar Pradesh,Saharanpur,2019-2020,134470.0,10710267.0,79.65
Uttar Pradesh,Saharanpur,2020-2021,114513.0,9403000.0,82.11
Uttar Pradesh,Saharanpur,2021-2022,123599.0,10316000.0,83.46
Uttar Pradesh,Saharanpur,2022-2023,121526.0,10266000.0,84.48
Uttar Pradesh,Sambhal,2013-2014,28638.0,1762153.0,61.53
Uttar Pradesh,Sambhal,2014-2015,28914.0,1833148.0,63.4
Uttar Pradesh,Sambhal,2015-2016,28214.0,1836054.0,65.08
Uttar Pradesh,Sambhal,2016-2017,28156.0,2008649.0,71.34
