State,District,Year,pulses_area,pulses_production,pulses_yield
Uttar Pradesh,Bareilly,2021-2022,7433.0,12153.0,1.64
Uttar Pradesh,Bareilly,2022-2023,8133.0,7832.0,0.96
Uttar Pradesh,Basti,2013-2014,3368.0,3341.0,0.99
Uttar Pradesh,Basti,2014-2015,4669.0,3525.0,0.75
Uttar Pradesh,Basti,2015-2016,2952.0,2937.0,0.99
Uttar Pradesh,Basti,2016-2017,4311.0,4766.0,1.11
Uttar Pradesh,Basti,2017-2018,4262.0,5856.0,1.37
Uttar Pradesh,Basti,2018-2019,4222.0,3323.0,0.79
Uttar Pradesh,Basti,2019-2020,4384.0,3893.0,0.89
Uttar Pradesh,Basti,2020-2021,4390.0,4460.0,1.02
Uttar Pradesh,Basti,2021-2022,4976.0,5016.0,1.01
Uttar Pradesh,Basti,2022-2023,5446.0,6089.0,1.12
Uttar Pradesh,Bijnor,2013-2014,209.0,209.0,1.0
Uttar Pradesh,Bijnor,2014-2015,51.0,49.0,0.96
Uttar Pradesh,Bijnor,2015-2016,24.0,21.0,0.88
Uttar Pradesh,Bijnor,2016-2017,70.0,67.0,0.96
Uttar Pradesh,Bijnor,2017-2018,156.0,148.0,0.95
Uttar Pradesh,Bijnor,2018-2019,38.0,39.0,1.03
Uttar Pradesh,Bijnor,2019-2020,99.0,121.0,1.22
Uttar Pradesh,Bijnor,2020-2021,82.0,90.0,1.1
Uttar Pradesh,Bijnor,2021-2022,54.0,249.0,4.61
Uttar Pradesh,Bijnor,2022-2023,59.0,91.0,1.54
Uttar Pradesh,Budaun,2013-2014,903.0,1948.0,2.16
Uttar Pradesh,Budaun,2014-2015,1078.0,1057.0,0.98
Uttar Pradesh,Budaun,2015-2016,957.0,947.0,0.99
Uttar Pradesh,Budaun,2016-2017,819.0,1127.0,1.38
Uttar Pradesh,Budaun,2017-2018,1149.0,2708.0,2.36
Uttar Pradesh,Budaun,2018-2019,817.0,2243.0,2.75
Uttar Pradesh,Budaun,2019-2020,803.0,1420.0,1.77
Uttar Pradesh,Budaun,2020-2021,933.0,2818.0,3.02
Uttar Pradesh,Budaun,2021-2022,1026.0,1678.0,1.64
Uttar Pradesh,Budaun,2022-2023,882.0,849.0,0.96
Uttar Pradesh,Bulandshahr,2013-2014,434.0,431.0,0.99
Uttar Pradesh,Bulandshahr,2014-2015,390.0,294.0,0.75
Uttar Pradesh,Bulandshahr,2015-2016,247.0,246.0,1.0
Uttar Pradesh,Bulandshahr,2016-2017,533.0,734.0,1.38
Uttar Pradesh,Bulandshahr,2017-2018,752.0,1105.0,1.47
Uttar Pradesh,Bulandshahr,2018-2019,613.0,992.0,1.62
Uttar Pradesh,Bulandshahr,2019-2020,448.0,737.0,1.65
Uttar Pradesh,Bulandshahr,2020-2021,1049.0,1632.0,1.56
Uttar Pradesh,Bulandshahr,2021-2022,530.0,862.0,1.63
Uttar Pradesh,Bulandshahr,2022-2023,581.0,900.0,1.55
Uttar Pradesh,Chandauli,2013-2014,1610.0,1365.0,0.85
Uttar Pradesh,Chandauli,2014-2015,1472.0,1415.0,0.96
Uttar Pradesh,Chandauli,2015-2016,1280.0,1093.0,0.85
Uttar Pradesh,Chandauli,2016-2017,1381.0,1291.0,0.93
Uttar Pradesh,Chandauli,2017-2018,1509.0,2336.0,1.55
Uttar Pradesh,Chandauli,2018-2019,1356.0,1961.0,1.45
Uttar Pradesh,Chandauli,2019-2020,1385.0,1920.0,1.39
Uttar Pradesh,Chandauli,2020-2021,1275.0,1673.0,1.31
Uttar Pradesh,Chandauli,2021-2022,1609.0,2216.0,1.38
Uttar Pradesh,Chandauli,2022-2023,1764.0,1619.0,0.92
Uttar Pradesh,Chitrakoot,2013-2014,490.0,345.0,0.7
Uttar Pradesh,Chitrakoot,2014-2015,442.0,78.0,0.18
Uttar Pradesh,Chitrakoot,2015-2016,257.0,145.0,0.56
Uttar Pradesh,Chitrakoot,2016-2017,1120.0,773.0,0.69
Uttar Pradesh,Chitrakoot,2017-2018,527.0,449.0,0.85
Uttar Pradesh,Chitrakoot,2018-2019,460.0,479.0,1.04
Uttar Pradesh,Chitrakoot,2019-2020,580.0,295.0,0.51
Uttar Pradesh,Chitrakoot,2020-2021,736.0,732.0,0.99
Uttar Pradesh,Chitrakoot,2021-2022,714.0,690.0,0.97
Uttar Pradesh,Chitrakoot,2022-2023,782.0,949.0,1.21
Uttar Pradesh,Deoria,2013-2014,1506.0,877.0,0.58
Uttar Pradesh,Deoria,2014-2015,1499.0,727.0,0.48
Uttar Pradesh,Deoria,2015-2016,1437.0,1430.0,1.0
Uttar Pradesh,Deoria,2016-2017,1364.0,1878.0,1.38
Uttar Pradesh,Deoria,2017-2018,1485.0,2181.0,1.47
Uttar Pradesh,Deoria,2018-2019,1319.0,2134.0,1.62
Uttar Pradesh,Deoria,2019-2020,1427.0,2347.0,1.64
Uttar Pradesh,Deoria,2020-2021,1474.0,2294.0,1.56
Uttar Pradesh,Deoria,2021-2022,1542.0,2509.0,1.63
Uttar Pradesh,Deoria,2022-2023,1688.0,2615.0,1.55
Uttar Pradesh,Etah,2013-2014,579.0,574.0,0.99
Uttar Pradesh,Etah,2014-2015,634.0,822.0,1.3
Uttar Pradesh,Etah,2015-2016,14.0,14.0,1.0
Uttar Pradesh,Etah,2017-2018,165.0,242.0,1.47
Uttar Pradesh,Etah,2018-2019,387.0,626.0,1.62
Uttar Pradesh,Etah,2019-2020,284.0,467.0,1.64
Uttar Pradesh,Etah,2020-2021,733.0,1141.0,1.56
Uttar Pradesh,Etah,2022-2023,37.0,57.0,1.54
Uttar Pradesh,Etawah,2013-2014,177.0,310.0,1.75
Uttar Pradesh,Etawah,2014-2015,170.0,93.0,0.55
Uttar Pradesh,Etawah,2015-2016,104.0,138.0,1.33
Uttar Pradesh,Etawah,2016-2017,227.0,356.0,1.57
Uttar Pradesh,Etawah,2017-2018,203.0,335.0,1.65
Uttar Pradesh,Etawah,2018-2019,120.0,180.0,1.5
Uttar Pradesh,Etawah,2019-2020,205.0,198.0,0.97
Uttar Pradesh,Etawah,2020-2021,635.0,817.0,1.29
Uttar Pradesh,Etawah,2021-2022,270.0,439.0,1.63
Uttar Pradesh,Etawah,2022-2023,302.0,468.0,1.55
Uttar Pradesh,Faizabad,2013-2014,3684.0,936.0,0.25
Uttar Pradesh,Faizabad,2014-2015,2236.0,1449.0,0.65
Uttar Pradesh,Faizabad,2015-2016,2289.0,2278.0,1.0
Uttar Pradesh,Faizabad,2016-2017,1922.0,1169.0,0.61
Uttar Pradesh,Faizabad,2017-2018,2266.0,3329.0,1.47
Uttar Pradesh,Faizabad,2018-2019,1855.0,3001.0,1.62
Uttar Pradesh,Faizabad,2019-2020,2389.0,3930.0,1.65
Uttar Pradesh,Faizabad,2020-2021,2383.0,3708.0,1.56
Uttar Pradesh,Faizabad,2021-2022,2471.0,4020.0,1.63
Uttar Pradesh,Faizabad,2022-2023,2930.0,4539.0,1.55
Uttar Pradesh,Farrukhabad,2013-2014,1015.0,1776.0,1.75
Uttar Pradesh,Farrukhabad,2014-2015,852.0,469.0,0.55
Uttar Pradesh,Farrukhabad,2015-2016,488.0,645.0,1.32
Uttar Pradesh,Farrukhabad,2016-2017,810.0,1270.0,1.57
Uttar Pradesh,Farrukhabad,2017-2018,809.0,1334.0,1.65
Uttar Pradesh,Farrukhabad,2018-2019,817.0,1228.0,1.5
Uttar Pradesh,Farrukhabad,2019-2020,804.0,776.0,0.97
Uttar Pradesh,Farrukhabad,2020-2021,874.0,1125.0,1.29
Uttar Pradesh,Farrukhabad,2021-2022,926.0,1507.0,1.63
Uttar Pradesh,Farrukhabad,2022-2023,1014.0,1571.0,1.55
Uttar Pradesh,Fatehpur,2013-2014,1396.0,1480.0,1.06
Uttar Pradesh,Fatehpur,2014-2015,2481.0,1813.0,0.73
Uttar Pradesh,Fatehpur,2015-2016,1268.0,1209.0,0.95
Uttar Pradesh,Fatehpur,2016-2017,1625.0,2337.0,1.44
Uttar Pradesh,Fatehpur,2017-2018,1573.0,2048.0,1.3
Uttar Pradesh,Fatehpur,2018-2019,1467.0,1442.0,0.98
Uttar Pradesh,Fatehpur,2019-2020,1673.0,2233.0,1.33
Uttar Pradesh,Fatehpur,2020-2021,1512.0,1855.0,1.23
Uttar Pradesh,Fatehpur,2021-2022,2160.0,2553.0,1.18
Uttar Pradesh,Fatehpur,2022-2023,2369.0,3075.0,1.3
Uttar Pradesh,Firozabad,2013-2014,335.0,733.0,2.19
Uttar Pradesh,Firozabad,2014-2015,336.0,150.0,0.45
Uttar Pradesh,Firozabad,2015-2016,316.0,315.0,1.0
Uttar Pradesh,Firozabad,2016-2017,468.0,1318.0,2.82
Uttar Pradesh,Firozabad,2017-2018,263.0,611.0,2.32
Uttar Pradesh,Firozabad,2018-2019,501.0,811.0,1.62
Uttar Pradesh,Firozabad,2019-2020,417.0,1151.0,2.76
Uttar Pradesh,Firozabad,2020-2021,667.0,2156.0,3.23
Uttar Pradesh,Firozabad,2021-2022,441.0,1425.0,3.23
Uttar Pradesh,Firozabad,2022-2023,483.0,748.0,1.55
Uttar Pradesh,Gautam buddha nagar,2013-2014,59.0,59.0,1.0
Uttar Pradesh,Gautam buddha nagar,2014-2015,41.0,31.0,0.76
Uttar Pradesh,Gautam buddha nagar,2015-2016,21.0,21.0,1.0
Uttar Pradesh,Gautam buddha nagar,2016-2017,14.0,19.0,1.36
Uttar Pradesh,Gautam buddha nagar,2017-2018,59.0,87.0,1.47
Uttar Pradesh,Gautam buddha nagar,2018-2019,130.0,210.0,1.62
Uttar Pradesh,Gautam buddha nagar,2019-2020,59.0,97.0,1.64
Uttar Pradesh,Gautam buddha nagar,2020-2021,59.0,92.0,1.56
Uttar Pradesh,Gautam buddha nagar,2021-2022,65.0,106.0,1.63
Uttar Pradesh,Gautam buddha nagar,2022-2023,75.0,116.0,1.55
Uttar Pradesh,Ghaziabad,2013-2014,2.0,2.0,1.0
Uttar Pradesh,Ghaziabad,2014-2015,7.0,5.0,0.71
Uttar Pradesh,Ghaziabad,2015-2016,3.0,3.0,1.0
Uttar Pradesh,Ghaziabad,2016-2017,42.0,58.0,1.38
Uttar Pradesh,Ghaziabad,2022-2023,5.0,8.0,1.6
Uttar Pradesh,Ghazipur,2013-2014,3591.0,3350.0,0.93
Uttar Pradesh,Ghazipur,2014-2015,3611.0,4257.0,1.18
Uttar Pradesh,Ghazipur,2015-2016,2264.0,3165.0,1.4
Uttar Pradesh,Ghazipur,2016-2017,3574.0,4139.0,1.16
Uttar Pradesh,Ghazipur,2017-2018,3932.0,5705.0,1.45
Uttar Pradesh,Ghazipur,2018-2019,2927.0,4376.0,1.5
Uttar Pradesh,Ghazipur,2019-2020,3594.0,5290.0,1.47
Uttar Pradesh,Ghazipur,2020-2021,3644.0,5233.0,1.44
Uttar Pradesh,Ghazipur,2021-2022,3992.0,6379.0,1.6
Uttar Pradesh,Ghazipur,2022-2023,4410.0,5777.0,1.31
Uttar Pradesh,Gonda,2013-2014,2637.0,2616.0,0.99
Uttar Pradesh,Gonda,2014-2015,3278.0,2475.0,0.76
Uttar Pradesh,Gonda,2015-2016,2568.0,2555.0,0.99
Uttar Pradesh,Gonda,2016-2017,3349.0,4612.0,1.38
Uttar Pradesh,Gonda,2017-2018,3290.0,4833.0,1.47
Uttar Pradesh,Gonda,2018-2019,3261.0,5276.0,1.62
Uttar Pradesh,Gonda,2019-2020,893.0,1469.0,1.65
Uttar Pradesh,Gonda,2020-2021,3261.0,5074.0,1.56
Uttar Pradesh,Gonda,2021-2022,3653.0,5943.0,1.63
Uttar Pradesh,Gonda,2022-2023,4005.0,6204.0,1.55
Uttar Pradesh,Gorakhpur,2013-2014,1480.0,861.0,0.58
Uttar Pradesh,Gorakhpur,2014-2015,2123.0,1030.0,0.49
Uttar Pradesh,Gorakhpur,2015-2016,1845.0,1836.0,1.0
Uttar Pradesh,Gorakhpur,2016-2017,2233.0,3075.0,1.38
Uttar Pradesh,Gorakhpur,2017-2018,2118.0,3111.0,1.47
Uttar Pradesh,Gorakhpur,2018-2019,2388.0,3864.0,1.62
Uttar Pradesh,Gorakhpur,2019-2020,2084.0,3428.0,1.64
Uttar Pradesh,Gorakhpur,2020-2021,2182.0,3395.0,1.56
Uttar Pradesh,Gorakhpur,2021-2022,2405.0,3913.0,1.63
Uttar Pradesh,Gorakhpur,2022-2023,2640.0,4089.0,1.55
Uttar Pradesh,Hamirpur,2013-2014,11525.0,11525.0,1.0
Uttar Pradesh,Hamirpur,2014-2015,20721.0,10153.0,0.49
Uttar Pradesh,Hamirpur,2015-2016,18307.0,12925.0,0.71
Uttar Pradesh,Hamirpur,2016-2017,12110.0,15464.0,1.28
Uttar Pradesh,Hamirpur,2017-2018,8472.0,11090.0,1.31
Uttar Pradesh,Hamirpur,2018-2019,8796.0,13018.0,1.48
Uttar Pradesh,Hamirpur,2019-2020,11197.0,14634.0,1.31
Uttar Pradesh,Hamirpur,2020-2021,9159.0,12639.0,1.38
Uttar Pradesh,Hamirpur,2021-2022,14762.0,20313.0,1.38
Uttar Pradesh,Hamirpur,2022-2023,16166.0,21210.0,1.31
Uttar Pradesh,Hapur,2013-2014,101.0,100.0,0.99
Uttar Pradesh,Hapur,2014-2015,16.0,12.0,0.75
Uttar Pradesh,Hapur,2015-2016,36.0,36.0,1.0
Uttar Pradesh,Hapur,2016-2017,60.0,82.0,1.37
Uttar Pradesh,Hapur,2017-2018,31.0,46.0,1.48
Uttar Pradesh,Hapur,2018-2019,95.0,154.0,1.62
Uttar Pradesh,Hapur,2019-2020,289.0,475.0,1.64
Uttar Pradesh,Hapur,2020-2021,48.0,75.0,1.56
Uttar Pradesh,Hapur,2021-2022,48.0,78.0,1.63
Uttar Pradesh,Hapur,2022-2023,56.0,87.0,1.55
Uttar Pradesh,Hardoi,2013-2014,1057.0,1000.0,0.95
Uttar Pradesh,Hardoi,2014-2015,1338.0,1555.0,1.16
Uttar Pradesh,Hardoi,2015-2016,1120.0,1380.0,1.23
Uttar Pradesh,Hardoi,2016-2017,1120.0,1340.0,1.2
Uttar Pradesh,Hardoi,2017-2018,1666.0,2034.0,1.22
Uttar Pradesh,Hardoi,2018-2019,1264.0,1657.0,1.31
Uttar Pradesh,Hardoi,2019-2020,912.0,740.0,0.81
Uttar Pradesh,Hardoi,2020-2021,1164.0,1351.0,1.16
Uttar Pradesh,Hardoi,2021-2022,1071.0,1807.0,1.69
Uttar Pradesh,Hardoi,2022-2023,1220.0,1614.0,1.32
Uttar Pradesh,Hathras,2013-2014,39.0,39.0,1.0
Uttar Pradesh,Hathras,2014-2015,66.0,85.0,1.29
Uttar Pradesh,Hathras,2015-2016,189.0,188.0,0.99
Uttar Pradesh,Hathras,2016-2017,46.0,63.0,1.37
Uttar Pradesh,Hathras,2017-2018,165.0,242.0,1.47
Uttar Pradesh,Hathras,2018-2019,127.0,206.0,1.62
Uttar Pradesh,Hathras,2019-2020,16.0,26.0,1.63
Uttar Pradesh,Hathras,2020-2021,68.0,106.0,1.56
Uttar Pradesh,Hathras,2021-2022,29.0,47.0,1.62
Uttar Pradesh,Hathras,2022-2023,32.0,50.0,1.56
Uttar Pradesh,Jalaun,2013-2014,79474.0,123503.0,1.55
Uttar Pradesh,Jalaun,2014-2015,76325.0,70295.0,0.92
Uttar Pradesh,Jalaun,2015-2016,76330.0,95870.0,1.26
Uttar Pradesh,Jalaun,2016-2017,79357.0,139589.0,1.76
Uttar Pradesh,Jalaun,2017-2018,69595.0,123670.0,1.78
Uttar Pradesh,Jalaun,2018-2019,73368.0,148937.0,2.03
Uttar Pradesh,Jalaun,2019-2020,65267.0,127858.0,1.96
Uttar Pradesh,Jalaun,2020-2021,74009.0,148980.0,2.01
Uttar Pradesh,Jalaun,2021-2022,93571.0,170393.0,1.82
Uttar Pradesh,Jalaun,2022-2023,88169.0,154119.0,1.75
Uttar Pradesh,Jaunpur,2013-2014,5274.0,4473.0,0.85
Uttar Pradesh,Jaunpur,2014-2015,5839.0,5612.0,0.96
Uttar Pradesh,Jaunpur,2015-2016,5568.0,4983.0,0.89
Uttar Pradesh,Jaunpur,2016-2017,5631.0,10023.0,1.78
Uttar Pradesh,Jaunpur,2017-2018,5446.0,9127.0,1.68
Uttar Pradesh,Jaunpur,2018-2019,5751.0,7770.0,1.35
Uttar Pradesh,Jaunpur,2019-2020,5548.0,8294.0,1.49
Uttar Pradesh,Jaunpur,2020-2021,5515.0,10738.0,1.95
Uttar Pradesh,Jaunpur,2021-2022,6054.0,14239.0,2.35
Uttar Pradesh,Jaunpur,2022-2023,6625.0,12170.0,1.84
Uttar Pradesh,Jhansi,2013-2014,56429.0,37243.0,0.66
Uttar Pradesh,Jhansi,2014-2015,94681.0,62395.0,0.66
Uttar Pradesh,Jhansi,2015-2016,39255.0,43338.0,1.1
Uttar Pradesh,Jhansi,2016-2017,65943.0,92320.0,1.4
Uttar Pradesh,Jhansi,2017-2018,30394.0,37962.0,1.25
Uttar Pradesh,Jhansi,2018-2019,52184.0,90122.0,1.73
Uttar Pradesh,Jhansi,2019-2020,56429.0,107554.0,1.91
Uttar Pradesh,Jhansi,2020-2021,66818.0,92944.0,1.39
Uttar Pradesh,Jhansi,2021-2022,95814.0,136248.0,1.42
Uttar Pradesh,Jhansi,2022-2023,98550.0,159060.0,1.61
Uttar Pradesh,Kannauj,2013-2014,793.0,1387.0,1.75
Uttar Pradesh,Kannauj,2014-2015,641.0,352.0,0.55
Uttar Pradesh,Kannauj,2015-2016,344.0,455.0,1.32
Uttar Pradesh,Kannauj,2016-2017,634.0,994.0,1.57
Uttar Pradesh,Kannauj,2017-2018,789.0,1301.0,1.65
Uttar Pradesh,Kannauj,2018-2019,599.0,900.0,1.5
Uttar Pradesh,Kannauj,2019-2020,620.0,598.0,0.96
Uttar Pradesh,Kannauj,2020-2021,613.0,789.0,1.29
Uttar Pradesh,Kannauj,2021-2022,675.0,1098.0,1.63
Uttar Pradesh,Kannauj,2022-2023,740.0,1146.0,1.55
Uttar Pradesh,Kanpur dehat,2013-2014,2427.0,3684.0,1.52
Uttar Pradesh,Kanpur dehat,2014-2015,2338.0,1286.0,0.55
Uttar Pradesh,Kanpur dehat,2015-2016,1016.0,1343.0,1.32
Uttar Pradesh,Kanpur dehat,2016-2017,2284.0,3581.0,1.57
Uttar Pradesh,Kanpur dehat,2017-2018,2176.0,3588.0,1.65
Uttar Pradesh,Kanpur dehat,2018-2019,2270.0,3411.0,1.5
Uttar Pradesh,Kanpur dehat,2019-2020,3348.0,3231.0,0.97
Uttar Pradesh,Kanpur dehat,2020-2021,2278.0,2932.0,1.29
Uttar Pradesh,Kanpur dehat,2021-2022,3316.0,5395.0,1.63
Uttar Pradesh,Kanpur dehat,2022-2023,3629.0,5621.0,1.55
Uttar Pradesh,Kanpur nagar,2013-2014,2569.0,5053.0,1.97
Uttar Pradesh,Kanpur nagar,2014-2015,2269.0,1248.0,0.55
Uttar Pradesh,Kanpur nagar,2015-2016,2572.0,3400.0,1.32
Uttar Pradesh,Kanpur nagar,2016-2017,2446.0,3835.0,1.57
Uttar Pradesh,Kanpur nagar,2017-2018,2505.0,4131.0,1.65
Uttar Pradesh,Kanpur nagar,2018-2019,2952.0,4437.0,1.5
Uttar Pradesh,Kanpur nagar,2019-2020,2732.0,2636.0,0.96
Uttar Pradesh,Kanpur nagar,2020-2021,2599.0,3345.0,1.29
Uttar Pradesh,Kanpur nagar,2021-2022,2655.0,4320.0,1.63
Uttar Pradesh,Kanpur nagar,2022-2023,2908.0,4504.0,1.55
Uttar Pradesh,Kasganj,2013-2014,1726.0,1712.0,0.99
Uttar Pradesh,Kasganj,2015-2016,2627.0,2614.0,1.0
Uttar Pradesh,Kasganj,2018-2019,6939.0,11227.0,1.62
Uttar Pradesh,Kasganj,2020-2021,6926.0,10777.0,1.56
Uttar Pradesh,Kaushambi,2013-2014,1020.0,1081.0,1.06
Uttar Pradesh,Kaushambi,2014-2015,1793.0,1311.0,0.73
Uttar Pradesh,Kaushambi,2015-2016,1156.0,1103.0,0.95
Uttar Pradesh,Kaushambi,2016-2017,1347.0,1596.0,1.18
Uttar Pradesh,Kaushambi,2017-2018,1306.0,1958.0,1.5
Uttar Pradesh,Kaushambi,2018-2019,1127.0,1410.0,1.25
Uttar Pradesh,Kaushambi,2019-2020,1103.0,988.0,0.9
Uttar Pradesh,Kaushambi,2020-2021,1726.0,2183.0,1.26
Uttar Pradesh,Kaushambi,2021-2022,1640.0,2968.0,1.81
Uttar Pradesh,Kaushambi,2022-2023,1795.0,2897.0,1.61
Uttar Pradesh,Kheri,2013-2014,586.0,554.0,0.95
Uttar Pradesh,Kheri,2014-2015,429.0,499.0,1.16
Uttar Pradesh,Kheri,2015-2016,625.0,770.0,1.23
Uttar Pradesh,Kheri,2016-2017,418.0,500.0,1.2
Uttar Pradesh,Kheri,2017-2018,432.0,527.0,1.22
Uttar Pradesh,Kheri,2018-2019,1023.0,1341.0,1.31
Uttar Pradesh,Kheri,2019-2020,361.0,293.0,0.81
Uttar Pradesh,Kheri,2020-2021,498.0,578.0,1.16
Uttar Pradesh,Kheri,2021-2022,374.0,631.0,1.69
Uttar Pradesh,Kheri,2022-2023,416.0,550.0,1.32
Uttar Pradesh,Kushi nagar,2013-2014,552.0,321.0,0.58
Uttar Pradesh,Kushi nagar,2014-2015,485.0,235.0,0.48
Uttar Pradesh,Kushi nagar,2015-2016,526.0,523.0,0.99
Uttar Pradesh,Kushi nagar,2016-2017,511.0,704.0,1.38
Uttar Pradesh,Kushi nagar,2017-2018,556.0,817.0,1.47
Uttar Pradesh,Kushi nagar,2018-2019,241.0,390.0,1.62
Uttar Pradesh,Kushi nagar,2019-2020,551.0,906.0,1.64
Uttar Pradesh,Kushi nagar,2020-2021,449.0,699.0,1.56
Uttar Pradesh,Kushi nagar,2021-2022,588.0,957.0,1.63
Uttar Pradesh,Kushi nagar,2022-2023,648.0,1004.0,1.55
Uttar Pradesh,Lalitpur,2013-2014,63268.0,61750.0,0.98
Uttar Pradesh,Lalitpur,2014-2015,68573.0,57190.0,0.83
Uttar Pradesh,Lalitpur,2015-2016,36396.0,29736.0,0.82
Uttar Pradesh,Lalitpur,2016-2017,69626.0,107572.0,1.54
Uttar Pradesh,Lalitpur,2017-2018,48627.0,87577.0,1.8
Uttar Pradesh,Lalitpur,2018-2019,51082.0,82038.0,1.61
Uttar Pradesh,Lalitpur,2019-2020,60370.0,101784.0,1.69
Uttar Pradesh,Lalitpur,2020-2021,58695.0,85812.0,1.46
Uttar Pradesh,Lalitpur,2021-2022,64564.0,123769.0,1.92
Uttar Pradesh,Lalitpur,2022-2023,73314.0,111657.0,1.52
Uttar Pradesh,Lucknow,2013-2014,783.0,741.0,0.95
Uttar Pradesh,Lucknow,2014-2015,815.0,947.0,1.16
Uttar Pradesh,Lucknow,2015-2016,566.0,697.0,1.23
Uttar Pradesh,Lucknow,2016-2017,740.0,885.0,1.2
Uttar Pradesh,Lucknow,2017-2018,659.0,805.0,1.22
Uttar Pradesh,Lucknow,2018-2019,744.0,975.0,1.31
Uttar Pradesh,Lucknow,2019-2020,629.0,510.0,0.81
Uttar Pradesh,Lucknow,2020-2021,767.0,890.0,1.16
Uttar Pradesh,Lucknow,2021-2022,844.0,1424.0,1.69
Uttar Pradesh,Lucknow,2022-2023,949.0,1256.0,1.32
Uttar Pradesh,Maharajganj,2013-2014,1180.0,687.0,0.58
Uttar Pradesh,Maharajganj,2014-2015,1042.0,505.0,0.48
Uttar Pradesh,Maharajganj,2015-2016,782.0,778.0,0.99
Uttar Pradesh,Maharajganj,2016-2017,1174.0,1616.0,1.38
Uttar Pradesh,Maharajganj,2017-2018,1233.0,1811.0,1.47
Uttar Pradesh,Maharajganj,2018-2019,1063.0,1720.0,1.62
Uttar Pradesh,Maharajganj,2019-2020,1184.0,1948.0,1.65
Uttar Pradesh,Maharajganj,2020-2021,1124.0,1749.0,1.56
Uttar Pradesh,Maharajganj,2021-2022,1317.0,2143.0,1.63
Uttar Pradesh,Maharajganj,2022-2023,1441.0,2232.0,1.55
Uttar Pradesh,Mahoba,2013-2014,29727.0,18431.0,0.62
Uttar Pradesh,Mahoba,2014-2015,37842.0,16688.0,0.44
Uttar Pradesh,Mahoba,2015-2016,13914.0,4355.0,0.31
Uttar Pradesh,Mahoba,2016-2017,42188.0,33582.0,0.8
Uttar Pradesh,Mahoba,2017-2018,24408.0,16329.0,0.67
Uttar Pradesh,Mahoba,2018-2019,24218.0,27076.0,1.12
Uttar Pradesh,Mahoba,2019-2020,37004.0,62574.0,1.69
Uttar Pradesh,Mahoba,2020-2021,29223.0,41760.0,1.43
Uttar Pradesh,Mahoba,2021-2022,27530.0,31412.0,1.14
Uttar Pradesh,Mahoba,2022-2023,36332.0,59003.0,1.62
Uttar Pradesh,Mainpuri,2013-2014,1218.0,2666.0,2.19
Uttar Pradesh,Mainpuri,2014-2015,1120.0,500.0,0.45
Uttar Pradesh,Mainpuri,2015-2016,1141.0,1135.0,0.99
Uttar Pradesh,Mainpuri,2016-2017,1346.0,3789.0,2.82
Uttar Pradesh,Mainpuri,2017-2018,1065.0,2475.0,2.32
Uttar Pradesh,Mainpuri,2018-2019,962.0,1556.0,1.62
Uttar Pradesh,Mainpuri,2019-2020,1099.0,3032.0,2.76
Uttar Pradesh,Mainpuri,2020-2021,1067.0,3449.0,3.23
Uttar Pradesh,Mainpuri,2021-2022,1443.0,4662.0,3.23
Uttar Pradesh,Mainpuri,2022-2023,1579.0,2446.0,1.55
Uttar Pradesh,Mathura,2013-2014,1.0,2.0,2.0
Uttar Pradesh,Mathura,2014-2015,6.0,2.0,0.33
Uttar Pradesh,Mathura,2015-2016,2.0,2.0,1.0
Uttar Pradesh,Mathura,2016-2017,11.0,31.0,2.82
Uttar Pradesh,Mathura,2017-2018,1.0,2.0,2.0
Uttar Pradesh,Mathura,2018-2019,23.0,37.0,1.61
Uttar Pradesh,Mathura,2019-2020,1.0,3.0,3.0
Uttar Pradesh,Mathura,2020-2021,1.0,3.0,3.0
Uttar Pradesh,Mau,2013-2014,1205.0,686.0,0.57
Uttar Pradesh,Mau,2014-2015,1562.0,2228.0,1.43
Uttar Pradesh,Mau,2015-2016,1458.0,1330.0,0.91
Uttar Pradesh,Mau,2016-2017,1561.0,2285.0,1.46
Uttar Pradesh,Mau,2017-2018,1411.0,1769.0,1.25
Uttar Pradesh,Mau,2018-2019,1437.0,2230.0,1.55
Uttar Pradesh,Mau,2019-2020,1497.0,2380.0,1.59
Uttar Pradesh,Mau,2020-2021,1434.0,2145.0,1.5
Uttar Pradesh,Mau,2021-2022,1574.0,2670.0,1.7
Uttar Pradesh,Mau,2022-2023,1752.0,2300.0,1.31
Uttar Pradesh,Meerut,2013-2014,795.0,790.0,0.99
Uttar Pradesh,Meerut,2014-2015,275.0,208.0,0.76
Uttar Pradesh,Meerut,2015-2016,362.0,360.0,0.99
Uttar Pradesh,Meerut,2016-2017,143.0,197.0,1.38
Uttar Pradesh,Meerut,2017-2018,421.0,618.0,1.47
Uttar Pradesh,Meerut,2018-2019,551.0,892.0,1.62
Uttar Pradesh,Meerut,2019-2020,280.0,461.0,1.65
Uttar Pradesh,Meerut,2020-2021,366.0,569.0,1.55
Uttar Pradesh,Meerut,2021-2022,375.0,610.0,1.63
Uttar Pradesh,Meerut,2022-2023,428.0,663.0,1.55
Uttar Pradesh,Mirzapur,2013-2014,4354.0,4916.0,1.13
Uttar Pradesh,Mirzapur,2014-2015,3158.0,3935.0,1.25
Uttar Pradesh,Mirzapur,2015-2016,2878.0,2800.0,0.97
Uttar Pradesh,Mirzapur,2016-2017,3866.0,4616.0,1.19
Uttar Pradesh,Mirzapur,2017-2018,3878.0,4436.0,1.14
