State,District,Year,pulses_area,pulses_production,pulses_yield
Chhattisgarh,Raigarh,2015-2016,920.0,360.0,0.39
Chhattisgarh,Raigarh,2016-2017,920.0,360.0,0.39
Chhattisgarh,Raigarh,2017-2018,734.0,283.0,0.39
Chhattisgarh,Raigarh,2018-2019,711.0,265.0,0.37
Chhattisgarh,Raigarh,2019-2020,755.0,282.0,0.37
Chhattisgarh,Raigarh,2020-2021,528.0,210.0,0.4
Chhattisgarh,Raigarh,2021-2022,366.0,137.0,0.37
Chhattisgarh,Raigarh,2022-2023,345.0,129.0,0.37
Chhattisgarh,Raipur,2013-2014,490.0,191.0,0.39
Chhattisgarh,Raipur,2014-2015,525.0,239.0,0.46
Chhattisgarh,Raipur,2015-2016,561.0,237.0,0.42
Chhattisgarh,Raipur,2016-2017,461.0,225.0,0.49
Chhattisgarh,Raipur,2017-2018,380.0,173.0,0.46
Chhattisgarh,Raipur,2018-2019,291.0,142.0,0.49
Chhattisgarh,Raipur,2019-2020,434.0,211.0,0.49
Chhattisgarh,Raipur,2020-2021,334.0,212.0,0.63
Chhattisgarh,Raipur,2021-2022,269.0,122.0,0.45
Chhattisgarh,Raipur,2022-2023,214.0,146.0,0.68
Chhattisgarh,Rajnandgaon,2013-2014,315.0,111.0,0.35
Chhattisgarh,Rajnandgaon,2014-2015,360.0,116.0,0.32
Chhattisgarh,Rajnandgaon,2015-2016,943.0,307.0,0.33
Chhattisgarh,Rajnandgaon,2016-2017,1182.0,417.0,0.35
Chhattisgarh,Rajnandgaon,2017-2018,816.0,309.0,0.38
Chhattisgarh,Rajnandgaon,2018-2019,804.0,306.0,0.38
Chhattisgarh,Rajnandgaon,2019-2020,279.0,98.0,0.35
Chhattisgarh,Rajnandgaon,2020-2021,195.0,92.0,0.47
Chhattisgarh,Rajnandgaon,2021-2022,264.0,92.0,0.35
Chhattisgarh,Rajnandgaon,2022-2023,149.0,70.0,0.47
Chhattisgarh,Sakti,2022-2023,13.0,10.0,0.77
Chhattisgarh,Sarangarh bilaigarh,2022-2023,174.0,74.0,0.43
Chhattisgarh,Sukma,2019-2020,403.0,181.0,0.45
Chhattisgarh,Sukma,2020-2021,288.0,130.0,0.45
Chhattisgarh,Sukma,2021-2022,537.0,231.0,0.43
Chhattisgarh,Sukma,2022-2023,562.0,253.0,0.45
Chhattisgarh,Surajpur,2013-2014,1017.0,441.0,0.43
Chhattisgarh,Surajpur,2014-2015,1020.0,442.0,0.43
Chhattisgarh,Surajpur,2015-2016,860.0,373.0,0.43
Chhattisgarh,Surajpur,2016-2017,1081.0,469.0,0.43
Chhattisgarh,Surajpur,2017-2018,786.0,369.0,0.47
Chhattisgarh,Surajpur,2018-2019,907.0,459.0,0.51
Chhattisgarh,Surajpur,2019-2020,746.0,404.0,0.54
Chhattisgarh,Surajpur,2020-2021,1070.0,544.0,0.51
Chhattisgarh,Surajpur,2021-2022,969.0,511.0,0.53
Chhattisgarh,Surajpur,2022-2023,793.0,403.0,0.51
Chhattisgarh,Surguja,2013-2014,963.0,432.0,0.45
Chhattisgarh,Surguja,2014-2015,969.0,455.0,0.47
Chhattisgarh,Surguja,2015-2016,2.0,1.0,0.5
Chhattisgarh,Surguja,2016-2017,970.0,407.0,0.42
Chhattisgarh,Surguja,2017-2018,858.0,403.0,0.47
Chhattisgarh,Surguja,2018-2019,831.0,391.0,0.47
Chhattisgarh,Surguja,2019-2020,1144.0,496.0,0.43
Chhattisgarh,Surguja,2020-2021,998.0,500.0,0.5
Chhattisgarh,Surguja,2021-2022,1016.0,478.0,0.47
Chhattisgarh,Surguja,2022-2023,943.0,495.0,0.52
Haryana,Ambala,2013-2014,1130.0,8110.0,7.18
Haryana,Ambala,2014-2015,705.0,6767.0,9.6
Haryana,Ambala,2015-2016,864.0,8732.0,10.11
Haryana,Ambala,2016-2017,705.0,6767.0,9.6
Haryana,Ambala,2017-2018,158.0,1476.0,9.34
Haryana,Ambala,2018-2019,1103.0,7271.0,7.6
Haryana,Ambala,2019-2020,692.0,9038.0,14.1
Haryana,Ambala,2020-2021,2.0,2.0,1.0
Haryana,Ambala,2021-2022,9.0,18.0,2.0
Haryana,Bhiwani,2013-2014,350.0,2540.0,7.26
Haryana,Bhiwani,2014-2015,255.0,1980.0,7.76
Haryana,Bhiwani,2015-2016,265.0,2135.0,8.06
Haryana,Bhiwani,2016-2017,255.0,2098.0,8.23
Haryana,Bhiwani,2017-2018,255.0,3676.0,14.42
Haryana,Bhiwani,2018-2019,258.0,3368.0,15.16
Haryana,Bhiwani,2019-2020,282.0,3517.0,13.98
Haryana,Bhiwani,2020-2021,17.0,17.0,1.0
Haryana,Bhiwani,2021-2022,15.0,15.0,1.0
Haryana,Charki dadri,2018-2019,129.0,310.0,2.4
Haryana,Charki dadri,2019-2020,129.0,645.0,5.0
Haryana,Charki dadri,2021-2022,217.0,0.0,0.0
Haryana,Faridabad,2013-2014,20.0,150.0,7.5
Haryana,Faridabad,2014-2015,20.0,200.0,10.0
Haryana,Faridabad,2015-2016,40.0,320.0,8.0
Haryana,Faridabad,2016-2017,42.0,365.0,8.69
Haryana,Faridabad,2017-2018,85.0,785.0,9.24
Haryana,Faridabad,2018-2019,202.0,854.0,13.71
Haryana,Faridabad,2019-2020,52.0,772.0,16.4
Haryana,Faridabad,2020-2021,2.0,2.0,1.0
Haryana,Faridabad,2021-2022,16.0,15.2,0.95
Haryana,Fatehabad,2013-2014,440.0,3180.0,10.06
Haryana,Fatehabad,2014-2015,435.0,3415.0,10.9
Haryana,Fatehabad,2015-2016,440.0,2660.0,9.24
Haryana,Fatehabad,2016-2017,535.0,3515.0,11.1
Haryana,Fatehabad,2017-2018,605.0,3485.0,9.79
Haryana,Fatehabad,2018-2019,567.0,5818.0,14.73
Haryana,Fatehabad,2019-2020,460.0,5665.0,17.21
Haryana,Fatehabad,2020-2021,311.0,467.0,1.5
Haryana,Fatehabad,2021-2022,229.0,343.5,1.5
Haryana,Gurgaon,2013-2014,600.0,4075.0,6.79
Haryana,Gurgaon,2014-2015,650.0,5100.0,7.85
Haryana,Gurgaon,2015-2016,600.0,5100.0,8.5
Haryana,Gurgaon,2016-2017,600.0,3947.0,6.58
Haryana,Gurgaon,2017-2018,1400.0,12000.0,8.57
Haryana,Gurgaon,2018-2019,435.0,7561.0,20.85
Haryana,Gurgaon,2019-2020,350.0,3500.0,10.0
Haryana,Gurgaon,2020-2021,77.0,73.0,0.95
Haryana,Gurgaon,2021-2022,42.0,39.9,0.95
Haryana,Hisar,2013-2014,210.0,1765.0,8.4
Haryana,Hisar,2014-2015,230.0,1400.0,6.09
Haryana,Hisar,2015-2016,200.0,1400.0,7.0
Haryana,Hisar,2016-2017,205.0,3960.0,19.32
Haryana,Hisar,2017-2018,230.0,3820.0,16.61
Haryana,Hisar,2018-2019,230.0,1770.0,7.7
Haryana,Hisar,2019-2020,355.0,3901.0,10.99
Haryana,Jhajjar,2013-2014,85.0,590.0,6.94
Haryana,Jhajjar,2014-2015,103.0,780.0,7.57
Haryana,Jhajjar,2015-2016,111.0,729.0,6.57
Haryana,Jhajjar,2016-2017,107.0,780.0,7.29
Haryana,Jhajjar,2017-2018,50.0,310.0,8.5
Haryana,Jhajjar,2018-2019,110.0,1528.0,13.89
Haryana,Jhajjar,2019-2020,228.0,2903.0,14.44
Haryana,Jhajjar,2020-2021,13.0,13.0,1.0
Haryana,Jhajjar,2021-2022,18.0,18.0,1.0
Haryana,Jind,2013-2014,615.0,5175.0,8.41
Haryana,Jind,2014-2015,805.0,7558.0,9.39
Haryana,Jind,2015-2016,655.0,6685.0,10.21
Haryana,Jind,2016-2017,1080.0,7557.0,7.0
Haryana,Jind,2017-2018,828.0,8701.0,12.989999999999998
Haryana,Jind,2018-2019,543.0,9147.0,20.05
Haryana,Jind,2019-2020,589.0,11994.0,24.62
Haryana,Jind,2020-2021,83.0,91.0,1.1
Haryana,Jind,2021-2022,51.0,56.1,1.1
Haryana,Kaithal,2013-2014,550.0,3810.0,6.93
Haryana,Kaithal,2014-2015,510.0,4150.0,8.14
Haryana,Kaithal,2015-2016,510.0,4080.0,8.0
Haryana,Kaithal,2016-2017,993.0,4316.0,7.77
Haryana,Kaithal,2017-2018,760.0,4500.0,9.44
Haryana,Kaithal,2018-2019,836.0,5573.0,10.81
Haryana,Kaithal,2019-2020,842.0,8133.0,15.72
Haryana,Kaithal,2020-2021,489.0,734.0,1.5
Haryana,Kaithal,2021-2022,540.0,810.0,1.5
Haryana,Karnal,2013-2014,2610.0,16400.0,8.18
Haryana,Karnal,2014-2015,2505.0,16195.0,8.65
Haryana,Karnal,2015-2016,2900.0,17250.0,7.31
Haryana,Karnal,2016-2017,3000.0,19075.0,7.74
Haryana,Karnal,2017-2018,3030.0,21280.0,8.51
Haryana,Karnal,2018-2019,3346.0,24925.0,8.93
Haryana,Karnal,2019-2020,3405.0,32205.0,11.0
Haryana,Karnal,2020-2021,205.0,205.0,1.0
Haryana,Karnal,2021-2022,186.0,186.0,1.0
Haryana,Kurukshetra,2013-2014,2800.0,15700.0,7.42
Haryana,Kurukshetra,2014-2015,2710.0,17170.0,8.68
Haryana,Kurukshetra,2015-2016,1940.0,17200.0,12.09
Haryana,Kurukshetra,2016-2017,1530.0,10525.0,10.94
Haryana,Kurukshetra,2017-2018,1405.0,11375.0,11.19
Haryana,Kurukshetra,2018-2019,1678.0,11496.0,10.79
Haryana,Kurukshetra,2019-2020,1833.0,12546.0,11.87
Haryana,Kurukshetra,2020-2021,941.0,1317.0,1.4
Haryana,Kurukshetra,2021-2022,380.0,532.0,1.4
Haryana,Mahendragarh,2013-2014,635.0,3362.0,8.0
Haryana,Mahendragarh,2014-2015,760.0,3400.0,7.36
Haryana,Mahendragarh,2015-2016,980.0,4391.0,9.09
Haryana,Mahendragarh,2016-2017,1560.0,3836.0,5.75
Haryana,Mahendragarh,2017-2018,845.0,4720.0,7.85
Haryana,Mahendragarh,2018-2019,1087.0,2511.0,4.38
Haryana,Mahendragarh,2019-2020,913.0,3350.0,6.779999999999999
Haryana,Mahendragarh,2020-2021,393.0,550.0,1.4
Haryana,Mahendragarh,2021-2022,1527.0,2137.8,1.4
Haryana,Mewat,2013-2014,150.0,930.0,6.2
Haryana,Mewat,2015-2016,145.0,1060.0,7.31
Haryana,Mewat,2016-2017,150.0,1180.0,7.87
Haryana,Mewat,2017-2018,250.0,2350.0,9.4
Haryana,Mewat,2018-2019,1132.0,1831.0,3.48
Haryana,Mewat,2019-2020,564.0,5460.0,9.68
Haryana,Palwal,2013-2014,75.0,500.0,6.67
Haryana,Palwal,2014-2015,50.0,390.0,7.8
Haryana,Palwal,2015-2016,50.0,400.0,8.0
Haryana,Palwal,2016-2017,53.0,453.0,8.55
Haryana,Palwal,2017-2018,350.0,3228.0,9.22
Haryana,Palwal,2018-2019,1220.0,11895.0,9.75
Haryana,Palwal,2019-2020,1300.0,11141.0,8.57
Haryana,Palwal,2020-2021,2.0,2.0,1.0
Haryana,Panchkula,2013-2014,335.0,2207.0,6.59
Haryana,Panchkula,2014-2015,280.0,1895.0,6.77
Haryana,Panchkula,2015-2016,250.0,2130.0,8.52
Haryana,Panchkula,2016-2017,258.0,1818.0,7.05
Haryana,Panchkula,2017-2018,245.0,2520.0,10.29
Haryana,Panchkula,2018-2019,156.0,1226.0,8.9
Haryana,Panchkula,2019-2020,95.0,940.0,9.89
Haryana,Panchkula,2021-2022,4.0,0.0,0.0
Haryana,Panipat,2013-2014,1460.0,8900.0,8.91
Haryana,Panipat,2014-2015,1400.0,8200.0,8.15
Haryana,Panipat,2015-2016,1750.0,9510.0,7.92
Haryana,Panipat,2016-2017,1288.0,7945.0,6.17
Haryana,Panipat,2017-2018,1500.0,11564.0,7.71
Haryana,Panipat,2018-2019,1901.0,13786.0,21.52
Haryana,Panipat,2019-2020,1402.0,17216.0,25.98
Haryana,Panipat,2020-2021,744.0,1042.0,1.4
Haryana,Panipat,2021-2022,508.0,711.2,1.4
Haryana,Rewari,2013-2014,390.0,2405.0,6.17
Haryana,Rewari,2014-2015,1095.0,3575.0,8.280000000000001
Haryana,Rewari,2015-2016,360.0,2915.0,8.1
Haryana,Rewari,2016-2017,1595.0,4075.0,8.280000000000001
Haryana,Rewari,2017-2018,863.0,4297.0,11.15
Haryana,Rewari,2018-2019,696.0,2855.0,7.72
Haryana,Rewari,2019-2020,608.0,3448.0,9.57
Haryana,Rewari,2020-2021,21.0,21.0,1.0
Haryana,Rewari,2021-2022,832.0,832.0,1.0
Haryana,Rohtak,2013-2014,495.0,3375.0,6.82
Haryana,Rohtak,2014-2015,78.0,520.0,6.67
Haryana,Rohtak,2015-2016,306.0,3109.0,10.16
Haryana,Rohtak,2016-2017,273.0,1820.0,6.67
Haryana,Rohtak,2017-2018,310.0,3400.0,10.97
Haryana,Rohtak,2019-2020,130.0,1300.0,10.0
Haryana,Sirsa,2013-2014,330.0,2350.0,7.12
Haryana,Sirsa,2014-2015,377.0,2305.0,6.11
Haryana,Sirsa,2015-2016,370.0,1855.0,5.01
Haryana,Sirsa,2016-2017,750.0,7627.0,17.28
Haryana,Sirsa,2017-2018,355.0,4340.0,15.23
Haryana,Sirsa,2018-2019,375.0,4307.0,12.7
Haryana,Sirsa,2019-2020,404.0,3217.0,9.27
Haryana,Sirsa,2020-2021,115.0,115.0,1.0
Haryana,Sirsa,2021-2022,245.0,245.0,1.0
Haryana,Sonipat,2013-2014,2600.0,21000.0,8.08
Haryana,Sonipat,2014-2015,2630.0,18700.0,7.11
Haryana,Sonipat,2015-2016,2650.0,17150.0,6.47
Haryana,Sonipat,2016-2017,2617.0,13994.0,5.35
Haryana,Sonipat,2017-2018,3200.0,24000.0,7.5
Haryana,Sonipat,2018-2019,3200.0,25000.0,7.81
Haryana,Sonipat,2019-2020,1802.0,35302.0,21.14
Haryana,Sonipat,2020-2021,9.0,9.0,1.0
Haryana,Yamunanagar,2013-2014,520.0,3600.0,6.92
Haryana,Yamunanagar,2014-2015,505.0,2600.0,5.15
Haryana,Yamunanagar,2015-2016,490.0,4300.0,8.78
Haryana,Yamunanagar,2016-2017,429.0,4365.0,10.17
Haryana,Yamunanagar,2017-2018,535.0,5450.0,10.19
Haryana,Yamunanagar,2018-2019,524.0,6139.0,13.43
Haryana,Yamunanagar,2019-2020,277.0,6044.0,29.73
Haryana,Yamunanagar,2020-2021,67.0,94.0,1.4
Haryana,Yamunanagar,2021-2022,20.0,0.0,0.0
Himachal Pradesh,Bilaspur,2013-2014,45.0,61.0,1.39
Himachal Pradesh,Bilaspur,2014-2015,60.0,79.0,1.55
Himachal Pradesh,Bilaspur,2015-2016,63.0,96.0,3.72
Himachal Pradesh,Bilaspur,2016-2017,1.0,0.0,0.0
Himachal Pradesh,Bilaspur,2017-2018,4.0,9.0,2.25
Himachal Pradesh,Bilaspur,2018-2019,4.0,9.0,2.25
Himachal Pradesh,Bilaspur,2019-2020,5.0,10.0,2.0
Himachal Pradesh,Bilaspur,2020-2021,1.0,1.0,1.0
Himachal Pradesh,Bilaspur,2021-2022,5.0,5.0,2.0
Himachal Pradesh,Chamba,2013-2014,88.0,119.5,1.63
Himachal Pradesh,Chamba,2014-2015,210.0,208.0,2.11
Himachal Pradesh,Chamba,2015-2016,151.0,246.0,3.48
Himachal Pradesh,Chamba,2016-2017,56.0,102.0,1.82
Himachal Pradesh,Chamba,2017-2018,53.0,115.0,2.17
Himachal Pradesh,Chamba,2018-2019,53.0,115.0,2.17
Himachal Pradesh,Chamba,2019-2020,55.0,114.0,2.07
Himachal Pradesh,Chamba,2020-2021,993.0,2637.0,5.29
Himachal Pradesh,Chamba,2021-2022,450.0,1168.0,2.6
Himachal Pradesh,Chamba,2022-2023,952.0,2480.0,5.220000000000001
Himachal Pradesh,Hamirpur,2013-2014,61.0,96.0,1.57
Himachal Pradesh,Hamirpur,2014-2015,64.0,109.0,1.7
Himachal Pradesh,Hamirpur,2015-2016,69.0,126.0,1.83
Himachal Pradesh,Kangra,2013-2014,108.0,136.0,1.62
Himachal Pradesh,Kangra,2014-2015,159.0,148.0,1.62
Himachal Pradesh,Kangra,2015-2016,136.0,177.0,3.5
Himachal Pradesh,Kangra,2016-2017,19.0,20.0,1.05
Himachal Pradesh,Kangra,2017-2018,19.0,44.0,2.32
Himachal Pradesh,Kangra,2018-2019,19.0,44.0,2.32
Himachal Pradesh,Kangra,2019-2020,20.0,42.0,2.1
Himachal Pradesh,Kinnaur,2013-2014,101.0,140.0,1.39
Himachal Pradesh,Kinnaur,2014-2015,118.0,139.0,1.18
Himachal Pradesh,Kinnaur,2015-2016,492.0,944.0,3.35
Himachal Pradesh,Kinnaur,2016-2017,646.0,404.0,1.4
Himachal Pradesh,Kinnaur,2017-2018,378.0,800.0,2.12
Himachal Pradesh,Kinnaur,2018-2019,358.0,758.0,2.12
Himachal Pradesh,Kinnaur,2019-2020,360.0,713.0,1.98
Himachal Pradesh,Kinnaur,2020-2021,926.0,3425.0,7.609999999999999
Himachal Pradesh,Kinnaur,2021-2022,804.0,2893.0,7.529999999999999
Himachal Pradesh,Kinnaur,2022-2023,926.0,3418.0,7.59
Himachal Pradesh,Kullu,2013-2014,100.0,146.0,1.46
Himachal Pradesh,Kullu,2014-2015,111.0,139.0,1.25
Himachal Pradesh,Kullu,2015-2016,314.0,572.0,3.42
Himachal Pradesh,Kullu,2016-2017,448.0,249.0,1.65
Himachal Pradesh,Kullu,2017-2018,205.0,405.0,1.98
Himachal Pradesh,Kullu,2018-2019,205.0,405.0,1.98
Himachal Pradesh,Kullu,2019-2020,208.0,410.0,1.97
Himachal Pradesh,Kullu,2020-2021,52.0,133.0,2.56
Himachal Pradesh,Kullu,2021-2022,912.0,2373.0,5.16
Himachal Pradesh,Kullu,2022-2023,932.0,105.0,2.56
Himachal Pradesh,Lahul and spiti,2013-2014,138.0,206.0,1.88
Himachal Pradesh,Lahul and spiti,2014-2015,525.0,324.0,1.63
Himachal Pradesh,Lahul and spiti,2015-2016,492.0,998.0,3.7
Himachal Pradesh,Lahul and spiti,2016-2017,1349.0,8072.0,5.98
Himachal Pradesh,Lahul and spiti,2017-2018,363.0,807.0,2.22
Himachal Pradesh,Lahul and spiti,2018-2019,388.0,900.0,2.32
Himachal Pradesh,Lahul and spiti,2019-2020,398.0,923.0,2.32
Himachal Pradesh,Lahul and spiti,2020-2021,994.0,3976.0,4.0
Himachal Pradesh,Mandi,2013-2014,106.0,150.0,1.42
Himachal Pradesh,Mandi,2014-2015,673.0,269.0,1.59
Himachal Pradesh,Mandi,2015-2016,642.0,1356.0,3.56
Himachal Pradesh,Mandi,2016-2017,2991.0,863.0,0.29
Himachal Pradesh,Mandi,2017-2018,523.0,1070.0,2.05
Himachal Pradesh,Mandi,2018-2019,605.0,1230.0,2.03
Himachal Pradesh,Mandi,2019-2020,604.0,1184.0,1.96
Himachal Pradesh,Mandi,2020-2021,5945.0,11749.0,1.98
Himachal Pradesh,Mandi,2021-2022,6280.0,12451.0,1.98
Himachal Pradesh,Mandi,2022-2023,5969.0,11823.0,1.98
Himachal Pradesh,Shimla,2013-2014,116.0,128.0,1.1
Himachal Pradesh,Shimla,2014-2015,262.0,196.0,1.51
Himachal Pradesh,Shimla,2015-2016,135.0,143.0,2.85
Himachal Pradesh,Shimla,2016-2017,6.0,4.0,0.67
Himachal Pradesh,Shimla,2017-2018,6.0,13.0,2.17
Himachal Pradesh,Shimla,2018-2019,6.0,13.0,2.17
Himachal Pradesh,Shimla,2019-2020,7.0,15.0,2.14
Himachal Pradesh,Shimla,2020-2021,3351.0,11777.0,7.039999999999999
Himachal Pradesh,Shimla,2021-2022,2946.0,10378.0,7.0600000000000005
Himachal Pradesh,Shimla,2022-2023,2978.0,10490.0,7.0600000000000005
Himachal Pradesh,Sirmaur,2013-2014,121.0,146.0,1.21
Himachal Pradesh,Sirmaur,2014-2015,121.0,153.0,1.26
Himachal Pradesh,Sirmaur,2015-2016,255.0,461.0,3.65
Himachal Pradesh,Sirmaur,2016-2017,1581.0,1023.0,2.14
Himachal Pradesh,Sirmaur,2017-2018,124.0,304.0,2.45
Himachal Pradesh,Sirmaur,2018-2019,224.0,548.0,2.45
Himachal Pradesh,Sirmaur,2019-2020,220.0,517.0,2.35
Himachal Pradesh,Sirmaur,2020-2021,1513.0,1004.0,1.32
Himachal Pradesh,Sirmaur,2021-2022,1875.0,3219.0,3.4
Himachal Pradesh,Sirmaur,2022-2023,2198.0,1479.0,1.36
Himachal Pradesh,Solan,2013-2014,126.0,157.0,1.6800000000000002
Himachal Pradesh,Solan,2014-2015,788.0,289.0,1.39
Himachal Pradesh,Solan,2015-2016,809.0,1608.0,3.34
Himachal Pradesh,Solan,2016-2017,670.0,365.0,0.54
Himachal Pradesh,Solan,2017-2018,677.0,1285.0,1.9
Himachal Pradesh,Solan,2018-2019,687.0,1230.0,1.79
Himachal Pradesh,Solan,2019-2020,686.0,1235.0,1.8
Himachal Pradesh,Solan,2020-2021,870.0,3226.0,3.71
Himachal Pradesh,Solan,2021-2022,883.0,3304.0,3.74
Himachal Pradesh,Solan,2022-2023,922.0,3409.0,3.7
Himachal Pradesh,Una,2013-2014,177.0,198.0,1.13
Himachal Pradesh,Una,2014-2015,310.0,237.0,1.39
Himachal Pradesh,Una,2015-2016,172.0,200.0,2.16
Himachal Pradesh,Una,2016-2017,1.0,1.0,1.0
Himachal Pradesh,Una,2017-2018,1.0,1.0,1.0
Himachal Pradesh,Una,2018-2019,1.0,1.0,1.0
Himachal Pradesh,Una,2019-2020,2.0,4.0,2.0
Himachal Pradesh,Una,2020-2021,24.0,88.0,3.67
Himachal Pradesh,Una,2021-2022,27.0,96.0,3.56
Himachal Pradesh,Una,2022-2023,27.0,96.0,3.56
Jammu and Kashmir,Anantnag,2013-2014,13.0,9.2,0.71
Jammu and Kashmir,Anantnag,2015-2016,13.0,9.0,0.69
Jammu and Kashmir,Anantnag,2016-2017,12.0,8.3,0.69
Jammu and Kashmir,Anantnag,2017-2018,24.0,16.6,0.69
Jammu and Kashmir,Anantnag,2018-2019,27.0,18.0,0.67
Jammu and Kashmir,Anantnag,2019-2020,26.0,17.33,0.67
Jammu and Kashmir,Anantnag,2020-2021,22.0,14.7,0.67
Jammu and Kashmir,Anantnag,2021-2022,34.0,22.7,0.67
Jammu and Kashmir,Anantnag,2022-2023,8.0,5.35,0.67
Jammu and Kashmir,Badgam,2013-2014,550.0,660.0,1.2
Jammu and Kashmir,Badgam,2015-2016,66.0,78.0,1.18
Jammu and Kashmir,Badgam,2016-2017,91.0,107.5,1.18
Jammu and Kashmir,Badgam,2017-2018,179.0,211.5,1.18
Jammu and Kashmir,Badgam,2018-2019,298.0,592.7,6.18
Jammu and Kashmir,Badgam,2019-2020,279.0,570.25,6.18
Jammu and Kashmir,Badgam,2020-2021,298.0,592.7,6.18
Jammu and Kashmir,Badgam,2021-2022,509.0,601.5,1.18
Jammu and Kashmir,Badgam,2022-2023,240.0,283.61,1.18
Jammu and Kashmir,Bandipora,2015-2016,201.0,1005.2,6.69
Jammu and Kashmir,Bandipora,2016-2017,194.0,1005.8,6.69
Jammu and Kashmir,Bandipora,2017-2018,209.0,1069.3,6.69
Jammu and Kashmir,Bandipora,2018-2019,187.0,1043.7,6.69
Jammu and Kashmir,Bandipora,2019-2020,187.0,1043.7,6.69
Jammu and Kashmir,Bandipora,2020-2021,187.0,1043.7,6.69
Jammu and Kashmir,Bandipora,2021-2022,15.0,10.2,0.68
Jammu and Kashmir,Bandipora,2022-2023,15.0,10.2,0.68
Jammu and Kashmir,Baramulla,2013-2014,9.0,6.5,0.72
Jammu and Kashmir,Baramulla,2015-2016,5.0,4.5,0.9
Jammu and Kashmir,Baramulla,2018-2019,2.0,12.0,6.0
Jammu and Kashmir,Baramulla,2019-2020,1.0,6.0,6.0
Jammu and Kashmir,Doda,2013-2014,70.0,42.2,0.6
Jammu and Kashmir,Doda,2015-2016,288.0,173.0,0.6
Jammu and Kashmir,Doda,2016-2017,154.0,92.5,0.6
Jammu and Kashmir,Doda,2017-2018,142.0,85.3,0.6
Jammu and Kashmir,Doda,2018-2019,146.0,87.7,0.6
Jammu and Kashmir,Doda,2019-2020,77.0,46.25,0.6
Jammu and Kashmir,Doda,2020-2021,85.0,64.3,5.6
Jammu and Kashmir,Doda,2021-2022,110.0,66.1,0.6
Jammu and Kashmir,Doda,2022-2023,152.0,91.39,0.6
Jammu and Kashmir,Ganderbal,2021-2022,8.0,2.8,0.35
Jammu and Kashmir,Ganderbal,2022-2023,9.0,3.15,0.35
Jammu and Kashmir,Jammu,2013-2014,74.0,35.9,0.49
Jammu and Kashmir,Jammu,2015-2016,29.0,13.8,0.48
Jammu and Kashmir,Jammu,2016-2017,29.0,13.8,0.48
Jammu and Kashmir,Jammu,2018-2019,29.0,13.8,0.48
Jammu and Kashmir,Jammu,2019-2020,29.0,13.8,0.48
Jammu and Kashmir,Jammu,2020-2021,29.0,13.8,0.48
Jammu and Kashmir,Jammu,2022-2023,5.0,131.8,26.36
Jammu and Kashmir,Kargil,2013-2014,433.0,336.8,0.78
Jammu and Kashmir,Kargil,2015-2016,870.0,676.6,0.78
Jammu and Kashmir,Kargil,2016-2017,675.0,524.9,0.78
Jammu and Kashmir,Kargil,2017-2018,617.0,479.8,0.78
Jammu and Kashmir,Kargil,2018-2019,739.0,560.7,1.35
Jammu and Kashmir,Kathua,2013-2014,6.0,4.2,0.7
Jammu and Kashmir,Kathua,2015-2016,1.0,0.7,0.7
Jammu and Kashmir,Kathua,2016-2017,2.0,1.4,0.7
Jammu and Kashmir,Kathua,2017-2018,3.0,2.1,0.7
Jammu and Kashmir,Kathua,2018-2019,2.0,1.4,0.7
Jammu and Kashmir,Kathua,2019-2020,7.0,4.9,0.7
Jammu and Kashmir,Kathua,2020-2021,2.0,1.4,0.7
Jammu and Kashmir,Kathua,2021-2022,2.0,1.4,0.7
Jammu and Kashmir,Kathua,2022-2023,2.0,1.4,0.7
Jammu and Kashmir,Kishtwar,2013-2014,2.0,1.1,0.55
Jammu and Kashmir,Kishtwar,2014-2015,45.0,20.3,0.45
Jammu and Kashmir,Kishtwar,2015-2016,28.0,12.6,0.45
Jammu and Kashmir,Kishtwar,2016-2017,45.0,20.2,0.45
Jammu and Kashmir,Kishtwar,2017-2018,45.0,23.0,0.51
Jammu and Kashmir,Kishtwar,2018-2019,25.0,12.8,0.51
Jammu and Kashmir,Kishtwar,2019-2020,44.0,22.5,0.51
Jammu and Kashmir,Kishtwar,2020-2021,28.0,14.3,0.51
Jammu and Kashmir,Kulgam,2013-2014,36.0,25.4,0.71
Jammu and Kashmir,Kulgam,2015-2016,97.0,116.2,6.66
Jammu and Kashmir,Kulgam,2016-2017,88.0,68.4,0.78
Jammu and Kashmir,Kulgam,2017-2018,109.0,169.2,5.78
Jammu and Kashmir,Kulgam,2018-2019,87.0,67.6,0.78
Jammu and Kashmir,Kulgam,2019-2020,80.0,62.16,0.78
Jammu and Kashmir,Kulgam,2020-2021,94.0,73.0,0.78
Jammu and Kashmir,Kulgam,2021-2022,57.0,44.3,0.78
Jammu and Kashmir,Kulgam,2022-2023,64.0,49.7,0.78
Jammu and Kashmir,Leh ladakh,2013-2014,216.0,168.4,0.78
Jammu and Kashmir,Leh ladakh,2015-2016,219.0,170.1,0.78
Jammu and Kashmir,Leh ladakh,2016-2017,228.0,177.1,0.78
Jammu and Kashmir,Leh ladakh,2017-2018,224.0,174.0,0.78
Jammu and Kashmir,Leh ladakh,2018-2019,232.0,180.2,0.78
Jammu and Kashmir,Poonch,2020-2021,1.0,0.6,0.6
Jammu and Kashmir,Poonch,2021-2022,1.0,0.6,0.6
Jammu and Kashmir,Pulwama,2013-2014,60.0,42.1,0.7
