State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2020 - 2021,,,,"3,489.00","2,502.00",0.72,,,
,,2021 - 2022,,,,"4,328.00","3,359.00",0.78,,,
,,2022 - 2023,,,,"4,244.00","3,293.00",0.78,,,
,34. Hamirpur,2013 - 2014,,,,"15,250.00","17,034.00",1.12,,,
,,2014 - 2015,,,,"14,682.00","3,555.00",0.24,,,
,,2015 - 2016,,,,"14,610.00","6,772.00",0.46,,,
,,2016 - 2017,,,,"14,873.00","13,846.00",0.93,,,
,,2017 - 2018,,,,"15,215.00","15,407.00",1.01,,,
,,2018 - 2019,,,,"7,087.00","8,711.00",1.23,,,
,,2019 - 2020,,,,"13,428.00","14,614.00",1.09,,,
,,2020 - 2021,,,,"15,739.00","20,184.00",1.28,,,
,,2021 - 2022,,,,"15,550.00","20,650.00",1.33,,,
,,2022 - 2023,,,,"19,150.00","23,708.00",1.24,,,
,35. Hapur,2013 - 2014,,,,"1,067.00",746,0.7,,,
,,2014 - 2015,,,,730,563,0.77,,,
,,2015 - 2016,,,,744,538,0.72,,,
,,2016 - 2017,,,,"1,186.00","1,447.00",1.22,,,
,,2017 - 2018,,,,845,"1,403.00",1.66,,,
,,2018 - 2019,,,,"1,135.00",846,0.75,,,
,,2019 - 2020,,,,673,605,0.9,,,
,,2020 - 2021,,,,"1,092.00",793,0.73,,,
,,2021 - 2022,,,,"1,022.00",903,0.88,,,
,,2022 - 2023,,,,"1,330.00","1,664.00",1.25,,,
,36. Hardoi,2013 - 2014,,,,"1,526.00","1,121.00",0.73,,,
,,2014 - 2015,,,,"1,448.00",560,0.39,,,
,,2015 - 2016,,,,"1,449.00","1,276.00",0.88,,,
,,2016 - 2017,,,,"1,759.00","1,735.00",0.99,,,
,,2017 - 2018,,,,"1,623.00","1,910.00",1.18,,,
,,2018 - 2019,,,,"1,413.00","1,035.00",0.73,,,
,,2019 - 2020,,,,"1,604.00",822,0.51,,,
,,2020 - 2021,,,,"1,540.00","1,560.00",1.01,,,
,,2021 - 2022,,,,"1,995.00","1,400.00",0.7,,,
,,2022 - 2023,,,,"1,874.00","1,160.00",0.62,,,
,37. Hathras,2013 - 2014,,,,"4,207.00","2,545.00",0.6,,,
,,2014 - 2015,,,,"3,137.00","3,765.00",1.2,,,
,,2015 - 2016,,,,"3,496.00","3,360.00",0.96,,,
,,2016 - 2017,,,,"6,079.00","5,830.00",0.96,,,
,,2017 - 2018,,,,"3,326.00","2,601.00",0.78,,,
,,2018 - 2019,,,,"3,030.00","2,427.00",0.8,,,
,,2019 - 2020,,,,"4,207.00","4,101.00",0.97,,,
,,2020 - 2021,,,,"4,211.00","3,070.00",0.73,,,
,,2021 - 2022,,,,"4,514.00","2,067.00",0.46,,,
,,2022 - 2023,,,,"4,482.00","2,801.00",0.62,,,
,38. Jalaun,2013 - 2014,,,,"6,663.00","5,490.00",0.82,,,
,,2014 - 2015,,,,"5,366.00","1,750.00",0.33,,,
,,2015 - 2016,,,,"5,247.00",944,0.18,,,
,,2016 - 2017,,,,"6,263.00","7,535.00",1.2,,,
,,2017 - 2018,,,,"3,392.00","5,836.00",1.72,,,
,,2018 - 2019,,,,"2,590.00","1,862.00",0.72,,,
,,2019 - 2020,,,,"4,743.00","4,713.00",0.99,,,
,,2020 - 2021,,,,"5,063.00","9,222.00",1.82,,,
,,2021 - 2022,,,,"7,077.00","11,988.00",1.69,,,
,,2022 - 2023,,,,"5,239.00","8,875.00",1.69,,,
,39. Jaunpur,2013 - 2014,,,,"13,327.00","12,808.00",0.96,,,
,,2014 - 2015,,,,"11,954.00","11,677.00",0.98,,,
,,2015 - 2016,,,,"9,977.00","9,515.00",0.95,,,
,,2016 - 2017,,,,"10,140.00","8,485.00",0.84,,,
,,2017 - 2018,,,,"7,303.00","5,092.00",0.7,,,
,,2018 - 2019,,,,"11,103.00","13,942.00",1.26,,,
,,2019 - 2020,,,,"10,237.00","12,014.00",1.17,,,
,,2020 - 2021,,,,"9,963.00","11,888.00",1.19,,,
,,2021 - 2022,,,,"12,463.00","23,642.00",1.9,,,
,,2022 - 2023,,,,"11,924.00","22,620.00",1.9,,,
,40. Jhansi,2013 - 2014,,,,"1,036.00",845,0.82,,,
,,2014 - 2015,,,,"3,525.00","1,212.00",0.34,,,
,,2015 - 2016,,,,"2,986.00",389,0.13,,,
,,2016 - 2017,,,,"2,091.00","1,973.00",0.94,,,
,,2017 - 2018,,,,818,540,0.66,,,
,,2018 - 2019,,,,462,309,0.67,,,
,,2019 - 2020,,,,95,67,0.71,,,
,,2020 - 2021,,,,365,530,1.45,,,
,,2021 - 2022,,,,"1,236.00","2,101.00",1.7,,,
,,2022 - 2023,,,,410,695,1.7,,,
,41. Kannauj,2013 - 2014,,,,"1,342.00","1,374.00",1.02,,,
,,2014 - 2015,,,,"1,052.00",520,0.49,,,
,,2015 - 2016,,,,814,339,0.42,,,
,,2016 - 2017,,,,"1,243.00","1,769.00",1.42,,,
,,2017 - 2018,,,,"1,367.00","1,779.00",1.3,,,
,,2018 - 2019,,,,"1,079.00","1,613.00",1.49,,,
,,2019 - 2020,,,,"1,339.00","2,428.00",1.81,,,
,,2020 - 2021,,,,949,"1,208.00",1.27,,,
,,2021 - 2022,,,,"1,584.00","1,532.00",0.97,,,
,,2022 - 2023,,,,"1,155.00","1,855.00",1.61,,,
,42. Kanpur dehat,2013 - 2014,,,,"7,560.00","8,595.00",1.14,,,
,,2014 - 2015,,,,"7,732.00","3,814.00",0.49,,,
,,2015 - 2016,,,,"7,337.00","3,053.00",0.42,,,
,,2016 - 2017,,,,"8,228.00","17,348.00",2.11,,,
,,2017 - 2018,,,,"7,743.00","16,846.00",2.18,,,
,,2018 - 2019,,,,"7,470.00","17,102.00",2.29,,,
,,2019 - 2020,,,,"7,351.00","16,844.00",2.29,,,
,,2020 - 2021,,,,"8,093.00","15,140.00",1.87,,,
,,2021 - 2022,,,,"9,382.00","16,597.00",1.77,,,
,,2022 - 2023,,,,"7,574.00","13,398.00",1.77,,,
,43. Kanpur nagar,2013 - 2014,,,,"4,876.00","13,264.00",2.72,,,
,,2014 - 2015,,,,"4,771.00","3,684.00",0.77,,,
,,2015 - 2016,,,,"4,866.00","2,709.00",0.56,,,
,,2016 - 2017,,,,"5,958.00","6,756.00",1.13,,,
,,2017 - 2018,,,,"5,114.00","12,179.00",2.38,,,
,,2018 - 2019,,,,"4,898.00","9,846.00",2.01,,,
,,2019 - 2020,,,,"5,076.00","6,032.00",1.19,,,
,,2020 - 2021,,,,"5,002.00","10,182.00",2.04,,,
,,2021 - 2022,,,,"6,263.00","13,428.00",2.14,,,
,,2022 - 2023,,,,"5,084.00","8,165.00",1.61,,,
,44. Kasganj,2013 - 2014,,,,"1,661.00","2,302.00",1.39,,,
,,2014 - 2015,,,,"1,143.00","1,323.00",1.16,,,
,,2015 - 2016,,,,"1,411.00","1,334.00",0.95,,,
,,2016 - 2017,,,,"1,680.00","1,507.00",0.9,,,
,,2017 - 2018,,,,"1,315.00",998,0.76,,,
,,2018 - 2019,,,,"1,369.00","1,023.00",0.75,,,
,,2019 - 2020,,,,"1,493.00","1,091.00",0.73,,,
,,2020 - 2021,,,,"1,472.00","1,068.00",0.73,,,
,,2021 - 2022,,,,"1,649.00",925,0.56,,,
,,2022 - 2023,,,,"1,509.00",943,0.62,,,
,45. Kaushambi,2013 - 2014,,,,"6,844.00","4,172.00",0.61,,,
,,2014 - 2015,,,,"8,962.00","5,232.00",0.58,,,
,,2015 - 2016,,,,"9,227.00","7,180.00",0.78,,,
,,2016 - 2017,,,,"8,012.00","14,076.00",1.76,,,
,,2017 - 2018,,,,"8,783.00","13,795.00",1.57,,,
,,2018 - 2019,,,,"3,201.00","5,826.00",1.82,,,
,,2019 - 2020,,,,"5,435.00","4,630.00",0.85,,,
,,2020 - 2021,,,,"8,046.00","11,231.00",1.4,,,
,,2021 - 2022,,,,"10,675.00","18,852.00",1.77,,,
,,2022 - 2023,,,,"9,985.00","17,634.00",1.77,,,
,46. Kheri,2013 - 2014,,,,"1,031.00",757,0.73,,,
,,2014 - 2015,,,,829,320,0.39,,,
,,2015 - 2016,,,,577,508,0.88,,,
,,2016 - 2017,,,,"1,882.00","1,856.00",0.99,,,
,,2017 - 2018,,,,867,"1,020.00",1.18,,,
,,2018 - 2019,,,,888,650,0.73,,,
,,2019 - 2020,,,,741,379,0.51,,,
,,2020 - 2021,,,,"1,450.00","1,212.00",0.84,,,
,,2021 - 2022,,,,"1,386.00",980,0.71,,,
,,2022 - 2023,,,,"1,770.00","1,096.00",0.62,,,
,47. Kushi nagar,2013 - 2014,,,,"1,058.00",982,0.93,,,
,,2014 - 2015,,,,720,262,0.36,,,
,,2015 - 2016,,,,564,372,0.66,,,
,,2016 - 2017,,,,"1,068.00",994,0.93,,,
,,2017 - 2018,,,,771,417,0.54,,,
,,2018 - 2019,,,,634,397,0.63,,,
,,2019 - 2020,,,,826,182,0.22,,,
,,2020 - 2021,,,,698,447,0.64,,,
,,2021 - 2022,,,,"1,001.00",618,0.62,,,
,,2022 - 2023,,,,849,558,0.66,,,
,48. Lalitpur,2013 - 2014,,,,8,7,0.88,,,
,,2014 - 2015,,,,10,3,0.3,,,
,,2018 - 2019,,,,6,4,0.67,,,
,,2020 - 2021,,,,5,4,0.8,,,
,,2021 - 2022,,,,12,13,1.08,,,
,49. Lucknow,2013 - 2014,,,,812,596,0.73,,,
,,2014 - 2015,,,,532,206,0.39,,,
,,2015 - 2016,,,,509,448,0.88,,,
,,2016 - 2017,,,,604,596,0.99,,,
,,2017 - 2018,,,,751,884,1.18,,,
,,2018 - 2019,,,,242,177,0.73,,,
,,2019 - 2020,,,,757,388,0.51,,,
,,2020 - 2021,,,,997,965,0.97,,,
,,2021 - 2022,,,,972,642,0.66,,,
,,2022 - 2023,,,,"1,214.00",752,0.62,,,
,50. Maharajganj,2013 - 2014,,,,467,434,0.93,,,
,,2014 - 2015,,,,301,109,0.36,,,
,,2015 - 2016,,,,238,157,0.66,,,
,,2016 - 2017,,,,447,416,0.93,,,
,,2017 - 2018,,,,315,170,0.54,,,
,,2018 - 2019,,,,401,251,0.63,,,
,,2019 - 2020,,,,451,99,0.22,,,
,,2020 - 2021,,,,463,275,0.59,,,
,,2021 - 2022,,,,474,268,0.57,,,
,,2022 - 2023,,,,563,370,0.66,,,
,51. Mahoba,2013 - 2014,,,,"6,710.00","6,189.00",0.92,,,
,,2014 - 2015,,,,"2,609.00","1,292.00",0.5,,,
,,2015 - 2016,,,,"2,024.00",908,0.45,,,
,,2016 - 2017,,,,"4,079.00","4,203.00",1.03,,,
,,2017 - 2018,,,,"3,052.00","2,685.00",0.88,,,
,,2018 - 2019,,,,"3,341.00","4,003.00",1.2,,,
,,2019 - 2020,,,,"3,591.00","2,230.00",0.62,,,
,,2020 - 2021,,,,"3,591.00","2,664.00",0.74,,,
,,2021 - 2022,,,,"4,010.00","4,150.00",1.03,,,
,,2022 - 2023,,,,"4,376.00","5,404.00",1.23,,,
,52. Mainpuri,2013 - 2014,,,,"1,185.00","1,495.00",1.26,,,
,,2014 - 2015,,,,634,696,1.1,,,
,,2015 - 2016,,,,710,601,0.85,,,
,,2016 - 2017,,,,"1,114.00","1,003.00",0.9,,,
,,2017 - 2018,,,,"1,083.00","1,341.00",1.24,,,
,,2018 - 2019,,,,"1,004.00","1,122.00",1.12,,,
,,2019 - 2020,,,,"1,070.00","1,152.00",1.08,,,
,,2020 - 2021,,,,776,"1,439.00",1.85,,,
,,2021 - 2022,,,,864,"1,371.00",1.59,,,
,,2022 - 2023,,,,815,"1,223.00",1.5,,,
,53. Mathura,2013 - 2014,,,,"1,822.00","2,299.00",1.26,,,
,,2014 - 2015,,,,"2,067.00","2,296.00",1.11,,,
,,2015 - 2016,,,,"2,049.00","2,098.00",1.02,,,
,,2016 - 2017,,,,"3,675.00","2,759.00",0.75,,,
,,2017 - 2018,,,,"1,280.00",955,0.75,,,
,,2018 - 2019,,,,"1,978.00","1,795.00",0.91,,,
,,2019 - 2020,,,,"2,283.00","2,408.00",1.05,,,
,,2020 - 2021,,,,"2,322.00","4,437.00",1.91,,,
,,2021 - 2022,,,,"2,265.00","3,604.00",1.59,,,
,,2022 - 2023,,,,"2,206.00","3,311.00",1.5,,,
,54. Mau,2013 - 2014,,,,"2,375.00","1,747.00",0.74,,,
,,2014 - 2015,,,,"2,289.00","2,938.00",1.28,,,
,,2015 - 2016,,,,"2,429.00","2,430.00",1,,,
,,2016 - 2017,,,,"2,401.00","3,319.00",1.38,,,
,,2017 - 2018,,,,"2,409.00","2,369.00",0.98,,,
,,2018 - 2019,,,,"1,853.00","1,905.00",1.03,,,
,,2019 - 2020,,,,"2,183.00","1,757.00",0.8,,,
,,2020 - 2021,,,,"2,149.00","2,399.00",1.12,,,
,,2021 - 2022,,,,"2,783.00","4,013.00",1.44,,,
,,2022 - 2023,,,,"2,710.00","3,748.00",1.38,,,
,55. Meerut,2013 - 2014,,,,965,675,0.7,,,
,,2014 - 2015,,,,963,743,0.77,,,
,,2015 - 2016,,,,957,693,0.72,,,
,,2016 - 2017,,,,"1,023.00","1,248.00",1.22,,,
,,2017 - 2018,,,,979,"1,626.00",1.66,,,
,,2018 - 2019,,,,603,449,0.74,,,
,,2019 - 2020,,,,945,849,0.9,,,
,,2020 - 2021,,,,176,128,0.73,,,
,,2021 - 2022,,,,"1,147.00","1,014.00",0.88,,,
,,2022 - 2023,,,,218,273,1.25,,,
,56. Mirzapur,2013 - 2014,,,,"11,810.00","11,270.00",0.95,,,
,,2014 - 2015,,,,"12,636.00","10,257.00",0.81,,,
,,2015 - 2016,,,,"10,868.00","8,554.00",0.79,,,
,,2016 - 2017,,,,"16,096.00","19,591.00",1.22,,,
,,2017 - 2018,,,,"12,427.00","14,062.00",1.13,,,
,,2018 - 2019,,,,"11,124.00","11,625.00",1.05,,,
,,2019 - 2020,,,,"12,172.00","8,619.00",0.71,,,
,,2020 - 2021,,,,"12,698.00","13,042.00",1.03,,,
,,2021 - 2022,,,,"15,987.00","16,003.00",1,,,
,,2022 - 2023,,,,"16,595.00","16,612.00",1,,,
,57. Moradabad,2013 - 2014,,,,25,23,0.92,,,
,,2014 - 2015,,,,83,54,0.65,,,
,,2015 - 2016,,,,582,384,0.66,,,
,,2016 - 2017,,,,3,3,1,,,
,,2017 - 2018,,,,21,15,0.71,,,
,,2018 - 2019,,,,61,94,1.54,,,
,,2021 - 2022,,,,77,68,0.88,,,
,58. Muzaffarnagar,2013 - 2014,,,,101,88,0.87,,,
,,2014 - 2015,,,,20,13,0.65,,,
,,2015 - 2016,,,,28,18,0.64,,,
,,2016 - 2017,,,,46,37,0.8,,,
,,2017 - 2018,,,,59,43,0.73,,,
,,2018 - 2019,,,,63,48,0.76,,,
,,2019 - 2020,,,,24,17,0.71,,,
,59. Pilibhit,2013 - 2014,,,,6,5,0.83,,,
,,2015 - 2016,,,,4,3,0.75,,,
,,2016 - 2017,,,,1,1,1,,,
,,2017 - 2018,,,,4,4,1,,,
,,2018 - 2019,,,,87,66,0.76,,,
,,2020 - 2021,,,,4,3,0.75,,,
,,2021 - 2022,,,,5,5,1,,,
,,2022 - 2023,,,,5,6,1.2,,,
,60. Pratapgarh,2013 - 2014,,,,"7,134.00","8,944.00",1.25,,,
,,2014 - 2015,,,,"6,102.00","5,500.00",0.9,,,
,,2015 - 2016,,,,"5,071.00","5,295.00",1.04,,,
,,2016 - 2017,,,,"6,708.00","8,390.00",1.25,,,
,,2017 - 2018,,,,"6,102.00","5,175.00",0.85,,,
,,2018 - 2019,,,,"6,696.00","5,799.00",0.87,,,
,,2019 - 2020,,,,"6,863.00","6,572.00",0.96,,,
,,2020 - 2021,,,,"7,434.00","7,415.00",1,,,
,,2021 - 2022,,,,"8,581.00","8,753.00",1.02,,,
,,2022 - 2023,,,,"9,042.00","9,223.00",1.02,,,
,61. Rae bareli,2013 - 2014,,,,"5,051.00","3,439.00",0.68,,,
,,2014 - 2015,,,,"4,871.00","1,372.00",0.28,,,
,,2015 - 2016,,,,"3,843.00","1,493.00",0.39,,,
,,2016 - 2017,,,,"4,964.00","3,508.00",0.71,,,
,,2017 - 2018,,,,"5,001.00","4,257.00",0.85,,,
,,2018 - 2019,,,,"4,646.00","3,737.00",0.8,,,
,,2019 - 2020,,,,"4,324.00","2,044.00",0.47,,,
,,2020 - 2021,,,,"4,915.00","2,781.00",0.57,,,
,,2021 - 2022,,,,"6,800.00","4,529.00",0.67,,,
,,2022 - 2023,,,,"5,980.00","3,355.00",0.56,,,
,62. Rampur,2013 - 2014,,,,33,30,0.91,,,
,,2014 - 2015,,,,32,21,0.66,,,
,,2015 - 2016,,,,17,11,0.65,,,
,,2016 - 2017,,,,184,199,1.08,,,
,,2018 - 2019,,,,795,"1,222.00",1.54,,,
,,2021 - 2022,,,,51,103,2.02,,,
,63. Sambhal,2013 - 2014,,,,457,412,0.9,,,
,,2014 - 2015,,,,388,252,0.65,,,
,,2015 - 2016,,,,104,69,0.66,,,
,,2016 - 2017,,,,326,353,1.08,,,
,,2017 - 2018,,,,542,401,0.74,,,
,,2018 - 2019,,,,742,"1,140.00",1.54,,,
,,2019 - 2020,,,,500,368,0.74,,,
,,2020 - 2021,,,,443,390,0.88,,,
,,2021 - 2022,,,,513,462,0.9,,,
,,2022 - 2023,,,,539,675,1.25,,,
,64. Sant kabeer nagar,2013 - 2014,,,,"2,936.00","2,561.00",0.87,,,
,,2014 - 2015,,,,"3,270.00","2,070.00",0.63,,,
,,2015 - 2016,,,,"3,202.00","2,081.00",0.65,,,
,,2016 - 2017,,,,"2,785.00","2,081.00",0.75,,,
,,2017 - 2018,,,,"3,094.00","2,197.00",0.71,,,
,,2018 - 2019,,,,"1,528.00","1,121.00",0.73,,,
,,2019 - 2020,,,,"3,272.00","1,939.00",0.59,,,
,,2020 - 2021,,,,"3,380.00","2,002.00",0.59,,,
,,2021 - 2022,,,,"3,797.00","3,364.00",0.89,,,
,,2022 - 2023,,,,"4,114.00","5,147.00",1.25,,,
,65. Sant ravidas nagar,2013 - 2014,,,,"4,367.00","5,053.00",1.16,,,
,,2014 - 2015,,,,"5,543.00","5,755.00",1.04,,,
,,2015 - 2016,,,,"3,969.00","6,161.00",1.55,,,
,,2016 - 2017,,,,"3,922.00","7,108.00",1.81,,,
,,2017 - 2018,,,,"4,070.00","5,389.00",1.32,,,
,,2018 - 2019,,,,"2,258.00","2,294.00",1.02,,,
,,2019 - 2020,,,,"3,964.00","3,344.00",0.84,,,
,,2020 - 2021,,,,"4,020.00","4,677.00",1.16,,,
,,2021 - 2022,,,,"4,577.00","5,264.00",1.15,,,
,,2022 - 2023,,,,"4,890.00","5,624.00",1.15,,,
,66. Shahjahanpur,2013 - 2014,,,,"1,464.00","1,282.00",0.88,,,
,,2014 - 2015,,,,145,105,0.72,,,
,,2015 - 2016,,,,100,66,0.66,,,
,,2016 - 2017,,,,229,188,0.82,,,
,,2017 - 2018,,,,309,281,0.91,,,
,,2018 - 2019,,,,163,125,0.77,,,
,,2019 - 2020,,,,252,256,1.02,,,
,,2020 - 2021,,,,180,150,0.83,,,
,,2021 - 2022,,,,284,376,1.32,,,
,,2022 - 2023,,,,222,278,1.25,,,
,67. Shamli,2013 - 2014,,,,5,5,1,,,
,,2020 - 2021,,,,7,8,1.14,,,
,,2022 - 2023,,,,9,11,1.22,,,
,68. Shravasti,2013 - 2014,,,,"1,622.00",868,0.54,,,
,,2014 - 2015,,,,"1,547.00",625,0.4,,,
,,2015 - 2016,,,,"1,424.00",939,0.66,,,
,,2016 - 2017,,,,"1,949.00","1,208.00",0.62,,,
,,2017 - 2018,,,,"1,415.00","1,041.00",0.74,,,
,,2018 - 2019,,,,"1,769.00","1,146.00",0.65,,,
,,2019 - 2020,,,,"1,874.00",789,0.42,,,
,,2020 - 2021,,,,"1,906.00","1,328.00",0.7,,,
,,2021 - 2022,,,,"2,176.00",920,0.42,,,
,,2022 - 2023,,,,"1,755.00","1,272.00",0.72,,,
,69. Siddharth nagar,2013 - 2014,,,,"1,900.00","1,658.00",0.87,,,
,,2014 - 2015,,,,"1,961.00","1,241.00",0.63,,,
,,2015 - 2016,,,,"1,865.00","1,212.00",0.65,,,
,,2016 - 2017,,,,"2,786.00","2,081.00",0.75,,,
,,2017 - 2018,,,,"2,162.00","1,535.00",0.71,,,
,,2018 - 2019,,,,"2,917.00","2,141.00",0.73,,,
,,2019 - 2020,,,,"2,135.00","1,266.00",0.59,,,
,,2020 - 2021,,,,"2,051.00","1,210.00",0.59,,,
,,2021 - 2022,,,,"2,460.00","2,175.00",0.88,,,
,,2022 - 2023,,,,"2,495.00","3,121.00",1.25,,,
,70. Sitapur,2013 - 2014,,,,"3,600.00","3,300.00",0.92,,,
,,2014 - 2015,,,,"2,401.00","1,975.00",0.82,,,
,,2015 - 2016,,,,"1,868.00","3,394.00",1.82,,,
,,2016 - 2017,,,,"3,834.00","6,704.00",1.75,,,
,,2017 - 2018,,,,"2,870.00","6,308.00",2.2,,,
,,2018 - 2019,,,,"1,930.00","1,766.00",0.92,,,
,,2019 - 2020,,,,"4,358.00","2,232.00",0.51,,,
,,2020 - 2021,,,,"4,255.00","5,072.00",1.19,,,
,,2021 - 2022,,,,"5,053.00","3,128.00",0.62,,,
,,2022 - 2023,,,,"5,350.00","3,312.00",0.62,,,
,71. Sonbhadra,2013 - 2014,,,,"10,339.00","8,663.00",0.84,,,
,,2014 - 2015,,,,"10,409.00","9,186.00",0.88,,,
,,2015 - 2016,,,,"8,995.00","5,909.00",0.66,,,
,,2016 - 2017,,,,"10,997.00","10,923.00",0.99,,,
,,2017 - 2018,,,,"10,160.00","8,949.00",0.88,,,
,,2018 - 2019,,,,"10,006.00","10,040.00",1,,,
,,2019 - 2020,,,,"10,087.00","9,121.00",0.9,,,
,,2020 - 2021,,,,"9,131.00","8,487.00",0.93,,,
,,2021 - 2022,,,,"12,226.00","11,664.00",0.95,,,
,,2022 - 2023,,,,"11,178.00","10,664.00",0.95,,,
,72. Sultanpur,2013 - 2014,,,,"5,567.00","3,830.00",0.69,,,
,,2014 - 2015,,,,"5,565.00","2,685.00",0.48,,,
,,2015 - 2016,,,,"7,142.00","6,053.00",0.85,,,
,,2016 - 2017,,,,"5,456.00","4,574.00",0.84,,,
,,2017 - 2018,,,,"5,055.00","3,835.00",0.76,,,
,,2018 - 2019,,,,"2,807.00","2,558.00",0.91,,,
,,2019 - 2020,,,,"5,220.00","7,245.00",1.39,,,
,,2020 - 2021,,,,"5,065.00","7,368.00",1.45,,,
,,2021 - 2022,,,,"6,846.00","9,050.00",1.32,,,
,,2022 - 2023,,,,"6,160.00","5,082.00",0.83,,,
,73. Unnao,2013 - 2014,,,,"2,020.00","1,459.00",0.72,,,
,,2014 - 2015,,,,"2,164.00",968,0.45,,,
,,2015 - 2016,,,,"2,351.00","1,697.00",0.72,,,
,,2016 - 2017,,,,"2,166.00","1,794.00",0.83,,,
,,2017 - 2018,,,,"2,451.00","2,885.00",1.18,,,
,,2018 - 2019,,,,"2,128.00","1,997.00",0.94,,,
,,2019 - 2020,,,,"2,425.00","4,331.00",1.79,,,
,,2020 - 2021,,,,"2,175.00","3,600.00",1.66,,,
,,2021 - 2022,,,,"2,835.00","2,129.00",0.75,,,
,,2022 - 2023,,,,"2,645.00","1,986.00",0.75,,,
,74. Varanasi,2013 - 2014,,,,"4,226.00","4,061.00",0.96,,,
,,2014 - 2015,,,,"4,062.00","3,537.00",0.87,,,
,,2015 - 2016,,,,"4,115.00","3,496.00",0.85,,,
,,2016 - 2017,,,,"4,168.00","3,378.00",0.81,,,
,,2017 - 2018,,,,"4,737.00","5,862.00",1.24,,,
,,2018 - 2019,,,,"4,031.00","4,758.00",1.18,,,
,,2019 - 2020,,,,"3,943.00","3,261.00",0.83,,,
,,2020 - 2021,,,,"3,490.00","7,030.00",2.01,,,
,,2021 - 2022,,,,"4,992.00","7,812.00",1.56,,,
,,2022 - 2023,,,,"4,799.00","7,160.00",1.49,,,
27. Uttarakhand,1. Almora,2013 - 2014,,,,19,15,0.79,,,
,,2014 - 2015,,,,50,39,0.78,,,
,,2015 - 2016,,,,20,15,0.75,,,
,,2016 - 2017,,,,70,40,0.57,,,
,,2017 - 2018,,,,97,53,0.55,,,
,,2018 - 2019,,,,48,26,0.54,,,
,,2019 - 2020,,,,183,117,0.64,,,
,,2020 - 2021,,,,216,140,0.65,,,
,,2021 - 2022,,,,105,68,0.65,,,
,,2022 - 2023,,,,170,139,0.82,,,
,2. Bageshwar,2013 - 2014,,,,12,9,0.75,,,
,,2015 - 2016,,,,3,2,0.67,,,
,,2018 - 2019,,,,1,1,1,,,
,,2019 - 2020,,,,3,2,0.67,,,
,3. Chamoli,2013 - 2014,,,,149,76,0.51,,,
,,2014 - 2015,,,,191,98,0.51,,,
,,2015 - 2016,,,,180,95,0.53,,,
,,2016 - 2017,,,,146,84,0.58,,,
,,2017 - 2018,,,,199,108,0.54,,,
,,2018 - 2019,,,,216,117,0.54,,,
,,2019 - 2020,,,,185,118,0.64,,,
,,2020 - 2021,,,,227,178,0.78,,,
,,2021 - 2022,,,,177,185,1.05,,,
,,2022 - 2023,,,,206,181,0.88,,,
,4. Champawat,2013 - 2014,,,,24,5,0.21,,,
,,2014 - 2015,,,,58,15,0.26,,,
,,2015 - 2016,,,,17,12,0.71,,,
,,2016 - 2017,,,,17,9,0.53,,,
,,2017 - 2018,,,,28,14,0.5,,,
,,2018 - 2019,,,,24,13,0.54,,,
,,2019 - 2020,,,,11,7,0.64,,,
,,2020 - 2021,,,,2,1,0.5,,,
,,2021 - 2022,,,,1,1,1,,,
,,2022 - 2023,,,,2,2,1,,,
,5. Dehradun,2013 - 2014,,,,477,451,0.95,,,
,,2014 - 2015,,,,357,280,0.78,,,
,,2015 - 2016,,,,355,260,0.73,,,
,,2016 - 2017,,,,229,191,0.83,,,
,,2017 - 2018,,,,306,270,0.88,,,
,,2018 - 2019,,,,492,434,0.88,,,
,,2019 - 2020,,,,415,374,0.9,,,
,,2020 - 2021,,,,387,516,1.33,,,
,,2021 - 2022,,,,325,398,1.22,,,
,,2022 - 2023,,,,412,363,0.88,,,
,6. Haridwar,2013 - 2014,,,,1,1,1,,,
,,2014 - 2015,,,,1,1,1,,,
,,2015 - 2016,,,,1,1,1,,,
,7. Nainital,2013 - 2014,,,,2,2,1,,,
,,2014 - 2015,,,,60,32,0.53,,,
,,2015 - 2016,,,,2,1,0.5,,,
,,2016 - 2017,,,,52,30,0.58,,,
,,2018 - 2019,,,,1,1,1,,,
,,2019 - 2020,,,,1,1,1,,,
,,2020 - 2021,,,,5,3,0.6,,,
,,2021 - 2022,,,,10,7,0.7,,,
,,2022 - 2023,,,,6,5,0.83,,,
,8. Pauri garhwal,2013 - 2014,,,,248,216,0.87,,,
,,2014 - 2015,,,,361,315,0.87,,,
,,2015 - 2016,,,,610,305,0.5,,,
,,2016 - 2017,,,,347,208,0.6,,,
,,2017 - 2018,,,,665,533,0.8,,,
,,2018 - 2019,,,,203,162,0.8,,,
,,2019 - 2020,,,,157,100,0.64,,,
,,2020 - 2021,,,,158,124,0.78,,,
,,2021 - 2022,,,,204,213,1.04,,,
,,2022 - 2023,,,,99,94,0.95,,,
,9. Pithoragarh,2013 - 2014,,,,1,1,1,,,
,,2014 - 2015,,,,1,1,1,,,
,,2015 - 2016,,,,65,47,0.72,,,
,,2018 - 2019,,,,3,2,0.67,,,
,,2020 - 2021,,,,2,1,0.5,,,
,,2022 - 2023,,,,9,7,0.78,,,
,10. Rudra prayag,2013 - 2014,,,,70,59,0.84,,,
