State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2018 - 2019,434,545,1.26,,,,,,
,,2019 - 2020,527,709,1.35,,,,,,
,,2020 - 2021,515,623,1.21,,,,,,
,,2021 - 2022,434,584,1.35,,,,,,
,,2022 - 2023,434,585,1.35,,,,,,
,13. Banda,2013 - 2014,"95,277.00","21,789.00",0.23,,,,,,
,,2014 - 2015,"1,00,319.00","14,054.00",0.14,,,,,,
,,2015 - 2016,"1,534.00",571,0.37,,,,,,
,,2016 - 2017,"57,549.00","48,200.00",0.84,,,,,,
,,2017 - 2018,"96,314.00","87,395.00",0.91,,,,,,
,,2018 - 2019,"91,110.00","1,08,270.00",1.19,,,,,,
,,2019 - 2020,"94,201.00","1,24,380.00",1.32,,,,,,
,,2020 - 2021,"94,201.00","1,10,909.00",1.18,,,,,,
,,2021 - 2022,"99,767.00","1,30,196.00",1.31,,,,,,
,,2022 - 2023,"99,767.00","1,30,795.00",1.31,,,,,,
,14. Barabanki,2013 - 2014,617,229,0.37,,,,,,
,,2014 - 2015,697,220,0.32,,,,,,
,,2015 - 2016,452,273,0.6,,,,,,
,,2016 - 2017,689,"1,234.00",1.79,,,,,,
,,2017 - 2018,779,587,0.75,,,,,,
,,2018 - 2019,313,487,1.56,,,,,,
,,2019 - 2020,695,528,0.76,,,,,,
,,2020 - 2021,695,"1,107.00",1.59,,,,,,
,,2021 - 2022,765,"1,795.00",2.35,,,,,,
,,2022 - 2023,765,"1,036.00",1.35,,,,,,
,15. Bareilly,2013 - 2014,16,7,0.44,,,,,,
,,2014 - 2015,4,1,0.25,,,,,,
,,2015 - 2016,4,2,0.5,,,,,,
,,2016 - 2017,6,7,1.17,,,,,,
,,2017 - 2018,19,20,1.05,,,,,,
,,2018 - 2019,38,48,1.26,,,,,,
,,2019 - 2020,108,145,1.34,,,,,,
,,2020 - 2021,16,19,1.19,,,,,,
,,2021 - 2022,18,24,1.33,,,,,,
,,2022 - 2023,17,23,1.35,,,,,,
,16. Basti,2013 - 2014,782,332,0.42,,,,,,
,,2014 - 2015,"1,255.00",378,0.3,,,,,,
,,2015 - 2016,590,363,0.62,,,,,,
,,2016 - 2017,858,947,1.1,,,,,,
,,2017 - 2018,909,974,1.07,,,,,,
,,2019 - 2020,752,"1,013.00",1.35,,,,,,
,,2020 - 2021,832,"1,007.00",1.21,,,,,,
,,2021 - 2022,"1,016.00","1,368.00",1.35,,,,,,
,,2022 - 2023,923,"1,245.00",1.35,,,,,,
,17. Bijnor,2013 - 2014,6,3,0.5,,,,,,
,,2014 - 2015,20,6,0.3,,,,,,
,,2015 - 2016,17,7,0.41,,,,,,
,,2016 - 2017,27,29,1.07,,,,,,
,,2017 - 2018,13,16,1.23,,,,,,
,,2018 - 2019,14,18,1.29,,,,,,
,,2019 - 2020,42,56,1.33,,,,,,
,,2020 - 2021,24,29,1.21,,,,,,
,,2021 - 2022,4,5,1.25,,,,,,
,,2022 - 2023,4,5,1.25,,,,,,
,18. Budaun,2013 - 2014,71,30,0.42,,,,,,
,,2014 - 2015,29,9,0.31,,,,,,
,,2015 - 2016,5,3,0.6,,,,,,
,,2016 - 2017,193,210,1.09,,,,,,
,,2017 - 2018,33,35,1.06,,,,,,
,,2018 - 2019,67,85,1.27,,,,,,
,,2020 - 2021,68,82,1.21,,,,,,
,,2021 - 2022,77,104,1.35,,,,,,
,,2022 - 2023,70,94,1.34,,,,,,
,19. Bulandshahr,2013 - 2014,87,70,0.8,,,,,,
,,2015 - 2016,22,13,0.59,,,,,,
,,2016 - 2017,70,76,1.09,,,,,,
,,2017 - 2018,23,24,1.04,,,,,,
,,2018 - 2019,80,97,1.21,,,,,,
,,2019 - 2020,45,60,1.33,,,,,,
,,2020 - 2021,35,42,1.2,,,,,,
,,2021 - 2022,42,57,1.36,,,,,,
,,2022 - 2023,38,51,1.34,,,,,,
,20. Chandauli,2013 - 2014,"1,165.00","1,097.00",0.94,,,,,,
,,2014 - 2015,"1,289.00",801,0.62,,,,,,
,,2015 - 2016,"1,714.00","1,714.00",1,,,,,,
,,2016 - 2017,"1,651.00","1,779.00",1.08,,,,,,
,,2017 - 2018,972,"1,315.00",1.35,,,,,,
,,2018 - 2019,"1,633.00","2,151.00",1.32,,,,,,
,,2019 - 2020,"1,735.00","2,395.00",1.38,,,,,,
,,2020 - 2021,"1,808.00","2,494.00",1.38,,,,,,
,,2021 - 2022,"3,910.00","5,486.00",1.4,,,,,,
,,2022 - 2023,"3,910.00","5,126.00",1.31,,,,,,
,21. Chitrakoot,2013 - 2014,"45,180.00","12,645.00",0.28,,,,,,
,,2014 - 2015,"45,595.00","10,395.00",0.23,,,,,,
,,2015 - 2016,"17,659.00","5,791.00",0.33,,,,,,
,,2016 - 2017,"46,218.00","42,450.00",0.92,,,,,,
,,2017 - 2018,"46,218.00","49,629.00",1.07,,,,,,
,,2018 - 2019,"41,523.00","45,937.00",1.11,,,,,,
,,2019 - 2020,"44,040.00","43,400.00",0.99,,,,,,
,,2020 - 2021,"46,218.00","58,920.00",1.27,,,,,,
,,2021 - 2022,"46,735.00","60,615.00",1.3,,,,,,
,,2022 - 2023,"46,735.00","51,829.00",1.11,,,,,,
,22. Deoria,2013 - 2014,429,281,0.66,,,,,,
,,2014 - 2015,107,39,0.36,,,,,,
,,2015 - 2016,100,59,0.59,,,,,,
,,2016 - 2017,119,122,1.03,,,,,,
,,2017 - 2018,110,117,1.06,,,,,,
,,2018 - 2019,128,191,1.49,,,,,,
,,2019 - 2020,125,157,1.26,,,,,,
,,2020 - 2021,113,137,1.21,,,,,,
,,2021 - 2022,111,149,1.34,,,,,,
,,2022 - 2023,112,151,1.35,,,,,,
,23. Etah,2013 - 2014,268,112,0.42,,,,,,
,,2014 - 2015,30,9,0.3,,,,,,
,,2015 - 2016,37,22,0.59,,,,,,
,,2016 - 2017,236,256,1.08,,,,,,
,,2017 - 2018,247,259,1.05,,,,,,
,,2018 - 2019,245,307,1.25,,,,,,
,,2019 - 2020,215,289,1.34,,,,,,
,,2020 - 2021,326,394,1.21,,,,,,
,,2021 - 2022,390,525,1.35,,,,,,
,,2022 - 2023,390,526,1.35,,,,,,
,24. Etawah,2013 - 2014,"1,789.00","1,090.00",0.61,,,,,,
,,2014 - 2015,"1,522.00",620,0.41,,,,,,
,,2015 - 2016,967,896,0.93,,,,,,
,,2016 - 2017,"1,680.00","2,190.00",1.3,,,,,,
,,2017 - 2018,"1,802.00","3,026.00",1.68,,,,,,
,,2018 - 2019,"1,616.00","2,357.00",1.46,,,,,,
,,2019 - 2020,"1,655.00","2,307.00",1.39,,,,,,
,,2020 - 2021,"1,778.00","2,566.00",1.44,,,,,,
,,2021 - 2022,"2,112.00","3,075.00",1.46,,,,,,
,,2022 - 2023,"2,112.00","2,585.00",1.22,,,,,,
,25. Faizabad,2013 - 2014,"1,656.00",614,0.37,,,,,,
,,2014 - 2015,"2,520.00",795,0.32,,,,,,
,,2015 - 2016,"1,605.00",969,0.6,,,,,,
,,2016 - 2017,"1,554.00","2,784.00",1.79,,,,,,
,,2017 - 2018,"1,559.00","1,175.00",0.75,,,,,,
,,2018 - 2019,"1,620.00","2,518.00",1.55,,,,,,
,,2019 - 2020,"1,641.00","1,246.00",0.76,,,,,,
,,2020 - 2021,"1,686.00","2,688.00",1.59,,,,,,
,,2021 - 2022,"1,755.00","4,119.00",2.35,,,,,,
,,2022 - 2023,"1,755.00","2,376.00",1.35,,,,,,
,26. Farrukhabad,2013 - 2014,737,449,0.61,,,,,,
,,2014 - 2015,632,257,0.41,,,,,,
,,2015 - 2016,617,571,0.93,,,,,,
,,2016 - 2017,831,"1,083.00",1.3,,,,,,
,,2017 - 2018,534,897,1.68,,,,,,
,,2018 - 2019,665,970,1.46,,,,,,
,,2019 - 2020,683,952,1.39,,,,,,
,,2020 - 2021,824,"1,160.00",1.41,,,,,,
,,2021 - 2022,904,"1,316.00",1.46,,,,,,
,,2022 - 2023,904,"1,107.00",1.22,,,,,,
,27. Fatehpur,2013 - 2014,"41,687.00","18,128.00",0.43,,,,,,
,,2014 - 2015,"41,942.00","7,657.00",0.18,,,,,,
,,2015 - 2016,"33,908.00","19,432.00",0.57,,,,,,
,,2016 - 2017,"44,683.00","57,177.00",1.28,,,,,,
,,2017 - 2018,"42,140.00","67,919.00",1.61,,,,,,
,,2018 - 2019,"40,519.00","51,298.00",1.27,,,,,,
,,2019 - 2020,"28,143.00","34,006.00",1.21,,,,,,
,,2020 - 2021,"41,891.00","59,656.00",1.42,,,,,,
,,2021 - 2022,"45,767.00","63,936.00",1.4,,,,,,
,,2022 - 2023,"45,767.00","60,001.00",1.31,,,,,,
,28. Firozabad,2013 - 2014,932,"1,755.00",1.88,,,,,,
,,2014 - 2015,472,529,1.12,,,,,,
,,2015 - 2016,465,330,0.71,,,,,,
,,2016 - 2017,535,"1,000.00",1.87,,,,,,
,,2017 - 2018,108,205,1.9,,,,,,
,,2018 - 2019,702,"1,118.00",1.59,,,,,,
,,2019 - 2020,231,357,1.55,,,,,,
,,2020 - 2021,297,722,2.43,,,,,,
,,2021 - 2022,625,"1,615.00",2.58,,,,,,
,,2022 - 2023,625,784,1.25,,,,,,
,29. Gautam buddha nagar,2020 - 2021,1,1,1,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,8,11,1.38,,,,,,
,30. Ghaziabad,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,11,15,1.36,,,,,,
,31. Ghazipur,2013 - 2014,"4,302.00","4,036.00",0.94,,,,,,
,,2014 - 2015,"3,964.00","5,119.00",1.29,,,,,,
,,2015 - 2016,"2,480.00","3,872.00",1.56,,,,,,
,,2016 - 2017,"5,399.00","13,186.00",2.44,,,,,,
,,2017 - 2018,"4,263.00","7,387.00",1.73,,,,,,
,,2018 - 2019,"4,470.00","8,250.00",1.85,,,,,,
,,2019 - 2020,"4,470.00","7,902.00",1.77,,,,,,
,,2020 - 2021,"3,191.00","5,270.00",1.65,,,,,,
,,2021 - 2022,"4,867.00","8,469.00",1.74,,,,,,
,,2022 - 2023,"4,867.00","8,746.00",1.8,,,,,,
,32. Gonda,2013 - 2014,496,212,0.43,,,,,,
,,2014 - 2015,593,178,0.3,,,,,,
,,2015 - 2016,555,544,0.98,,,,,,
,,2016 - 2017,890,966,1.09,,,,,,
,,2017 - 2018,650,681,1.05,,,,,,
,,2018 - 2019,641,805,1.26,,,,,,
,,2019 - 2020,692,932,1.35,,,,,,
,,2020 - 2021,703,851,1.21,,,,,,
,,2021 - 2022,811,"1,092.00",1.35,,,,,,
,,2022 - 2023,811,"1,094.00",1.35,,,,,,
,33. Gorakhpur,2013 - 2014,981,643,0.66,,,,,,
,,2014 - 2015,855,312,0.36,,,,,,
,,2015 - 2016,292,174,0.6,,,,,,
,,2016 - 2017,548,561,1.02,,,,,,
,,2017 - 2018,350,373,1.07,,,,,,
,,2018 - 2019,179,268,1.5,,,,,,
,,2019 - 2020,496,622,1.25,,,,,,
,,2020 - 2021,543,626,1.15,,,,,,
,,2021 - 2022,431,580,1.35,,,,,,
,,2022 - 2023,385,519,1.35,,,,,,
,34. Hamirpur,2013 - 2014,"80,843.00","32,219.00",0.4,,,,,,
,,2014 - 2015,"69,319.00","13,331.00",0.19,,,,,,
,,2015 - 2016,"27,440.00","12,374.00",0.45,,,,,,
,,2016 - 2017,"89,820.00","74,359.00",0.83,,,,,,
,,2017 - 2018,"92,802.00","86,721.00",0.93,,,,,,
,,2018 - 2019,"73,004.00","83,883.00",1.15,,,,,,
,,2019 - 2020,"84,227.00","99,430.00",1.18,,,,,,
,,2020 - 2021,"82,882.00","91,439.00",1.1,,,,,,
,,2021 - 2022,"92,908.00","1,15,206.00",1.24,,,,,,
,,2022 - 2023,"70,154.00","88,113.00",1.26,,,,,,
,35. Hapur,2017 - 2018,2,2,1,,,,,,
,,2020 - 2021,2,2,1,,,,,,
,,2021 - 2022,2,3,1.5,,,,,,
,,2022 - 2023,4,5,1.25,,,,,,
,36. Hardoi,2013 - 2014,891,423,0.47,,,,,,
,,2014 - 2015,479,256,0.53,,,,,,
,,2015 - 2016,499,250,0.5,,,,,,
,,2016 - 2017,588,441,0.75,,,,,,
,,2017 - 2018,"1,329.00","1,252.00",0.94,,,,,,
,,2018 - 2019,607,689,1.14,,,,,,
,,2019 - 2020,588,412,0.7,,,,,,
,,2020 - 2021,546,575,1.05,,,,,,
,,2021 - 2022,607,514,0.85,,,,,,
,,2022 - 2023,615,636,1.03,,,,,,
,37. Hathras,2013 - 2014,23,10,0.43,,,,,,
,,2014 - 2015,4,1,0.25,,,,,,
,,2015 - 2016,12,7,0.58,,,,,,
,,2016 - 2017,17,19,1.12,,,,,,
,,2017 - 2018,35,37,1.06,,,,,,
,,2018 - 2019,5,6,1.2,,,,,,
,,2019 - 2020,10,14,1.4,,,,,,
,,2020 - 2021,22,27,1.23,,,,,,
,,2021 - 2022,26,35,1.35,,,,,,
,,2022 - 2023,26,35,1.35,,,,,,
,38. Jalaun,2013 - 2014,"39,648.00","29,517.00",0.74,,,,,,
,,2014 - 2015,"36,148.00","11,736.00",0.32,,,,,,
,,2015 - 2016,"37,078.00","15,559.00",0.42,,,,,,
,,2016 - 2017,"43,385.00","52,273.00",1.2,,,,,,
,,2017 - 2018,"13,715.00","19,371.00",1.41,,,,,,
,,2018 - 2019,"40,041.00","55,030.00",1.37,,,,,,
,,2019 - 2020,"44,225.00","65,600.00",1.48,,,,,,
,,2020 - 2021,"44,275.00","62,420.00",1.41,,,,,,
,,2021 - 2022,"49,672.00","59,755.00",1.2,,,,,,
,,2022 - 2023,"47,609.00","57,797.00",1.21,,,,,,
,39. Jaunpur,2013 - 2014,"5,129.00","4,812.00",0.94,,,,,,
,,2014 - 2015,"4,664.00","3,032.00",0.65,,,,,,
,,2015 - 2016,"1,787.00","3,179.00",1.78,,,,,,
,,2016 - 2017,"5,054.00","11,481.00",2.27,,,,,,
,,2017 - 2018,"5,052.00","7,482.00",1.48,,,,,,
,,2018 - 2019,"5,008.00","6,486.00",1.3,,,,,,
,,2019 - 2020,"4,891.00","6,810.00",1.39,,,,,,
,,2020 - 2021,"4,992.00","9,393.00",1.88,,,,,,
,,2021 - 2022,"5,451.00","13,486.00",2.47,,,,,,
,,2022 - 2023,"5,451.00","11,442.00",2.1,,,,,,
,40. Jhansi,2013 - 2014,"54,969.00","15,696.00",0.29,,,,,,
,,2014 - 2015,"50,891.00","16,634.00",0.33,,,,,,
,,2015 - 2016,"19,914.00","12,324.00",0.62,,,,,,
,,2016 - 2017,"76,104.00","92,712.00",1.22,,,,,,
,,2017 - 2018,"29,135.00","29,399.00",1.01,,,,,,
,,2018 - 2019,"39,582.00","59,386.00",1.5,,,,,,
,,2019 - 2020,"73,306.00","1,35,352.00",1.85,,,,,,
,,2020 - 2021,"63,785.00","68,318.00",1.07,,,,,,
,,2021 - 2022,"79,055.00","1,08,463.00",1.37,,,,,,
,,2022 - 2023,"1,06,266.00","1,55,786.00",1.47,,,,,,
,41. Kannauj,2013 - 2014,998,608,0.61,,,,,,
,,2014 - 2015,847,345,0.41,,,,,,
,,2015 - 2016,719,666,0.93,,,,,,
,,2016 - 2017,898,"1,170.00",1.3,,,,,,
,,2017 - 2018,961,"1,614.00",1.68,,,,,,
,,2018 - 2019,919,"1,341.00",1.46,,,,,,
,,2019 - 2020,957,"1,334.00",1.39,,,,,,
,,2020 - 2021,"1,062.00","1,552.00",1.46,,,,,,
,,2021 - 2022,"1,062.00","1,546.00",1.46,,,,,,
,,2022 - 2023,"1,062.00","1,300.00",1.22,,,,,,
,42. Kanpur dehat,2013 - 2014,"16,165.00","12,200.00",0.75,,,,,,
,,2014 - 2015,"22,825.00","6,730.00",0.29,,,,,,
,,2015 - 2016,"17,441.00","15,970.00",0.92,,,,,,
,,2016 - 2017,"23,572.00","28,640.00",1.22,,,,,,
,,2017 - 2018,"23,396.00","39,040.00",1.67,,,,,,
,,2018 - 2019,"22,961.00","38,203.00",1.66,,,,,,
,,2019 - 2020,"24,328.00","34,700.00",1.43,,,,,,
,,2020 - 2021,"22,315.00","31,486.00",1.41,,,,,,
,,2021 - 2022,"25,844.00","35,820.00",1.39,,,,,,
,,2022 - 2023,"25,844.00","32,408.00",1.25,,,,,,
,43. Kanpur nagar,2013 - 2014,"15,798.00","7,888.00",0.5,,,,,,
,,2014 - 2015,"15,162.00","11,180.00",0.74,,,,,,
,,2015 - 2016,"15,460.00","14,078.00",0.91,,,,,,
,,2016 - 2017,"14,680.00","21,160.00",1.44,,,,,,
,,2017 - 2018,"14,996.00","28,403.00",1.89,,,,,,
,,2018 - 2019,"15,718.00","17,885.00",1.14,,,,,,
,,2019 - 2020,"16,106.00","22,592.00",1.4,,,,,,
,,2020 - 2021,"15,072.00","24,585.00",1.63,,,,,,
,,2021 - 2022,"17,718.00","28,083.00",1.58,,,,,,
,,2022 - 2023,"17,718.00","21,456.00",1.21,,,,,,
,44. Kasganj,2013 - 2014,41,17,0.41,,,,,,
,,2014 - 2015,70,21,0.3,,,,,,
,,2016 - 2017,48,52,1.08,,,,,,
,,2017 - 2018,9,9,1,,,,,,
,,2018 - 2019,66,83,1.26,,,,,,
,,2019 - 2020,55,74,1.35,,,,,,
,,2020 - 2021,61,74,1.21,,,,,,
,,2021 - 2022,379,510,1.35,,,,,,
,,2022 - 2023,379,511,1.35,,,,,,
,45. Kaushambi,2013 - 2014,"8,370.00","2,511.00",0.3,,,,,,
,,2014 - 2015,"9,795.00","3,158.00",0.32,,,,,,
,,2015 - 2016,"7,067.00","4,787.00",0.68,,,,,,
,,2016 - 2017,"11,373.00","12,930.00",1.14,,,,,,
,,2017 - 2018,"5,550.00","7,929.00",1.43,,,,,,
,,2018 - 2019,"4,712.00","5,514.00",1.17,,,,,,
,,2019 - 2020,"12,958.00","16,902.00",1.3,,,,,,
,,2020 - 2021,"12,641.00","14,698.00",1.16,,,,,,
,,2021 - 2022,"14,138.00","20,557.00",1.45,,,,,,
,,2022 - 2023,"14,138.00","16,923.00",1.2,,,,,,
,46. Kheri,2013 - 2014,233,111,0.48,,,,,,
,,2014 - 2015,124,66,0.53,,,,,,
,,2015 - 2016,65,32,0.49,,,,,,
,,2016 - 2017,326,245,0.75,,,,,,
,,2017 - 2018,401,377,0.94,,,,,,
,,2018 - 2019,245,278,1.13,,,,,,
,,2019 - 2020,206,145,0.7,,,,,,
,,2020 - 2021,94,100,1.06,,,,,,
,,2021 - 2022,364,308,0.85,,,,,,
,,2022 - 2023,368,381,1.04,,,,,,
,47. Kushi nagar,2014 - 2015,25,9,0.36,,,,,,
,,2015 - 2016,10,6,0.6,,,,,,
,,2016 - 2017,3,3,1,,,,,,
,,2019 - 2020,3,4,1.33,,,,,,
,,2021 - 2022,17,23,1.35,,,,,,
,,2022 - 2023,15,20,1.33,,,,,,
,48. Lalitpur,2013 - 2014,"19,101.00","8,729.00",0.46,,,,,,
,,2014 - 2015,"13,216.00","9,740.00",0.74,,,,,,
,,2015 - 2016,"3,589.00","2,659.00",0.74,,,,,,
,,2016 - 2017,"20,124.00","31,594.00",1.57,,,,,,
,,2017 - 2018,"13,725.00","17,774.00",1.3,,,,,,
,,2018 - 2019,"20,550.00","34,647.00",1.69,,,,,,
,,2019 - 2020,"20,504.00","32,191.00",1.57,,,,,,
,,2020 - 2021,"20,124.00","27,691.00",1.38,,,,,,
,,2021 - 2022,"18,211.00","31,286.00",1.72,,,,,,
,,2022 - 2023,"16,038.00","25,565.00",1.59,,,,,,
,49. Lucknow,2013 - 2014,"1,172.00",556,0.47,,,,,,
,,2014 - 2015,646,346,0.54,,,,,,
,,2015 - 2016,621,311,0.5,,,,,,
,,2016 - 2017,879,660,0.75,,,,,,
,,2017 - 2018,934,880,0.94,,,,,,
,,2018 - 2019,202,230,1.14,,,,,,
,,2019 - 2020,"1,210.00",849,0.7,,,,,,
,,2020 - 2021,"5,114.00","7,241.00",1.42,,,,,,
,,2021 - 2022,"1,111.00","1,091.00",0.98,,,,,,
,,2022 - 2023,"1,307.00",968,0.74,,,,,,
,50. Maharajganj,2013 - 2014,123,81,0.66,,,,,,
,,2014 - 2015,24,9,0.38,,,,,,
,,2015 - 2016,79,47,0.59,,,,,,
,,2016 - 2017,5,5,1,,,,,,
,,2017 - 2018,4,4,1,,,,,,
,,2021 - 2022,32,43,1.34,,,,,,
,,2022 - 2023,31,42,1.35,,,,,,
,51. Mahoba,2013 - 2014,"61,370.00","25,198.00",0.41,,,,,,
,,2014 - 2015,"54,605.00","9,576.00",0.18,,,,,,
,,2015 - 2016,"11,438.00","2,283.00",0.2,,,,,,
,,2016 - 2017,"27,842.00","21,734.00",0.78,,,,,,
,,2017 - 2018,"27,027.00","18,627.00",0.69,,,,,,
,,2018 - 2019,"84,865.00","99,200.00",1.17,,,,,,
,,2019 - 2020,"78,961.00","1,30,413.00",1.65,,,,,,
,,2020 - 2021,"64,524.00","65,944.00",1.02,,,,,,
,,2021 - 2022,"73,054.00","93,071.00",1.27,,,,,,
,,2022 - 2023,"73,054.00","1,16,813.00",1.6,,,,,,
,52. Mainpuri,2013 - 2014,987,"1,858.00",1.88,,,,,,
,,2014 - 2015,813,911,1.12,,,,,,
,,2015 - 2016,942,669,0.71,,,,,,
,,2016 - 2017,891,"1,666.00",1.87,,,,,,
,,2017 - 2018,793,"1,507.00",1.9,,,,,,
,,2018 - 2019,"1,068.00","1,700.00",1.59,,,,,,
,,2019 - 2020,890,"1,375.00",1.54,,,,,,
,,2020 - 2021,983,"3,057.00",3.11,,,,,,
,,2021 - 2022,"1,156.00","3,648.00",3.16,,,,,,
,,2022 - 2023,"1,156.00","1,450.00",1.25,,,,,,
,53. Mathura,2013 - 2014,18,34,1.89,,,,,,
,,2014 - 2015,16,18,1.13,,,,,,
,,2015 - 2016,19,13,0.68,,,,,,
,,2017 - 2018,29,55,1.9,,,,,,
,,2018 - 2019,453,721,1.59,,,,,,
,,2021 - 2022,22,57,2.59,,,,,,
,,2022 - 2023,22,28,1.27,,,,,,
,54. Mau,2013 - 2014,"1,403.00","1,120.00",0.8,,,,,,
,,2014 - 2015,"1,171.00","1,661.00",1.42,,,,,,
,,2015 - 2016,"1,460.00","1,359.00",0.93,,,,,,
,,2016 - 2017,"1,469.00","2,405.00",1.64,,,,,,
,,2017 - 2018,"1,426.00","1,500.00",1.05,,,,,,
,,2018 - 2019,924,881,0.95,,,,,,
,,2019 - 2020,"1,397.00","1,536.00",1.1,,,,,,
,,2020 - 2021,"1,344.00","2,052.00",1.53,,,,,,
,,2021 - 2022,"1,791.00","2,439.00",1.36,,,,,,
,,2022 - 2023,"1,791.00","2,527.00",1.41,,,,,,
,55. Meerut,2013 - 2014,23,18,0.78,,,,,,
,,2014 - 2015,6,2,0.33,,,,,,
,,2015 - 2016,17,10,0.59,,,,,,
,,2016 - 2017,3,3,1,,,,,,
,,2017 - 2018,5,5,1,,,,,,
,,2018 - 2019,12,14,1.17,,,,,,
,,2020 - 2021,7,8,1.14,,,,,,
,,2021 - 2022,11,15,1.36,,,,,,
,,2022 - 2023,12,16,1.33,,,,,,
,56. Mirzapur,2013 - 2014,"9,852.00","11,116.00",1.13,,,,,,
,,2014 - 2015,"12,948.00","12,987.00",1,,,,,,
,,2015 - 2016,"12,458.00","10,224.00",0.82,,,,,,
,,2016 - 2017,"13,382.00","15,366.00",1.15,,,,,,
,,2017 - 2018,"13,800.00","19,558.00",1.42,,,,,,
,,2018 - 2019,"12,817.00","16,224.00",1.27,,,,,,
,,2019 - 2020,"13,313.00","11,266.00",0.85,,,,,,
,,2020 - 2021,"13,676.00","18,847.00",1.38,,,,,,
,,2021 - 2022,"13,868.00","17,668.00",1.27,,,,,,
,,2022 - 2023,"15,122.00","19,825.00",1.31,,,,,,
,57. Moradabad,2013 - 2014,30,12,0.4,,,,,,
,,2014 - 2015,161,48,0.3,,,,,,
,,2015 - 2016,48,21,0.44,,,,,,
,,2016 - 2017,19,21,1.11,,,,,,
,,2017 - 2018,4,5,1.25,,,,,,
,,2019 - 2020,20,27,1.35,,,,,,
,,2020 - 2021,21,25,1.19,,,,,,
,,2021 - 2022,24,32,1.33,,,,,,
,,2022 - 2023,22,30,1.36,,,,,,
,58. Muzaffarnagar,2013 - 2014,15,6,0.4,,,,,,
,,2014 - 2015,2,1,0.5,,,,,,
,,2015 - 2016,8,5,0.63,,,,,,
,,2016 - 2017,27,29,1.07,,,,,,
,,2017 - 2018,16,17,1.06,,,,,,
,,2018 - 2019,20,25,1.25,,,,,,
,,2019 - 2020,128,172,1.34,,,,,,
,,2020 - 2021,18,22,1.22,,,,,,
,,2021 - 2022,20,27,1.35,,,,,,
,,2022 - 2023,19,26,1.37,,,,,,
,59. Pilibhit,2013 - 2014,4,2,0.5,,,,,,
,,2014 - 2015,1,,0,,,,,,
,,2016 - 2017,4,4,1,,,,,,
,,2017 - 2018,103,108,1.05,,,,,,
,,2018 - 2019,50,63,1.26,,,,,,
,,2019 - 2020,41,55,1.34,,,,,,
,,2020 - 2021,5,6,1.2,,,,,,
,,2021 - 2022,5,7,1.4,,,,,,
,,2022 - 2023,5,7,1.4,,,,,,
,60. Pratapgarh,2013 - 2014,"3,317.00","2,643.00",0.8,,,,,,
,,2014 - 2015,"2,945.00","1,676.00",0.57,,,,,,
,,2015 - 2016,"2,862.00","2,353.00",0.82,,,,,,
,,2016 - 2017,"3,452.00","3,123.00",0.9,,,,,,
,,2017 - 2018,"3,351.00","3,929.00",1.17,,,,,,
,,2018 - 2019,"3,443.00","4,210.00",1.22,,,,,,
,,2019 - 2020,"3,556.00","3,895.00",1.1,,,,,,
,,2020 - 2021,"4,075.00","4,271.00",1.05,,,,,,
,,2021 - 2022,"3,857.00","3,845.00",1,,,,,,
,,2022 - 2023,"3,857.00","4,239.00",1.1,,,,,,
,61. Rae bareli,2013 - 2014,"6,002.00","2,947.00",0.49,,,,,,
,,2014 - 2015,"4,705.00",972,0.21,,,,,,
,,2015 - 2016,"5,003.00",255,0.05,,,,,,
,,2016 - 2017,"7,862.00","6,964.00",0.89,,,,,,
,,2017 - 2018,"5,417.00","4,999.00",0.92,,,,,,
,,2018 - 2019,"5,400.00","4,867.00",0.9,,,,,,
,,2019 - 2020,"5,699.00","4,360.00",0.77,,,,,,
,,2020 - 2021,"5,730.00","3,924.00",0.68,,,,,,
,,2021 - 2022,"6,324.00","4,250.00",0.67,,,,,,
,,2022 - 2023,"6,055.00","5,431.00",0.9,,,,,,
,62. Rampur,2017 - 2018,19,23,1.21,,,,,,
,,2020 - 2021,30,36,1.2,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,33,45,1.36,,,,,,
,63. Saharanpur,2013 - 2014,10,4,0.4,,,,,,
,,2014 - 2015,14,4,0.29,,,,,,
,,2015 - 2016,5,3,0.6,,,,,,
,,2016 - 2017,27,29,1.07,,,,,,
,,2017 - 2018,10,10,1,,,,,,
,,2018 - 2019,4,5,1.25,,,,,,
,,2019 - 2020,6,8,1.33,,,,,,
,,2020 - 2021,3,4,1.33,,,,,,
,,2021 - 2022,13,17,1.31,,,,,,
,,2022 - 2023,12,16,1.33,,,,,,
,64. Sambhal,2013 - 2014,2,1,0.5,,,,,,
,,2014 - 2015,5,1,0.2,,,,,,
,,2019 - 2020,3,4,1.33,,,,,,
,,2020 - 2021,4,5,1.25,,,,,,
,,2021 - 2022,4,5,1.25,,,,,,
,,2022 - 2023,3,4,1.33,,,,,,
,65. Sant kabeer nagar,2013 - 2014,401,170,0.42,,,,,,
,,2014 - 2015,402,121,0.3,,,,,,
,,2015 - 2016,307,189,0.62,,,,,,
