State,District,Year,rice_area,rice_production,rice_yield
Haryana,Kurukshetra,2015-2016,120000.0,441000.0,3.68
Haryana,Kurukshetra,2016-2017,115000.0,495000.0,4.3
Haryana,Kurukshetra,2017-2018,120800.0,505000.0,4.18
Haryana,Kurukshetra,2018-2019,119000.0,416000.0,3.5
Haryana,Kurukshetra,2019-2020,121000.0,542400.0,4.48
Haryana,Kurukshetra,2020-2021,120800.0,553300.0,4.58
Haryana,Kurukshetra,2021-2022,124572.0,593830.0,4.77
Haryana,Kurukshetra,2022-2023,130030.0,587710.0,4.52
Haryana,Mewat,2013-2014,5000.0,16000.0,3.2
Haryana,Mewat,2014-2015,7000.0,22000.0,3.14
Haryana,Mewat,2015-2016,7000.0,21000.0,3.0
Haryana,Mewat,2016-2017,9500.0,22000.0,2.32
Haryana,Mewat,2017-2018,11200.0,32400.0,2.89
Haryana,Mewat,2018-2019,11000.0,30000.0,2.73
Haryana,Mewat,2019-2020,10600.0,26600.0,2.51
Haryana,Mewat,2020-2021,8100.0,17500.0,2.16
Haryana,Mewat,2021-2022,8264.0,21020.0,2.54
Haryana,Mewat,2022-2023,11590.0,24910.0,2.15
Haryana,Palwal,2013-2014,34000.0,88000.0,2.59
Haryana,Palwal,2014-2015,34000.0,91000.0,2.68
Haryana,Palwal,2015-2016,34000.0,77000.0,2.26
Haryana,Palwal,2016-2017,35000.0,95000.0,2.71
Haryana,Palwal,2017-2018,35800.0,96800.0,2.7
Haryana,Palwal,2018-2019,36000.0,99000.0,2.75
Haryana,Palwal,2019-2020,37300.0,109000.0,2.92
Haryana,Palwal,2020-2021,38900.0,115900.0,2.98
Haryana,Palwal,2021-2022,34230.0,96870.0,2.83
Haryana,Palwal,2022-2023,40730.0,108020.0,2.65
Haryana,Panchkula,2013-2014,10000.0,38000.0,3.8
Haryana,Panchkula,2014-2015,10000.0,29000.0,2.9
Haryana,Panchkula,2015-2016,9000.0,34000.0,3.78
Haryana,Panchkula,2016-2017,9100.0,32000.0,3.52
Haryana,Panchkula,2017-2018,10500.0,39200.0,3.73
Haryana,Panchkula,2018-2019,11000.0,43000.0,3.91
Haryana,Panchkula,2019-2020,12900.0,46100.0,3.57
Haryana,Panchkula,2020-2021,13700.0,49000.0,3.58
Haryana,Panchkula,2021-2022,13603.0,54580.0,4.01
Haryana,Panchkula,2022-2023,13270.0,34310.0,2.59
Haryana,Panipat,2013-2014,75000.0,192000.0,2.56
Haryana,Panipat,2014-2015,54000.0,132000.0,2.44
Haryana,Panipat,2015-2016,64000.0,173000.0,2.7
Haryana,Panipat,2016-2017,76000.0,198000.0,2.61
Haryana,Panipat,2017-2018,77200.0,236000.0,3.06
Haryana,Panipat,2018-2019,75000.0,212000.0,2.83
Haryana,Panipat,2019-2020,86000.0,266300.0,3.1
Haryana,Panipat,2020-2021,84800.0,269700.0,3.18
Haryana,Panipat,2021-2022,83318.0,235790.0,2.83
Haryana,Panipat,2022-2023,80090.0,245150.0,3.06
Haryana,Rewari,2013-2014,2000.0,7000.0,3.5
Haryana,Rewari,2014-2015,2000.0,6000.0,3.0
Haryana,Rewari,2015-2016,2000.0,6000.0,3.0
Haryana,Rewari,2016-2017,2000.0,4000.0,2.0
Haryana,Rewari,2017-2018,1800.0,4100.0,2.28
Haryana,Rewari,2018-2019,2000.0,5000.0,2.5
Haryana,Rewari,2019-2020,2900.0,7200.0,2.48
Haryana,Rewari,2020-2021,1400.0,4000.0,2.86
Haryana,Rewari,2021-2022,931.0,1840.0,1.98
Haryana,Rewari,2022-2023,2070.0,5070.0,2.45
Haryana,Rohtak,2013-2014,43000.0,84000.0,1.95
Haryana,Rohtak,2014-2015,41000.0,92000.0,2.24
Haryana,Rohtak,2015-2016,44000.0,92000.0,2.09
Haryana,Rohtak,2016-2017,47100.0,96000.0,2.04
Haryana,Rohtak,2017-2018,48900.0,128400.0,2.63
Haryana,Rohtak,2018-2019,48000.0,131000.0,2.73
Haryana,Rohtak,2019-2020,67000.0,163900.0,2.45
Haryana,Rohtak,2020-2021,67700.0,191300.0,2.83
Haryana,Rohtak,2021-2022,67080.0,191180.0,2.85
Haryana,Rohtak,2022-2023,78710.0,230340.0,2.93
Haryana,Sirsa,2013-2014,69000.0,271000.0,3.93
Haryana,Sirsa,2014-2015,82000.0,299000.0,3.65
Haryana,Sirsa,2015-2016,92000.0,288000.0,3.13
Haryana,Sirsa,2016-2017,85500.0,313000.0,3.66
Haryana,Sirsa,2017-2018,95500.0,322600.0,3.38
Haryana,Sirsa,2018-2019,97000.0,321000.0,3.31
Haryana,Sirsa,2019-2020,104200.0,286000.0,2.74
Haryana,Sirsa,2020-2021,100300.0,360700.0,3.6
Haryana,Sirsa,2021-2022,105541.0,371930.0,3.52
Haryana,Sirsa,2022-2023,112520.0,394910.0,3.51
Haryana,Sonipat,2013-2014,100000.0,248000.0,2.48
Haryana,Sonipat,2014-2015,88000.0,223000.0,2.53
Haryana,Sonipat,2015-2016,107000.0,282000.0,2.64
Haryana,Sonipat,2016-2017,109000.0,264000.0,2.42
Haryana,Sonipat,2017-2018,107700.0,274200.0,2.55
Haryana,Sonipat,2018-2019,108000.0,314000.0,2.91
Haryana,Sonipat,2019-2020,116100.0,311500.0,2.68
Haryana,Sonipat,2020-2021,114200.0,343300.0,3.01
Haryana,Sonipat,2021-2022,114109.0,305360.0,2.68
Haryana,Sonipat,2022-2023,119720.0,344740.0,2.88
Haryana,Yamunanagar,2013-2014,69000.0,254000.0,3.68
Haryana,Yamunanagar,2014-2015,70000.0,266000.0,3.8
Haryana,Yamunanagar,2015-2016,74000.0,280000.0,3.78
Haryana,Yamunanagar,2016-2017,75000.0,295000.0,3.93
Haryana,Yamunanagar,2017-2018,75200.0,314000.0,4.18
Haryana,Yamunanagar,2018-2019,78000.0,275000.0,3.53
Haryana,Yamunanagar,2019-2020,84500.0,358200.0,4.24
Haryana,Yamunanagar,2020-2021,87600.0,382600.0,4.37
Haryana,Yamunanagar,2021-2022,88625.0,394740.0,4.45
Haryana,Yamunanagar,2022-2023,86630.0,295350.0,3.41
Himachal Pradesh,Bilaspur,2013-2014,1459.0,3034.0,2.08
Himachal Pradesh,Bilaspur,2014-2015,1444.0,3302.0,2.29
Himachal Pradesh,Bilaspur,2015-2016,1429.0,2970.0,2.08
Himachal Pradesh,Bilaspur,2016-2017,1414.0,2939.0,2.08
Himachal Pradesh,Bilaspur,2017-2018,1428.0,2985.0,2.09
Himachal Pradesh,Bilaspur,2018-2019,1429.0,2987.0,2.09
Himachal Pradesh,Bilaspur,2019-2020,1440.0,2851.0,1.98
Himachal Pradesh,Bilaspur,2020-2021,934.0,12030.0,12.88
Himachal Pradesh,Bilaspur,2021-2022,1090.0,2060.0,1.89
Himachal Pradesh,Bilaspur,2022-2023,725.0,1221.0,1.68
Himachal Pradesh,Chamba,2013-2014,2544.0,3062.0,1.2
Himachal Pradesh,Chamba,2014-2015,2518.0,3334.0,1.32
Himachal Pradesh,Chamba,2015-2016,2491.0,2999.0,1.2
Himachal Pradesh,Chamba,2016-2017,2465.0,2967.0,1.2
Himachal Pradesh,Chamba,2017-2018,2491.0,2999.0,1.2
Himachal Pradesh,Chamba,2018-2019,2910.0,3492.0,1.2
Himachal Pradesh,Chamba,2019-2020,2990.0,4485.0,1.5
Himachal Pradesh,Chamba,2020-2021,3520.0,6647.0,1.89
Himachal Pradesh,Chamba,2021-2022,1930.0,3873.0,2.01
Himachal Pradesh,Chamba,2022-2023,2105.0,2527.0,1.2
Himachal Pradesh,Hamirpur,2013-2014,1910.0,2698.0,1.41
Himachal Pradesh,Hamirpur,2014-2015,1891.0,2937.0,1.55
Himachal Pradesh,Hamirpur,2015-2016,1871.0,2641.0,1.41
Himachal Pradesh,Hamirpur,2016-2017,1851.0,2613.0,1.41
Himachal Pradesh,Hamirpur,2017-2018,1871.0,2741.0,1.46
Himachal Pradesh,Hamirpur,2018-2019,1820.0,2657.0,1.46
Himachal Pradesh,Hamirpur,2019-2020,1840.0,2907.0,1.58
Himachal Pradesh,Hamirpur,2020-2021,833.0,13100.0,15.73
Himachal Pradesh,Hamirpur,2021-2022,833.0,1295.0,1.55
Himachal Pradesh,Hamirpur,2022-2023,1135.0,1889.0,1.66
Himachal Pradesh,Kangra,2013-2014,34224.0,51587.0,1.51
Himachal Pradesh,Kangra,2014-2015,33868.0,56154.0,1.66
Himachal Pradesh,Kangra,2015-2016,33511.0,50512.0,1.51
Himachal Pradesh,Kangra,2016-2017,33155.0,49974.0,1.51
Himachal Pradesh,Kangra,2017-2018,33511.0,50512.0,1.51
Himachal Pradesh,Kangra,2018-2019,33915.0,51511.0,1.52
Himachal Pradesh,Kangra,2019-2020,34080.0,52824.0,1.55
Himachal Pradesh,Kangra,2020-2021,33593.0,61993.0,1.85
Himachal Pradesh,Kangra,2021-2022,32389.0,82702.0,2.55
Himachal Pradesh,Kangra,2022-2023,33699.0,70641.0,2.1
Himachal Pradesh,Kinnaur,2013-2014,14.0,22.0,1.57
Himachal Pradesh,Kinnaur,2014-2015,14.0,24.0,1.71
Himachal Pradesh,Kinnaur,2015-2016,14.0,22.0,1.57
Himachal Pradesh,Kinnaur,2016-2017,14.0,21.0,1.5
Himachal Pradesh,Kinnaur,2017-2018,14.0,22.0,1.57
Himachal Pradesh,Kinnaur,2018-2019,8.0,13.0,1.63
Himachal Pradesh,Kinnaur,2019-2020,10.0,15.0,1.5
Himachal Pradesh,Kinnaur,2020-2021,3.0,5.0,1.67
Himachal Pradesh,Kinnaur,2022-2023,9.0,9.0,1.0
Himachal Pradesh,Kullu,2013-2014,1373.0,1795.0,1.31
Himachal Pradesh,Kullu,2014-2015,1359.0,1955.0,1.44
Himachal Pradesh,Kullu,2015-2016,1344.0,1758.0,1.31
Himachal Pradesh,Kullu,2016-2017,1330.0,1739.0,1.31
Himachal Pradesh,Kullu,2017-2018,1344.0,1758.0,1.31
Himachal Pradesh,Kullu,2018-2019,1258.0,1648.0,1.31
Himachal Pradesh,Kullu,2019-2020,1328.0,1763.0,1.33
Himachal Pradesh,Kullu,2020-2021,276.0,336.0,1.22
Himachal Pradesh,Kullu,2021-2022,279.0,412.0,1.48
Himachal Pradesh,Kullu,2022-2023,234.0,294.0,1.26
Himachal Pradesh,Mandi,2013-2014,19354.0,23328.0,1.21
Himachal Pradesh,Mandi,2014-2015,19152.0,25394.0,1.33
Himachal Pradesh,Mandi,2015-2016,18950.0,32842.0,1.73
Himachal Pradesh,Mandi,2016-2017,18749.0,22599.0,1.21
Himachal Pradesh,Mandi,2017-2018,18950.0,32842.0,1.73
Himachal Pradesh,Mandi,2018-2019,17717.0,30630.0,1.73
Himachal Pradesh,Mandi,2019-2020,17924.0,29216.0,1.63
Himachal Pradesh,Mandi,2020-2021,17939.0,37280.0,2.08
Himachal Pradesh,Mandi,2021-2022,17412.0,33850.0,1.94
Himachal Pradesh,Mandi,2022-2023,17554.0,36125.0,2.06
Himachal Pradesh,Shimla,2013-2014,1161.0,1065.0,0.92
Himachal Pradesh,Shimla,2014-2015,1149.0,1159.0,1.01
Himachal Pradesh,Shimla,2015-2016,1136.0,1042.0,0.92
Himachal Pradesh,Shimla,2016-2017,1124.0,1031.0,0.92
Himachal Pradesh,Shimla,2017-2018,1136.0,1042.0,0.92
Himachal Pradesh,Shimla,2018-2019,757.0,689.0,0.91
Himachal Pradesh,Shimla,2019-2020,765.0,780.0,1.02
Himachal Pradesh,Shimla,2020-2021,217.0,258.0,1.19
Himachal Pradesh,Shimla,2021-2022,155.0,212.0,1.37
Himachal Pradesh,Shimla,2022-2023,158.0,311.0,1.97
Himachal Pradesh,Sirmaur,2013-2014,5482.0,6490.0,1.18
Himachal Pradesh,Sirmaur,2014-2015,5425.0,7064.0,1.3
Himachal Pradesh,Sirmaur,2015-2016,5367.0,6354.0,1.18
Himachal Pradesh,Sirmaur,2016-2017,5310.0,6287.0,1.18
Himachal Pradesh,Sirmaur,2017-2018,5367.0,6354.0,1.18
Himachal Pradesh,Sirmaur,2018-2019,6410.0,7564.0,1.18
Himachal Pradesh,Sirmaur,2019-2020,6555.0,7932.0,1.21
Himachal Pradesh,Sirmaur,2020-2021,7483.0,20709.0,2.77
Himachal Pradesh,Sirmaur,2021-2022,8648.0,36347.0,4.2
Himachal Pradesh,Sirmaur,2022-2023,8210.0,7744.0,0.94
Himachal Pradesh,Solan,2013-2014,3984.0,10045.0,2.52
Himachal Pradesh,Solan,2014-2015,3943.0,10935.0,2.77
Himachal Pradesh,Solan,2015-2016,3901.0,9836.0,2.52
Himachal Pradesh,Solan,2016-2017,3860.0,9732.0,2.52
Himachal Pradesh,Solan,2017-2018,3901.0,9836.0,2.52
Himachal Pradesh,Solan,2018-2019,3901.0,9813.0,2.52
Himachal Pradesh,Solan,2019-2020,3978.0,9985.0,2.51
Himachal Pradesh,Solan,2020-2021,1762.0,4087.0,2.32
Himachal Pradesh,Solan,2021-2022,1560.0,2335.0,1.5
Himachal Pradesh,Solan,2022-2023,1566.0,4653.0,2.97
Himachal Pradesh,Una,2013-2014,1634.0,3773.0,2.31
Himachal Pradesh,Una,2014-2015,1617.0,4107.0,2.54
Himachal Pradesh,Una,2015-2016,1600.0,3694.0,2.31
Himachal Pradesh,Una,2016-2017,1583.0,3655.0,2.31
Himachal Pradesh,Una,2017-2018,1600.0,3694.0,2.31
Himachal Pradesh,Una,2018-2019,1685.0,3892.0,2.31
Himachal Pradesh,Una,2019-2020,1710.0,4121.0,2.41
Himachal Pradesh,Una,2020-2021,1895.0,4630.0,2.44
Himachal Pradesh,Una,2021-2022,1871.0,4435.0,2.37
Himachal Pradesh,Una,2022-2023,1904.0,4640.0,2.44
Jammu and Kashmir,Anantnag,2014-2015,23904.0,19403.0,0.81
Jammu and Kashmir,Anantnag,2015-2016,23860.0,73371.3,3.08
Jammu and Kashmir,Anantnag,2016-2017,23074.0,69686.6,3.02
Jammu and Kashmir,Anantnag,2017-2018,22829.0,68740.87,3.01
Jammu and Kashmir,Anantnag,2018-2019,21668.0,60728.0,2.8
Jammu and Kashmir,Anantnag,2019-2020,21811.0,64882.0,2.97
Jammu and Kashmir,Anantnag,2020-2021,21730.0,66002.53,3.04
Jammu and Kashmir,Badgam,2014-2015,26183.0,23727.0,0.91
Jammu and Kashmir,Badgam,2015-2016,31803.0,73416.0,2.31
Jammu and Kashmir,Badgam,2016-2017,24567.0,59684.6,2.43
Jammu and Kashmir,Badgam,2017-2018,25680.0,60147.53,2.34
Jammu and Kashmir,Badgam,2018-2019,25315.0,50762.67,2.01
Jammu and Kashmir,Badgam,2019-2020,22630.0,59648.0,2.64
Jammu and Kashmir,Badgam,2020-2021,27269.0,68420.53,2.51
Jammu and Kashmir,Bandipora,2014-2015,9203.0,11049.0,1.2
Jammu and Kashmir,Bandipora,2015-2016,12726.0,38427.3,3.02
Jammu and Kashmir,Bandipora,2016-2017,11746.0,33602.6,2.86
Jammu and Kashmir,Bandipora,2017-2018,12942.0,41760.67,3.23
Jammu and Kashmir,Bandipora,2018-2019,9272.0,29582.0,3.19
Jammu and Kashmir,Bandipora,2019-2020,9264.0,28626.66,3.09
Jammu and Kashmir,Bandipora,2020-2021,9399.0,33605.93,3.58
Jammu and Kashmir,Baramulla,2014-2015,21265.0,23376.0,1.1
Jammu and Kashmir,Baramulla,2015-2016,20540.0,48002.6,2.34
Jammu and Kashmir,Baramulla,2016-2017,20941.0,55784.0,2.66
Jammu and Kashmir,Baramulla,2017-2018,20567.0,46538.6,2.26
Jammu and Kashmir,Baramulla,2018-2019,20506.0,49910.0,2.43
Jammu and Kashmir,Baramulla,2019-2020,20523.0,59493.33,2.9
Jammu and Kashmir,Baramulla,2020-2021,20612.0,40787.6,1.98
Jammu and Kashmir,Doda,2014-2015,1911.0,1893.0,0.99
Jammu and Kashmir,Doda,2015-2016,1401.0,2148.6,1.53
Jammu and Kashmir,Doda,2016-2017,1509.0,2191.3,1.45
Jammu and Kashmir,Doda,2017-2018,1570.0,3115.87,1.98
Jammu and Kashmir,Doda,2018-2019,1382.0,2979.33,2.16
Jammu and Kashmir,Doda,2019-2020,1438.0,2061.33,1.43
Jammu and Kashmir,Doda,2020-2021,2271.0,3295.67,1.45
Jammu and Kashmir,Ganderbal,2014-2015,7684.0,8684.0,1.13
Jammu and Kashmir,Ganderbal,2015-2016,7831.0,19157.3,2.45
Jammu and Kashmir,Ganderbal,2016-2017,7832.0,19386.0,2.48
Jammu and Kashmir,Ganderbal,2017-2018,7791.0,22455.87,2.88
Jammu and Kashmir,Ganderbal,2018-2019,8032.0,23665.33,2.95
Jammu and Kashmir,Ganderbal,2019-2020,7746.0,24385.33,3.15
Jammu and Kashmir,Ganderbal,2020-2021,7852.0,24040.27,3.06
Jammu and Kashmir,Jammu,2014-2015,65470.0,116969.0,1.79
Jammu and Kashmir,Jammu,2015-2016,79153.0,135044.6,1.71
Jammu and Kashmir,Jammu,2016-2017,67551.0,100046.6,1.48
Jammu and Kashmir,Jammu,2017-2018,64348.0,167348.0,2.6
Jammu and Kashmir,Jammu,2018-2019,63882.0,145866.66,2.28
Jammu and Kashmir,Jammu,2019-2020,50684.0,97906.66,1.93
Jammu and Kashmir,Jammu,2020-2021,58430.0,112660.1,1.93
Jammu and Kashmir,Kathua,2014-2015,33206.0,51180.0,1.54
Jammu and Kashmir,Kathua,2015-2016,36137.0,59910.0,1.66
Jammu and Kashmir,Kathua,2016-2017,35913.0,52686.6,1.47
Jammu and Kashmir,Kathua,2017-2018,33925.0,85781.6,2.53
Jammu and Kashmir,Kathua,2018-2019,29962.0,72371.33,2.42
Jammu and Kashmir,Kathua,2019-2020,34329.0,57943.33,1.69
Jammu and Kashmir,Kathua,2020-2021,34066.0,67937.67,1.99
Jammu and Kashmir,Kishtwar,2014-2015,1196.0,144.0,0.12
Jammu and Kashmir,Kishtwar,2015-2016,1729.0,1516.6,0.88
Jammu and Kashmir,Kishtwar,2016-2017,1174.0,1704.6,1.45
Jammu and Kashmir,Kishtwar,2017-2018,1170.0,3441.27,2.94
Jammu and Kashmir,Kishtwar,2018-2019,1221.0,3512.0,2.88
Jammu and Kashmir,Kishtwar,2019-2020,1206.0,2172.66,1.8
Jammu and Kashmir,Kishtwar,2020-2021,1188.0,1453.2,1.22
Jammu and Kashmir,Kulgam,2014-2015,18344.0,18025.0,0.98
Jammu and Kashmir,Kulgam,2015-2016,12979.0,25060.0,1.93
Jammu and Kashmir,Kulgam,2016-2017,12957.0,25897.3,2.0
Jammu and Kashmir,Kulgam,2017-2018,13315.0,29356.93,2.2
Jammu and Kashmir,Kulgam,2018-2019,12955.0,43644.66,3.37
Jammu and Kashmir,Kulgam,2019-2020,12966.0,27350.0,2.11
Jammu and Kashmir,Kulgam,2020-2021,12976.0,36939.67,2.85
Jammu and Kashmir,Kupwara,2014-2015,17680.0,18307.0,1.04
Jammu and Kashmir,Kupwara,2015-2016,17599.0,66244.0,3.76
Jammu and Kashmir,Kupwara,2016-2017,17403.0,46568.0,2.68
Jammu and Kashmir,Kupwara,2017-2018,17423.0,40787.33,2.34
Jammu and Kashmir,Kupwara,2018-2019,17166.0,37171.33,2.17
Jammu and Kashmir,Kupwara,2019-2020,17505.0,38896.0,2.22
Jammu and Kashmir,Kupwara,2020-2021,17450.0,32315.27,1.85
Jammu and Kashmir,Poonch,2014-2015,3349.0,4346.0,1.3
Jammu and Kashmir,Poonch,2015-2016,3342.0,5007.3,1.5
Jammu and Kashmir,Poonch,2016-2017,2859.0,4174.0,1.46
Jammu and Kashmir,Poonch,2017-2018,2828.0,6839.93,2.42
Jammu and Kashmir,Poonch,2018-2019,2796.0,5664.0,2.03
Jammu and Kashmir,Poonch,2019-2020,2935.0,5130.0,1.75
Jammu and Kashmir,Poonch,2020-2021,2905.0,5653.07,1.95
Jammu and Kashmir,Pulwama,2014-2015,16100.0,6603.0,0.41
Jammu and Kashmir,Pulwama,2015-2016,12983.0,34130.0,2.63
Jammu and Kashmir,Pulwama,2016-2017,14237.0,38807.3,2.73
Jammu and Kashmir,Pulwama,2017-2018,12014.0,20756.33,1.73
Jammu and Kashmir,Pulwama,2018-2019,12360.0,28103.33,2.27
Jammu and Kashmir,Pulwama,2019-2020,11889.0,32205.33,2.71
Jammu and Kashmir,Pulwama,2020-2021,11649.0,27626.67,2.37
Jammu and Kashmir,Rajauri,2014-2015,5035.0,4059.0,0.81
Jammu and Kashmir,Rajauri,2015-2016,9135.0,10251.3,1.12
Jammu and Kashmir,Rajauri,2016-2017,4410.0,4519.3,1.02
Jammu and Kashmir,Rajauri,2017-2018,4402.0,7674.27,1.74
Jammu and Kashmir,Rajauri,2018-2019,4812.0,8390.66,1.74
Jammu and Kashmir,Rajauri,2019-2020,4689.0,5851.33,1.25
Jammu and Kashmir,Rajauri,2020-2021,4813.0,6460.13,1.34
Jammu and Kashmir,Ramban,2014-2015,1173.0,546.0,0.47
Jammu and Kashmir,Ramban,2015-2016,6043.0,9775.3,1.62
Jammu and Kashmir,Ramban,2016-2017,5280.0,6674.0,1.26
Jammu and Kashmir,Ramban,2017-2018,1217.0,1117.47,0.92
Jammu and Kashmir,Ramban,2018-2019,984.0,1350.0,1.37
Jammu and Kashmir,Ramban,2019-2020,3301.0,2234.0,0.68
Jammu and Kashmir,Ramban,2020-2021,3302.0,3354.13,1.02
Jammu and Kashmir,Reasi,2014-2015,4454.0,2851.0,0.64
Jammu and Kashmir,Reasi,2015-2016,699.0,482.0,0.69
Jammu and Kashmir,Reasi,2016-2017,1126.0,1510.0,1.34
Jammu and Kashmir,Reasi,2017-2018,1122.0,1846.93,1.65
Jammu and Kashmir,Reasi,2018-2019,836.0,1376.0,1.65
Jammu and Kashmir,Reasi,2019-2020,5824.0,9297.33,1.6
Jammu and Kashmir,Reasi,2020-2021,964.0,1816.07,1.88
Jammu and Kashmir,Samba,2014-2015,9123.0,15145.0,1.66
Jammu and Kashmir,Samba,2015-2016,16994.0,26839.3,1.58
Jammu and Kashmir,Samba,2016-2017,19328.0,29968.0,1.55
Jammu and Kashmir,Samba,2017-2018,18905.0,33182.47,1.76
Jammu and Kashmir,Samba,2018-2019,18968.0,32574.66,1.72
Jammu and Kashmir,Samba,2019-2020,18881.0,27627.33,1.46
Jammu and Kashmir,Samba,2020-2021,19153.0,28184.6,1.47
Jammu and Kashmir,Shopian,2015-2016,348.0,1134.6,3.26
Jammu and Kashmir,Shopian,2016-2017,307.0,1000.6,3.26
Jammu and Kashmir,Shopian,2017-2018,307.0,1049.93,3.42
Jammu and Kashmir,Shopian,2018-2019,307.0,1096.66,3.57
Jammu and Kashmir,Shopian,2019-2020,246.0,661.33,2.69
Jammu and Kashmir,Shopian,2020-2021,246.0,629.07,2.56
Jammu and Kashmir,Srinagar,2014-2015,3977.0,11779.0,2.96
Jammu and Kashmir,Srinagar,2015-2016,2905.0,7103.3,2.45
Jammu and Kashmir,Srinagar,2016-2017,2904.0,7647.3,2.63
Jammu and Kashmir,Srinagar,2017-2018,2902.0,7240.8,2.5
Jammu and Kashmir,Srinagar,2018-2019,2903.0,7387.33,2.54
Jammu and Kashmir,Srinagar,2019-2020,2903.0,6651.33,2.29
Jammu and Kashmir,Srinagar,2020-2021,4099.0,10479.8,2.56
Jammu and Kashmir,Udhampur,2014-2015,6604.0,6737.0,1.02
Jammu and Kashmir,Udhampur,2015-2016,6296.0,9340.6,1.48
Jammu and Kashmir,Udhampur,2016-2017,8325.0,10673.3,1.28
Jammu and Kashmir,Udhampur,2017-2018,8325.0,14571.93,1.75
Jammu and Kashmir,Udhampur,2018-2019,6685.0,9663.33,1.45
Jammu and Kashmir,Udhampur,2019-2020,29743.0,34078.0,1.15
Jammu and Kashmir,Udhampur,2020-2021,7206.0,9663.0,1.34
Jharkhand,Bokaro,2013-2014,28468.0,60505.990000000005,3.25
Jharkhand,Bokaro,2014-2015,28626.0,49069.33,3.05
Jharkhand,Bokaro,2015-2016,23595.0,15447.32,1.71
Jharkhand,Bokaro,2016-2017,33194.0,47389.990000000005,2.12
Jharkhand,Bokaro,2017-2018,33958.0,90554.0,2.67
Jharkhand,Bokaro,2018-2019,20245.0,20245.0,1.0
Jharkhand,Bokaro,2019-2020,15926.0,39815.0,2.5
Jharkhand,Bokaro,2020-2021,33659.0,114441.0,3.4
Jharkhand,Bokaro,2021-2022,31367.0,103511.0,3.3
Jharkhand,Bokaro,2022-2023,29534.0,59068.0,4.0
Jharkhand,Chatra,2013-2014,18204.0,30667.32,2.51
Jharkhand,Chatra,2014-2015,16047.0,28082.0,1.75
Jharkhand,Chatra,2015-2016,36080.0,24558.66,0.68
Jharkhand,Chatra,2016-2017,20492.0,51270.66,2.5
Jharkhand,Chatra,2017-2018,36170.0,96453.0,2.67
Jharkhand,Chatra,2018-2019,31698.0,57056.0,1.8
Jharkhand,Chatra,2019-2020,29523.0,98902.0,3.35
Jharkhand,Chatra,2020-2021,35990.0,120567.0,3.35
Jharkhand,Chatra,2021-2022,36408.0,121967.0,3.35
Jharkhand,Chatra,2022-2023,11366.0,36884.0,6.5
Jharkhand,Deoghar,2013-2014,31560.0,37906.66,2.01
Jharkhand,Deoghar,2014-2015,36036.0,44931.33,2.62
Jharkhand,Deoghar,2015-2016,31936.0,27612.66,1.21
Jharkhand,Deoghar,2016-2017,36964.0,92537.32,3.61
Jharkhand,Deoghar,2017-2018,51076.0,139608.0,2.73
Jharkhand,Deoghar,2018-2019,34744.0,61184.0,1.76
Jharkhand,Deoghar,2019-2020,33522.0,125708.0,3.75
Jharkhand,Deoghar,2020-2021,51103.0,191636.0,3.75
Jharkhand,Deoghar,2021-2022,51274.0,199969.0,3.9
Jharkhand,Deoghar,2022-2023,44418.0,173230.0,7.8
Jharkhand,Dhanbad,2013-2014,12702.0,19848.66,1.56
Jharkhand,Dhanbad,2014-2015,11404.0,19098.0,1.67
Jharkhand,Dhanbad,2015-2016,7358.0,5483.99,1.42
Jharkhand,Dhanbad,2016-2017,9374.0,16242.0,1.73
Jharkhand,Dhanbad,2017-2018,42070.0,83580.0,1.99
Jharkhand,Dhanbad,2018-2019,35495.0,35282.0,0.99
Jharkhand,Dhanbad,2019-2020,31781.0,90131.0,2.84
Jharkhand,Dhanbad,2020-2021,42154.0,111287.0,2.64
Jharkhand,Dhanbad,2021-2022,42155.0,115926.0,2.75
Jharkhand,Dhanbad,2022-2023,9591.0,22710.0,4.2
Jharkhand,Dumka,2013-2014,63749.0,87469.32,2.33
Jharkhand,Dumka,2014-2015,64490.0,82324.0,2.33
Jharkhand,Dumka,2015-2016,59402.0,28377.99,1.04
Jharkhand,Dumka,2016-2017,62249.0,174758.65999999997,4.0600000000000005
Jharkhand,Dumka,2017-2018,109874.0,230730.0,2.1
Jharkhand,Dumka,2018-2019,98124.0,213420.0,2.18
Jharkhand,Dumka,2019-2020,93715.0,270836.0,2.89
Jharkhand,Dumka,2020-2021,107287.0,284311.0,2.65
Jharkhand,Dumka,2021-2022,112593.0,225186.0,2.0
Jharkhand,Dumka,2022-2023,16500.0,35810.0,4.25
Jharkhand,East singhbum,2013-2014,74346.0,131735.33000000002,2.45
Jharkhand,East singhbum,2014-2015,75686.0,144271.32,2.86
Jharkhand,East singhbum,2015-2016,88780.0,95893.99,1.84
Jharkhand,East singhbum,2016-2017,57127.0,82038.66,2.08
Jharkhand,East singhbum,2017-2018,107800.0,220560.0,2.05
Jharkhand,East singhbum,2018-2019,101200.0,277288.0,2.74
Jharkhand,East singhbum,2019-2020,78100.0,249920.0,3.2
Jharkhand,East singhbum,2020-2021,101200.0,364320.0,3.6
Jharkhand,East singhbum,2021-2022,108075.0,378263.0,3.5
Jharkhand,East singhbum,2022-2023,156091.0,475927.0,6.1
Jharkhand,Garhwa,2013-2014,19416.0,20991.26,2.14
Jharkhand,Garhwa,2014-2015,10567.0,10751.99,1.98
