State,District,Year,rice_area,rice_production,rice_yield
Madhya Pradesh,Khargone,2014-2015,1000.0,2000.0,2.0
Madhya Pradesh,Khargone,2015-2016,1000.0,382.0,0.38
Madhya Pradesh,Khargone,2017-2018,400.0,140.0,0.35
Madhya Pradesh,Khargone,2018-2019,215.0,230.0,1.07
Madhya Pradesh,Khargone,2019-2020,98.0,104.66,1.07
Madhya Pradesh,Khargone,2020-2021,71.0,76.0,1.07
Madhya Pradesh,Khargone,2021-2022,10.0,12.0,1.2
Madhya Pradesh,Khargone,2022-2023,40.0,73.0,1.83
Madhya Pradesh,Mandla,2013-2014,131499.0,117351.0,0.89
Madhya Pradesh,Mandla,2014-2015,129000.0,132000.0,1.02
Madhya Pradesh,Mandla,2015-2016,132000.0,266000.0,2.02
Madhya Pradesh,Mandla,2016-2017,143000.0,318000.0,2.22
Madhya Pradesh,Mandla,2017-2018,136300.0,566000.0,4.15
Madhya Pradesh,Mandla,2018-2019,148099.0,223697.33,1.51
Madhya Pradesh,Mandla,2019-2020,182611.0,352748.0,1.93
Madhya Pradesh,Mandla,2020-2021,187791.0,363062.67,1.93
Madhya Pradesh,Mandla,2021-2022,186955.0,377648.0,2.02
Madhya Pradesh,Mandla,2022-2023,194475.0,603845.0,3.11
Madhya Pradesh,Mandsaur,2017-2018,520.0,1120.0,2.15
Madhya Pradesh,Mandsaur,2018-2019,8.0,4.0,0.5
Madhya Pradesh,Mandsaur,2019-2020,3.0,1.33,0.44
Madhya Pradesh,Mandsaur,2020-2021,43.0,15.33,0.36
Madhya Pradesh,Mandsaur,2021-2022,13.0,16.0,1.23
Madhya Pradesh,Mandsaur,2022-2023,8.0,15.0,1.88
Madhya Pradesh,Morena,2013-2014,540.0,1052.0,1.95
Madhya Pradesh,Morena,2014-2015,1000.0,3330.0,3.33
Madhya Pradesh,Morena,2015-2016,1000.0,4000.0,4.0
Madhya Pradesh,Morena,2017-2018,1400.0,3400.0,2.43
Madhya Pradesh,Morena,2018-2019,5803.0,11639.33,2.01
Madhya Pradesh,Morena,2019-2020,8855.0,21688.0,2.45
Madhya Pradesh,Morena,2020-2021,8028.0,19662.67,2.45
Madhya Pradesh,Morena,2021-2022,4445.0,11972.0,2.69
Madhya Pradesh,Morena,2022-2023,4333.0,17505.0,4.04
Madhya Pradesh,Narsinghpur,2013-2014,18364.0,24989.0,1.36
Madhya Pradesh,Narsinghpur,2014-2015,18000.0,25330.0,1.41
Madhya Pradesh,Narsinghpur,2015-2016,34000.0,93330.0,2.75
Madhya Pradesh,Narsinghpur,2016-2017,55000.0,154660.0,2.81
Madhya Pradesh,Narsinghpur,2017-2018,39100.0,181300.0,7.01
Madhya Pradesh,Narsinghpur,2018-2019,55924.0,102012.0,1.82
Madhya Pradesh,Narsinghpur,2019-2020,62082.0,130195.33,2.11
Madhya Pradesh,Narsinghpur,2020-2021,71870.0,152014.0,5.18
Madhya Pradesh,Narsinghpur,2021-2022,82720.0,158932.66,1.92
Madhya Pradesh,Narsinghpur,2022-2023,87429.0,340011.0,3.89
Madhya Pradesh,Neemuch,2013-2014,38.0,14.0,0.37
Madhya Pradesh,Neemuch,2017-2018,280.0,640.0,2.29
Madhya Pradesh,Neemuch,2018-2019,263.0,78.0,0.3
Madhya Pradesh,Neemuch,2019-2020,385.0,181.99,0.91
Madhya Pradesh,Neemuch,2020-2021,917.0,826.0,2.34
Madhya Pradesh,Neemuch,2021-2022,165.0,211.33,1.28
Madhya Pradesh,Neemuch,2022-2023,164.0,213.0,1.3
Madhya Pradesh,Niwari,2020-2021,102.0,81.33,0.8
Madhya Pradesh,Niwari,2021-2022,128.0,145.33,1.14
Madhya Pradesh,Niwari,2022-2023,224.0,435.0,1.94
Madhya Pradesh,Panna,2013-2014,80645.0,91512.0,1.13
Madhya Pradesh,Panna,2014-2015,56000.0,76670.0,1.37
Madhya Pradesh,Panna,2015-2016,55000.0,17330.0,0.32
Madhya Pradesh,Panna,2016-2017,69000.0,179330.0,2.6
Madhya Pradesh,Panna,2017-2018,58400.0,140200.0,2.4
Madhya Pradesh,Panna,2018-2019,76286.0,84359.33,1.11
Madhya Pradesh,Panna,2019-2020,78261.0,141443.33,1.81
Madhya Pradesh,Panna,2020-2021,109304.0,212122.67,1.94
Madhya Pradesh,Panna,2021-2022,127863.0,245667.33,1.92
Madhya Pradesh,Panna,2022-2023,122244.0,384457.0,3.14
Madhya Pradesh,Raisen,2013-2014,62686.0,54136.0,0.86
Madhya Pradesh,Raisen,2014-2015,137000.0,342670.0,2.5
Madhya Pradesh,Raisen,2015-2016,99000.0,229330.0,2.32
Madhya Pradesh,Raisen,2016-2017,135000.0,304660.0,2.26
Madhya Pradesh,Raisen,2017-2018,112000.0,236840.0,2.11
Madhya Pradesh,Raisen,2018-2019,177125.0,418496.0,2.36
Madhya Pradesh,Raisen,2019-2020,197944.0,417285.33,2.11
Madhya Pradesh,Raisen,2020-2021,170384.0,370528.67,2.17
Madhya Pradesh,Raisen,2021-2022,246286.0,560712.0,2.28
Madhya Pradesh,Raisen,2022-2023,285453.0,1016498.0,3.56
Madhya Pradesh,Rajgarh,2013-2014,364.0,236.0,0.65
Madhya Pradesh,Rajgarh,2014-2015,1000.0,670.0,0.67
Madhya Pradesh,Rajgarh,2015-2016,1000.0,1330.0,1.33
Madhya Pradesh,Rajgarh,2016-2017,1000.0,2660.0,2.66
Madhya Pradesh,Rajgarh,2017-2018,1150.0,746.0,0.65
Madhya Pradesh,Rajgarh,2018-2019,21.0,25.33,1.21
Madhya Pradesh,Rajgarh,2019-2020,6.0,9.33,1.56
Madhya Pradesh,Rajgarh,2020-2021,13.0,26.0,4.25
Madhya Pradesh,Rajgarh,2021-2022,98.0,157.33,1.61
Madhya Pradesh,Rajgarh,2022-2023,259.0,598.0,2.31
Madhya Pradesh,Ratlam,2013-2014,1293.0,1546.0,1.2
Madhya Pradesh,Ratlam,2016-2017,1000.0,660.0,0.66
Madhya Pradesh,Ratlam,2018-2019,162.0,87.33,0.54
Madhya Pradesh,Ratlam,2019-2020,325.0,240.66,1.46
Madhya Pradesh,Ratlam,2020-2021,514.0,855.99,2.65
Madhya Pradesh,Ratlam,2021-2022,22.0,30.0,1.36
Madhya Pradesh,Ratlam,2022-2023,37.0,77.0,2.08
Madhya Pradesh,Rewa,2013-2014,119623.0,214112.0,1.79
Madhya Pradesh,Rewa,2014-2015,136000.0,246000.0,1.81
Madhya Pradesh,Rewa,2015-2016,121000.0,118660.0,0.98
Madhya Pradesh,Rewa,2016-2017,126000.0,352000.0,2.79
Madhya Pradesh,Rewa,2017-2018,121300.0,625900.0,5.16
Madhya Pradesh,Rewa,2018-2019,230346.0,443550.0,1.93
Madhya Pradesh,Rewa,2019-2020,251894.0,680354.66,2.7
Madhya Pradesh,Rewa,2020-2021,299099.0,807853.33,2.7
Madhya Pradesh,Rewa,2021-2022,323983.0,892248.66,2.75
Madhya Pradesh,Rewa,2022-2023,280363.0,1117807.0,3.99
Madhya Pradesh,Sagar,2013-2014,4776.0,2092.0,0.44
Madhya Pradesh,Sagar,2014-2015,5000.0,5330.0,1.07
Madhya Pradesh,Sagar,2015-2016,7000.0,2000.0,0.29
Madhya Pradesh,Sagar,2016-2017,6000.0,6000.0,1.0
Madhya Pradesh,Sagar,2017-2018,5060.0,5690.0,1.12
Madhya Pradesh,Sagar,2018-2019,7177.0,7644.0,1.07
Madhya Pradesh,Sagar,2019-2020,7185.0,10894.0,1.52
Madhya Pradesh,Sagar,2020-2021,12483.0,21720.67,1.74
Madhya Pradesh,Sagar,2021-2022,56313.0,98397.33,1.75
Madhya Pradesh,Sagar,2022-2023,54558.0,142669.0,2.61
Madhya Pradesh,Satna,2013-2014,82067.0,188564.0,2.3
Madhya Pradesh,Satna,2014-2015,104000.0,201330.0,1.94
Madhya Pradesh,Satna,2015-2016,104000.0,242000.0,2.33
Madhya Pradesh,Satna,2016-2017,120000.0,393330.0,3.28
Madhya Pradesh,Satna,2017-2018,132000.0,324800.0,2.46
Madhya Pradesh,Satna,2018-2019,174905.0,378045.33,2.16
Madhya Pradesh,Satna,2019-2020,181916.0,507877.33,2.79
Madhya Pradesh,Satna,2020-2021,239852.0,669624.67,2.79
Madhya Pradesh,Satna,2021-2022,261336.0,775122.0,2.97
Madhya Pradesh,Satna,2022-2023,265204.0,1102983.0,4.16
Madhya Pradesh,Sehore,2013-2014,19660.0,61240.0,3.11
Madhya Pradesh,Sehore,2014-2015,35000.0,119330.0,3.41
Madhya Pradesh,Sehore,2015-2016,24000.0,98660.0,4.11
Madhya Pradesh,Sehore,2017-2018,27500.0,66340.0,2.41
Madhya Pradesh,Sehore,2018-2019,32728.0,73079.33,2.23
Madhya Pradesh,Sehore,2019-2020,33420.0,146362.66,4.38
Madhya Pradesh,Sehore,2020-2021,33939.0,148636.0,4.38
Madhya Pradesh,Sehore,2021-2022,51420.0,133830.0,2.6
Madhya Pradesh,Sehore,2022-2023,54632.0,243659.0,4.46
Madhya Pradesh,Seoni,2013-2014,150237.0,440990.0,2.94
Madhya Pradesh,Seoni,2014-2015,139000.0,199330.0,1.43
Madhya Pradesh,Seoni,2015-2016,169000.0,242660.0,1.44
Madhya Pradesh,Seoni,2016-2017,182000.0,450000.0,2.47
Madhya Pradesh,Seoni,2017-2018,133130.0,319980.0,3.89
Madhya Pradesh,Seoni,2018-2019,167043.0,245366.0,1.47
Madhya Pradesh,Seoni,2019-2020,149015.0,278825.99,3.68
Madhya Pradesh,Seoni,2020-2021,185441.0,383351.33,4.52
Madhya Pradesh,Seoni,2021-2022,265243.0,591315.33,2.23
Madhya Pradesh,Seoni,2022-2023,240842.0,805376.0,3.34
Madhya Pradesh,Shahdol,2013-2014,111790.0,247023.0,2.21
Madhya Pradesh,Shahdol,2014-2015,113000.0,222000.0,1.96
Madhya Pradesh,Shahdol,2015-2016,98000.0,168000.0,1.71
Madhya Pradesh,Shahdol,2016-2017,116000.0,284000.0,2.45
Madhya Pradesh,Shahdol,2017-2018,98110.0,136770.0,3.39
Madhya Pradesh,Shahdol,2018-2019,141962.0,195965.33,1.38
Madhya Pradesh,Shahdol,2019-2020,153235.0,345164.0,2.25
Madhya Pradesh,Shahdol,2020-2021,167954.0,378318.67,2.25
Madhya Pradesh,Shahdol,2021-2022,178089.0,298595.33,1.68
Madhya Pradesh,Shahdol,2022-2023,178938.0,467923.0,2.62
Madhya Pradesh,Shajapur,2013-2014,44.0,17.0,0.39
Madhya Pradesh,Shajapur,2017-2018,50.0,40.0,0.8
Madhya Pradesh,Shajapur,2018-2019,4.0,2.0,0.5
Madhya Pradesh,Shajapur,2019-2020,1.0,1.33,1.33
Madhya Pradesh,Shajapur,2020-2021,1.0,1.33,1.33
Madhya Pradesh,Shajapur,2021-2022,44.0,53.33,1.21
Madhya Pradesh,Shajapur,2022-2023,57.0,111.0,1.95
Madhya Pradesh,Sheopur,2013-2014,15566.0,57589.0,3.7
Madhya Pradesh,Sheopur,2014-2015,19000.0,42670.0,2.25
Madhya Pradesh,Sheopur,2015-2016,19000.0,70000.0,3.68
Madhya Pradesh,Sheopur,2016-2017,19000.0,46660.0,2.46
Madhya Pradesh,Sheopur,2017-2018,20000.0,56700.0,2.84
Madhya Pradesh,Sheopur,2018-2019,43127.0,168612.0,3.91
Madhya Pradesh,Sheopur,2019-2020,56542.0,193182.66,3.42
Madhya Pradesh,Sheopur,2020-2021,67435.0,230399.33,3.42
Madhya Pradesh,Sheopur,2021-2022,55222.0,168317.33,3.05
Madhya Pradesh,Sheopur,2022-2023,65610.0,286847.0,4.37
Madhya Pradesh,Shivpuri,2013-2014,14634.0,17063.0,1.17
Madhya Pradesh,Shivpuri,2014-2015,14000.0,17330.0,1.24
Madhya Pradesh,Shivpuri,2015-2016,11000.0,27330.0,2.48
Madhya Pradesh,Shivpuri,2016-2017,14000.0,39330.0,2.81
Madhya Pradesh,Shivpuri,2017-2018,4400.0,10800.0,2.45
Madhya Pradesh,Shivpuri,2018-2019,37369.0,63123.33,1.69
Madhya Pradesh,Shivpuri,2019-2020,47936.0,127031.99,4.82
Madhya Pradesh,Shivpuri,2020-2021,53902.0,143398.0,5.44
Madhya Pradesh,Shivpuri,2021-2022,58607.0,102405.33,1.75
Madhya Pradesh,Shivpuri,2022-2023,60849.0,216257.0,3.55
Madhya Pradesh,Sidhi,2013-2014,68714.0,101863.0,1.48
Madhya Pradesh,Sidhi,2014-2015,56000.0,48000.0,0.86
Madhya Pradesh,Sidhi,2015-2016,70000.0,99330.0,1.42
Madhya Pradesh,Sidhi,2016-2017,70000.0,188000.0,2.69
Madhya Pradesh,Sidhi,2017-2018,68500.0,121880.0,1.78
Madhya Pradesh,Sidhi,2018-2019,90278.0,141312.0,1.57
Madhya Pradesh,Sidhi,2019-2020,91836.0,195468.66,2.13
Madhya Pradesh,Sidhi,2020-2021,113675.0,241952.0,2.13
Madhya Pradesh,Sidhi,2021-2022,112741.0,336042.66,2.98
Madhya Pradesh,Sidhi,2022-2023,110852.0,391862.0,3.54
Madhya Pradesh,Singrauli,2013-2014,47540.0,70835.0,1.49
Madhya Pradesh,Singrauli,2014-2015,44000.0,78000.0,1.77
Madhya Pradesh,Singrauli,2015-2016,48000.0,96000.0,2.0
Madhya Pradesh,Singrauli,2016-2017,48000.0,160000.0,3.33
Madhya Pradesh,Singrauli,2017-2018,45450.0,111620.0,2.46
Madhya Pradesh,Singrauli,2018-2019,72347.0,179475.33,2.48
Madhya Pradesh,Singrauli,2019-2020,85446.0,279352.0,3.27
Madhya Pradesh,Singrauli,2020-2021,96483.0,315436.0,3.27
Madhya Pradesh,Singrauli,2021-2022,98357.0,303990.0,3.09
Madhya Pradesh,Singrauli,2022-2023,90760.0,278633.0,3.07
Madhya Pradesh,Tikamgarh,2013-2014,11414.0,4009.0,0.35
Madhya Pradesh,Tikamgarh,2014-2015,13000.0,5330.0,0.41
Madhya Pradesh,Tikamgarh,2015-2016,6000.0,660.0,0.11
Madhya Pradesh,Tikamgarh,2016-2017,6000.0,6000.0,1.0
Madhya Pradesh,Tikamgarh,2017-2018,4560.0,1640.0,0.36
Madhya Pradesh,Tikamgarh,2018-2019,1443.0,848.0,0.59
Madhya Pradesh,Tikamgarh,2019-2020,1060.0,673.33,0.64
Madhya Pradesh,Tikamgarh,2020-2021,1192.0,953.33,0.8
Madhya Pradesh,Tikamgarh,2021-2022,914.0,996.66,1.09
Madhya Pradesh,Tikamgarh,2022-2023,806.0,1561.0,1.94
Madhya Pradesh,Ujjain,2017-2018,200.0,380.0,1.9
Madhya Pradesh,Ujjain,2018-2019,11.0,7.33,0.67
Madhya Pradesh,Ujjain,2019-2020,30.0,1.33,1.33
Madhya Pradesh,Ujjain,2020-2021,54.0,100.0,3.18
Madhya Pradesh,Ujjain,2021-2022,667.0,804.0,1.21
Madhya Pradesh,Ujjain,2022-2023,38.0,75.0,1.97
Madhya Pradesh,Umaria,2013-2014,40317.0,47310.0,1.17
Madhya Pradesh,Umaria,2014-2015,49000.0,82000.0,1.67
Madhya Pradesh,Umaria,2015-2016,39000.0,74000.0,1.9
Madhya Pradesh,Umaria,2016-2017,51000.0,92660.0,1.82
Madhya Pradesh,Umaria,2017-2018,35020.0,81690.0,3.83
Madhya Pradesh,Umaria,2018-2019,71937.0,152036.0,2.11
Madhya Pradesh,Umaria,2019-2020,72967.0,140585.33,1.93
Madhya Pradesh,Umaria,2020-2021,84483.0,171782.0,4.029999999999999
Madhya Pradesh,Umaria,2021-2022,87432.0,123279.33,1.41
Madhya Pradesh,Umaria,2022-2023,89196.0,188650.0,2.12
Madhya Pradesh,Vidisha,2013-2014,1500.0,836.0,0.56
Madhya Pradesh,Vidisha,2014-2015,4000.0,3330.0,0.83
Madhya Pradesh,Vidisha,2015-2016,3000.0,4000.0,1.33
Madhya Pradesh,Vidisha,2017-2018,10500.0,23800.0,2.27
Madhya Pradesh,Vidisha,2018-2019,19950.0,15385.33,0.77
Madhya Pradesh,Vidisha,2019-2020,22481.0,27983.33,1.25
Madhya Pradesh,Vidisha,2020-2021,20367.0,38154.0,1.87
Madhya Pradesh,Vidisha,2021-2022,57258.0,100774.66,1.76
Madhya Pradesh,Vidisha,2022-2023,62920.0,178693.0,2.84
Maharashtra,Ahilyanagar,2013-2014,7900.0,19000.0,2.41
Maharashtra,Ahilyanagar,2014-2015,8600.0,2200.0,0.26
Maharashtra,Ahilyanagar,2015-2016,14000.0,17200.0,1.23
Maharashtra,Ahilyanagar,2016-2017,15000.0,26200.0,1.75
Maharashtra,Ahilyanagar,2017-2018,16200.0,37300.0,2.3
Maharashtra,Ahilyanagar,2018-2019,16245.0,6711.0,0.41
Maharashtra,Ahilyanagar,2019-2020,17331.0,19469.0,1.12
Maharashtra,Ahilyanagar,2020-2021,17595.34,33172.49,1.89
Maharashtra,Ahilyanagar,2021-2022,19561.47,37038.15,5.0
Maharashtra,Ahilyanagar,2022-2023,20579.65,34228.07,1.66
Maharashtra,Akola,2021-2022,88.0,261.39,2.97
Maharashtra,Amravati,2013-2014,4700.0,800.0,0.17
Maharashtra,Amravati,2014-2015,5300.0,1600.0,0.3
Maharashtra,Amravati,2015-2016,5600.0,1200.0,0.21
Maharashtra,Amravati,2016-2017,6900.0,4600.0,0.67
Maharashtra,Amravati,2017-2018,8900.0,3000.0,0.34
Maharashtra,Amravati,2018-2019,7258.0,2942.0,0.41
Maharashtra,Amravati,2019-2020,6168.0,1186.0,0.19
Maharashtra,Amravati,2020-2021,6168.0,3643.55,0.59
Maharashtra,Amravati,2021-2022,6484.64,3273.45,0.5
Maharashtra,Amravati,2022-2023,6736.2,2626.44,0.39
Maharashtra,Beed,2013-2014,500.0,300.0,0.6
Maharashtra,Beed,2014-2015,400.0,100.0,0.25
Maharashtra,Beed,2015-2016,300.0,0.0,0.0
Maharashtra,Beed,2016-2017,100.0,70.0,0.7
Maharashtra,Beed,2017-2018,65.0,30.0,0.46
Maharashtra,Beed,2018-2019,29.0,9.0,0.31
Maharashtra,Beed,2019-2020,16.0,2.0,0.13
Maharashtra,Beed,2020-2021,17.25,52.56,3.05
Maharashtra,Bhandara,2013-2014,194600.0,324270.0,4.1
Maharashtra,Bhandara,2014-2015,196200.0,322800.0,3.91
Maharashtra,Bhandara,2015-2016,187900.0,283900.0,3.55
Maharashtra,Bhandara,2016-2017,182400.0,378400.0,4.32
Maharashtra,Bhandara,2017-2018,172881.0,219600.0,3.51
Maharashtra,Bhandara,2018-2019,175790.0,382237.0,4.99
Maharashtra,Bhandara,2019-2020,190564.0,323269.0,4.300000000000001
Maharashtra,Bhandara,2020-2021,190875.81,397824.58,4.93
Maharashtra,Bhandara,2021-2022,193510.85,405227.33,4.789999999999999
Maharashtra,Bhandara,2022-2023,239779.2,540389.24,4.71
Maharashtra,Buldhana,2016-2017,10.0,4.0,0.4
Maharashtra,Chandrapur,2013-2014,163400.0,218200.0,3.4800000000000004
Maharashtra,Chandrapur,2014-2015,145800.0,113500.0,2.45
Maharashtra,Chandrapur,2015-2016,139700.0,117200.0,2.56
Maharashtra,Chandrapur,2016-2017,143100.0,245500.0,3.44
Maharashtra,Chandrapur,2017-2018,132588.0,99100.0,2.7299999999999995
Maharashtra,Chandrapur,2018-2019,134971.0,236545.0,3.3600000000000003
Maharashtra,Chandrapur,2019-2020,143806.0,206578.0,3.89
Maharashtra,Chandrapur,2020-2021,147972.59,205212.64,3.38
Maharashtra,Chandrapur,2021-2022,149404.83,260565.34,3.74
Maharashtra,Chandrapur,2022-2023,159558.69,270769.51,3.83
Maharashtra,Chhatrapati Sambhajinagar,2016-2017,6500.0,3100.0,0.48
Maharashtra,Chhatrapati Sambhajinagar,2019-2020,5.0,1.0,0.2
Maharashtra,Chhatrapati Sambhajinagar,2020-2021,0.25,0.76,3.04
Maharashtra,Dharashiv,2013-2014,13100.0,6400.0,0.49
Maharashtra,Dharashiv,2014-2015,13100.0,2500.0,0.19
Maharashtra,Dharashiv,2015-2016,6200.0,600.0,0.1
Maharashtra,Dharashiv,2016-2017,6300.0,1200.0,0.19
Maharashtra,Dharashiv,2017-2018,7500.0,2200.0,0.29
Maharashtra,Dharashiv,2019-2020,1221.0,139.0,0.11
Maharashtra,Dharashiv,2020-2021,1141.76,749.33,0.66
Maharashtra,Dharashiv,2021-2022,665.82,229.84,0.35
Maharashtra,Dharashiv,2022-2023,367.67,143.37,0.39
Maharashtra,Dhule,2013-2014,7700.0,9700.0,1.26
Maharashtra,Dhule,2014-2015,100.0,0.0,0.0
Maharashtra,Dhule,2015-2016,2300.0,2700.0,1.17
Maharashtra,Dhule,2016-2017,6400.0,10500.0,1.64
Maharashtra,Dhule,2017-2018,7000.0,14100.0,2.01
Maharashtra,Dhule,2018-2019,6870.0,9305.0,1.35
Maharashtra,Dhule,2019-2020,6838.0,9742.0,1.42
Maharashtra,Dhule,2020-2021,6830.0,8480.13,1.24
Maharashtra,Dhule,2021-2022,7007.93,8300.58,3.87
Maharashtra,Dhule,2022-2023,7275.66,12358.44,1.7
Maharashtra,Gadchiroli,2013-2014,156000.0,232000.0,3.6
Maharashtra,Gadchiroli,2014-2015,155700.0,206100.0,2.87
Maharashtra,Gadchiroli,2015-2016,152700.0,130700.0,2.84
Maharashtra,Gadchiroli,2016-2017,153400.0,285300.0,3.89
Maharashtra,Gadchiroli,2017-2018,151795.0,188200.0,3.16
Maharashtra,Gadchiroli,2018-2019,154159.0,277166.0,3.65
Maharashtra,Gadchiroli,2019-2020,180397.0,312257.0,4.02
Maharashtra,Gadchiroli,2020-2021,181364.16,298452.58,4.1
Maharashtra,Gadchiroli,2021-2022,190598.22,301331.35,3.82
Maharashtra,Gadchiroli,2022-2023,189409.55,345924.31000000006,4.06
Maharashtra,Gondia,2013-2014,201500.0,325320.0,4.01
Maharashtra,Gondia,2014-2015,187600.0,376700.0,4.75
Maharashtra,Gondia,2015-2016,182500.0,289900.0,4.06
Maharashtra,Gondia,2016-2017,209300.0,510300.0,4.85
Maharashtra,Gondia,2017-2018,143011.0,229500.0,4.02
Maharashtra,Gondia,2018-2019,152046.0,390810.0,5.470000000000001
Maharashtra,Gondia,2019-2020,192827.0,409439.0,4.6
Maharashtra,Gondia,2020-2021,205621.34,472685.95,5.23
Maharashtra,Gondia,2021-2022,211393.29,501790.5,5.32
Maharashtra,Gondia,2022-2023,266172.26,727689.9,5.73
Maharashtra,Jalna,2019-2020,11.0,2.0,0.18
Maharashtra,Kolhapur,2013-2014,109600.0,341800.0,5.87
Maharashtra,Kolhapur,2014-2015,111800.0,338600.0,6.8
Maharashtra,Kolhapur,2015-2016,112400.0,276600.0,6.12
Maharashtra,Kolhapur,2016-2017,114200.0,397800.0,7.98
Maharashtra,Kolhapur,2017-2018,109456.0,334300.0,6.96
Maharashtra,Kolhapur,2018-2019,106902.0,328945.0,6.49
Maharashtra,Kolhapur,2019-2020,111796.0,272480.0,5.83
Maharashtra,Kolhapur,2020-2021,102259.59,342518.12,5.98
Maharashtra,Kolhapur,2021-2022,95605.71,320781.3,6.47
Maharashtra,Kolhapur,2022-2023,94729.87,291719.88,7.04
Maharashtra,Latur,2013-2014,7600.0,5100.0,0.67
Maharashtra,Latur,2014-2015,5800.0,1100.0,0.19
Maharashtra,Latur,2015-2016,3800.0,300.0,0.08
Maharashtra,Latur,2016-2017,3300.0,900.0,0.27
Maharashtra,Latur,2017-2018,2800.0,800.0,0.29
Maharashtra,Latur,2018-2019,1945.0,404.0,0.21
Maharashtra,Latur,2019-2020,879.0,71.0,0.08
Maharashtra,Latur,2020-2021,907.55,595.63,0.66
Maharashtra,Latur,2021-2022,611.36,209.99,0.34
Maharashtra,Latur,2022-2023,350.61,136.7,0.39
Maharashtra,Nagpur,2013-2014,77800.0,105200.0,3.35
Maharashtra,Nagpur,2014-2015,78800.0,95500.0,1.21
Maharashtra,Nagpur,2015-2016,88700.0,107300.0,1.21
Maharashtra,Nagpur,2016-2017,87700.0,170400.0,3.94
Maharashtra,Nagpur,2017-2018,97275.0,183600.0,4.56
Maharashtra,Nagpur,2018-2019,98210.0,203332.0,4.99
Maharashtra,Nagpur,2019-2020,99529.0,156070.0,3.84
Maharashtra,Nagpur,2020-2021,98096.08,213761.17,5.21
Maharashtra,Nagpur,2021-2022,98502.85,221618.89,5.220000000000001
Maharashtra,Nagpur,2022-2023,99777.58,200554.27,4.81
Maharashtra,Nanded,2013-2014,800.0,400.0,0.5
Maharashtra,Nanded,2014-2015,800.0,100.0,0.13
Maharashtra,Nanded,2015-2016,400.0,100.0,0.25
Maharashtra,Nanded,2016-2017,700.0,1300.0,2.9
Maharashtra,Nanded,2017-2018,808.0,1200.0,3.28
Maharashtra,Nanded,2018-2019,840.0,1175.0,3.62
Maharashtra,Nanded,2019-2020,861.0,1120.0,3.27
Maharashtra,Nanded,2020-2021,891.77,2500.08,5.71
Maharashtra,Nanded,2021-2022,915.47,2337.19,5.359999999999999
Maharashtra,Nanded,2022-2023,1293.99,3294.36,5.94
Maharashtra,Nandurbar,2013-2014,22500.0,20300.0,0.9
Maharashtra,Nandurbar,2014-2015,18200.0,9000.0,0.49
Maharashtra,Nandurbar,2015-2016,18900.0,17300.0,0.92
Maharashtra,Nandurbar,2016-2017,25300.0,29400.0,1.16
Maharashtra,Nandurbar,2017-2018,26600.0,30100.0,1.13
Maharashtra,Nandurbar,2018-2019,26116.0,22519.0,0.86
Maharashtra,Nandurbar,2019-2020,26962.0,43273.0,1.6
Maharashtra,Nandurbar,2020-2021,28232.23,49163.09,1.74
Maharashtra,Nandurbar,2021-2022,30054.07,36111.58,3.89
Maharashtra,Nandurbar,2022-2023,24060.25,45479.79,1.89
Maharashtra,Nashik,2013-2014,72600.0,93300.0,1.29
Maharashtra,Nashik,2014-2015,71200.0,86700.0,1.22
Maharashtra,Nashik,2015-2016,69600.0,101100.0,1.45
Maharashtra,Nashik,2016-2017,71900.0,145800.0,2.03
Maharashtra,Nashik,2017-2018,72500.0,153600.0,2.12
Maharashtra,Nashik,2018-2019,74046.0,126516.0,1.71
Maharashtra,Nashik,2019-2020,76288.0,90539.0,1.19
Maharashtra,Nashik,2020-2021,76543.71,148821.69,1.94
Maharashtra,Nashik,2021-2022,78135.45,134271.68999999997,4.41
Maharashtra,Nashik,2022-2023,92329.7,230175.85,6.45
Maharashtra,Palghar,2014-2015,74800.0,188300.0,2.52
Maharashtra,Palghar,2015-2016,78500.0,181300.0,5.16
Maharashtra,Palghar,2016-2017,77600.0,225600.0,5.33
Maharashtra,Palghar,2017-2018,77930.0,145100.0,4.37
Maharashtra,Palghar,2018-2019,78039.0,138267.0,4.4
Maharashtra,Palghar,2019-2020,78039.0,140242.0,4.42
Maharashtra,Palghar,2020-2021,78039.1,147876.47,4.16
Maharashtra,Palghar,2021-2022,78041.57,166690.13,4.26
Maharashtra,Palghar,2022-2023,78925.51999999999,190313.45,6.34
Maharashtra,Parbhani,2013-2014,700.0,300.0,0.43
Maharashtra,Parbhani,2014-2015,300.0,0.0,0.0
Maharashtra,Parbhani,2016-2017,20.0,4.0,0.2
Maharashtra,Parbhani,2018-2019,10.0,2.0,0.2
Maharashtra,Parbhani,2019-2020,10.0,1.0,0.1
Maharashtra,Parbhani,2020-2021,10.0,6.56,0.66
Maharashtra,Pune,2013-2014,82100.0,153200.0,1.87
Maharashtra,Pune,2014-2015,82100.0,136100.0,1.66
Maharashtra,Pune,2015-2016,54600.0,107300.0,1.97
Maharashtra,Pune,2016-2017,53500.0,115400.0,2.16
Maharashtra,Pune,2017-2018,52000.0,124000.0,2.38
Maharashtra,Pune,2018-2019,57969.0,106233.0,1.83
Maharashtra,Pune,2019-2020,59509.0,107626.0,1.81
Maharashtra,Pune,2020-2021,61018.25,127824.89,2.09
Maharashtra,Pune,2021-2022,59773.08,166721.19,5.9
