State,District,Year,total_area,total_production,agri_yield_index
Maharashtra,Chandrapur,2015,335400.0,353500.0,1.0539654144305306
Maharashtra,Chandrapur,2016,346093.0,869702.0,2.512914158911044
Maharashtra,Chandrapur,2017,338085.0,479549.0,1.4184273185737315
Maharashtra,Chandrapur,2018,332648.0,611712.0,1.8389168129674611
Maharashtra,Chandrapur,2019,344986.0,640535.0,1.8566985326940804
Maharashtra,Chandrapur,2020,350804.32999999996,661449.72,1.8855232488150875
Maharashtra,Chandrapur,2021,352905.17999999993,656794.8099999999,1.861108442783413
Maharashtra,Chandrapur,2022,363544.24,805624.5700000001,2.2160289762808514
Maharashtra,Chandrapur,2023,363544.24,805624.5700000001,2.2160289762808514
Maharashtra,Chandrapur,2024,363544.24,805624.5700000001,2.2160289762808514
Maharashtra,Chandrapur,2025,363544.24,805624.5700000001,2.2160289762808514
Maharashtra,Chhatrapati Sambhajinagar,2013,465800.0,2233500.0,4.794976384714469
Maharashtra,Chhatrapati Sambhajinagar,2014,469400.0,1185200.0,2.5249254367277376
Maharashtra,Chhatrapati Sambhajinagar,2015,517900.0,954100.0,1.8422475381347752
Maharashtra,Chhatrapati Sambhajinagar,2016,588369.0,1939969.0,3.297197846929393
Maharashtra,Chhatrapati Sambhajinagar,2017,606578.0,1640700.0,2.704845873078153
Maharashtra,Chhatrapati Sambhajinagar,2018,449679.0,1711897.0,3.806931166454293
Maharashtra,Chhatrapati Sambhajinagar,2019,485608.0,1382229.0,2.846388445000906
Maharashtra,Chhatrapati Sambhajinagar,2020,514066.96,2310634.7199999997,4.4948127380137395
Maharashtra,Chhatrapati Sambhajinagar,2021,535493.31,2811861.6799999997,5.250974433275365
Maharashtra,Chhatrapati Sambhajinagar,2022,473009.99,3681904.51,7.783988896302168
Maharashtra,Chhatrapati Sambhajinagar,2023,473009.99,3681904.51,7.783988896302168
Maharashtra,Chhatrapati Sambhajinagar,2024,473009.99,3681904.51,7.783988896302168
Maharashtra,Chhatrapati Sambhajinagar,2025,473009.99,3681904.51,7.783988896302168
Maharashtra,Dharashiv,2013,212300.0,3354600.0,15.801224682053698
Maharashtra,Dharashiv,2014,183200.0,1646300.0,8.986353711790393
Maharashtra,Dharashiv,2015,104800.0,629800.0,6.009541984732825
Maharashtra,Dharashiv,2016,98404.0,508849.0,5.1710194707532215
Maharashtra,Dharashiv,2017,126248.0,1643300.0,13.01644382485267
Maharashtra,Dharashiv,2018,131503.0,2860848.0,21.755001787031475
Maharashtra,Dharashiv,2019,123044.0,1659866.0,13.490019830304606
Maharashtra,Dharashiv,2020,150518.71,4726610.53,31.402146151797346
Maharashtra,Dharashiv,2021,176590.37,6395458.49,36.2163491134879
Maharashtra,Dharashiv,2022,118642.1,4076508.41,34.35971219322652
Maharashtra,Dharashiv,2023,118642.1,4076508.41,34.35971219322652
Maharashtra,Dharashiv,2024,118642.1,4076508.41,34.35971219322652
Maharashtra,Dharashiv,2025,118642.1,4076508.41,34.35971219322652
Maharashtra,Dhule,2013,196400.0,986800.0,5.024439918533605
Maharashtra,Dhule,2014,228600.0,701800.0,3.0699912510936134
Maharashtra,Dhule,2015,247500.0,394600.0,1.5943434343434344
Maharashtra,Dhule,2016,216090.0,886139.0,4.10078670924152
Maharashtra,Dhule,2017,219801.0,602000.0,2.7388410425794243
Maharashtra,Dhule,2018,238704.0,428746.0,1.7961408271331858
Maharashtra,Dhule,2019,261974.0,210745.0,0.8044500599296114
Maharashtra,Dhule,2020,261869.95,520122.73,1.9861871512939915
Maharashtra,Dhule,2021,279149.5,687554.44,2.463033034270167
Maharashtra,Dhule,2022,273267.18,954625.6399999999,3.4933783120241513
Maharashtra,Dhule,2023,273267.18,954625.6399999999,3.4933783120241513
Maharashtra,Dhule,2024,273267.18,954625.6399999999,3.4933783120241513
Maharashtra,Dhule,2025,273267.18,954625.6399999999,3.4933783120241513
Maharashtra,Gadchiroli,2013,165400.0,242700.0,1.4673518742442564
Maharashtra,Gadchiroli,2014,164600.0,225200.0,1.3681652490887
Maharashtra,Gadchiroli,2015,161500.0,144000.0,0.891640866873065
Maharashtra,Gadchiroli,2016,162948.0,308837.0,1.8953101602965363
Maharashtra,Gadchiroli,2017,162748.0,216450.0,1.3299702607712538
Maharashtra,Gadchiroli,2018,166480.0,298306.0,1.7918428640076887
Maharashtra,Gadchiroli,2019,192462.0,338214.0,1.7573027402811983
Maharashtra,Gadchiroli,2020,193881.95,324146.69,1.6718765723162985
Maharashtra,Gadchiroli,2021,203160.43,324827.93,1.5988740031707946
Maharashtra,Gadchiroli,2022,201740.36,368266.11000000004,1.8254458849979254
Maharashtra,Gadchiroli,2023,201740.36,368266.11000000004,1.8254458849979254
Maharashtra,Gadchiroli,2024,201740.36,368266.11000000004,1.8254458849979254
Maharashtra,Gadchiroli,2025,201740.36,368266.11000000004,1.8254458849979254
Maharashtra,Gondia,2013,207800.0,350620.0,1.6872954764196342
Maharashtra,Gondia,2014,195600.0,475900.0,2.4330265848670756
Maharashtra,Gondia,2015,190000.0,350500.0,1.8447368421052632
Maharashtra,Gondia,2016,216527.0,551354.0,2.5463521870251746
Maharashtra,Gondia,2017,150494.0,281475.0,1.8703403457945167
Maharashtra,Gondia,2018,159325.0,499318.0,3.1339588890632357
Maharashtra,Gondia,2019,199727.0,490389.0,2.4552964796947836
Maharashtra,Gondia,2020,211606.44999999998,481628.9,2.2760596380686886
Maharashtra,Gondia,2021,217261.54,508803.2,2.341892633183029
Maharashtra,Gondia,2022,273685.26,839666.54,3.0680005930900336
Maharashtra,Gondia,2023,273685.26,839666.54,3.0680005930900336
Maharashtra,Gondia,2024,273685.26,839666.54,3.0680005930900336
Maharashtra,Gondia,2025,273685.26,839666.54,3.0680005930900336
Maharashtra,Hingoli,2013,142100.0,742100.0,5.2223786066150595
Maharashtra,Hingoli,2014,151000.0,959600.0,6.354966887417219
Maharashtra,Hingoli,2015,146400.0,522900.0,3.57172131147541
Maharashtra,Hingoli,2016,156379.0,552838.0,3.535244502139034
Maharashtra,Hingoli,2017,173474.0,262600.0,1.5137715161926284
Maharashtra,Hingoli,2018,141925.0,965899.0,6.805700193764312
Maharashtra,Hingoli,2019,103626.0,565834.0,5.4603477891648815
Maharashtra,Hingoli,2020,105472.87,1116124.47,10.582100117309787
Maharashtra,Hingoli,2021,118558.81,2435453.42,20.54215473316576
Maharashtra,Hingoli,2022,94454.94,1308975.24,13.858197781926492
Maharashtra,Hingoli,2023,94454.94,1308975.24,13.858197781926492
Maharashtra,Hingoli,2024,94454.94,1308975.24,13.858197781926492
Maharashtra,Hingoli,2025,94454.94,1308975.24,13.858197781926492
Maharashtra,Jalgaon,2013,588900.0,2407600.0,4.088300220750551
Maharashtra,Jalgaon,2014,494600.0,1329900.0,2.6888394662353416
Maharashtra,Jalgaon,2015,487100.0,1390200.0,2.8540340792445082
Maharashtra,Jalgaon,2016,533127.0,2329587.0,4.369666139587753
Maharashtra,Jalgaon,2017,543130.0,1642400.0,3.02395374956272
Maharashtra,Jalgaon,2018,534373.0,1605132.0,3.0037670316426914
Maharashtra,Jalgaon,2019,562840.0,996622.0,1.770702153365077
Maharashtra,Jalgaon,2020,566545.5,1954389.52,3.44966030089375
Maharashtra,Jalgaon,2021,524221.21,1476152.1800000002,2.8158955643935126
Maharashtra,Jalgaon,2022,558992.79,2423941.6,4.336266304973272
Maharashtra,Jalgaon,2023,558992.79,2423941.6,4.336266304973272
Maharashtra,Jalgaon,2024,558992.79,2423941.6,4.336266304973272
Maharashtra,Jalgaon,2025,558992.79,2423941.6,4.336266304973272
Maharashtra,Jalna,2013,356500.0,1701200.0,4.77194950911641
Maharashtra,Jalna,2014,362500.0,1178500.0,3.251034482758621
Maharashtra,Jalna,2015,358700.0,1493300.0,4.163088932255366
Maharashtra,Jalna,2016,329006.0,1371824.0,4.169601770180483
Maharashtra,Jalna,2017,357731.0,1634600.0,4.569355185879893
Maharashtra,Jalna,2018,394824.0,2368208.0,5.998135878264746
Maharashtra,Jalna,2019,412398.0,2331372.0,5.653208793447107
Maharashtra,Jalna,2020,435456.75,3862133.33,8.869154812733985
Maharashtra,Jalna,2021,430029.52,2681507.4299999997,6.2356357070556445
Maharashtra,Jalna,2022,399290.95,4522060.4,11.325226379410804
Maharashtra,Jalna,2023,399290.95,4522060.4,11.325226379410804
Maharashtra,Jalna,2024,399290.95,4522060.4,11.325226379410804
Maharashtra,Jalna,2025,399290.95,4522060.4,11.325226379410804
Maharashtra,Kolhapur,2013,245200.0,13922200.0,56.778955954323
Maharashtra,Kolhapur,2014,259600.0,15370600.0,59.208782742681045
Maharashtra,Kolhapur,2015,259200.0,13374500.0,51.5991512345679
Maharashtra,Kolhapur,2016,248152.0,12897298.0,51.97337921918824
Maharashtra,Kolhapur,2017,255374.0,15113612.0,59.18226600985221
Maharashtra,Kolhapur,2018,258069.0,12823199.0,49.689032778055484
Maharashtra,Kolhapur,2019,253066.0,11658143.0,46.06759896627757
Maharashtra,Kolhapur,2020,260707.16,15042837.11,57.70013033013746
Maharashtra,Kolhapur,2021,274584.87,17468791.74,63.618915856507314
Maharashtra,Kolhapur,2022,271170.87,16110720.88,59.411694478835436
Maharashtra,Kolhapur,2023,271170.87,16110720.88,59.411694478835436
Maharashtra,Kolhapur,2024,271170.87,16110720.88,59.411694478835436
Maharashtra,Kolhapur,2025,271170.87,16110720.88,59.411694478835436
Maharashtra,Latur,2013,165900.0,3078300.0,18.55515370705244
Maharashtra,Latur,2014,169200.0,2386700.0,14.10579196217494
Maharashtra,Latur,2015,164800.0,1280700.0,7.77123786407767
Maharashtra,Latur,2016,141097.0,954434.0,6.764381950006024
Maharashtra,Latur,2017,157211.0,2583900.0,16.4358728078824
Maharashtra,Latur,2018,184193.0,3833921.0,20.81469436949287
Maharashtra,Latur,2019,145552.0,2175197.0,14.944466582389799
Maharashtra,Latur,2020,150233.86,2460571.29,16.378273779293163
Maharashtra,Latur,2021,195187.62,6391624.99,32.746057306298425
Maharashtra,Latur,2022,139407.49,5636677.62,40.43310456274624
Maharashtra,Latur,2023,139407.49,5636677.62,40.43310456274624
Maharashtra,Latur,2024,139407.49,5636677.62,40.43310456274624
Maharashtra,Latur,2025,139407.49,5636677.62,40.43310456274624
Maharashtra,Nagpur,2013,229100.0,302200.0,1.3190746398952422
Maharashtra,Nagpur,2014,255900.0,525300.0,2.052754982415006
Maharashtra,Nagpur,2015,287300.0,593100.0,2.064392620953707
Maharashtra,Nagpur,2016,294449.0,1087543.0,3.6934851196641865
Maharashtra,Nagpur,2017,312684.0,827076.0,2.6450857734965654
Maharashtra,Nagpur,2018,308927.0,841603.0,2.7242779038413607
Maharashtra,Nagpur,2019,321667.0,862278.0,2.680654216938635
Maharashtra,Nagpur,2020,327980.64,1007307.52,3.0712407903100623
Maharashtra,Nagpur,2021,339063.93,1120743.3,3.305404087069952
Maharashtra,Nagpur,2022,374908.82,1028724.3500000001,2.743932111279751
Maharashtra,Nagpur,2023,374908.82,1028724.3500000001,2.743932111279751
Maharashtra,Nagpur,2024,374908.82,1028724.3500000001,2.743932111279751
Maharashtra,Nagpur,2025,374908.82,1028724.3500000001,2.743932111279751
Maharashtra,Nanded,2013,405700.0,1428100.0,3.5200887355188564
Maharashtra,Nanded,2014,433500.0,1304800.0,3.009919261822376
Maharashtra,Nanded,2015,448800.0,784600.0,1.7482174688057042
Maharashtra,Nanded,2016,466129.0,1601918.0,3.4366409298713445
Maharashtra,Nanded,2017,400551.0,1875800.0,4.683049099864936
Maharashtra,Nanded,2018,339360.0,1180434.0,3.478412305516266
Maharashtra,Nanded,2019,355758.0,2282416.0,6.415642093782853
Maharashtra,Nanded,2020,347684.91,2336617.18,6.7205021351084815
Maharashtra,Nanded,2021,364468.26,3591092.9299999997,9.852964782173348
Maharashtra,Nanded,2022,298661.41000000003,2191756.08,7.338598180461278
Maharashtra,Nanded,2023,298661.41000000003,2191756.08,7.338598180461278
Maharashtra,Nanded,2024,298661.41000000003,2191756.08,7.338598180461278
Maharashtra,Nanded,2025,298661.41000000003,2191756.08,7.338598180461278
Maharashtra,Nandurbar,2013,147500.0,1007400.0,6.8298305084745765
Maharashtra,Nandurbar,2014,157400.0,746800.0,4.744599745870394
Maharashtra,Nandurbar,2015,163200.0,1176900.0,7.211397058823529
Maharashtra,Nandurbar,2016,139677.0,1063392.0,7.61322193346077
Maharashtra,Nandurbar,2017,159087.0,1500800.0,9.433831802724296
Maharashtra,Nandurbar,2018,173254.0,1502397.0,8.67164394472855
Maharashtra,Nandurbar,2019,183557.0,1369780.0,7.4624231165251125
Maharashtra,Nandurbar,2020,192067.83000000002,1687154.41,8.784159273315057
Maharashtra,Nandurbar,2021,201626.28,1178555.14,5.845245669364132
Maharashtra,Nandurbar,2022,189923.25,2320078.72,12.215875202219845
Maharashtra,Nandurbar,2023,189923.25,2320078.72,12.215875202219845
Maharashtra,Nandurbar,2024,189923.25,2320078.72,12.215875202219845
Maharashtra,Nandurbar,2025,189923.25,2320078.72,12.215875202219845
Maharashtra,Nashik,2013,149700.0,1987700.0,13.277889111556446
Maharashtra,Nashik,2014,139700.0,1517100.0,10.859699355762348
Maharashtra,Nashik,2015,137800.0,1660900.0,12.052975326560233
Maharashtra,Nashik,2016,137253.0,1276173.0,9.297960700312561
Maharashtra,Nashik,2017,157365.0,1292500.0,8.213389254281447
Maharashtra,Nashik,2018,159400.0,1620560.0,10.166624843161857
Maharashtra,Nashik,2019,160467.0,1263032.0,7.870976587086441
Maharashtra,Nashik,2020,163430.30000000002,1957336.22,11.976580964484553
Maharashtra,Nashik,2021,168200.21000000002,1867337.03,11.101870978639086
Maharashtra,Nashik,2022,169315.85,3183389.46,18.80148527146159
Maharashtra,Nashik,2023,169315.85,3183389.46,18.80148527146159
Maharashtra,Nashik,2024,169315.85,3183389.46,18.80148527146159
Maharashtra,Nashik,2025,169315.85,3183389.46,18.80148527146159
Maharashtra,Palghar,2014,77100.0,189200.0,2.4539559014267187
Maharashtra,Palghar,2015,81000.0,182200.0,2.2493827160493827
Maharashtra,Palghar,2016,80174.0,227709.0,2.8401850974131264
Maharashtra,Palghar,2017,80430.0,146300.0,1.8189730200174064
Maharashtra,Palghar,2018,80349.0,138644.0,1.7255224084929495
Maharashtra,Palghar,2019,80349.0,141268.0,1.7581799400116989
Maharashtra,Palghar,2020,80525.3,149522.33,1.8568366712076823
Maharashtra,Palghar,2021,80944.87000000001,168436.47,2.080878874720535
Maharashtra,Palghar,2022,81828.51999999999,192178.45,2.348550969759688
Maharashtra,Palghar,2023,81828.51999999999,192178.45,2.348550969759688
Maharashtra,Palghar,2024,81828.51999999999,192178.45,2.348550969759688
Maharashtra,Palghar,2025,81828.51999999999,192178.45,2.348550969759688
Maharashtra,Parbhani,2013,373000.0,3161900.0,8.476943699731903
Maharashtra,Parbhani,2014,369000.0,1796100.0,4.867479674796748
Maharashtra,Parbhani,2015,365500.0,880500.0,2.4090287277701776
Maharashtra,Parbhani,2016,229403.0,1413637.0,6.162242865176131
Maharashtra,Parbhani,2017,263429.0,1822700.0,6.919131910306003
Maharashtra,Parbhani,2018,288526.0,2266132.0,7.85416912167361
Maharashtra,Parbhani,2019,276289.0,1382819.0,5.004973053577957
Maharashtra,Parbhani,2020,292025.15,2767649.9299999997,9.477436891993719
Maharashtra,Parbhani,2021,318201.58,4823530.95,15.158727213108119
Maharashtra,Parbhani,2022,276435.98,4810967.21,17.403549313660257
Maharashtra,Parbhani,2023,276435.98,4810967.21,17.403549313660257
Maharashtra,Parbhani,2024,276435.98,4810967.21,17.403549313660257
Maharashtra,Parbhani,2025,276435.98,4810967.21,17.403549313660257
Maharashtra,Pune,2013,230200.0,17119100.0,74.36620330147697
Maharashtra,Pune,2014,212900.0,13970700.0,65.62094880225457
Maharashtra,Pune,2015,174300.0,12393300.0,71.10327022375215
Maharashtra,Pune,2016,151176.0,9187847.0,60.77583081970683
Maharashtra,Pune,2017,167140.0,13395900.0,80.14778030393681
Maharashtra,Pune,2018,200802.0,13339901.0,66.43310823597375
Maharashtra,Pune,2019,171909.0,11495025.0,66.86691796241034
Maharashtra,Pune,2020,181211.51,13489735.299999999,74.44193417956728
Maharashtra,Pune,2021,217054.25,17306878.13,79.73526493952548
Maharashtra,Pune,2022,218810.61,17013679.76,77.75527777195083
Maharashtra,Pune,2023,218810.61,17013679.76,77.75527777195083
Maharashtra,Pune,2024,218810.61,17013679.76,77.75527777195083
Maharashtra,Pune,2025,218810.61,17013679.76,77.75527777195083
Maharashtra,Raigad,2013,128500.0,366200.0,2.849805447470817
Maharashtra,Raigad,2014,126500.0,351300.0,2.777075098814229
Maharashtra,Raigad,2015,117200.0,340500.0,2.9052901023890785
Maharashtra,Raigad,2016,115058.0,310540.0,2.6989865980635854
Maharashtra,Raigad,2017,114537.0,311000.0,2.715279778586832
Maharashtra,Raigad,2018,114272.0,324086.0,2.836092831139737
Maharashtra,Raigad,2019,99123.0,195557.0,1.9728720882136335
Maharashtra,Raigad,2020,98885.41,184621.08000000002,1.8670204229319574
Maharashtra,Raigad,2021,100382.31,228280.79,2.2741137357767522
Maharashtra,Raigad,2022,97072.9,258417.54,2.6620976606241293
Maharashtra,Raigad,2023,97072.9,258417.54,2.6620976606241293
Maharashtra,Raigad,2024,97072.9,258417.54,2.6620976606241293
Maharashtra,Raigad,2025,97072.9,258417.54,2.6620976606241293
Maharashtra,Ratnagiri,2013,72200.0,213300.0,2.9542936288088644
Maharashtra,Ratnagiri,2014,73100.0,220700.0,3.019151846785226
Maharashtra,Ratnagiri,2015,71800.0,174400.0,2.4289693593314765
Maharashtra,Ratnagiri,2016,75615.0,246147.0,3.2552668121404484
Maharashtra,Ratnagiri,2017,75273.0,227100.0,3.017018054282412
Maharashtra,Ratnagiri,2018,76116.0,240960.0,3.1656944663408484
Maharashtra,Ratnagiri,2019,75411.0,238619.0,3.1642465953242898
Maharashtra,Ratnagiri,2020,75901.75,213669.22,2.815076332232129
Maharashtra,Ratnagiri,2021,77283.12,221225.22,2.862529618369445
Maharashtra,Ratnagiri,2022,69262.73,208029.3,3.0034810929341074
Maharashtra,Ratnagiri,2023,69262.73,208029.3,3.0034810929341074
Maharashtra,Ratnagiri,2024,69262.73,208029.3,3.0034810929341074
Maharashtra,Ratnagiri,2025,69262.73,208029.3,3.0034810929341074
Maharashtra,Sangli,2013,86200.0,7501700.0,87.02668213457076
Maharashtra,Sangli,2014,98300.0,8141900.0,82.82706002034588
Maharashtra,Sangli,2015,112900.0,8132400.0,72.03188662533215
Maharashtra,Sangli,2016,100465.0,7858240.0,78.21868312347584
Maharashtra,Sangli,2017,104830.0,8588500.0,81.92788323953067
Maharashtra,Sangli,2018,113268.0,9220873.0,81.40757318925027
Maharashtra,Sangli,2019,113546.0,9009058.0,79.34280379757983
Maharashtra,Sangli,2020,138205.33000000002,12444671.94,90.0448046395895
Maharashtra,Sangli,2021,119575.23999999999,9911800.200000001,82.89174414368729
Maharashtra,Sangli,2022,162355.8,14272514.33,87.90886639097587
Maharashtra,Sangli,2023,162355.8,14272514.33,87.90886639097587
Maharashtra,Sangli,2024,162355.8,14272514.33,87.90886639097587
Maharashtra,Sangli,2025,162355.8,14272514.33,87.90886639097587
Maharashtra,Satara,2013,112000.0,6092100.0,54.39375
Maharashtra,Satara,2014,124300.0,7022600.0,56.4971842316975
Maharashtra,Satara,2015,120300.0,6409730.0,53.28121363258521
Maharashtra,Satara,2016,99755.0,6342878.0,63.58456217733447
Maharashtra,Satara,2017,128229.0,8067200.0,62.91244570261017
Maharashtra,Satara,2018,131167.0,8148367.0,62.12208101122996
Maharashtra,Satara,2019,135562.0,9050810.0,66.7650964134492
Maharashtra,Satara,2020,143049.0,10576841.34,73.93858985382631
Maharashtra,Satara,2021,163110.32,13215706.25,81.02311521429178
Maharashtra,Satara,2022,165961.12,12842380.05,77.38185937766629
Maharashtra,Satara,2023,165961.12,12842380.05,77.38185937766629
Maharashtra,Satara,2024,165961.12,12842380.05,77.38185937766629
Maharashtra,Satara,2025,165961.12,12842380.05,77.38185937766629
Maharashtra,Sindhudurg,2013,77900.0,335100.0,4.301668806161746
Maharashtra,Sindhudurg,2014,70100.0,227800.0,3.2496433666191153
Maharashtra,Sindhudurg,2015,69300.0,304700.0,4.396825396825397
Maharashtra,Sindhudurg,2016,65922.0,330884.0,5.019325869967537
Maharashtra,Sindhudurg,2017,65118.0,272100.0,4.178568137842071
Maharashtra,Sindhudurg,2018,64050.0,188393.0,2.941342701014832
Maharashtra,Sindhudurg,2019,64051.0,160096.0,2.499508204399619
Maharashtra,Sindhudurg,2020,63616.18,177994.82,2.797948886588286
Maharashtra,Sindhudurg,2021,63616.18,164787.96000000002,2.590346669668
Maharashtra,Sindhudurg,2022,64850.18,271501.42,4.186594701818869
Maharashtra,Sindhudurg,2023,64850.18,271501.42,4.186594701818869
Maharashtra,Sindhudurg,2024,64850.18,271501.42,4.186594701818869
Maharashtra,Sindhudurg,2025,64850.18,271501.42,4.186594701818869
Maharashtra,Solapur,2013,142300.0,10498200.0,73.77512297962052
Maharashtra,Solapur,2014,225300.0,20060000.0,89.03683976919663
Maharashtra,Solapur,2015,202400.0,10968100.0,54.19021739130435
Maharashtra,Solapur,2016,95812.0,4780281.0,49.892299503193755
Maharashtra,Solapur,2017,131205.0,10487320.0,79.93079532030029
Maharashtra,Solapur,2018,227421.0,14097948.0,61.99052857915496
Maharashtra,Solapur,2019,150328.0,8916057.0,59.31068729711032
Maharashtra,Solapur,2020,271914.82,22646037.180000003,83.28357086237521
Maharashtra,Solapur,2021,315121.32,26119591.01,82.88741304460136
Maharashtra,Solapur,2022,293290.71,20092256.91,68.50628480527051
Maharashtra,Solapur,2023,293290.71,20092256.91,68.50628480527051
Maharashtra,Solapur,2024,293290.71,20092256.91,68.50628480527051
Maharashtra,Solapur,2025,293290.71,20092256.91,68.50628480527051
Maharashtra,Thane,2013,142400.0,335500.0,2.356039325842697
Maharashtra,Thane,2014,58400.0,140600.0,2.4075342465753424
Maharashtra,Thane,2015,56000.0,125400.0,2.2392857142857143
Maharashtra,Thane,2016,55179.0,149765.0,2.714166621359575
Maharashtra,Thane,2017,54748.0,101200.0,1.8484693504785563
Maharashtra,Thane,2018,54923.0,139478.0,2.5395189629117128
Maharashtra,Thane,2019,55273.0,118613.0,2.145948293018291
Maharashtra,Thane,2020,55609.05,106965.76,1.923531511507569
Maharashtra,Thane,2021,56189.1,129999.73000000001,2.3136111808162085
Maharashtra,Thane,2022,56210.94,148670.03,2.644859345885338
Maharashtra,Thane,2023,56210.94,148670.03,2.644859345885338
Maharashtra,Thane,2024,56210.94,148670.03,2.644859345885338
Maharashtra,Thane,2025,56210.94,148670.03,2.644859345885338
Maharashtra,Wardha,2013,250700.0,489600.0,1.9529317909852413
Maharashtra,Wardha,2014,283600.0,405600.0,1.4301833568406206
Maharashtra,Wardha,2015,304400.0,564600.0,1.854796320630749
Maharashtra,Wardha,2016,328501.0,1027812.0,3.128794128480583
Maharashtra,Wardha,2017,341766.0,859237.0,2.514109068778053
Maharashtra,Wardha,2018,320319.0,907979.0,2.8346086245274242
Maharashtra,Wardha,2019,327957.0,962327.0,2.9343084611702146
Maharashtra,Wardha,2020,316539.5,823992.79,2.603127856081153
Maharashtra,Wardha,2021,331944.92,894798.19,2.6956224845977457
Maharashtra,Wardha,2022,333017.99,764970.97,2.2970860222896667
Maharashtra,Wardha,2023,333017.99,764970.97,2.2970860222896667
Maharashtra,Wardha,2024,333017.99,764970.97,2.2970860222896667
Maharashtra,Wardha,2025,333017.99,764970.97,2.2970860222896667
Maharashtra,Washim,2013,80700.0,59600.0,0.7385377942998761
Maharashtra,Washim,2014,72700.0,38800.0,0.5337001375515819
Maharashtra,Washim,2015,71400.0,49800.0,0.6974789915966386
Maharashtra,Washim,2016,74242.0,86565.0,1.1659842137873442
Maharashtra,Washim,2017,74437.0,43641.0,0.5862810161613177
Maharashtra,Washim,2018,76925.0,78827.0,1.0247253818654534
Maharashtra,Washim,2019,83557.0,79289.0,0.9489210957789294
Maharashtra,Washim,2020,84455.72,135297.59,1.601994394222203
Maharashtra,Washim,2021,84398.05,97259.07,1.1523852743043235
Maharashtra,Washim,2022,83263.47,86843.47,1.0429960461652632
Maharashtra,Washim,2023,83263.47,86843.47,1.0429960461652632
Maharashtra,Washim,2024,83263.47,86843.47,1.0429960461652632
Maharashtra,Washim,2025,83263.47,86843.47,1.0429960461652632
Maharashtra,Yavatmal,2013,532100.0,1271500.0,2.3895884232287163
Maharashtra,Yavatmal,2014,540900.0,866600.0,1.6021445738583842
Maharashtra,Yavatmal,2015,566200.0,1454400.0,2.5687036382903567
Maharashtra,Yavatmal,2016,606718.0,2217158.0,3.6543468299935062
Maharashtra,Yavatmal,2017,619027.0,1201600.0,1.9411108077676742
Maharashtra,Yavatmal,2018,593666.0,1218583.0,2.0526407104331392
Maharashtra,Yavatmal,2019,619804.0,1210869.0,1.9536321159592387
Maharashtra,Yavatmal,2020,621922.24,1669658.8399999999,2.6846745985478826
Maharashtra,Yavatmal,2021,622973.25,2044437.23,3.2817415996593753
Maharashtra,Yavatmal,2022,612611.19,1387674.5899999999,2.2651799585965775
Maharashtra,Yavatmal,2023,612611.19,1387674.5899999999,2.2651799585965775
Maharashtra,Yavatmal,2024,612611.19,1387674.5899999999,2.2651799585965775
Maharashtra,Yavatmal,2025,612611.19,1387674.5899999999,2.2651799585965775
Manipur,Bishnupur,2013,30522.0,209501.0,6.863934211388506
Manipur,Bishnupur,2014,31703.0,185435.0,5.849130997066523
Manipur,Bishnupur,2015,35165.0,192346.0,5.469813735248116
Manipur,Bishnupur,2016,35195.0,217019.0,6.166188379031112
Manipur,Bishnupur,2017,33315.0,218568.0,6.560648356596128
Manipur,Bishnupur,2018,31135.0,186484.0,5.989529468443873
Manipur,Bishnupur,2019,20159.0,53440.0,2.650925145096483
Manipur,Bishnupur,2020,20813.0,77210.0,3.7097006678518234
Manipur,Bishnupur,2021,24810.0,128130.0,5.164449818621524
Manipur,Bishnupur,2022,24000.0,92130.0,3.83875
Manipur,Bishnupur,2023,24000.0,92130.0,3.83875
Manipur,Bishnupur,2024,24000.0,92130.0,3.83875
Manipur,Bishnupur,2025,24000.0,92130.0,3.83875
Manipur,Chandel,2013,10362.0,27180.0,2.6230457440648522
Manipur,Chandel,2014,10333.0,30692.0,2.9702893641730377
Manipur,Chandel,2015,10373.0,26436.0,2.5485394774896366
Manipur,Chandel,2016,10373.0,29387.0,2.833028053600694
Manipur,Chandel,2017,10353.0,25705.0,2.4828552110499373
Manipur,Chandel,2018,10375.0,25892.0,2.4956144578313255
Manipur,Chandel,2019,9482.0,16544.0,1.7447795823665893
Manipur,Chandel,2020,11251.0,34984.0,3.109412496666963
Manipur,Chandel,2021,10330.0,25290.0,2.4482090997095836
Manipur,Chandel,2022,10310.0,24640.0,2.389912706110572
Manipur,Chandel,2023,10310.0,24640.0,2.389912706110572
Manipur,Chandel,2024,10310.0,24640.0,2.389912706110572
Manipur,Chandel,2025,10310.0,24640.0,2.389912706110572
Manipur,Churachandpur,2013,29440.0,46680.0,1.5855978260869565
Manipur,Churachandpur,2014,29425.0,60542.0,2.05750212404418
Manipur,Churachandpur,2015,29465.0,46280.0,1.5706770744951637
Manipur,Churachandpur,2016,29465.0,57750.0,1.9599524860003394
Manipur,Churachandpur,2017,29385.0,44210.0,1.5045091032839883
Manipur,Churachandpur,2018,29465.0,47123.0,1.5992872900050907
Manipur,Churachandpur,2019,21410.0,37898.0,1.7701074264362446
Manipur,Churachandpur,2020,21413.0,42285.0,1.9747349740811657
Manipur,Churachandpur,2021,29400.0,44780.0,1.5231292517006803
Manipur,Churachandpur,2022,26490.0,30920.0,1.1672329180822951
Manipur,Churachandpur,2023,26490.0,30920.0,1.1672329180822951
