State,District,Year,total_area,total_production,agri_yield_index
Gujarat,Gir somnath,2016,166343.0,122564.0,0.7368148945251679
Gujarat,Gir somnath,2017,167650.0,745147.0,4.4446585147628985
Gujarat,Gir somnath,2018,166506.0,183616.0,1.1027590597335832
Gujarat,Gir somnath,2019,164190.0,606338.0,3.6929045617881724
Gujarat,Gir somnath,2020,142384.0,588084.0,4.130267445780425
Gujarat,Gir somnath,2021,18368.0,428327.42,23.319219294425086
Gujarat,Gir somnath,2022,25029.0,568464.0,22.712213831954934
Gujarat,Gir somnath,2023,25029.0,568464.0,22.712213831954934
Gujarat,Gir somnath,2024,25029.0,568464.0,22.712213831954934
Gujarat,Gir somnath,2025,25029.0,568464.0,22.712213831954934
Gujarat,Jamnagar,2013,181447.0,1172637.0,6.462697096121732
Gujarat,Jamnagar,2014,180912.0,654922.0,3.620113646413726
Gujarat,Jamnagar,2015,193837.0,518802.0,2.676485913422102
Gujarat,Jamnagar,2016,175888.0,151076.0,0.8589329573364869
Gujarat,Jamnagar,2017,166116.0,950705.0,5.7231392520889015
Gujarat,Jamnagar,2018,184571.0,404434.0,2.1912109703041107
Gujarat,Jamnagar,2019,167516.0,570688.0,3.4067671147830656
Gujarat,Jamnagar,2020,95096.0,392482.0,4.127218810465214
Gujarat,Jamnagar,2021,131402.0,6317.219999999999,0.04807552396462762
Gujarat,Jamnagar,2022,161443.0,896749.0,5.554585829054218
Gujarat,Jamnagar,2023,161443.0,896749.0,5.554585829054218
Gujarat,Jamnagar,2024,161443.0,896749.0,5.554585829054218
Gujarat,Jamnagar,2025,161443.0,896749.0,5.554585829054218
Gujarat,Junagadh,2013,84090.0,938962.0,11.166155309787133
Gujarat,Junagadh,2014,95143.0,581996.0,6.117065890291456
Gujarat,Junagadh,2015,82558.0,175687.0,2.128043315002786
Gujarat,Junagadh,2016,52435.0,155129.0,2.9585010012396302
Gujarat,Junagadh,2017,54287.0,132547.0,2.4415974358502037
Gujarat,Junagadh,2018,78293.0,170184.0,2.1736809165570357
Gujarat,Junagadh,2019,75814.0,178567.0,2.3553301501042023
Gujarat,Junagadh,2020,46138.0,119625.0,2.592765182712731
Gujarat,Junagadh,2021,44301.0,19619.42,0.4428663009864337
Gujarat,Junagadh,2022,61800.0,233310.0,3.7752427184466018
Gujarat,Junagadh,2023,61800.0,233310.0,3.7752427184466018
Gujarat,Junagadh,2024,61800.0,233310.0,3.7752427184466018
Gujarat,Junagadh,2025,61800.0,233310.0,3.7752427184466018
Gujarat,Kachchh,2013,78502.0,407212.0,5.187281852691651
Gujarat,Kachchh,2014,57302.0,346669.0,6.049858643677359
Gujarat,Kachchh,2015,48838.0,263853.0,5.40261681477538
Gujarat,Kachchh,2016,42756.0,210218.0,4.9166900551969315
Gujarat,Kachchh,2017,58688.0,251028.0,4.277330970556162
Gujarat,Kachchh,2018,56322.0,170006.0,3.018465253364582
Gujarat,Kachchh,2019,60569.0,184046.0,3.0386171143654344
Gujarat,Kachchh,2020,64284.0,177143.0,2.7556312612780784
Gujarat,Kachchh,2021,54626.0,2068.09,0.03785907809468019
Gujarat,Kachchh,2022,67632.0,320282.0,4.735657676839366
Gujarat,Kachchh,2023,67632.0,320282.0,4.735657676839366
Gujarat,Kachchh,2024,67632.0,320282.0,4.735657676839366
Gujarat,Kachchh,2025,67632.0,320282.0,4.735657676839366
Gujarat,Kheda,2013,142620.0,348711.0,2.4450357593605383
Gujarat,Kheda,2014,127643.0,350264.0,2.7440909411405245
Gujarat,Kheda,2015,127070.0,342934.0,2.6987801998898244
Gujarat,Kheda,2016,127541.0,346280.0,2.715048494209705
Gujarat,Kheda,2017,133789.0,351488.0,2.627181606858561
Gujarat,Kheda,2018,139668.0,462176.0,3.309104447690237
Gujarat,Kheda,2019,149022.0,414365.0,2.780562601495081
Gujarat,Kheda,2020,143492.0,418929.0,2.9195286148356705
Gujarat,Kheda,2021,139513.0,361053.52,2.587956104449048
Gujarat,Kheda,2022,142441.0,422704.0,2.9675725388055407
Gujarat,Kheda,2023,142441.0,422704.0,2.9675725388055407
Gujarat,Kheda,2024,142441.0,422704.0,2.9675725388055407
Gujarat,Kheda,2025,142441.0,422704.0,2.9675725388055407
Gujarat,Mahesana,2013,56229.0,194993.0,3.4678368813245832
Gujarat,Mahesana,2014,65721.0,242281.0,3.686508117648849
Gujarat,Mahesana,2015,50400.0,168724.0,3.3476984126984126
Gujarat,Mahesana,2016,37621.0,150625.0,4.0037479067542066
Gujarat,Mahesana,2017,49852.0,201496.0,4.041883976570649
Gujarat,Mahesana,2018,37849.0,152510.0,4.029432745911385
Gujarat,Mahesana,2019,42426.0,130959.0,3.086762834111158
Gujarat,Mahesana,2020,41368.0,149964.0,3.6251208663701413
Gujarat,Mahesana,2021,37743.0,13767.21,0.364761942611875
Gujarat,Mahesana,2022,43750.0,169166.0,3.8666514285714286
Gujarat,Mahesana,2023,43750.0,169166.0,3.8666514285714286
Gujarat,Mahesana,2024,43750.0,169166.0,3.8666514285714286
Gujarat,Mahesana,2025,43750.0,169166.0,3.8666514285714286
Gujarat,Mahisagar,2014,51760.0,101334.0,1.9577666151468316
Gujarat,Mahisagar,2015,42073.0,92519.0,2.199011242364462
Gujarat,Mahisagar,2016,58249.0,110659.0,1.899757935758554
Gujarat,Mahisagar,2017,51622.0,115644.0,2.240207663399326
Gujarat,Mahisagar,2018,56298.0,86267.0,1.5323279690219902
Gujarat,Mahisagar,2019,47667.0,97900.0,2.053831791386074
Gujarat,Mahisagar,2020,40951.0,59123.0,1.4437498473785744
Gujarat,Mahisagar,2021,49496.0,71198.15,1.4384627040568934
Gujarat,Mahisagar,2022,53930.0,143239.0,2.656017059150751
Gujarat,Mahisagar,2023,53930.0,143239.0,2.656017059150751
Gujarat,Mahisagar,2024,53930.0,143239.0,2.656017059150751
Gujarat,Mahisagar,2025,53930.0,143239.0,2.656017059150751
Gujarat,Morbi,2014,42235.0,659870.0,15.62377175328519
Gujarat,Morbi,2015,33130.0,372060.0,11.230304859643827
Gujarat,Morbi,2016,14530.0,240824.0,16.574260151410876
Gujarat,Morbi,2017,19745.0,352115.0,17.83312230944543
Gujarat,Morbi,2018,23394.0,314990.0,13.46456356330683
Gujarat,Morbi,2019,20768.0,355521.0,17.118692218798152
Gujarat,Morbi,2020,17269.0,392973.0,22.75597892176733
Gujarat,Morbi,2021,174546.0,17088.54,0.09790278780378812
Gujarat,Morbi,2022,198091.0,763020.0,3.851866061557567
Gujarat,Morbi,2023,198091.0,763020.0,3.851866061557567
Gujarat,Morbi,2024,198091.0,763020.0,3.851866061557567
Gujarat,Morbi,2025,198091.0,763020.0,3.851866061557567
Gujarat,Narmada,2013,77658.0,481747.0,6.203443302686137
Gujarat,Narmada,2014,89216.0,661621.0,7.415945570301291
Gujarat,Narmada,2015,86774.0,670096.0,7.722313135270934
Gujarat,Narmada,2016,78108.0,512388.0,6.559993854662775
Gujarat,Narmada,2017,86855.0,530767.0,6.110955040009211
Gujarat,Narmada,2018,87206.0,778573.0,8.927975139325277
Gujarat,Narmada,2019,87715.0,615216.0,7.013806076497748
Gujarat,Narmada,2020,90833.0,776215.0,8.545517598229718
Gujarat,Narmada,2021,86960.0,436492.27,5.019460326586937
Gujarat,Narmada,2022,88537.0,565733.0,6.389791838440426
Gujarat,Narmada,2023,88537.0,565733.0,6.389791838440426
Gujarat,Narmada,2024,88537.0,565733.0,6.389791838440426
Gujarat,Narmada,2025,88537.0,565733.0,6.389791838440426
Gujarat,Navsari,2013,91740.0,841400.0,9.171571833442338
Gujarat,Navsari,2014,87608.0,1426153.0,16.27879873984111
Gujarat,Navsari,2015,70775.0,1126905.0,15.922359590250794
Gujarat,Navsari,2016,74275.0,1025074.0,13.801063614944463
Gujarat,Navsari,2017,67734.0,1261057.0,18.617784273776834
Gujarat,Navsari,2018,65983.0,1076634.0,16.316839185850903
Gujarat,Navsari,2019,76245.0,1127543.0,14.788418912715589
Gujarat,Navsari,2020,71403.0,1110358.0,15.55057910732042
Gujarat,Navsari,2021,68939.0,1328260.0,19.267178230029447
Gujarat,Navsari,2022,67846.0,1264842.0,18.642838192376853
Gujarat,Navsari,2023,67846.0,1264842.0,18.642838192376853
Gujarat,Navsari,2024,67846.0,1264842.0,18.642838192376853
Gujarat,Navsari,2025,67846.0,1264842.0,18.642838192376853
Gujarat,Panch mahals,2013,112464.0,209457.0,1.8624359795134442
Gujarat,Panch mahals,2014,69023.0,129723.0,1.879417005925561
Gujarat,Panch mahals,2015,72217.0,108488.0,1.5022501627040725
Gujarat,Panch mahals,2016,80259.0,95386.0,1.1884773047259498
Gujarat,Panch mahals,2017,76871.0,119709.0,1.5572712726515852
Gujarat,Panch mahals,2018,88952.0,145479.0,1.6354775609317385
Gujarat,Panch mahals,2019,85880.0,161442.0,1.8798556124825339
Gujarat,Panch mahals,2020,76819.0,145588.0,1.8952082167172184
Gujarat,Panch mahals,2021,72161.0,83969.39,1.163639500561245
Gujarat,Panch mahals,2022,73723.0,154153.0,2.0909756792317187
Gujarat,Panch mahals,2023,73723.0,154153.0,2.0909756792317187
Gujarat,Panch mahals,2024,73723.0,154153.0,2.0909756792317187
Gujarat,Panch mahals,2025,73723.0,154153.0,2.0909756792317187
Gujarat,Patan,2013,62900.0,180211.0,2.865039745627981
Gujarat,Patan,2014,57673.0,183688.0,3.184991243736237
Gujarat,Patan,2015,33298.0,115471.0,3.46780587422668
Gujarat,Patan,2016,39347.0,126640.0,3.2185427097364476
Gujarat,Patan,2017,40896.0,135695.0,3.3180506651017216
Gujarat,Patan,2018,45777.0,90389.0,1.9745505384800228
Gujarat,Patan,2019,44777.0,87535.0,1.9549098867722268
Gujarat,Patan,2020,47013.0,101752.0,2.1643375236636677
Gujarat,Patan,2021,46614.0,1841.77,0.03951109108851418
Gujarat,Patan,2022,47436.0,171524.0,3.61590353318155
Gujarat,Patan,2023,47436.0,171524.0,3.61590353318155
Gujarat,Patan,2024,47436.0,171524.0,3.61590353318155
Gujarat,Patan,2025,47436.0,171524.0,3.61590353318155
Gujarat,Porbandar,2013,8920.0,26856.0,3.0107623318385652
Gujarat,Porbandar,2014,21250.0,76085.0,3.5804705882352943
Gujarat,Porbandar,2015,20580.0,24220.0,1.1768707482993197
Gujarat,Porbandar,2016,10535.0,53082.0,5.038633127669672
Gujarat,Porbandar,2017,9995.0,41453.0,4.147373686843422
Gujarat,Porbandar,2018,11010.0,31991.0,2.9056312443233425
Gujarat,Porbandar,2019,9350.0,24373.0,2.6067379679144387
Gujarat,Porbandar,2020,4335.0,11654.0,2.6883506343713957
Gujarat,Porbandar,2021,4200.0,155.89,0.037116666666666666
Gujarat,Porbandar,2022,9855.0,22248.0,2.2575342465753425
Gujarat,Porbandar,2023,9855.0,22248.0,2.2575342465753425
Gujarat,Porbandar,2024,9855.0,22248.0,2.2575342465753425
Gujarat,Porbandar,2025,9855.0,22248.0,2.2575342465753425
Gujarat,Rajkot,2013,277375.0,1509516.0,5.442148715637675
Gujarat,Rajkot,2014,230297.0,901704.0,3.9153962057690723
Gujarat,Rajkot,2015,233827.0,195054.0,0.8341808259952871
Gujarat,Rajkot,2016,219557.0,91373.0,0.4161698328907755
Gujarat,Rajkot,2017,241874.0,1340829.0,5.543501988638713
Gujarat,Rajkot,2018,262031.0,587551.0,2.242295758898756
Gujarat,Rajkot,2019,265963.0,1140862.0,4.289551554163549
Gujarat,Rajkot,2020,203448.0,797266.0,3.9187703983327435
Gujarat,Rajkot,2021,201955.0,15205.41,0.07529107969597187
Gujarat,Rajkot,2022,236685.0,1097338.0,4.6362802881466925
Gujarat,Rajkot,2023,236685.0,1097338.0,4.6362802881466925
Gujarat,Rajkot,2024,236685.0,1097338.0,4.6362802881466925
Gujarat,Rajkot,2025,236685.0,1097338.0,4.6362802881466925
Gujarat,Sabar kantha,2013,135895.0,293833.0,2.162206115015269
Gujarat,Sabar kantha,2014,84114.0,266786.0,3.171719333285779
Gujarat,Sabar kantha,2015,85769.0,271315.0,3.1633224125266706
Gujarat,Sabar kantha,2016,80931.0,222864.0,2.753753197167958
Gujarat,Sabar kantha,2017,95329.0,367724.0,3.857420092521688
Gujarat,Sabar kantha,2018,90970.0,266727.0,2.9320325381994063
Gujarat,Sabar kantha,2019,69778.0,169807.0,2.4335320588150995
Gujarat,Sabar kantha,2020,56368.0,187393.0,3.324457138802157
Gujarat,Sabar kantha,2021,56587.0,33021.93,0.5835603583862018
Gujarat,Sabar kantha,2022,61277.0,214033.0,3.4928766094945902
Gujarat,Sabar kantha,2023,61277.0,214033.0,3.4928766094945902
Gujarat,Sabar kantha,2024,61277.0,214033.0,3.4928766094945902
Gujarat,Sabar kantha,2025,61277.0,214033.0,3.4928766094945902
Gujarat,Surat,2013,150323.0,6390552.0,42.51213719790052
Gujarat,Surat,2014,158248.0,7198573.0,45.48918785703453
Gujarat,Surat,2015,129105.0,5248401.0,40.65219007784361
Gujarat,Surat,2016,136077.0,5852833.0,43.01118484387516
Gujarat,Surat,2017,150967.0,6038497.0,39.9987878145555
Gujarat,Surat,2018,137333.0,5892971.0,42.91008716040573
Gujarat,Surat,2019,125855.0,5160384.0,41.00261411942314
Gujarat,Surat,2020,138618.0,6715914.0,48.44907587759165
Gujarat,Surat,2021,146547.0,7060602.64,48.17978286829481
Gujarat,Surat,2022,152194.0,6424402.0,42.21192688279433
Gujarat,Surat,2023,152194.0,6424402.0,42.21192688279433
Gujarat,Surat,2024,152194.0,6424402.0,42.21192688279433
Gujarat,Surat,2025,152194.0,6424402.0,42.21192688279433
Gujarat,Surendranagar,2013,407404.0,1347976.0,3.30869603636685
Gujarat,Surendranagar,2014,367417.0,1177802.0,3.2056273933976924
Gujarat,Surendranagar,2015,372082.0,1286646.0,3.4579635671706774
Gujarat,Surendranagar,2016,360789.0,784355.0,2.1739992072929053
Gujarat,Surendranagar,2017,397158.0,1331482.0,3.352524687907583
Gujarat,Surendranagar,2018,351572.0,782208.0,2.2248870786069426
Gujarat,Surendranagar,2019,357788.0,898173.0,2.510349704294163
Gujarat,Surendranagar,2020,333784.0,959979.0,2.8760485823167077
Gujarat,Surendranagar,2021,340221.0,22341.989999999998,0.06566905041135027
Gujarat,Surendranagar,2022,409702.0,1399120.0,3.414969904955309
Gujarat,Surendranagar,2023,409702.0,1399120.0,3.414969904955309
Gujarat,Surendranagar,2024,409702.0,1399120.0,3.414969904955309
Gujarat,Surendranagar,2025,409702.0,1399120.0,3.414969904955309
Gujarat,Tapi,2013,109079.0,1628781.0,14.932122590049413
Gujarat,Tapi,2014,105626.0,1767418.0,16.732793062314204
Gujarat,Tapi,2015,104987.0,1560518.0,14.86391648489813
Gujarat,Tapi,2016,102300.0,1477326.0,14.441114369501467
Gujarat,Tapi,2017,108144.0,1468209.0,13.576425876608965
Gujarat,Tapi,2018,100138.0,1798241.0,17.957628472707665
Gujarat,Tapi,2019,110444.0,1837038.0,16.63320777950817
Gujarat,Tapi,2020,108820.0,2172490.0,19.964069104943945
Gujarat,Tapi,2021,109860.0,2294901.15,20.88932413981431
Gujarat,Tapi,2022,112726.0,2382796.0,21.13794510583184
Gujarat,Tapi,2023,112726.0,2382796.0,21.13794510583184
Gujarat,Tapi,2024,112726.0,2382796.0,21.13794510583184
Gujarat,Tapi,2025,112726.0,2382796.0,21.13794510583184
Gujarat,Vadodara,2013,298610.0,1341006.0,4.4908275007534915
Gujarat,Vadodara,2014,157495.0,835586.0,5.305476364329026
Gujarat,Vadodara,2015,144794.0,1009976.0,6.975261405859359
Gujarat,Vadodara,2016,156812.0,507904.0,3.2389357957299185
Gujarat,Vadodara,2017,153529.0,845670.0,5.508210175276332
Gujarat,Vadodara,2018,148610.0,530567.0,3.570197160352601
Gujarat,Vadodara,2019,137085.0,466732.0,3.404690520479994
Gujarat,Vadodara,2020,141922.0,560118.0,3.946660841870887
Gujarat,Vadodara,2021,132850.0,175400.12,1.320286940158073
Gujarat,Vadodara,2022,143043.0,558108.0,3.901679914431325
Gujarat,Vadodara,2023,143043.0,558108.0,3.901679914431325
Gujarat,Vadodara,2024,143043.0,558108.0,3.901679914431325
Gujarat,Vadodara,2025,143043.0,558108.0,3.901679914431325
Gujarat,Valsad,2013,87576.0,529648.0,6.047866995523888
Gujarat,Valsad,2014,85768.0,682199.0,7.954003824270124
Gujarat,Valsad,2015,78751.0,600647.0,7.6271666391537885
Gujarat,Valsad,2016,98689.0,766565.0,7.767481684888893
Gujarat,Valsad,2017,86732.0,553522.0,6.381981275653738
Gujarat,Valsad,2018,89016.0,601115.0,6.752887121416374
Gujarat,Valsad,2019,87295.0,587038.0,6.724760868320065
Gujarat,Valsad,2020,85466.0,593632.0,6.945826410502422
Gujarat,Valsad,2021,84493.0,552866.0,6.543334950824328
Gujarat,Valsad,2022,88501.0,603365.0,6.817606580716602
Gujarat,Valsad,2023,88501.0,603365.0,6.817606580716602
Gujarat,Valsad,2024,88501.0,603365.0,6.817606580716602
Gujarat,Valsad,2025,88501.0,603365.0,6.817606580716602
Haryana,Ambala,2013,89000.0,1020000.0,11.460674157303371
Haryana,Ambala,2014,93000.0,1007000.0,10.827956989247312
Haryana,Ambala,2015,96000.0,1003000.0,10.447916666666666
Haryana,Ambala,2016,92800.0,1085000.0,11.691810344827585
Haryana,Ambala,2017,96800.0,1289200.0,13.318181818181818
Haryana,Ambala,2018,96501.0,1106601.0,11.467249044051357
Haryana,Ambala,2019,102300.0,1270000.0,12.41446725317693
Haryana,Ambala,2020,106300.0,1198140.0,11.271307619943556
Haryana,Ambala,2021,103896.0,1193651.0,11.488902363902364
Haryana,Ambala,2022,104990.0,390440.0,3.718830364796647
Haryana,Ambala,2023,104990.0,390440.0,3.718830364796647
Haryana,Ambala,2024,104990.0,390440.0,3.718830364796647
Haryana,Ambala,2025,104990.0,390440.0,3.718830364796647
Haryana,Bhiwani,2013,78800.0,372000.0,4.720812182741117
Haryana,Bhiwani,2014,120300.0,434500.0,3.6118038237738985
Haryana,Bhiwani,2015,120300.0,380300.0,3.1612635078969245
Haryana,Bhiwani,2016,120800.0,581100.0,4.810430463576159
Haryana,Bhiwani,2017,111020.0,473940.0,4.268960547649073
Haryana,Bhiwani,2018,131825.0,440431.0,3.341027877868386
Haryana,Bhiwani,2019,129865.0,509105.0,3.9202633504023408
Haryana,Bhiwani,2020,107497.0,267736.94,2.4906456924379285
Haryana,Bhiwani,2021,107307.0,353831.2,3.297372957961736
Haryana,Bhiwani,2022,123640.0,265020.0,2.1434810740860564
Haryana,Bhiwani,2023,123640.0,265020.0,2.1434810740860564
Haryana,Bhiwani,2024,123640.0,265020.0,2.1434810740860564
Haryana,Bhiwani,2025,123640.0,265020.0,2.1434810740860564
Haryana,Faridabad,2013,11200.0,29300.0,2.6160714285714284
Haryana,Faridabad,2014,11100.0,30000.0,2.7027027027027026
Haryana,Faridabad,2015,13100.0,105100.0,8.022900763358779
Haryana,Faridabad,2016,13700.0,154500.0,11.277372262773723
Haryana,Faridabad,2017,12600.0,60610.0,4.81031746031746
Haryana,Faridabad,2018,13983.0,59300.0,4.24086390617178
Haryana,Faridabad,2019,17800.0,58000.0,3.258426966292135
Haryana,Faridabad,2020,81522.0,56019.41,0.6871692303917961
Haryana,Faridabad,2021,16051.0,62224.6,3.8766805806491806
Haryana,Faridabad,2022,16640.0,43990.0,2.6436298076923075
Haryana,Faridabad,2023,16640.0,43990.0,2.6436298076923075
Haryana,Faridabad,2024,16640.0,43990.0,2.6436298076923075
Haryana,Faridabad,2025,16640.0,43990.0,2.6436298076923075
Haryana,Fatehabad,2013,169000.0,704000.0,4.165680473372781
Haryana,Fatehabad,2014,178000.0,669000.0,3.758426966292135
Haryana,Fatehabad,2015,183000.0,536000.0,2.92896174863388
Haryana,Fatehabad,2016,184000.0,789100.0,4.288586956521739
Haryana,Fatehabad,2017,190350.0,813150.0,4.2718676122931445
Haryana,Fatehabad,2018,192200.0,844300.0,4.392819979188346
Haryana,Fatehabad,2019,195500.0,850200.0,4.348849104859335
Haryana,Fatehabad,2020,194440.0,639817.44,3.29056490434067
Haryana,Fatehabad,2021,193747.0,840970.0,4.340557531213387
Haryana,Fatehabad,2022,193270.0,701380.0,3.6290164019247686
Haryana,Fatehabad,2023,193270.0,701380.0,3.6290164019247686
Haryana,Fatehabad,2024,193270.0,701380.0,3.6290164019247686
Haryana,Fatehabad,2025,193270.0,701380.0,3.6290164019247686
Haryana,Gurgaon,2013,5500.0,16500.0,3.0
Haryana,Gurgaon,2014,5400.0,16000.0,2.962962962962963
Haryana,Gurgaon,2015,6400.0,17500.0,2.734375
Haryana,Gurgaon,2016,6200.0,14200.0,2.2903225806451615
Haryana,Gurgaon,2017,7500.0,18290.0,2.4386666666666668
Haryana,Gurgaon,2018,7890.0,29634.0,3.755893536121673
Haryana,Gurgaon,2019,11336.0,34257.0,3.0219654199012
Haryana,Gurgaon,2020,10236.0,15671.9,1.5310570535365378
Haryana,Gurgaon,2021,9696.0,28860.0,2.9764851485148514
Haryana,Gurgaon,2022,6460.0,17970.0,2.781733746130031
Haryana,Gurgaon,2023,6460.0,17970.0,2.781733746130031
Haryana,Gurgaon,2024,6460.0,17970.0,2.781733746130031
Haryana,Gurgaon,2025,6460.0,17970.0,2.781733746130031
Haryana,Hisar,2013,188000.0,629000.0,3.345744680851064
Haryana,Hisar,2014,204000.0,546000.0,2.676470588235294
Haryana,Hisar,2015,193300.0,419500.0,2.1702017589239526
Haryana,Hisar,2016,184500.0,719100.0,3.897560975609756
Haryana,Hisar,2017,203790.0,702070.0,3.445065999313018
Haryana,Hisar,2018,220336.0,725336.0,3.291954106455595
Haryana,Hisar,2019,229340.0,771040.0,3.3619952908345687
Haryana,Hisar,2020,230080.0,360734.87,1.567867133171071
Haryana,Hisar,2021,212779.0,690000.0,3.2428012162854416
Haryana,Hisar,2022,216540.0,456430.0,2.1078322711739172
Haryana,Hisar,2023,216540.0,456430.0,2.1078322711739172
Haryana,Hisar,2024,216540.0,456430.0,2.1078322711739172
Haryana,Hisar,2025,216540.0,456430.0,2.1078322711739172
Haryana,Jhajjar,2013,38500.0,327900.0,8.516883116883117
Haryana,Jhajjar,2014,45000.0,314100.0,6.98
Haryana,Jhajjar,2015,48300.0,345500.0,7.153209109730849
Haryana,Jhajjar,2016,45500.0,323900.0,7.118681318681318
Haryana,Jhajjar,2017,51610.0,314670.0,6.097074210424337
Haryana,Jhajjar,2018,58215.0,325158.0,5.5854676629734605
Haryana,Jhajjar,2019,65926.0,290600.0,4.407972575311713
Haryana,Jhajjar,2020,59617.0,300974.99,5.0484759380713555
Haryana,Jhajjar,2021,54276.0,388315.4,7.154458692608151
Haryana,Jhajjar,2022,61830.0,171200.0,2.7688824195374413
Haryana,Jhajjar,2023,61830.0,171200.0,2.7688824195374413
Haryana,Jhajjar,2024,61830.0,171200.0,2.7688824195374413
Haryana,Jhajjar,2025,61830.0,171200.0,2.7688824195374413
Haryana,Jind,2013,197000.0,873000.0,4.431472081218274
Haryana,Jind,2014,203000.0,815000.0,4.014778325123153
Haryana,Jind,2015,204000.0,602000.0,2.950980392156863
Haryana,Jind,2016,198100.0,868900.0,4.386168601716305
Haryana,Jind,2017,203200.0,938910.0,4.620620078740157
Haryana,Jind,2018,206914.0,913514.0,4.414945339609693
Haryana,Jind,2019,211300.0,953300.0,4.51159488878372
Haryana,Jind,2020,144270.0,859400.23,5.956887987800651
Haryana,Jind,2021,205726.0,1056746.0,5.1366672175612225
Haryana,Jind,2022,200330.0,611360.0,3.051764588429092
Haryana,Jind,2023,200330.0,611360.0,3.051764588429092
Haryana,Jind,2024,200330.0,611360.0,3.051764588429092
Haryana,Jind,2025,200330.0,611360.0,3.051764588429092
Haryana,Kaithal,2013,173000.0,903000.0,5.219653179190751
Haryana,Kaithal,2014,174000.0,767000.0,4.408045977011494
Haryana,Kaithal,2015,176000.0,779000.0,4.426136363636363
Haryana,Kaithal,2016,174000.0,950100.0,5.460344827586207
Haryana,Kaithal,2017,178800.0,1135600.0,6.351230425055928
Haryana,Kaithal,2018,173402.0,995002.0,5.738122974360158
Haryana,Kaithal,2019,183700.0,1066200.0,5.804028307022319
Haryana,Kaithal,2020,186800.0,1185830.56,6.348129336188437
Haryana,Kaithal,2021,186205.0,1146390.0,6.156601595016245
Haryana,Kaithal,2022,181900.0,787200.0,4.327652556349642
Haryana,Kaithal,2023,181900.0,787200.0,4.327652556349642
Haryana,Kaithal,2024,181900.0,787200.0,4.327652556349642
Haryana,Kaithal,2025,181900.0,787200.0,4.327652556349642
Haryana,Karnal,2013,174100.0,1516100.0,8.708213670304422
Haryana,Karnal,2014,183000.0,1491000.0,8.147540983606557
Haryana,Karnal,2015,183100.0,1472100.0,8.0398689240852
Haryana,Karnal,2016,187000.0,1659500.0,8.87433155080214
Haryana,Karnal,2017,187330.0,1899630.0,10.140554102386163
Haryana,Karnal,2018,188327.0,1703027.0,9.042925337312228
Haryana,Karnal,2019,192703.0,1690203.0,8.77102587920271
Haryana,Karnal,2020,188900.0,1985100.0,10.50873478030704
Haryana,Karnal,2021,187010.0,1706670.0,9.126089513929736
Haryana,Karnal,2022,181100.0,718910.0,3.9696852567642185
Haryana,Karnal,2023,181100.0,718910.0,3.9696852567642185
Haryana,Karnal,2024,181100.0,718910.0,3.9696852567642185
Haryana,Karnal,2025,181100.0,718910.0,3.9696852567642185
Haryana,Kurukshetra,2013,130000.0,1395000.0,10.73076923076923
Haryana,Kurukshetra,2014,142000.0,1359000.0,9.570422535211268
Haryana,Kurukshetra,2015,130000.0,1250000.0,9.615384615384615
Haryana,Kurukshetra,2016,125000.0,1351000.0,10.808
Haryana,Kurukshetra,2017,133000.0,1632700.0,12.27593984962406
Haryana,Kurukshetra,2018,131000.0,1389100.0,10.60381679389313
Haryana,Kurukshetra,2019,133200.0,1574500.0,11.82057057057057
Haryana,Kurukshetra,2020,131763.0,1513853.0,11.489211690687068
Haryana,Kurukshetra,2021,136179.0,1606530.0,11.797193399863415
Haryana,Kurukshetra,2022,130030.0,587710.0,4.51980312235638
Haryana,Kurukshetra,2023,130030.0,587710.0,4.51980312235638
Haryana,Kurukshetra,2024,130030.0,587710.0,4.51980312235638
Haryana,Kurukshetra,2025,130030.0,587710.0,4.51980312235638
Haryana,Mahendragarh,2013,4100.0,12100.0,2.951219512195122
Haryana,Mahendragarh,2014,7100.0,22100.0,3.112676056338028
Haryana,Mahendragarh,2015,17000.0,35000.0,2.0588235294117645
Haryana,Mahendragarh,2016,14600.0,50300.0,3.4452054794520546
Haryana,Mahendragarh,2017,25920.0,78120.0,3.013888888888889
Haryana,Mahendragarh,2018,32405.0,101205.0,3.123129146736615
Haryana,Mahendragarh,2019,23400.0,74600.0,3.1880341880341883
Haryana,Mahendragarh,2020,18400.0,38.32,0.002082608695652174
Haryana,Mahendragarh,2021,17022.0,35338.0,2.0760192691810597
Haryana,Mahendragarh,2022,17170.0,53070.0,3.090856144437973
Haryana,Mahendragarh,2023,17170.0,53070.0,3.090856144437973
Haryana,Mahendragarh,2024,17170.0,53070.0,3.090856144437973
Haryana,Mahendragarh,2025,17170.0,53070.0,3.090856144437973
Haryana,Mewat,2013,6400.0,89400.0,13.96875
Haryana,Mewat,2014,8200.0,25300.0,3.0853658536585367
Haryana,Mewat,2015,10600.0,26600.0,2.509433962264151
Haryana,Mewat,2016,13500.0,46100.0,3.414814814814815
Haryana,Mewat,2017,17140.0,57520.0,3.355892648774796
Haryana,Mewat,2018,17443.0,80343.0,4.606031072636588
Haryana,Mewat,2019,19600.0,87700.0,4.474489795918367
Haryana,Mewat,2020,14152.0,44490.05,3.1437288015828155
Haryana,Mewat,2021,12782.0,80271.0,6.28000312940072
Haryana,Mewat,2022,13320.0,30340.0,2.2777777777777777
Haryana,Mewat,2023,13320.0,30340.0,2.2777777777777777
