State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2022 - 2023,,,,"75,034.00","67,67,000.00",90.19,,,,,,,,,
,20. Chandauli,2013 - 2014,,,,628,"34,592.00",55.08,,,,,,,,,
,,2014 - 2015,,,,618,"35,548.00",57.52,,,,,,,,,
,,2015 - 2016,,,,706,"41,299.00",58.5,,,,,,,,,
,,2016 - 2017,,,,576,"35,397.00",61.45,,,,,,,,,
,,2017 - 2018,,,,684,"44,133.00",64.52,,,,,,,,,
,,2018 - 2019,,,,654,"43,153.00",65.98,,,,,,,,,
,,2019 - 2020,,,,705,"40,192.00",57.01,,,,,,,,,
,21. Chitrakoot,2013 - 2014,,,,313,"13,981.00",44.67,,,,,,,,,
,,2014 - 2015,,,,340,"13,751.00",40.44,,,,,,,,,
,,2015 - 2016,,,,144,"5,283.00",36.69,,,,,,,,,
,,2016 - 2017,,,,239,"10,266.00",42.95,,,,,,,,,
,,2017 - 2018,,,,256,"9,813.00",38.33,,,,,,,,,
,,2018 - 2019,,,,202,"7,878.00",39,,,,,,,,,
,,2019 - 2020,,,,199,"7,914.00",39.77,,,,,,,,,
,22. Deoria,2013 - 2014,,,,"9,768.00","5,52,673.00",56.58,,,,,,,,,
,,2014 - 2015,,,,"8,996.00","5,67,792.00",63.12,,,,,,,,,
,,2015 - 2016,,,,"7,700.00","4,68,961.00",60.9,,,,,,,,,
,,2016 - 2017,,,,"8,801.00","5,50,943.00",62.6,,,,,,,,,
,,2017 - 2018,,,,"8,885.00","5,74,184.00",64.62,,,,,,,,,
,,2018 - 2019,,,,"8,832.00","6,50,636.00",73.67,,,,,,,,,
,,2019 - 2020,,,,"9,768.00","7,31,389.00",74.88,,,,,,,,,
,,2020 - 2021,,,,"5,148.00","3,35,000.00",65.07,,,,,,,,,
,,2021 - 2022,,,,"4,290.00","2,84,000.00",66.2,,,,,,,,,
,,2022 - 2023,,,,"9,831.00","6,64,000.00",67.54,,,,,,,,,
,23. Etah,2013 - 2014,,,,212,"13,031.00",61.47,,,,,,,,,
,,2014 - 2015,,,,353,"20,262.00",57.4,,,,,,,,,
,,2015 - 2016,,,,218,"13,361.00",61.29,,,,,,,,,
,,2016 - 2017,,,,240,"15,640.00",65.17,,,,,,,,,
,,2017 - 2018,,,,251,"17,761.00",70.76,,,,,,,,,
,,2018 - 2019,,,,193,"13,885.00",71.94,,,,,,,,,
,,2019 - 2020,,,,295,"21,398.00",72.54,,,,,,,,,
,,2020 - 2021,,,,"8,207.00","6,20,000.00",75.55,,,,,,,,,
,,2021 - 2022,,,,"8,679.00","6,89,000.00",79.39,,,,,,,,,
,24. Etawah,2013 - 2014,,,,348,"20,738.00",59.59,,,,,,,,,
,,2014 - 2015,,,,408,"23,506.00",57.61,,,,,,,,,
,,2015 - 2016,,,,228,"13,187.00",57.84,,,,,,,,,
,,2016 - 2017,,,,429,"25,898.00",60.37,,,,,,,,,
,,2017 - 2018,,,,423,"27,367.00",64.7,,,,,,,,,
,,2018 - 2019,,,,337,"22,077.00",65.51,,,,,,,,,
,,2019 - 2020,,,,499,"32,214.00",64.56,,,,,,,,,
,25. Faizabad,2013 - 2014,,,,"19,239.00","12,69,312.00",65.98,,,,,,,,,
,,2014 - 2015,,,,"20,004.00","13,28,266.00",66.4,,,,,,,,,
,,2015 - 2016,,,,"16,610.00","10,94,732.00",65.91,,,,,,,,,
,,2016 - 2017,,,,"21,721.00","15,26,204.00",70.26,,,,,,,,,
,,2017 - 2018,,,,"19,950.00","15,35,272.00",76.96,,,,,,,,,
,,2018 - 2019,,,,"21,885.00","16,70,526.00",76.33,,,,,,,,,
,,2019 - 2020,,,,"21,844.00","16,71,765.00",76.53,,,,,,,,,
,,2020 - 2021,,,,"64,242.00","49,74,000.00",77.43,,,,,,,,,
,,2021 - 2022,,,,"64,937.00","50,33,000.00",77.51,,,,,,,,,
,,2022 - 2023,,,,"48,695.00","37,76,000.00",77.54,,,,,,,,,
,26. Farrukhabad,2013 - 2014,,,,"8,172.00","5,04,343.00",61.72,,,,,,,,,
,,2014 - 2015,,,,"7,198.00","4,36,861.00",60.69,,,,,,,,,
,,2015 - 2016,,,,"7,710.00","4,66,517.00",60.51,,,,,,,,,
,,2016 - 2017,,,,"8,086.00","5,03,111.00",62.22,,,,,,,,,
,,2017 - 2018,,,,"8,165.00","5,33,762.00",65.37,,,,,,,,,
,,2018 - 2019,,,,"8,116.00","5,38,837.00",66.39,,,,,,,,,
,,2019 - 2020,,,,"8,613.00","5,58,260.00",64.82,,,,,,,,,
,,2020 - 2021,,,,"4,372.00","2,87,000.00",65.65,,,,,,,,,
,,2021 - 2022,,,,"5,235.00","3,60,000.00",68.77,,,,,,,,,
,,2022 - 2023,,,,"9,553.00","6,72,000.00",70.34,,,,,,,,,
,27. Fatehpur,2013 - 2014,,,,"7,357.00","5,01,961.00",68.23,,,,,,,,,
,,2014 - 2015,,,,"7,882.00","5,18,486.00",65.78,,,,,,,,,
,,2015 - 2016,,,,"7,255.00","4,86,318.00",67.03,,,,,,,,,
,,2016 - 2017,,,,"6,310.00","4,58,529.00",72.67,,,,,,,,,
,,2017 - 2018,,,,"6,377.00","2,34,214.00",36.73,,,,,,,,,
,,2018 - 2019,,,,"6,447.00","2,47,578.00",38.4,,,,,,,,,
,,2019 - 2020,,,,"6,374.00","5,18,289.00",81.31,,,,,,,,,
,28. Firozabad,2013 - 2014,,,,154,"7,391.00",47.99,,,,,,,,,
,,2014 - 2015,,,,117,"4,927.00",42.11,,,,,,,,,
,,2015 - 2016,,,,119,"5,558.00",46.71,,,,,,,,,
,,2016 - 2017,,,,46,"2,465.00",53.59,,,,,,,,,
,,2017 - 2018,,,,112,"6,348.00",56.68,,,,,,,,,
,,2018 - 2019,,,,137,"7,516.00",54.86,,,,,,,,,
,,2019 - 2020,,,,322,"21,189.00",65.8,,,,,,,,,
,29. Gautam buddha nagar,2013 - 2014,,,,"1,888.00","1,33,442.00",70.68,,,,,,,,,
,,2014 - 2015,,,,"1,798.00","1,31,612.00",73.2,,,,,,,,,
,,2015 - 2016,,,,"1,007.00","75,667.00",75.14,,,,,,,,,
,,2016 - 2017,,,,"1,882.00","1,50,422.00",79.93,,,,,,,,,
,,2017 - 2018,,,,"1,812.00","1,61,446.00",89.1,,,,,,,,,
,,2018 - 2019,,,,"2,050.00","1,82,869.00",89.2,,,,,,,,,
,,2019 - 2020,,,,"1,976.00","1,74,054.00",88.08,,,,,,,,,
,30. Ghaziabad,2013 - 2014,,,,"21,384.00","14,78,490.00",69.14,,,,,,,,,
,,2014 - 2015,,,,"11,136.00","7,50,076.00",67.36,,,,,,,,,
,,2015 - 2016,,,,"20,412.00","15,48,863.00",75.88,,,,,,,,,
,,2016 - 2017,,,,"20,204.00","15,84,963.00",78.45,,,,,,,,,
,,2017 - 2018,,,,"23,499.00","20,87,087.00",88.82,,,,,,,,,
,,2018 - 2019,,,,"23,136.00","19,71,372.00",85.21,,,,,,,,,
,,2019 - 2020,,,,"21,832.00","18,64,977.00",85.42,,,,,,,,,
,,2020 - 2021,,,,"21,940.00","19,28,000.00",87.88,,,,,,,,,
,,2021 - 2022,,,,"22,461.00","19,84,000.00",88.33,,,,,,,,,
,,2022 - 2023,,,,"23,708.00","21,47,000.00",90.56,,,,,,,,,
,31. Ghazipur,2013 - 2014,,,,"7,382.00","3,58,588.00",48.58,,,,,,,,,
,,2014 - 2015,,,,"7,239.00","3,96,118.00",54.72,,,,,,,,,
,,2015 - 2016,,,,"5,559.00","3,16,441.00",56.92,,,,,,,,,
,,2016 - 2017,,,,"7,496.00","4,27,842.00",57.08,,,,,,,,,
,,2017 - 2018,,,,"7,309.00","4,52,544.00",61.92,,,,,,,,,
,,2018 - 2019,,,,"7,268.00","4,46,488.00",61.43,,,,,,,,,
,,2019 - 2020,,,,"7,924.00","4,25,741.00",53.73,,,,,,,,,
,,2020 - 2021,,,,"3,904.00","2,31,000.00",59.17,,,,,,,,,
,,2021 - 2022,,,,"3,834.00","2,41,000.00",62.86,,,,,,,,,
,,2022 - 2023,,,,"3,902.00","2,46,000.00",63.04,,,,,,,,,
,32. Gonda,2013 - 2014,,,,"81,115.00","46,80,984.00",57.71,,,,,,,,,
,,2014 - 2015,,,,"79,442.00","40,88,721.00",51.47,,,,,,,,,
,,2015 - 2016,,,,"72,834.00","39,68,579.00",54.49,,,,,,,,,
,,2016 - 2017,,,,"77,658.00","46,93,960.00",60.44,,,,,,,,,
,,2017 - 2018,,,,"79,629.00","55,76,260.00",70.03,,,,,,,,,
,,2018 - 2019,,,,"79,434.00","59,46,747.00",74.86,,,,,,,,,
,,2019 - 2020,,,,"78,398.00","59,90,862.00",76.42,,,,,,,,,
,,2020 - 2021,,,,"78,077.00","60,05,000.00",76.91,,,,,,,,,
,,2021 - 2022,,,,"73,465.00","56,87,000.00",77.41,,,,,,,,,
,,2022 - 2023,,,,"95,498.00","75,18,000.00",78.72,,,,,,,,,
,33. Gorakhpur,2013 - 2014,,,,"2,722.00","1,70,277.00",62.56,,,,,,,,,
,,2014 - 2015,,,,"2,948.00","1,81,208.00",61.47,,,,,,,,,
,,2015 - 2016,,,,"2,616.00","1,38,941.00",53.11,,,,,,,,,
,,2016 - 2017,,,,"2,601.00","1,58,994.00",61.13,,,,,,,,,
,,2017 - 2018,,,,"2,340.00","1,52,222.00",65.05,,,,,,,,,
,,2018 - 2019,,,,"2,993.00","2,15,005.00",71.84,,,,,,,,,
,,2019 - 2020,,,,"2,484.00","1,77,765.00",71.56,,,,,,,,,
,,2020 - 2021,,,,"12,023.00","7,24,000.00",60.22,,,,,,,,,
,,2021 - 2022,,,,"9,063.00","5,47,000.00",60.36,,,,,,,,,
,,2022 - 2023,,,,"2,178.00","1,49,000.00",68.41,,,,,,,,,
,34. Hamirpur,2013 - 2014,,,,"4,828.00","2,15,662.00",44.67,,,,,,,,,
,,2014 - 2015,,,,"5,381.00","2,17,635.00",40.45,,,,,,,,,
,,2015 - 2016,,,,"5,695.00","2,08,921.00",36.68,,,,,,,,,
,,2016 - 2017,,,,"2,842.00","1,22,072.00",42.95,,,,,,,,,
,,2017 - 2018,,,,"6,308.00","2,41,798.00",38.33,,,,,,,,,
,,2018 - 2019,,,,"4,162.00","1,62,322.00",39,,,,,,,,,
,,2019 - 2020,,,,"3,260.00","1,29,650.00",39.77,,,,,,,,,
,35. Hapur,2013 - 2014,,,,"38,509.00","25,10,171.00",65.18,,,,,,,,,
,,2014 - 2015,,,,"35,923.00","25,26,393.00",70.33,,,,,,,,,
,,2015 - 2016,,,,"35,721.00","24,16,740.00",67.66,,,,,,,,,
,,2016 - 2017,,,,"36,365.00","28,56,980.00",78.56,,,,,,,,,
,,2017 - 2018,,,,"39,774.00","33,13,651.00",83.31,,,,,,,,,
,,2018 - 2019,,,,"37,241.00","31,14,241.00",83.62,,,,,,,,,
,,2019 - 2020,,,,"38,493.00","32,49,117.00",84.41,,,,,,,,,
,,2020 - 2021,,,,"49,525.00","41,94,000.00",84.68,,,,,,,,,
,,2021 - 2022,,,,"53,925.00","44,78,000.00",83.04,,,,,,,,,
,,2022 - 2023,,,,"41,946.00","35,70,000.00",85.11,,,,,,,,,
,36. Hardoi,2013 - 2014,,,,"39,111.00","22,72,036.00",58.09,,,,,,,,,
,,2014 - 2015,,,,"37,032.00","22,26,216.00",60.12,,,,,,,,,
,,2015 - 2016,,,,"36,893.00","23,04,189.00",62.46,,,,,,,,,
,,2016 - 2017,,,,"34,227.00","23,61,663.00",69,,,,,,,,,
,,2017 - 2018,,,,"37,344.00","28,20,667.00",75.53,,,,,,,,,
,,2018 - 2019,,,,"44,585.00","34,91,897.00",78.32,,,,,,,,,
,,2019 - 2020,,,,"36,564.00","28,67,641.00",78.43,,,,,,,,,
,,2020 - 2021,,,,"1,10,295.00","87,49,000.00",79.32,,,,,,,,,
,,2021 - 2022,,,,"1,20,038.00","96,00,000.00",79.97,,,,,,,,,
,,2022 - 2023,,,,"82,826.00","67,89,000.00",81.97,,,,,,,,,
,37. Hathras,2013 - 2014,,,,326,"20,039.00",61.47,,,,,,,,,
,,2014 - 2015,,,,262,"15,038.00",57.4,,,,,,,,,
,,2015 - 2016,,,,220,"13,483.00",61.29,,,,,,,,,
,,2016 - 2017,,,,122,"7,950.00",65.16,,,,,,,,,
,,2017 - 2018,,,,566,"42,034.00",74.27,,,,,,,,,
,,2018 - 2019,,,,861,"68,250.00",79.27,,,,,,,,,
,,2019 - 2020,,,,"1,077.00","86,688.00",80.49,,,,,,,,,
,38. Jalaun,2013 - 2014,,,,"1,609.00","64,614.00",40.16,,,,,,,,,
,,2014 - 2015,,,,"1,344.00","54,341.00",40.43,,,,,,,,,
,,2015 - 2016,,,,"1,435.00","49,402.00",34.43,,,,,,,,,
,,2016 - 2017,,,,"1,223.00","46,525.00",38.04,,,,,,,,,
,,2017 - 2018,,,,"1,041.00","41,056.00",39.44,,,,,,,,,
,,2018 - 2019,,,,"1,541.00","57,226.00",37.14,,,,,,,,,
,,2019 - 2020,,,,"1,890.00","69,467.00",36.76,,,,,,,,,
,39. Jaunpur,2013 - 2014,,,,"11,306.00","6,48,557.00",57.36,,,,,,,,,
,,2014 - 2015,,,,"9,870.00","5,65,156.00",57.26,,,,,,,,,
,,2015 - 2016,,,,"8,315.00","4,76,882.00",57.35,,,,,,,,,
,,2016 - 2017,,,,"8,734.00","5,51,290.00",63.12,,,,,,,,,
,,2017 - 2018,,,,"9,516.00","6,26,838.00",65.87,,,,,,,,,
,,2018 - 2019,,,,"8,201.00","5,69,477.00",69.44,,,,,,,,,
,,2019 - 2020,,,,"9,680.00","6,04,613.00",62.46,,,,,,,,,
,,2020 - 2021,,,,"2,273.00","1,49,000.00",65.55,,,,,,,,,
,,2021 - 2022,,,,"2,253.00","1,38,000.00",61.25,,,,,,,,,
,,2022 - 2023,,,,"2,189.00","1,43,000.00",65.33,,,,,,,,,
,40. Jhansi,2013 - 2014,,,,208,"8,353.00",40.16,,,,,,,,,
,,2014 - 2015,,,,165,"6,671.00",40.43,,,,,,,,,
,,2015 - 2016,,,,153,"5,267.00",34.42,,,,,,,,,
,,2016 - 2017,,,,57,"2,168.00",38.04,,,,,,,,,
,,2017 - 2018,,,,154,"6,074.00",39.44,,,,,,,,,
,,2018 - 2019,,,,138,"5,125.00",37.14,,,,,,,,,
,,2019 - 2020,,,,105,"3,859.00",36.75,,,,,,,,,
,41. Kannauj,2013 - 2014,,,,204,"12,157.00",59.59,,,,,,,,,
,,2014 - 2015,,,,130,"7,490.00",57.62,,,,,,,,,
,,2015 - 2016,,,,154,"8,906.00",57.83,,,,,,,,,
,,2016 - 2017,,,,208,"12,557.00",60.37,,,,,,,,,
,,2017 - 2018,,,,194,"12,551.00",64.7,,,,,,,,,
,,2018 - 2019,,,,173,"11,334.00",65.51,,,,,,,,,
,,2019 - 2020,,,,168,"10,845.00",64.55,,,,,,,,,
,42. Kanpur dehat,2013 - 2014,,,,"2,313.00","1,37,838.00",59.59,,,,,,,,,
,,2014 - 2015,,,,"2,304.00","1,32,740.00",57.61,,,,,,,,,
,,2015 - 2016,,,,"2,077.00","1,20,127.00",57.84,,,,,,,,,
,,2016 - 2017,,,,"2,203.00","1,32,990.00",60.37,,,,,,,,,
,,2017 - 2018,,,,"2,243.00","1,45,115.00",64.7,,,,,,,,,
,,2018 - 2019,,,,"2,119.00","1,38,820.00",65.51,,,,,,,,,
,,2019 - 2020,,,,"2,211.00","1,42,735.00",64.56,,,,,,,,,
,,2020 - 2021,,,,"3,224.00","2,32,000.00",71.96,,,,,,,,,
,,2021 - 2022,,,,"3,727.00","2,71,000.00",72.71,,,,,,,,,
,43. Kanpur nagar,2013 - 2014,,,,"3,109.00","1,67,911.00",54.01,,,,,,,,,
,,2014 - 2015,,,,"2,819.00","1,40,262.00",49.76,,,,,,,,,
,,2015 - 2016,,,,"2,746.00","1,38,201.00",50.33,,,,,,,,,
,,2016 - 2017,,,,"3,128.00","1,73,842.00",55.58,,,,,,,,,
,,2017 - 2018,,,,"1,863.00","1,15,007.00",61.73,,,,,,,,,
,,2018 - 2019,,,,"3,095.00","1,95,604.00",63.2,,,,,,,,,
,,2019 - 2020,,,,"3,334.00","2,13,003.00",63.89,,,,,,,,,
,,2022 - 2023,,,,"4,129.00","3,07,000.00",74.35,,,,,,,,,
,44. Kasganj,2013 - 2014,,,,"7,531.00","4,67,012.00",62.01,,,,,,,,,
,,2014 - 2015,,,,"7,331.00","4,04,876.00",55.23,,,,,,,,,
,,2015 - 2016,,,,"6,516.00","3,97,554.00",61.01,,,,,,,,,
,,2016 - 2017,,,,"7,013.00","4,48,916.00",64.01,,,,,,,,,
,,2017 - 2018,,,,"6,946.00","5,15,840.00",74.26,,,,,,,,,
,,2018 - 2019,,,,"7,173.00","5,68,588.00",79.27,,,,,,,,,
,,2019 - 2020,,,,"7,477.00","6,01,823.00",80.49,,,,,,,,,
,,2022 - 2023,,,,"5,284.00","4,38,000.00",82.89,,,,,,,,,
,45. Kaushambi,2013 - 2014,,,,"1,401.00","95,589.00",68.23,,,,,,,,,
,,2014 - 2015,,,,"1,439.00","94,659.00",65.78,,,,,,,,,
,,2015 - 2016,,,,663,"44,442.00",67.03,,,,,,,,,
,,2016 - 2017,,,,"1,424.00","1,03,478.00",72.67,,,,,,,,,
,,2017 - 2018,,,,"1,736.00","63,760.00",36.73,,,,,,,,,
,,2018 - 2019,,,,"1,526.00","58,602.00",38.4,,,,,,,,,
,,2019 - 2020,,,,"1,503.00","1,22,213.00",81.31,,,,,,,,,
,46. Kheri,2013 - 2014,,,,"2,40,036.00","1,50,40,656.00",62.66,,,,,,,,,
,,2014 - 2015,,,,"2,68,653.00","1,77,57,963.00",66.1,,,,,,,,,
,,2015 - 2016,,,,"2,77,299.00","1,84,18,200.00",66.42,,,,,,,,,
,,2016 - 2017,,,,"2,45,844.00","1,76,97,818.00",71.99,,,,,,,,,
,,2017 - 2018,,,,"2,48,135.00","2,00,26,480.00",80.71,,,,,,,,,
,,2018 - 2019,,,,"2,39,675.00","2,06,93,540.00",86.34,,,,,,,,,
,,2019 - 2020,,,,"2,37,847.00","2,06,56,536.00",86.85,,,,,,,,,
,,2020 - 2021,,,,"3,34,732.00","2,85,77,000.00",85.37,,,,,,,,,
,,2021 - 2022,,,,"3,27,500.00","2,80,47,000.00",85.64,,,,,,,,,
,,2022 - 2023,,,,"3,48,677.00","3,02,85,000.00",86.86,,,,,,,,,
,47. Kushi nagar,2013 - 2014,,,,"99,104.00","59,23,248.00",59.77,,,,,,,,,
,,2014 - 2015,,,,"70,102.00","42,17,897.00",60.17,,,,,,,,,
,,2015 - 2016,,,,"67,839.00","42,51,063.00",62.66,,,,,,,,,
,,2016 - 2017,,,,"70,100.00","46,89,970.00",66.9,,,,,,,,,
,,2017 - 2018,,,,"70,227.00","51,64,494.00",73.54,,,,,,,,,
,,2018 - 2019,,,,"70,215.00","54,50,088.00",77.62,,,,,,,,,
,,2019 - 2020,,,,"70,015.00","54,45,767.00",77.78,,,,,,,,,
,,2020 - 2021,,,,"94,185.00","67,15,000.00",71.3,,,,,,,,,
,,2021 - 2022,,,,"89,700.00","64,51,000.00",71.92,,,,,,,,,
,,2022 - 2023,,,,"85,537.00","66,49,000.00",77.73,,,,,,,,,
,48. Lalitpur,2013 - 2014,,,,56,"2,249.00",40.16,,,,,,,,,
,,2014 - 2015,,,,52,"2,102.00",40.42,,,,,,,,,
,,2015 - 2016,,,,38,"1,308.00",34.42,,,,,,,,,
,,2016 - 2017,,,,41,"1,560.00",38.05,,,,,,,,,
,,2017 - 2018,,,,24,946,39.42,,,,,,,,,
,,2018 - 2019,,,,87,"3,231.00",37.14,,,,,,,,,
,,2019 - 2020,,,,39,"1,434.00",36.77,,,,,,,,,
,49. Lucknow,2013 - 2014,,,,202,"12,667.00",62.71,,,,,,,,,
,,2014 - 2015,,,,195,"12,853.00",65.91,,,,,,,,,
,,2015 - 2016,,,,203,"13,393.00",65.98,,,,,,,,,
,,2016 - 2017,,,,217,"15,484.00",71.35,,,,,,,,,
,,2017 - 2018,,,,267,"20,849.00",78.09,,,,,,,,,
,,2018 - 2019,,,,193,"15,857.00",82.16,,,,,,,,,
,,2019 - 2020,,,,203,"16,733.00",82.43,,,,,,,,,
,50. Maharajganj,2013 - 2014,,,,"18,510.00","11,29,480.00",61.02,,,,,,,,,
,,2014 - 2015,,,,"15,932.00","9,52,033.00",59.76,,,,,,,,,
,,2015 - 2016,,,,"15,205.00","9,14,307.00",60.13,,,,,,,,,
,,2016 - 2017,,,,"17,489.00","11,22,724.00",64.2,,,,,,,,,
,,2017 - 2018,,,,"17,644.00","11,61,540.00",65.83,,,,,,,,,
,,2018 - 2019,,,,"21,279.00","14,42,716.00",67.8,,,,,,,,,
,,2019 - 2020,,,,"18,099.00","12,27,547.00",67.82,,,,,,,,,
,,2020 - 2021,,,,"9,631.00","6,33,000.00",65.73,,,,,,,,,
,,2021 - 2022,,,,"13,929.00","9,26,000.00",66.48,,,,,,,,,
,,2022 - 2023,,,,"15,918.00","11,07,000.00",69.54,,,,,,,,,
,51. Mahoba,2013 - 2014,,,,"3,617.00","1,61,568.00",44.67,,,,,,,,,
,,2014 - 2015,,,,"2,545.00","1,02,932.00",40.44,,,,,,,,,
,,2015 - 2016,,,,"2,998.00","1,09,982.00",36.69,,,,,,,,,
,,2016 - 2017,,,,"3,297.00","1,41,616.00",42.95,,,,,,,,,
,,2017 - 2018,,,,"2,424.00","92,917.00",38.33,,,,,,,,,
,,2018 - 2019,,,,"2,240.00","87,362.00",39,,,,,,,,,
,,2019 - 2020,,,,"2,523.00","1,00,340.00",39.77,,,,,,,,,
,52. Mainpuri,2013 - 2014,,,,547,"26,252.00",47.99,,,,,,,,,
,,2014 - 2015,,,,338,"14,234.00",42.11,,,,,,,,,
,,2015 - 2016,,,,355,"16,580.00",46.7,,,,,,,,,
,,2016 - 2017,,,,463,"24,817.00",53.6,,,,,,,,,
,,2017 - 2018,,,,441,"24,998.00",56.68,,,,,,,,,
,,2018 - 2019,,,,452,"24,799.00",54.87,,,,,,,,,
,,2019 - 2020,,,,477,"31,388.00",65.8,,,,,,,,,
,53. Mathura,2013 - 2014,,,,585,"28,075.00",47.99,,,,,,,,,
,,2014 - 2015,,,,990,"41,691.00",42.11,,,,,,,,,
,,2015 - 2016,,,,742,"34,654.00",46.7,,,,,,,,,
,,2016 - 2017,,,,295,"15,812.00",53.6,,,,,,,,,
,,2017 - 2018,,,,523,"29,646.00",56.68,,,,,,,,,
,,2018 - 2019,,,,183,"10,040.00",54.86,,,,,,,,,
,,2019 - 2020,,,,829,"54,552.00",65.8,,,,,,,,,
,,2020 - 2021,,,,131,"8,000.00",61.07,,,,,,,,,
,,2021 - 2022,,,,136,"8,000.00",58.82,,,,,,,,,
,,2022 - 2023,,,,113,"7,000.00",61.95,,,,,,,,,
,54. Mau,2013 - 2014,,,,"6,662.00","3,41,254.00",51.22,,,,,,,,,
,,2014 - 2015,,,,"6,411.00","3,32,115.00",51.8,,,,,,,,,
,,2015 - 2016,,,,"6,146.00","3,24,558.00",52.81,,,,,,,,,
,,2016 - 2017,,,,"6,423.00","3,73,639.00",58.17,,,,,,,,,
,,2017 - 2018,,,,"6,532.00","3,95,839.00",60.6,,,,,,,,,
,,2018 - 2019,,,,"6,631.00","4,20,405.00",63.4,,,,,,,,,
,,2019 - 2020,,,,"6,777.00","4,34,379.00",64.1,,,,,,,,,
,,2020 - 2021,,,,"9,097.00","5,30,000.00",58.26,,,,,,,,,
,,2021 - 2022,,,,"6,901.00","4,27,000.00",61.88,,,,,,,,,
,,2022 - 2023,,,,"5,397.00","3,42,000.00",63.37,,,,,,,,,
,55. Meerut,2013 - 2014,,,,"1,35,532.00","96,43,373.00",71.15,,,,,,,,,
,,2014 - 2015,,,,"1,21,109.00","95,06,088.00",78.49,,,,,,,,,
,,2015 - 2016,,,,"1,18,837.00","94,43,739.00",79.47,,,,,,,,,
,,2016 - 2017,,,,"1,31,419.00","1,09,37,741.00",83.23,,,,,,,,,
,,2017 - 2018,,,,"1,31,645.00","1,25,56,827.00",95.38,,,,,,,,,
,,2018 - 2019,,,,"1,31,936.00","1,22,32,050.00",92.71,,,,,,,,,
,,2019 - 2020,,,,"1,38,815.00","1,26,32,720.00",91,,,,,,,,,
,,2020 - 2021,,,,"1,48,011.00","1,34,95,000.00",91.18,,,,,,,,,
,,2021 - 2022,,,,"1,52,341.00","1,39,35,000.00",91.47,,,,,,,,,
,,2022 - 2023,,,,"1,55,549.00","1,42,32,000.00",91.5,,,,,,,,,
,56. Mirzapur,2013 - 2014,,,,"1,718.00","1,09,528.00",63.75,,,,,,,,,
,,2014 - 2015,,,,"1,596.00","1,04,987.00",65.78,,,,,,,,,
,,2015 - 2016,,,,"1,642.00","1,10,066.00",67.03,,,,,,,,,
,,2016 - 2017,,,,"1,842.00","1,33,853.00",72.67,,,,,,,,,
,,2017 - 2018,,,,"1,705.00","1,35,112.00",79.24,,,,,,,,,
,,2018 - 2019,,,,"1,881.00","1,51,998.00",80.81,,,,,,,,,
,,2019 - 2020,,,,"1,394.00","1,13,350.00",81.31,,,,,,,,,
,57. Moradabad,2013 - 2014,,,,"47,214.00","30,24,340.00",64.06,,,,,,,,,
,,2014 - 2015,,,,"44,938.00","29,00,119.00",64.54,,,,,,,,,
,,2015 - 2016,,,,"51,649.00","33,32,187.00",64.52,,,,,,,,,
,,2016 - 2017,,,,"46,820.00","32,57,174.00",69.57,,,,,,,,,
,,2017 - 2018,,,,"43,759.00","34,16,878.00",78.08,,,,,,,,,
,,2018 - 2019,,,,"50,744.00","38,75,827.00",76.38,,,,,,,,,
,,2019 - 2020,,,,"51,262.00","39,63,168.00",77.31,,,,,,,,,
,,2020 - 2021,,,,"79,595.00","61,71,000.00",77.53,,,,,,,,,
,,2021 - 2022,,,,"74,640.00","58,09,000.00",77.83,,,,,,,,,
,,2022 - 2023,,,,"81,517.00","65,11,000.00",79.87,,,,,,,,,
,58. Muzaffarnagar,2013 - 2014,,,,"1,72,978.00","1,26,17,707.00",72.94,,,,,,,,,
,,2014 - 2015,,,,"1,64,216.00","1,18,03,189.00",71.88,,,,,,,,,
,,2015 - 2016,,,,"1,67,212.00","1,26,98,079.00",75.94,,,,,,,,,
,,2016 - 2017,,,,"1,72,230.00","1,42,70,289.00",82.86,,,,,,,,,
,,2017 - 2018,,,,"1,73,431.00","1,50,28,143.00",86.65,,,,,,,,,
,,2018 - 2019,,,,"1,76,683.00","1,52,66,825.00",86.41,,,,,,,,,
,,2019 - 2020,,,,"1,77,109.00","1,60,75,121.00",90.76,,,,,,,,,
,,2020 - 2021,,,,"1,86,725.00","1,72,39,000.00",92.32,,,,,,,,,
,,2021 - 2022,,,,"1,92,292.00","1,79,42,000.00",93.31,,,,,,,,,
,,2022 - 2023,,,,"1,71,236.00","1,62,48,000.00",94.89,,,,,,,,,
,59. Pilibhit,2013 - 2014,,,,"74,784.00","44,30,802.00",59.25,,,,,,,,,
,,2014 - 2015,,,,"93,620.00","65,00,973.00",69.44,,,,,,,,,
,,2015 - 2016,,,,"68,532.00","43,97,013.00",64.16,,,,,,,,,
,,2016 - 2017,,,,"67,848.00","47,57,841.00",70.13,,,,,,,,,
,,2017 - 2018,,,,"79,277.00","64,33,804.00",81.16,,,,,,,,,
,,2018 - 2019,,,,"70,522.00","54,56,146.00",77.37,,,,,,,,,
,,2019 - 2020,,,,"73,956.00","57,43,127.00",77.66,,,,,,,,,
