State,District,Year,gram_area,gram_production,gram_yield
Gujarat,Gir somnath,2021-2022,37150.0,82423.0,2.22
Gujarat,Gir somnath,2022-2023,22534.0,49079.0,2.18
Gujarat,Jamnagar,2013-2014,24368.0,39637.0,1.63
Gujarat,Jamnagar,2014-2015,2794.0,3595.0,1.29
Gujarat,Jamnagar,2015-2016,1553.0,1861.0,1.2
Gujarat,Jamnagar,2016-2017,3612.0,3835.0,1.06
Gujarat,Jamnagar,2017-2018,10222.0,12393.0,1.21
Gujarat,Jamnagar,2018-2019,2198.0,2697.0,1.23
Gujarat,Jamnagar,2019-2020,43688.0,72795.0,1.67
Gujarat,Jamnagar,2020-2021,87631.0,158310.0,1.81
Gujarat,Jamnagar,2021-2022,115749.0,228530.0,1.97
Gujarat,Jamnagar,2022-2023,84336.0,169459.0,2.01
Gujarat,Junagadh,2013-2014,12895.0,27910.0,2.16
Gujarat,Junagadh,2014-2015,11805.0,23368.0,1.98
Gujarat,Junagadh,2015-2016,1855.0,3388.0,1.83
Gujarat,Junagadh,2016-2017,12015.0,18712.0,1.56
Gujarat,Junagadh,2017-2018,34869.0,57250.0,1.64
Gujarat,Junagadh,2018-2019,22045.0,64397.0,2.92
Gujarat,Junagadh,2019-2020,45155.0,110137.0,2.44
Gujarat,Junagadh,2020-2021,85248.0,194408.0,2.28
Gujarat,Junagadh,2021-2022,114260.0,239674.0,2.1
Gujarat,Junagadh,2022-2023,67795.0,134817.0,1.99
Gujarat,Kachchh,2013-2014,1024.0,1265.0,1.24
Gujarat,Kachchh,2014-2015,2.0,2.0,1.0
Gujarat,Kachchh,2015-2016,129.0,114.0,0.88
Gujarat,Kachchh,2016-2017,81.0,91.0,1.12
Gujarat,Kachchh,2017-2018,215.0,276.0,1.28
Gujarat,Kachchh,2018-2019,70.0,95.0,1.36
Gujarat,Kachchh,2019-2020,185.0,290.0,1.57
Gujarat,Kachchh,2020-2021,24.0,42.0,1.75
Gujarat,Kachchh,2021-2022,665.0,1269.0,1.91
Gujarat,Kachchh,2022-2023,255.0,433.0,1.7
Gujarat,Kheda,2013-2014,794.0,981.0,1.24
Gujarat,Kheda,2014-2015,401.0,410.0,1.02
Gujarat,Kheda,2015-2016,207.0,184.0,0.89
Gujarat,Kheda,2016-2017,442.0,497.0,1.12
Gujarat,Kheda,2017-2018,513.0,659.0,1.28
Gujarat,Kheda,2018-2019,502.0,682.0,1.36
Gujarat,Kheda,2019-2020,913.0,1432.0,1.57
Gujarat,Kheda,2020-2021,1144.0,2015.0,1.76
Gujarat,Kheda,2021-2022,1674.0,3193.0,1.91
Gujarat,Kheda,2022-2023,1790.0,2622.0,1.46
Gujarat,Mahesana,2013-2014,156.0,193.0,1.24
Gujarat,Mahesana,2014-2015,178.0,182.0,1.02
Gujarat,Mahesana,2015-2016,126.0,112.0,0.89
Gujarat,Mahesana,2016-2017,355.0,399.0,1.12
Gujarat,Mahesana,2017-2018,597.0,767.0,1.28
Gujarat,Mahesana,2018-2019,220.0,299.0,1.36
Gujarat,Mahesana,2019-2020,401.0,629.0,1.57
Gujarat,Mahesana,2020-2021,1122.0,1977.0,1.76
Gujarat,Mahesana,2021-2022,1135.0,2165.0,1.91
Gujarat,Mahesana,2022-2023,736.0,1251.0,1.7
Gujarat,Mahisagar,2014-2015,7285.0,6376.0,0.88
Gujarat,Mahisagar,2015-2016,4617.0,3430.0,0.74
Gujarat,Mahisagar,2016-2017,4408.0,4681.0,1.06
Gujarat,Mahisagar,2017-2018,6176.0,6608.0,1.07
Gujarat,Mahisagar,2018-2019,6055.0,8324.0,1.37
Gujarat,Mahisagar,2019-2020,9021.0,10312.0,1.14
Gujarat,Mahisagar,2020-2021,11013.0,12705.0,1.15
Gujarat,Mahisagar,2021-2022,12254.0,17498.0,1.43
Gujarat,Mahisagar,2022-2023,13616.0,18333.0,1.35
Gujarat,Morbi,2014-2015,630.0,644.0,1.02
Gujarat,Morbi,2015-2016,152.0,135.0,0.89
Gujarat,Morbi,2016-2017,4896.0,5503.0,1.12
Gujarat,Morbi,2017-2018,20038.0,25753.0,1.29
Gujarat,Morbi,2018-2019,12773.0,27455.0,2.15
Gujarat,Morbi,2019-2020,15880.0,33424.0,2.1
Gujarat,Morbi,2020-2021,28842.0,60901.0,2.11
Gujarat,Morbi,2021-2022,37645.0,74193.0,1.97
Gujarat,Morbi,2022-2023,27250.0,48528.0,1.78
Gujarat,Narmada,2013-2014,1276.0,1576.0,1.24
Gujarat,Narmada,2014-2015,1819.0,1325.0,0.73
Gujarat,Narmada,2015-2016,1248.0,1138.0,0.91
Gujarat,Narmada,2016-2017,1161.0,1028.0,0.89
Gujarat,Narmada,2017-2018,1276.0,1362.0,1.07
Gujarat,Narmada,2018-2019,1632.0,2216.0,1.36
Gujarat,Narmada,2019-2020,1087.0,1215.0,1.12
Gujarat,Narmada,2020-2021,1023.0,1254.0,1.23
Gujarat,Narmada,2021-2022,1197.0,1430.0,1.19
Gujarat,Narmada,2022-2023,1241.0,2109.0,1.7
Gujarat,Navsari,2013-2014,1110.0,1371.0,1.24
Gujarat,Navsari,2014-2015,1247.0,735.0,0.59
Gujarat,Navsari,2015-2016,999.0,677.0,0.68
Gujarat,Navsari,2016-2017,840.0,528.0,0.63
Gujarat,Navsari,2017-2018,855.0,752.0,0.88
Gujarat,Navsari,2018-2019,1020.0,990.0,0.97
Gujarat,Navsari,2019-2020,2602.0,2112.0,0.81
Gujarat,Navsari,2020-2021,1948.0,1593.0,0.82
Gujarat,Navsari,2021-2022,1473.0,1462.0,0.99
Gujarat,Navsari,2022-2023,1665.0,1304.0,0.78
Gujarat,Panch mahals,2013-2014,10659.0,6929.0,0.65
Gujarat,Panch mahals,2014-2015,2270.0,1904.0,0.84
Gujarat,Panch mahals,2015-2016,1556.0,1248.0,0.8
Gujarat,Panch mahals,2016-2017,2202.0,2239.0,1.02
Gujarat,Panch mahals,2017-2018,2511.0,2574.0,1.03
Gujarat,Panch mahals,2018-2019,1836.0,1838.0,1.0
Gujarat,Panch mahals,2019-2020,1527.0,1944.0,1.27
Gujarat,Panch mahals,2020-2021,1212.0,1467.0,1.21
Gujarat,Panch mahals,2021-2022,1547.0,1797.0,1.16
Gujarat,Panch mahals,2022-2023,1804.0,3065.0,1.7
Gujarat,Patan,2013-2014,23080.0,18683.0,0.81
Gujarat,Patan,2014-2015,5992.0,3910.0,0.65
Gujarat,Patan,2015-2016,7160.0,5080.0,0.71
Gujarat,Patan,2016-2017,12860.0,10700.0,0.83
Gujarat,Patan,2017-2018,24055.0,16493.0,0.69
Gujarat,Patan,2018-2019,1165.0,818.0,0.7
Gujarat,Patan,2019-2020,31228.0,41346.0,1.32
Gujarat,Patan,2020-2021,46590.0,68350.0,1.47
Gujarat,Patan,2021-2022,49060.0,76828.0,1.57
Gujarat,Patan,2022-2023,50120.0,60351.0,1.2
Gujarat,Porbandar,2013-2014,21280.0,39042.0,1.83
Gujarat,Porbandar,2014-2015,17820.0,24927.0,1.4
Gujarat,Porbandar,2015-2016,5810.0,6541.0,1.13
Gujarat,Porbandar,2016-2017,18535.0,36316.0,1.96
Gujarat,Porbandar,2017-2018,19840.0,32371.0,1.63
Gujarat,Porbandar,2018-2019,5185.0,6976.0,1.35
Gujarat,Porbandar,2019-2020,14875.0,31348.0,2.11
Gujarat,Porbandar,2020-2021,34848.0,63535.0,1.82
Gujarat,Porbandar,2021-2022,53820.0,109222.0,2.03
Gujarat,Porbandar,2022-2023,45760.0,100643.0,2.2
Gujarat,Rajkot,2013-2014,12572.0,24593.0,1.96
Gujarat,Rajkot,2014-2015,705.0,1112.0,1.58
Gujarat,Rajkot,2015-2016,4264.0,8409.0,1.97
Gujarat,Rajkot,2016-2017,4375.0,3661.0,0.84
Gujarat,Rajkot,2017-2018,16668.0,36326.0,2.18
Gujarat,Rajkot,2018-2019,3188.0,3763.0,1.18
Gujarat,Rajkot,2019-2020,36563.0,73229.0,2.0
Gujarat,Rajkot,2020-2021,107222.0,219336.0,2.05
Gujarat,Rajkot,2021-2022,148204.0,325302.0,2.19
Gujarat,Rajkot,2022-2023,74573.0,149710.0,2.01
Gujarat,Sabar kantha,2013-2014,2920.0,3606.0,1.23
Gujarat,Sabar kantha,2014-2015,770.0,787.0,1.02
Gujarat,Sabar kantha,2015-2016,778.0,690.0,0.89
Gujarat,Sabar kantha,2016-2017,816.0,917.0,1.12
Gujarat,Sabar kantha,2017-2018,1367.0,1757.0,1.29
Gujarat,Sabar kantha,2018-2019,2452.0,3330.0,1.36
Gujarat,Sabar kantha,2019-2020,1735.0,2721.0,1.57
Gujarat,Sabar kantha,2020-2021,2171.0,4337.0,2.0
Gujarat,Sabar kantha,2021-2022,5444.0,11782.0,2.16
Gujarat,Sabar kantha,2022-2023,3103.0,6455.0,2.08
Gujarat,Surat,2013-2014,960.0,1186.0,1.24
Gujarat,Surat,2014-2015,1110.0,1135.0,1.02
Gujarat,Surat,2015-2016,819.0,727.0,0.89
Gujarat,Surat,2016-2017,1158.0,1301.0,1.12
Gujarat,Surat,2017-2018,1488.0,1912.0,1.28
Gujarat,Surat,2018-2019,1475.0,2003.0,1.36
Gujarat,Surat,2019-2020,1533.0,2404.0,1.57
Gujarat,Surat,2020-2021,1697.0,2990.0,1.76
Gujarat,Surat,2021-2022,1346.0,2568.0,1.91
Gujarat,Surat,2022-2023,1255.0,2132.0,1.7
Gujarat,Surendranagar,2013-2014,26837.0,32940.0,1.23
Gujarat,Surendranagar,2014-2015,14226.0,14175.0,1.0
Gujarat,Surendranagar,2015-2016,11019.0,9874.0,0.9
Gujarat,Surendranagar,2016-2017,11145.0,8133.0,0.73
Gujarat,Surendranagar,2017-2018,16349.0,14550.0,0.89
Gujarat,Surendranagar,2018-2019,10949.0,7531.0,0.69
Gujarat,Surendranagar,2019-2020,28252.0,37267.0,1.32
Gujarat,Surendranagar,2020-2021,47291.0,65115.0,1.38
Gujarat,Surendranagar,2021-2022,77783.0,151569.0,1.95
Gujarat,Surendranagar,2022-2023,39648.0,58532.0,1.48
Gujarat,Tapi,2013-2014,3272.0,6174.0,1.89
Gujarat,Tapi,2014-2015,2368.0,2637.0,1.11
Gujarat,Tapi,2015-2016,1603.0,1150.0,0.72
Gujarat,Tapi,2016-2017,1865.0,1716.0,0.92
Gujarat,Tapi,2017-2018,3527.0,3767.0,1.07
Gujarat,Tapi,2018-2019,5137.0,6802.0,1.32
Gujarat,Tapi,2019-2020,4182.0,4460.0,1.07
Gujarat,Tapi,2020-2021,4024.0,5097.0,1.27
Gujarat,Tapi,2021-2022,4947.0,7110.0,1.44
Gujarat,Tapi,2022-2023,4888.0,6148.0,1.26
Gujarat,Vadodara,2013-2014,1760.0,2174.0,1.24
Gujarat,Vadodara,2014-2015,105.0,107.0,1.02
Gujarat,Vadodara,2015-2016,45.0,40.0,0.89
Gujarat,Vadodara,2016-2017,82.0,92.0,1.12
Gujarat,Vadodara,2017-2018,446.0,573.0,1.28
Gujarat,Vadodara,2018-2019,329.0,477.0,1.45
Gujarat,Vadodara,2019-2020,295.0,463.0,1.57
Gujarat,Vadodara,2020-2021,372.0,655.0,1.76
Gujarat,Vadodara,2021-2022,507.0,967.0,1.91
Gujarat,Vadodara,2022-2023,514.0,873.0,1.7
Gujarat,Valsad,2013-2014,2001.0,2471.0,1.23
Gujarat,Valsad,2014-2015,1304.0,1333.0,1.02
Gujarat,Valsad,2015-2016,2745.0,2435.0,0.89
Gujarat,Valsad,2016-2017,3661.0,2112.0,0.58
Gujarat,Valsad,2017-2018,2623.0,1886.0,0.72
Gujarat,Valsad,2018-2019,1294.0,1064.0,0.82
Gujarat,Valsad,2019-2020,2896.0,2293.0,0.79
Gujarat,Valsad,2020-2021,3027.0,5333.0,1.76
Gujarat,Valsad,2021-2022,3053.0,2722.0,0.89
Gujarat,Valsad,2022-2023,3141.0,2844.0,0.91
Haryana,Ambala,2019-2020,10.0,10.0,1.0
Haryana,Ambala,2020-2021,10.0,10.0,1.0
Haryana,Ambala,2021-2022,9.0,11.0,1.22
Haryana,Bhiwani,2013-2014,44000.0,38000.0,0.86
Haryana,Bhiwani,2014-2015,40000.0,25000.0,0.63
Haryana,Bhiwani,2015-2016,21000.0,11000.0,0.52
Haryana,Bhiwani,2016-2017,16000.0,15900.0,0.99
Haryana,Bhiwani,2017-2018,11100.0,8600.0,0.77
Haryana,Bhiwani,2018-2019,16900.0,17000.0,1.01
Haryana,Bhiwani,2019-2020,16090.0,12810.0,0.8
Haryana,Bhiwani,2020-2021,16580.0,14490.0,0.87
Haryana,Bhiwani,2021-2022,16583.0,16401.0,0.99
Haryana,Bhiwani,2022-2023,14130.0,8530.0,0.6
Haryana,Charki dadri,2017-2018,1300.0,1500.0,1.15
Haryana,Charki dadri,2018-2019,1300.0,2200.0,1.69
Haryana,Charki dadri,2019-2020,900.0,1190.0,1.32
Haryana,Charki dadri,2020-2021,740.0,1460.0,1.97
Haryana,Charki dadri,2021-2022,298.0,550.0,1.85
Haryana,Charki dadri,2022-2023,230.0,240.0,1.04
Haryana,Faridabad,2021-2022,1.0,0.0,0.0
Haryana,Fatehabad,2016-2017,500.0,900.0,1.8
Haryana,Fatehabad,2017-2018,1300.0,2300.0,1.77
Haryana,Fatehabad,2018-2019,1000.0,2000.0,2.0
Haryana,Fatehabad,2019-2020,1200.0,1560.0,1.3
Haryana,Fatehabad,2020-2021,770.0,1150.0,1.49
Haryana,Fatehabad,2021-2022,731.0,1205.0,1.65
Haryana,Fatehabad,2022-2023,440.0,710.0,1.61
Haryana,Gurgaon,2020-2021,20.0,20.0,1.0
Haryana,Gurgaon,2021-2022,12.0,13.0,1.08
Haryana,Gurgaon,2022-2023,10.0,10.0,1.0
Haryana,Hisar,2013-2014,17000.0,12000.0,0.71
Haryana,Hisar,2014-2015,12000.0,7000.0,0.58
Haryana,Hisar,2015-2016,13000.0,8000.0,0.62
Haryana,Hisar,2016-2017,4500.0,5700.0,1.27
Haryana,Hisar,2017-2018,7300.0,10400.0,1.42
Haryana,Hisar,2018-2019,11700.0,19400.0,1.66
Haryana,Hisar,2019-2020,14000.0,15850.0,1.13
Haryana,Hisar,2020-2021,9720.0,9540.0,0.98
Haryana,Hisar,2021-2022,11035.0,15228.0,1.38
Haryana,Hisar,2022-2023,8880.0,10230.0,1.15
Haryana,Jhajjar,2013-2014,1000.0,1000.0,1.0
Haryana,Jhajjar,2016-2017,200.0,300.0,1.5
Haryana,Jhajjar,2017-2018,300.0,400.0,1.33
Haryana,Jhajjar,2018-2019,100.0,100.0,1.0
Haryana,Jhajjar,2019-2020,90.0,140.0,1.56
Haryana,Jhajjar,2020-2021,110.0,210.0,1.91
Haryana,Jhajjar,2021-2022,30.0,31.0,1.03
Haryana,Jhajjar,2022-2023,90.0,80.0,0.89
Haryana,Jind,2016-2017,100.0,100.0,1.0
Haryana,Jind,2017-2018,100.0,200.0,2.0
Haryana,Jind,2018-2019,100.0,200.0,2.0
Haryana,Jind,2019-2020,20.0,30.0,1.5
Haryana,Jind,2020-2021,20.0,40.0,2.0
Haryana,Jind,2021-2022,32.0,38.0,1.19
Haryana,Jind,2022-2023,10.0,10.0,1.0
Haryana,Kaithal,2019-2020,30.0,30.0,1.0
Haryana,Kaithal,2020-2021,10.0,10.0,1.0
Haryana,Kaithal,2021-2022,23.0,27.0,1.17
Haryana,Kaithal,2022-2023,10.0,10.0,1.0
Haryana,Karnal,2016-2017,100.0,100.0,1.0
Haryana,Karnal,2018-2019,100.0,100.0,1.0
Haryana,Karnal,2019-2020,40.0,40.0,1.0
Haryana,Karnal,2020-2021,20.0,20.0,1.0
Haryana,Karnal,2021-2022,13.0,16.0,1.23
Haryana,Karnal,2022-2023,10.0,10.0,1.0
Haryana,Kurukshetra,2017-2018,100.0,100.0,1.0
Haryana,Kurukshetra,2020-2021,10.0,10.0,1.0
Haryana,Kurukshetra,2021-2022,59.0,70.0,1.19
Haryana,Mahendragarh,2013-2014,14000.0,13000.0,0.93
Haryana,Mahendragarh,2014-2015,7000.0,4000.0,0.57
Haryana,Mahendragarh,2015-2016,3000.0,2000.0,0.67
Haryana,Mahendragarh,2016-2017,11300.0,14500.0,1.28
Haryana,Mahendragarh,2017-2018,5500.0,5100.0,0.93
Haryana,Mahendragarh,2018-2019,9400.0,14000.0,1.49
Haryana,Mahendragarh,2019-2020,6660.0,8320.0,1.25
Haryana,Mahendragarh,2020-2021,8220.0,7670.0,0.93
Haryana,Mahendragarh,2021-2022,5667.0,7044.0,1.24
Haryana,Mahendragarh,2022-2023,3330.0,4000.0,1.2
Haryana,Mewat,2013-2014,1000.0,1000.0,1.0
Haryana,Mewat,2016-2017,300.0,400.0,1.33
Haryana,Mewat,2017-2018,400.0,600.0,1.5
Haryana,Mewat,2018-2019,400.0,700.0,1.75
Haryana,Mewat,2019-2020,340.0,580.0,1.71
Haryana,Mewat,2020-2021,150.0,250.0,1.67
Haryana,Mewat,2021-2022,75.0,125.0,1.67
Haryana,Mewat,2022-2023,50.0,50.0,1.0
Haryana,Panchkula,2016-2017,100.0,100.0,1.0
Haryana,Panchkula,2017-2018,100.0,100.0,1.0
Haryana,Panchkula,2018-2019,100.0,100.0,1.0
Haryana,Panchkula,2019-2020,90.0,90.0,1.0
Haryana,Panchkula,2020-2021,80.0,40.0,0.5
Haryana,Panchkula,2021-2022,32.0,27.0,0.84
Haryana,Panchkula,2022-2023,30.0,30.0,1.0
Haryana,Panipat,2017-2018,100.0,100.0,1.0
Haryana,Panipat,2018-2019,100.0,200.0,2.0
Haryana,Panipat,2019-2020,30.0,20.0,0.67
Haryana,Panipat,2020-2021,10.0,20.0,2.0
Haryana,Panipat,2021-2022,7.0,6.0,0.86
Haryana,Panipat,2022-2023,10.0,20.0,2.0
Haryana,Rewari,2019-2020,10.0,10.0,1.0
Haryana,Rewari,2020-2021,20.0,20.0,1.0
Haryana,Rewari,2021-2022,8.0,6.0,0.75
Haryana,Rewari,2022-2023,10.0,10.0,1.0
Haryana,Rohtak,2013-2014,1000.0,1000.0,1.0
Haryana,Rohtak,2016-2017,300.0,400.0,1.33
Haryana,Rohtak,2017-2018,300.0,400.0,1.33
Haryana,Rohtak,2018-2019,300.0,400.0,1.33
Haryana,Rohtak,2019-2020,110.0,150.0,1.36
Haryana,Rohtak,2020-2021,210.0,210.0,1.0
Haryana,Rohtak,2021-2022,57.0,84.0,1.47
Haryana,Rohtak,2022-2023,30.0,30.0,1.0
Haryana,Sirsa,2013-2014,5000.0,6000.0,1.2
Haryana,Sirsa,2014-2015,5000.0,5000.0,1.0
Haryana,Sirsa,2015-2016,5000.0,5000.0,1.0
Haryana,Sirsa,2016-2017,3400.0,4700.0,1.38
Haryana,Sirsa,2017-2018,4200.0,6300.0,1.5
Haryana,Sirsa,2018-2019,3400.0,5800.0,1.71
Haryana,Sirsa,2019-2020,4310.0,6220.0,1.44
Haryana,Sirsa,2020-2021,3840.0,4950.0,1.29
Haryana,Sirsa,2021-2022,3315.0,4462.0,1.35
Haryana,Sirsa,2022-2023,1610.0,2340.0,1.45
Haryana,Sonipat,2019-2020,10.0,10.0,1.0
Haryana,Sonipat,2020-2021,10.0,20.0,2.0
Haryana,Sonipat,2021-2022,6.0,15.0,2.5
Haryana,Yamunanagar,2016-2017,100.0,100.0,1.0
Haryana,Yamunanagar,2019-2020,30.0,30.0,1.0
Haryana,Yamunanagar,2020-2021,20.0,20.0,1.0
Haryana,Yamunanagar,2021-2022,53.0,63.0,1.19
Haryana,Yamunanagar,2022-2023,10.0,10.0,1.0
Himachal Pradesh,Bilaspur,2013-2014,106.0,101.0,0.95
Himachal Pradesh,Bilaspur,2014-2015,105.0,94.0,0.9
Himachal Pradesh,Bilaspur,2015-2016,78.0,80.0,1.03
Himachal Pradesh,Bilaspur,2016-2017,102.0,8.0,0.08
Himachal Pradesh,Bilaspur,2017-2018,78.0,80.0,1.03
Himachal Pradesh,Bilaspur,2018-2019,12.0,12.0,1.0
Himachal Pradesh,Bilaspur,2019-2020,15.0,15.0,1.0
Himachal Pradesh,Bilaspur,2020-2021,3.0,4.0,1.33
Himachal Pradesh,Bilaspur,2021-2022,10.0,14.0,1.4
Himachal Pradesh,Bilaspur,2022-2023,3.0,4.0,1.33
Himachal Pradesh,Hamirpur,2013-2014,1.0,0.0,0.0
Himachal Pradesh,Hamirpur,2014-2015,2.0,1.0,0.5
Himachal Pradesh,Hamirpur,2015-2016,1.0,0.0,0.0
Himachal Pradesh,Hamirpur,2016-2017,1.0,0.0,0.0
Himachal Pradesh,Hamirpur,2017-2018,1.0,1.0,1.0
Himachal Pradesh,Hamirpur,2018-2019,5.0,5.0,1.0
Himachal Pradesh,Hamirpur,2019-2020,7.0,8.0,1.14
Himachal Pradesh,Kangra,2013-2014,165.0,154.0,0.93
Himachal Pradesh,Kangra,2014-2015,104.0,91.0,0.88
Himachal Pradesh,Kangra,2015-2016,98.0,100.0,1.02
Himachal Pradesh,Kangra,2016-2017,167.0,116.0,0.69
Himachal Pradesh,Kangra,2017-2018,98.0,106.0,1.08
Himachal Pradesh,Kangra,2018-2019,144.0,154.0,1.07
Himachal Pradesh,Kangra,2019-2020,148.0,160.0,1.08
Himachal Pradesh,Kangra,2020-2021,99.0,104.0,1.05
Himachal Pradesh,Kangra,2021-2022,57.0,60.0,1.05
Himachal Pradesh,Kangra,2022-2023,41.0,43.0,1.05
Himachal Pradesh,Kullu,2013-2014,38.0,35.0,0.92
Himachal Pradesh,Kullu,2014-2015,38.0,34.0,0.89
Himachal Pradesh,Kullu,2015-2016,38.0,35.0,0.92
Himachal Pradesh,Kullu,2016-2017,37.0,19.0,0.51
Himachal Pradesh,Kullu,2017-2018,38.0,37.0,0.97
Himachal Pradesh,Kullu,2018-2019,77.0,79.0,1.03
Himachal Pradesh,Kullu,2019-2020,75.0,82.0,1.09
Himachal Pradesh,Kullu,2021-2022,51.0,66.0,1.29
Himachal Pradesh,Kullu,2022-2023,51.0,0.0,0.0
Himachal Pradesh,Mandi,2013-2014,24.0,23.0,0.96
Himachal Pradesh,Mandi,2014-2015,24.0,19.0,0.79
Himachal Pradesh,Mandi,2015-2016,24.0,22.0,0.92
Himachal Pradesh,Mandi,2016-2017,23.0,4.0,0.17
Himachal Pradesh,Mandi,2017-2018,24.0,25.0,1.04
Himachal Pradesh,Mandi,2018-2019,16.0,16.0,1.0
Himachal Pradesh,Mandi,2019-2020,18.0,19.0,1.06
Himachal Pradesh,Mandi,2020-2021,25.0,15.0,0.6
Himachal Pradesh,Mandi,2021-2022,12.0,7.0,0.58
Himachal Pradesh,Mandi,2022-2023,17.0,10.0,0.59
Himachal Pradesh,Shimla,2013-2014,4.0,3.0,0.75
Himachal Pradesh,Shimla,2014-2015,4.0,2.0,0.5
Himachal Pradesh,Shimla,2015-2016,4.0,3.0,0.75
Himachal Pradesh,Shimla,2016-2017,4.0,1.0,0.25
Himachal Pradesh,Shimla,2017-2018,4.0,4.0,1.0
Himachal Pradesh,Shimla,2018-2019,6.0,6.0,1.0
Himachal Pradesh,Shimla,2019-2020,6.0,6.0,1.0
Himachal Pradesh,Shimla,2020-2021,6.0,6.0,1.0
Himachal Pradesh,Shimla,2021-2022,13.0,13.0,1.0
Himachal Pradesh,Shimla,2022-2023,16.0,16.0,1.0
Himachal Pradesh,Sirmaur,2013-2014,86.0,83.0,0.97
Himachal Pradesh,Sirmaur,2014-2015,71.0,67.0,0.94
Himachal Pradesh,Sirmaur,2015-2016,65.0,66.0,1.02
Himachal Pradesh,Sirmaur,2016-2017,84.0,27.0,0.32
Himachal Pradesh,Sirmaur,2017-2018,65.0,68.0,1.05
Himachal Pradesh,Sirmaur,2018-2019,92.0,95.0,1.03
Himachal Pradesh,Sirmaur,2019-2020,90.0,95.0,1.06
Himachal Pradesh,Sirmaur,2020-2021,140.0,196.0,1.4
Himachal Pradesh,Sirmaur,2021-2022,70.0,101.0,1.44
Himachal Pradesh,Sirmaur,2022-2023,74.0,110.0,1.49
Himachal Pradesh,Solan,2013-2014,24.0,21.0,0.88
Himachal Pradesh,Solan,2014-2015,24.0,21.0,0.88
Himachal Pradesh,Solan,2015-2016,24.0,23.0,0.96
Himachal Pradesh,Solan,2016-2017,23.0,2.0,0.09
Himachal Pradesh,Solan,2017-2018,24.0,25.0,1.04
Himachal Pradesh,Solan,2018-2019,24.0,24.0,1.0
Himachal Pradesh,Solan,2019-2020,26.0,27.0,1.04
Himachal Pradesh,Solan,2020-2021,5.0,5.0,1.0
Himachal Pradesh,Solan,2021-2022,3.0,3.0,1.0
Himachal Pradesh,Solan,2022-2023,4.0,4.0,1.0
Himachal Pradesh,Una,2013-2014,27.0,28.0,1.04
Himachal Pradesh,Una,2014-2015,27.0,28.0,1.04
Himachal Pradesh,Una,2015-2016,26.0,25.0,0.96
Himachal Pradesh,Una,2016-2017,26.0,27.0,1.04
Himachal Pradesh,Una,2017-2018,26.0,27.0,1.04
Himachal Pradesh,Una,2018-2019,8.0,8.0,1.0
Himachal Pradesh,Una,2019-2020,9.0,9.0,1.0
Himachal Pradesh,Una,2020-2021,4.0,8.0,2.0
Himachal Pradesh,Una,2021-2022,3.0,6.0,2.0
Himachal Pradesh,Una,2022-2023,4.0,8.0,2.0
Jammu and Kashmir,Kathua,2013-2014,65.0,35.8,0.55
Jammu and Kashmir,Kathua,2019-2020,9.0,2.7,0.3
Jammu and Kashmir,Kathua,2022-2023,6.0,1.2,0.2
Jammu and Kashmir,Samba,2013-2014,101.0,55.6,0.55
Jammu and Kashmir,Samba,2017-2018,23.0,4.8,0.21
Jharkhand,Bokaro,2013-2014,13.0,16.0,1.23
Jharkhand,Bokaro,2014-2015,45.0,68.0,1.51
Jharkhand,Bokaro,2015-2016,48.0,61.0,1.27
Jharkhand,Bokaro,2016-2017,31.0,38.0,1.23
Jharkhand,Bokaro,2017-2018,6745.0,9234.0,1.37
Jharkhand,Bokaro,2018-2019,5320.0,5187.0,0.98
Jharkhand,Bokaro,2019-2020,6862.0,10979.0,1.6
Jharkhand,Bokaro,2020-2021,9000.0,14400.0,1.6
Jharkhand,Bokaro,2021-2022,9119.0,10031.0,1.1
Jharkhand,Bokaro,2022-2023,14752.0,23603.0,1.6
Jharkhand,Chatra,2013-2014,1445.0,2399.0,1.66
Jharkhand,Chatra,2014-2015,1218.0,1245.0,1.02
Jharkhand,Chatra,2015-2016,1029.0,897.0,0.87
Jharkhand,Chatra,2016-2017,1058.0,1459.0,1.38
Jharkhand,Chatra,2017-2018,15840.0,18374.0,1.16
Jharkhand,Chatra,2018-2019,15680.0,17875.0,1.14
Jharkhand,Chatra,2019-2020,15840.0,15998.0,1.01
Jharkhand,Chatra,2020-2021,16626.0,19452.0,1.17
Jharkhand,Chatra,2021-2022,16836.0,19698.0,1.17
Jharkhand,Chatra,2022-2023,16976.0,18758.0,1.1
Jharkhand,Deoghar,2013-2014,146.0,128.0,0.88
Jharkhand,Deoghar,2014-2015,172.0,143.0,0.83
Jharkhand,Deoghar,2015-2016,210.0,198.0,0.94
Jharkhand,Deoghar,2016-2017,234.0,260.0,1.11
Jharkhand,Deoghar,2017-2018,6448.0,9350.0,1.45
Jharkhand,Deoghar,2018-2019,3294.0,4941.0,1.5
Jharkhand,Deoghar,2019-2020,10106.0,14755.0,1.46
Jharkhand,Deoghar,2020-2021,12414.0,18000.0,1.45
Jharkhand,Deoghar,2021-2022,10441.0,15662.0,1.5
Jharkhand,Deoghar,2022-2023,7414.0,10750.0,1.45
Jharkhand,Dhanbad,2013-2014,4.0,4.0,1.0
Jharkhand,Dhanbad,2014-2015,1.0,1.0,1.0
Jharkhand,Dhanbad,2016-2017,1.0,1.0,1.0
Jharkhand,Dhanbad,2017-2018,4817.0,7221.0,1.5
Jharkhand,Dhanbad,2018-2019,2150.0,2580.0,1.2
